,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
74,0.53303176,0.6867516,"('undedicated', 'dedicated')",0.15202105,0.35611078,1.3296993,1.3822138,0.31405646,0.3633094,0.5822021,0.6970964,-0.1148943
84,0.5180666,0.5135207,"('inferior', 'superior')",0.13268594,0.117962055,0.42797342,0.39829564,1.023642,0.8027498,0.525592,0.4581321,0.0674599
29,0.51111317,0.32439187,"('unfair', 'fair')",-0.2824605,-0.4379105,-0.0037581548,-0.023724101,-0.29624265,-0.42536658,-0.017837,-0.1406523,0.1228153
72,0.50934744,0.778444,"('unambitious', 'ambitious')",-0.18827116,0.266548,0.54057294,0.80833447,-0.5482665,-0.26244187,0.0783457,0.3977211,-0.3193754
23,-0.49627167,-0.14335646,"('insincere', 'sincere')",-0.26800764,0.05850824,-0.08005661,0.20118177,6.3980646,6.7412376,1.3884321,1.7143928,-0.3259607
25,0.480651,0.3140374,"('egoistic', 'altruistic')",1.6821384,1.4050703,0.42435876,0.30029413,1.5699552,1.4954536,1.0392759,0.8787138,0.1605621
47,-0.46702397,-0.42198196,"('stupid', 'smart')",0.3441205,0.41798896,0.06274252,0.1849369,5.4448395,5.5669713,1.3461696,1.4369788,-0.0908092
75,0.4643779,0.56959134,"('meek', 'impulsive')",0.76308924,0.7403798,-0.79183716,-0.58526254,-0.63162434,-0.5831072,-0.0489986,0.0354003,-0.0843989
17,0.42979586,0.17029226,"('nasty', 'nice')",0.14339195,-0.18928212,-1.0942519,-1.2080711,-0.58321494,-0.634673,-0.2760698,-0.4654335,0.1893637
67,-0.3762861,-0.13266183,"('doubtful', 'determined')",-1.1198814,-1.0131558,0.18264028,0.44264808,-0.91931146,-0.9478246,-0.5582097,-0.4127485,-0.1454612
50,0.374699,0.4601916,"('clumsy', 'skillful')",0.36157116,0.49814674,0.27342147,0.35618493,0.10542281,0.38650984,0.2787786,0.4252583,-0.1464797
7,-0.34069693,-0.34790102,"('insensitive', 'sensitive')",0.049861416,-0.070102975,0.7047765,0.5352301,1.559323,1.4632775,0.493316,0.3951259,0.0981901
39,0.29848817,0.32157108,"('exploitative', 'cooperative')",0.10111369,-0.08391306,1.6366762,1.507991,0.48233694,0.2826588,0.6296538,0.5070769,0.1225769
16,0.28818825,0.11436245,"('unpopular', 'popular')",0.4967174,0.14238977,-0.46609527,-0.54433036,0.08315666,0.07126476,0.1004918,-0.0540783,0.1545701
42,0.27222374,0.45316803,"('unreliable', 'reliable')",0.103567176,0.24787818,1.378581,1.3427675,-2.8562915,-2.686456,-0.2754799,-0.1606606,-0.1148193
4,0.21674009,0.38027424,"('disliked', 'liked')",0.7113464,0.76597863,-0.10247831,0.06803353,-7.3558135,-7.2258544,-1.6325513,-1.502892,-0.1296593
15,0.18538865,0.33336303,"('boring', 'funny')",0.9616799,1.0348815,-0.9818636,-0.8240414,0.29899853,0.28629166,0.1160509,0.2076237,-0.0915728
64,-0.18081474,-0.1917785,"('shy', 'confident')",-0.64920723,-0.5479038,1.0955012,1.0097383,-6.853669,-6.8604226,-1.6470475,-1.6475916,0.0005441
41,-0.12213595,0.16684167,"('unforgiving', 'forgiving')",0.006863877,0.1767644,0.8443227,0.8068173,0.022514656,0.09682917,0.1878913,0.3118131,-0.1239218
18,0.08334858,-0.25725996,"('disagreeable', 'welcoming')",0.6551516,0.26501817,-0.0650184,-0.5105117,-0.46924967,-0.60470796,0.051058,-0.2768654,0.3279234
38,-0.028196035,0.4729029,"('untruthful', 'truthful')",-0.016842097,0.41323808,-0.71806234,-0.32061806,-0.3250058,0.02076894,-0.2720266,0.146573,-0.4185996
27,-0.022571467,-0.16620554,"('hardhearted', 'softhearted')",0.5594503,0.35226655,0.08319166,-0.18776928,1.5040741,1.296131,0.5310361,0.3236057,0.2074304
