,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
11,0.54266256,0.8914978,"('unhelpful', 'helpful')",1.321909,1.6169709,0.9322858,1.2542343,-0.3219485
67,0.53657705,0.48966685,"('doubtful', 'determined')",-0.72046006,-0.7767766,-0.0919415,-0.1435549,0.0516134
35,-0.5306778,-0.7324162,"('corrupt', 'incorrupt')",0.19334109,-0.11633821,-0.1686684,-0.4243772,0.2557088
54,-0.5252533,-0.57073504,"('incapable', 'capable')",1.2099171,1.1868105,0.3423319,0.3080377,0.0342942
74,-0.518031,-0.38682383,"('undedicated', 'dedicated')",0.050599743,0.08140081,-0.2337156,-0.1527115,-0.0810041
28,-0.496565,-0.66951334,"('disloyal', 'loyal')",0.9031794,0.88601124,0.2033072,0.1082489,0.0950583
81,0.48901105,0.78367704,"('submissive', 'aggressive')",-0.8832582,-0.588048,-0.1971236,0.0978145,-0.2949381
48,0.48680177,0.47711438,"('unintelligent', 'intelligent')",0.8032527,0.7680724,0.6450272,0.6225934,0.0224338
38,-0.4839528,-0.38101947,"('untruthful', 'truthful')",-0.25005808,-0.24821272,-0.3670054,-0.3146161,-0.0523893
85,-0.4551194,-0.7128516,"('insignificant', 'prestigious')",1.0231183,0.6617865,0.2839994,-0.0255325,0.3095319
4,-0.44292054,-0.4885603,"('disliked', 'liked')",-6.55811,-6.853675,-3.5005155,-3.6711175,0.170602
73,0.41436595,0.45533377,"('helpless', 'self-reliant')",-2.7635918,-2.8293417,-1.1746129,-1.187004,0.0123911
71,0.4142288,0.25663167,"('diffident', 'self-confident')",0.76260304,0.52715135,0.5884159,0.3918915,0.1965244
62,0.399048,0.7477503,"('incompetent', 'brilliant')",-0.049470805,0.27945182,0.1747886,0.5136011,-0.3388125
55,0.39018276,0.5132181,"('incompetent', 'clever')",0.17713603,0.24758449,0.2836594,0.3804013,-0.0967419
21,0.3882149,0.5777235,"('immoral', 'moral')",-0.62853324,-0.58674836,-0.1201592,-0.0045124,-0.1156468
2,0.38311246,0.47037953,"('unlikable', 'likable')",0.43294418,0.40701696,0.4080283,0.4386982,-0.0306699
23,-0.34019792,-0.10845768,"('insincere', 'sincere')",5.520452,5.896243,2.590127,2.8938928,-0.3037658
33,0.32238254,0.21082413,"('wrong', 'right')",-0.3483566,-0.63560146,-0.012987,-0.2123887,0.1994017
58,-0.311286,-0.31436446,"('undiscriminating', 'discriminating')",0.2444509,0.16962077,-0.0334176,-0.0723718,0.0389542
59,0.30567586,0.062201507,"('foolish', 'wise')",0.6020758,0.38002428,0.4538758,0.2211129,0.2327629
47,0.29105246,0.46541,"('stupid', 'smart')",5.487285,5.735717,2.8891687,3.1005635,-0.2113948
25,0.29049042,0.10547884,"('egoistic', 'altruistic')",1.8562001,1.7753365,1.0733453,0.9404077,0.1329376
50,0.28862512,0.20442602,"('clumsy', 'skillful')",0.19963661,0.10545798,0.2441309,0.154942,0.0891889
32,0.27482873,0.32185718,"('unkind', 'kind')",0.5928378,0.6741537,0.4338333,0.4980054,-0.0641721
56,0.2742839,0.6908185,"('impractical', 'practical')",-0.4570002,-0.19684839,-0.0913582,0.246985,-0.3383432
70,0.26141745,0.41080663,"('lethargic', 'energetic')",0.3168785,0.4806382,0.289148,0.4457224,-0.1565744
64,0.24993569,0.10645552,"('shy', 'confident')",-6.8969684,-7.0129466,-3.3235164,-3.4532456,0.1297292
52,-0.23435572,-0.35713142,"('irrational', 'rational')",0.38314515,0.1688113,0.0743947,-0.0941601,0.1685548
22,-0.23083001,-0.19793317,"('untrustworthy', 'trustworthy')",-0.9292245,-0.8490698,-0.5800272,-0.5235015,-0.0565257
66,-0.21393877,-0.36025035,"('inactive', 'active')",0.83760196,0.49195588,0.3118316,0.0658528,0.2459788
83,-0.19314599,-0.12537295,"('powerless', 'powerful')",-0.9167814,-0.8102261,-0.5549637,-0.4677995,-0.0871642
40,0.19079098,-0.07978579,"('stingy', 'generous')",-1.1356616,-1.4621583,-0.4724353,-0.7709721,0.2985368
13,0.17513469,0.58230096,"('impolite', 'polite')",-0.8294447,-0.6060311,-0.327155,-0.0118651,-0.3152899
88,-0.1691707,-0.30660936,"('low', 'eminent')",0.24635705,0.21872011,0.0385932,-0.0439446,0.0825378
12,0.16558176,0.109584816,"('unsupportive', 'supportive')",-1.7481701,-1.8558512,-0.7912942,-0.8731332,0.081839
87,0.14537323,0.32206422,"('unsuccessful', 'successful')",0.6193114,0.5042824,0.3823423,0.4131733,-0.030831
0,-0.14466538,-0.08605188,"('unsociable', 'sociable')",-0.45374992,-0.39409268,-0.2992077,-0.2400723,-0.0591354
17,-0.13723162,-0.069621585,"('nasty', 'nice')",-0.46492144,-0.45521358,-0.3010765,-0.2624176,-0.0386589
20,-0.121471785,-0.12400414,"('rough', 'thoughtful')",1.4008807,1.3452863,0.6397045,0.6106411,0.0290634
46,-0.11373083,0.10617104,"('uncompetitive', 'competitive')",-0.8937495,-0.78345966,-0.5037401,-0.3386443,-0.1650958
68,-0.11245298,-0.21979603,"('dependent', 'independent')",-0.29668626,-0.490421,-0.2045696,-0.3551085,0.1505389
61,-0.111822635,0.0111262575,"('illogical', 'logical')",0.42753163,0.3567163,0.1578545,0.1839213,-0.0260668
65,0.10771596,0.34000635,"('insecure', 'secure')",-0.61284363,-0.3787322,-0.2525638,-0.0193629,-0.2332009
29,-0.10718376,-0.12394163,"('unfair', 'fair')",-0.2501411,-0.38081107,-0.1786624,-0.2523763,0.0737139
24,-0.09468279,-0.15278246,"('dishonest', 'honest')",0.6944285,0.68571573,0.2998728,0.2664666,0.0334062
3,-0.08788462,-0.0017559924,"('repellent', 'pleasant')",-0.026340175,0.20654935,-0.0571124,0.1023967,-0.1595091
15,-0.08693951,-0.0273446,"('boring', 'funny')",0.39305016,0.2939126,0.1530553,0.133284,0.0197713
43,0.08659956,0.18594578,"('irresponsible', 'responsible')",0.52873075,0.51245445,0.3076652,0.3492001,-0.0415349
34,0.08496597,0.20607261,"('mean', 'honorable')",5.899724,6.056447,2.9923451,3.1312599,-0.1389148
7,-0.07620852,-0.1702627,"('insensitive', 'sensitive')",0.7944984,0.7401557,0.3591449,0.2849465,0.0741984
26,-0.06936439,-0.27055407,"('hardhearted', 'benevolent')",1.9328855,1.8173833,0.9317605,0.7734146,0.1583459
49,-0.06048043,-0.06958693,"('unable', 'able')",-0.050234713,-0.12568778,-0.0553576,-0.0976374,0.0422798
63,0.04335181,0.12569039,"('unperceptive', 'insightful')",0.7617235,0.8625622,0.4025377,0.4941263,-0.0915886
41,-0.026764892,-0.04524319,"('unforgiving', 'forgiving')",0.009692099,-0.15036854,-0.0085364,-0.0978059,0.0892695
78,0.016632207,-0.11871581,"('nonresilient', 'resilient')",0.37806147,0.19365689,0.1973468,0.0374705,0.1598763
27,-0.011184376,-0.23742613,"('hardhearted', 'softhearted')",1.8949507,1.5774642,0.9418832,0.670019,0.2718642
18,-0.005057402,-0.2533144,"('disagreeable', 'welcoming')",-0.073783405,-0.32092625,-0.0394204,-0.2871203,0.2476999
