,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
23,0.6673187,0.6137426,"('insincere', 'sincere')",-0.9992488,-1.0788939,4.8511734,4.526435,1.5064144,1.3537612,0.1526532
51,-0.66590613,-0.9850883,"('uneducated', 'educated')",-0.25193158,-0.5828885,-0.18419465,-0.2471675,-0.3673441,-0.6050481,0.237704
80,-0.66356784,-0.20775631,"('dominated', 'dominating')",0.15539503,0.49630573,0.16061753,0.57001656,-0.1158518,0.2861887,-0.4020405
22,-0.66331816,-0.27015176,"('untrustworthy', 'trustworthy')",-1.7200582,-1.6707722,-1.0008116,-0.65039146,-1.1280626,-0.8637718,-0.2642908
70,0.6620043,1.5074997,"('lethargic', 'energetic')",-0.18544047,0.24783659,0.13538818,0.52654207,0.203984,0.7606262,-0.5566422
76,0.65570885,0.6255186,"('anxious', 'daring')",-0.39468527,-0.2268169,-0.31793675,-0.3848891,-0.0189711,0.0046042,-0.0235753
43,0.6528089,0.86243916,"('irresponsible', 'responsible')",-0.43373096,-0.24088116,0.9060222,0.85384935,0.3750334,0.4918025,-0.1167691
2,0.6498521,0.52286905,"('unlikable', 'likable')",-0.2962251,-0.42775697,0.39325213,0.29593283,0.2489597,0.1303483,0.1186114
36,-0.6204312,-1.1174737,"('hostile', 'amicable')",-0.36317864,-0.44899404,1.0447079,1.0335138,0.020366,-0.1776513,0.1980173
61,-0.59430945,-0.66958785,"('illogical', 'logical')",-0.96259147,-1.0356343,0.6886358,0.79328203,-0.2894217,-0.30398,0.0145583
12,0.58360475,0.62749034,"('unsupportive', 'supportive')",0.14285293,0.21145068,-1.3004885,-1.1125647,-0.1913436,-0.0912079,-0.1001357
88,-0.58091474,-0.50214005,"('low', 'eminent')",0.11656351,-0.04065547,0.46240002,0.34951574,-0.0006504,-0.0644266,0.0637762
67,0.5670979,0.4552184,"('doubtful', 'determined')",0.19356287,0.14144568,-0.33572802,-0.52478254,0.1416442,0.0239605,0.1176837
72,-0.5630719,-0.8223789,"('unambitious', 'ambitious')",-0.2345099,-0.26080072,0.6069455,0.4433679,-0.0635454,-0.2132706,0.1497252
18,-0.55814373,-0.68631166,"('disagreeable', 'welcoming')",-1.0043594,-1.1267211,-1.0236121,-1.2338519,-0.8620385,-1.0156283,0.1535898
86,-0.5357324,-0.5916025,"('uninfluential', 'influential')",-0.3637761,-0.5310427,-0.098384015,0.14052181,-0.3326308,-0.3273744,-0.0052564
60,0.53557855,0.72697514,"('inefficient', 'efficient')",0.31150615,0.2052319,-0.20421691,-0.41627964,0.2142893,0.1719758,0.0423135
71,0.53231007,0.8321986,"('diffident', 'self-confident')",0.28270212,0.48581308,0.4313038,0.77059793,0.4154387,0.6962032,-0.2807645
6,-0.52820075,-0.98737246,"('distant', 'open')",-0.32714736,-0.34101182,0.4178432,0.28388175,-0.145835,-0.3481675,0.2023325
25,0.51367927,0.31278232,"('egoistic', 'altruistic')",0.21521756,0.17467971,1.2843688,1.1194643,0.6710885,0.5356421,0.1354464
62,-0.5107342,-0.19707744,"('incompetent', 'brilliant')",0.016581155,0.26588917,0.277003,0.3749223,-0.0723834,0.1479113,-0.2202947
78,-0.50892425,-0.35565487,"('nonresilient', 'resilient')",0.22165614,0.45284888,0.2969238,0.4899167,0.0032186,0.1957036,-0.192485
4,-0.50109726,-0.6127804,"('disliked', 'liked')",0.45073986,0.6467611,-5.317025,-4.7297626,-1.7891275,-1.5652606,-0.2238669
75,-0.49520093,-0.27026582,"('meek', 'impulsive')",0.28323814,0.7779577,-0.6092433,-0.39317742,-0.2737354,0.0381715,-0.3119069
17,0.4755353,0.39986193,"('nasty', 'nice')",-0.25699723,-0.22843298,-0.80067366,-0.826618,-0.1940452,-0.2183963,0.0243511
41,0.47226956,-0.025932666,"('unforgiving', 'forgiving')",-1.088343,-1.5735731,0.26672634,0.36637324,-0.116449,-0.4110442,0.2945952
34,-0.46932617,-0.32110488,"('mean', 'honorable')",-0.20323262,-0.09323555,4.321479,4.267976,1.2163067,1.2845451,-0.0682384
13,-0.46740276,-0.2834154,"('impolite', 'polite')",-0.10797096,0.032990463,-0.34150457,-0.2798952,-0.3056261,-0.1767734,-0.1288527
3,0.45974243,0.5061863,"('repellent', 'pleasant')",-0.113302104,-0.11681944,-0.086436115,-0.19085003,0.0866681,0.0661723,0.0204958
27,-0.449396,-0.37763497,"('hardhearted', 'softhearted')",-0.6022717,-0.39060333,0.5883867,0.54367566,-0.154427,-0.0748542,-0.0795728
8,0.44134796,0.3414949,"('unaffectionate', 'affectionate')",-0.20378155,-0.44386038,0.84309053,0.7225637,0.360219,0.2067327,0.1534863
5,-0.43890396,-0.8476691,"('distant', 'outgoing')",0.24202299,0.1725521,0.3668446,0.17659572,0.0566545,-0.1661738,0.2228283
7,0.43514383,0.9192716,"('insensitive', 'sensitive')",-0.39749938,-0.00611653,0.44782096,0.80378455,0.1618218,0.5723132,-0.4104914
0,0.4172732,0.42179543,"('unsociable', 'sociable')",-0.35508537,-0.56032956,-0.62422174,-0.72603875,-0.1873446,-0.288191,0.1008464
59,-0.40525222,-0.5914118,"('foolish', 'wise')",0.12017825,0.11019314,0.29651538,0.10767383,0.0038138,-0.124515,0.1283288
35,-0.39700627,-0.8744005,"('corrupt', 'incorrupt')",-0.33152166,-0.5801265,0.01263025,-0.14952146,-0.2386326,-0.5346828,0.2960502
42,-0.3885274,-0.2451973,"('unreliable', 'reliable')",-0.4261307,0.006857574,-2.477515,-1.9985627,-1.097391,-0.7456342,-0.3517568
37,0.36971164,0.3987331,"('fake', 'genuine')",0.17668009,0.24140385,0.5874343,0.56527936,0.377942,0.4018054,-0.0238634
28,0.36463386,0.27544957,"('disloyal', 'loyal')",0.042903345,-0.06665932,0.874074,0.8755244,0.4272037,0.3614382,0.0657655
69,0.3526442,0.12055226,"('lazy', 'industrious')",2.039412,2.102412,0.29394257,0.20767535,0.895333,0.8102132,0.0851198
20,0.34516487,0.26707762,"('rough', 'thoughtful')",8.3560124e-05,-0.092161916,1.2188685,1.1732639,0.5213723,0.4493932,0.0719791
21,0.3251767,0.36552468,"('immoral', 'moral')",-0.51780635,-0.8007564,-1.4851952,-1.4807624,-0.559275,-0.6386647,0.0793897
38,-0.3234122,-0.36750197,"('untruthful', 'truthful')",-0.28758645,-0.3150942,0.45828626,0.5300312,-0.0509041,-0.050855,-4.91e-05
64,-0.3131251,-0.4504745,"('shy', 'confident')",0.37384832,0.28459507,-5.5918617,-5.4659863,-1.8437128,-1.8772885,0.0335757
79,0.31225225,0.16435862,"('wavering', 'unwavering')",-0.36120087,-0.1499184,0.17682657,0.38011074,0.042626,0.131517,-0.088891
10,0.3016268,0.42415017,"('unsympathetic', 'sympathetic')",-0.91161835,-0.8638292,-0.49365953,-0.40299627,-0.3678837,-0.2808918,-0.0869919
47,-0.29603294,-0.50227624,"('stupid', 'smart')",-0.1666068,-0.15209009,5.129686,4.883331,1.555682,1.4096548,0.1460272
57,0.29489112,0.6997095,"('unimaginative', 'imaginative')",0.14558746,0.65038687,-1.8006829,-1.177845,-0.4534014,0.0574171,-0.5108185
46,-0.28913933,0.24213755,"('uncompetitive', 'competitive')",0.33183315,0.6594767,-1.030694,-0.6815164,-0.3293334,0.0733659,-0.4026993
33,-0.2767517,-0.44472235,"('wrong', 'right')",0.8065172,0.64748734,0.34916207,0.27236283,0.2929759,0.1583759,0.1346
29,0.2573878,0.38496488,"('unfair', 'fair')",-1.2624894,-1.4992623,-0.5952596,-0.5427867,-0.5334538,-0.5523614,0.0189076
81,0.24235746,0.439916,"('submissive', 'aggressive')",0.92514676,0.91461825,-0.822462,-0.9072164,0.1150141,0.1491059,-0.0340918
32,0.22394364,0.07102791,"('unkind', 'kind')",-0.612813,-0.87665004,0.43339744,0.2958222,0.0148427,-0.1699333,0.184776
66,-0.17430335,-0.15271957,"('inactive', 'active')",0.041925646,0.51522905,1.1495761,1.3949914,0.3390661,0.5858336,-0.2467675
77,0.17179374,0.36051294,"('unmotivated', 'motivated')",0.3093167,0.46068734,-1.121948,-1.0619992,-0.2136125,-0.0802663,-0.1333462
45,-0.17104226,0.2241884,"('incompetent', 'competent')",-0.21808074,0.21281005,0.5987948,1.2191985,0.0698906,0.5520657,-0.4821751
44,-0.15904114,0.11201751,"('prejudiced', 'unprejudiced')",-0.6669581,-0.49691108,-1.363009,-1.4105802,-0.7296694,-0.5984912,-0.1311782
50,-0.14431813,-0.48094678,"('clumsy', 'skillful')",0.21116081,0.45859382,-0.13676848,-0.19911382,-0.0233086,-0.0738223,0.0505137
65,0.14325914,0.52760446,"('insecure', 'secure')",-1.2047025,-1.238061,-0.07035565,0.048753925,-0.3772663,-0.2205675,-0.1566988
58,-0.13488245,-0.077344,"('undiscriminating', 'discriminating')",0.2576274,0.41702962,0.37368596,0.7652162,0.165477,0.3683006,-0.2028236
49,-0.13269095,0.034729436,"('unable', 'able')",0.11057955,0.27504632,-0.6643529,-0.601225,-0.2288214,-0.0971497,-0.1316717
30,0.091179825,0.24671791,"('intolerant', 'tolerant')",0.5830206,0.4992561,0.4060844,0.2136746,0.3600949,0.3198829,0.040212
1,-0.08785823,-0.14636251,"('unfriendly', 'friendly')",-0.5657743,-0.86477053,1.9908277,1.8808728,0.4457317,0.2899133,0.1558184
55,-0.084922284,0.30040634,"('incompetent', 'clever')",-0.8436824,-0.853125,-0.38477612,-0.14367796,-0.4377936,-0.2321322,-0.2056614
52,-0.08370475,-0.6696384,"('irrational', 'rational')",-0.86675924,-1.2003086,-0.09032267,-0.34930688,-0.3469289,-0.7397513,0.3928224
11,-0.07313065,0.3089913,"('unhelpful', 'helpful')",0.013191896,0.24569513,1.2990904,1.2886325,0.4130505,0.6144396,-0.2013891
53,0.06783771,-0.053803355,"('uncreative', 'creative')",-0.40213552,-0.32343408,0.7439096,0.79355764,0.1365373,0.1387734,-0.0022361
48,0.05065215,0.34154022,"('unintelligent', 'intelligent')",-0.33086905,-0.60091597,-0.22431432,-0.2514953,-0.1681771,-0.1702904,0.0021133
54,0.04849185,0.28198165,"('incapable', 'capable')",-0.4625772,-0.3554162,0.63818175,0.53623044,0.0746988,0.1542653,-0.0795665
40,-0.028583467,-0.1969724,"('stingy', 'generous')",0.24768147,0.13431579,-1.7605429,-1.7493027,-0.513815,-0.6039865,0.0901715
85,0.023050964,-0.20286897,"('insignificant', 'prestigious')",0.01297266,-0.15627486,0.17096461,0.2956968,0.0689961,-0.021149,0.0901451
19,0.018543601,-0.16437641,"('inhospitable', 'hospitable')",-0.7449609,-0.6697657,-0.19045565,-0.12067419,-0.3056243,-0.3182721,0.0126478
