,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.9335223,-1.7876395,"('distant', 'open')",0.14901286,0.17805189,-0.8922547,-0.8047938,-0.0874609
5,-1.6396805,-1.4832207,"('distant', 'outgoing')",-0.17488882,-0.12935539,-0.9072847,-0.8062881,-0.1009966
79,-1.5609913,-1.4534928,"('wavering', 'unwavering')",0.0025727246,0.060973063,-0.7792093,-0.6962599,-0.0829494
53,-1.4711227,-1.4506365,"('uncreative', 'creative')",0.7965271,0.6483059,-0.3372978,-0.4011653,0.0638675
19,-1.470312,-1.3416193,"('inhospitable', 'hospitable')",0.11867245,0.27171248,-0.6758198,-0.5349534,-0.1408664
9,-1.4202502,-1.4707516,"('unaffectionate', 'caring')",1.3674469,1.4045272,-0.0264016,-0.0331122,0.0067106
66,-1.3990713,-1.1700338,"('inactive', 'active')",0.011316761,0.15126094,-0.6938773,-0.5093864,-0.1844909
36,-1.368915,-1.6029692,"('hostile', 'amicable')",0.022323187,-0.20045412,-0.6732959,-0.9017116,0.2284157
1,-1.3451214,-1.6226951,"('unfriendly', 'friendly')",1.8573114,1.7285422,0.256095,0.0529236,0.2031714
8,-1.3445369,-1.4220303,"('unaffectionate', 'affectionate')",0.8968924,0.94904834,-0.2238222,-0.236491,0.0126688
60,1.3218799,1.383251,"('inefficient', 'efficient')",0.22908789,0.34815454,0.7754838,0.8657027,-0.0902189
81,1.2738895,1.2895653,"('submissive', 'aggressive')",-0.664468,-0.6383965,0.3047108,0.3255844,-0.0208736
31,-1.2011842,-1.2958611,"('evil', 'good')",-0.8738171,-1.0950723,-1.0375006,-1.1954668,0.1579662
80,1.0789173,1.1577111,"('dominated', 'dominating')",-1.2320455,-1.112441,-0.0765641,0.0226351,-0.0991992
16,-1.0577015,-1.113262,"('unpopular', 'popular')",0.08937957,-0.011450168,-0.484161,-0.5623561,0.0781951
54,-1.0168161,-0.7034621,"('incapable', 'capable')",1.1910048,1.437518,0.0870943,0.3670279,-0.2799336
86,-1.0024972,-1.2912861,"('uninfluential', 'influential')",0.07016168,-0.07086149,-0.4661677,-0.6810738,0.2149061
30,0.9554003,0.9109498,"('intolerant', 'tolerant')",1.4618179,1.4255178,1.2086091,1.1682339,0.0403752
38,-0.9540235,-0.827502,"('untruthful', 'truthful')",0.024270896,0.17397292,-0.4648763,-0.3267646,-0.1381117
10,-0.9520415,-0.93504864,"('unsympathetic', 'sympathetic')",-0.4636579,-0.4249453,-0.7078497,-0.679997,-0.0278527
65,0.9430943,0.80527157,"('insecure', 'secure')",-0.09827129,-0.029543914,0.4224115,0.3878638,0.0345477
76,0.91926944,1.037731,"('anxious', 'daring')",0.059784338,0.16994406,0.4895269,0.6038375,-0.1143106
85,-0.8518583,-0.866888,"('insignificant', 'prestigious')",0.18579,0.2354362,-0.3330342,-0.3157259,-0.0173083
73,0.83868045,0.9255247,"('helpless', 'self-reliant')",-2.532426,-2.6048858,-0.8468728,-0.8396806,-0.0071922
71,-0.83170855,-0.8025475,"('diffident', 'self-confident')",0.3506836,0.42011717,-0.2405125,-0.1912152,-0.0492973
14,0.7943301,0.7229514,"('antisocial', 'social')",-0.51513803,-0.5597265,0.139596,0.0816125,0.0579835
29,-0.7897683,-0.9790091,"('unfair', 'fair')",-0.272222,-0.39837804,-0.5309951,-0.6886936,0.1576985
40,0.69462186,0.43269658,"('stingy', 'generous')",-0.8860475,-1.2918185,-0.0957128,-0.429561,0.3338482
57,-0.67206484,-0.6765492,"('unimaginative', 'imaginative')",-2.4048135,-2.5063992,-1.5384392,-1.5914742,0.053035
62,0.6605079,0.83935004,"('incompetent', 'brilliant')",0.6276448,0.76703256,0.6440763,0.8031913,-0.159115
28,-0.63635105,-0.9158005,"('disloyal', 'loyal')",0.9427131,0.76773727,0.153181,-0.0740316,0.2272126
52,-0.6214048,-0.83488065,"('irrational', 'rational')",0.09629006,-0.023211032,-0.2625574,-0.4290459,0.1664885
48,0.6183783,0.26107317,"('unintelligent', 'intelligent')",0.9701021,0.80258685,0.7942402,0.53183,0.2624102
55,0.5890275,0.49661857,"('incompetent', 'clever')",0.29881075,0.20566536,0.4439191,0.351142,0.0927771
22,0.58085155,0.62392414,"('untrustworthy', 'trustworthy')",-0.3971564,-0.5371852,0.0918476,0.0433695,0.0484781
39,0.5504424,0.70133513,"('exploitative', 'cooperative')",0.13238,0.2354425,0.3414112,0.4683888,-0.1269776
35,-0.54398996,-0.6011908,"('corrupt', 'incorrupt')",-0.3547864,-0.4289487,-0.4493882,-0.5150697,0.0656815
17,-0.5295591,-0.4819911,"('nasty', 'nice')",-0.55512613,-0.47495306,-0.5423426,-0.4784721,-0.0638705
0,-0.52827066,-0.71243197,"('unsociable', 'sociable')",-0.35965094,-0.48880202,-0.4439608,-0.600617,0.1566562
43,-0.48160955,-0.29560745,"('irresponsible', 'responsible')",0.4330841,0.61674774,-0.0242627,0.1605701,-0.1848328
21,0.45110184,0.43475744,"('immoral', 'moral')",-0.63213366,-0.59938306,-0.0905159,-0.0823128,-0.0082031
4,-0.4296411,-0.46969223,"('disliked', 'liked')",-6.082752,-6.400391,-3.2561967,-3.4350417,0.178845
75,-0.40749016,-0.25047123,"('meek', 'impulsive')",-0.5686555,-0.51301,-0.4880728,-0.3817406,-0.1063322
84,0.40340242,0.2979596,"('inferior', 'superior')",0.9046679,0.9069987,0.6540352,0.6024792,0.051556
20,0.38584122,0.22420421,"('rough', 'thoughtful')",0.7927642,0.672371,0.5893027,0.4482876,0.1410151
44,0.3587404,0.6536495,"('prejudiced', 'unprejudiced')",-1.7932479,-1.6171023,-0.7172538,-0.4817264,-0.2355274
24,-0.35818523,-0.4045089,"('dishonest', 'honest')",1.0537069,1.0389,0.3477608,0.3171956,0.0305652
3,-0.33730406,-0.5609535,"('repellent', 'pleasant')",0.14075091,0.010657023,-0.0982766,-0.2751482,0.1768716
12,-0.32881755,-0.23362973,"('unsupportive', 'supportive')",-1.3879594,-1.4318428,-0.8583884,-0.8327363,-0.0256521
50,0.32085925,0.38140547,"('clumsy', 'skillful')",0.10547728,0.15388705,0.2131683,0.2676463,-0.054478
59,-0.3186535,-0.34993187,"('foolish', 'wise')",0.35379064,0.41972286,0.0175686,0.0348955,-0.0173269
64,0.31638205,0.42039973,"('shy', 'confident')",-6.461413,-6.4833155,-3.0725155,-3.0314579,-0.0410576
41,0.31111848,0.109989986,"('unforgiving', 'forgiving')",0.18123591,0.0050795833,0.2461772,0.0575348,0.1886424
69,0.28398502,0.49667457,"('lazy', 'industrious')",-0.8411304,-0.8541154,-0.2785727,-0.1787204,-0.0998523
15,-0.2835906,-0.28862643,"('boring', 'funny')",0.7033279,0.6345763,0.2098686,0.1729749,0.0368937
42,0.28113687,0.649406,"('unreliable', 'reliable')",-3.0798502,-2.914242,-1.3993566,-1.132418,-0.2669386
51,0.27963766,0.071709745,"('uneducated', 'educated')",0.8921329,0.86486596,0.5858853,0.4682879,0.1175974
61,-0.26234362,-0.2924291,"('illogical', 'logical')",0.35485289,0.31566274,0.0462546,0.0116168,0.0346378
82,-0.2391755,-0.22843826,"('poor', 'rich')",6.280622,6.291002,3.0207233,3.0312817,-0.0105584
37,0.22596517,0.25507233,"('fake', 'genuine')",0.5932334,0.5695337,0.4095993,0.412303,-0.0027037
74,0.1985268,0.22674672,"('undedicated', 'dedicated')",0.28606534,0.24721697,0.2422961,0.2369818,0.0053143
2,0.1859115,0.422656,"('unlikable', 'likable')",0.54937345,0.68456036,0.3676425,0.5536082,-0.1859657
34,-0.1808067,-0.26975963,"('mean', 'honorable')",6.159835,6.235113,2.9895141,2.9826767,0.0068374
45,-0.1545853,-0.1997888,"('incompetent', 'competent')",-0.10303116,-0.2929718,-0.1288082,-0.2463803,0.1175721
13,-0.1541922,-0.10699104,"('impolite', 'polite')",-0.43256462,-0.3738866,-0.2933784,-0.2404388,-0.0529396
72,-0.15386373,-0.078743234,"('unambitious', 'ambitious')",-0.49268603,-0.5088157,-0.3232749,-0.2937795,-0.0294954
78,-0.14146717,-0.2126181,"('nonresilient', 'resilient')",0.11156392,0.0024960963,-0.0149516,-0.105061,0.0901094
32,-0.13099535,-0.118701786,"('unkind', 'kind')",1.1151215,1.132158,0.4920631,0.5067281,-0.014665
88,-0.13096187,-0.27101213,"('low', 'eminent')",0.2885873,0.2350243,0.0788127,-0.0179939,0.0968066
70,0.12076625,0.18872838,"('lethargic', 'energetic')",0.6023756,0.66931784,0.361571,0.4290231,-0.0674521
67,0.120490626,0.33078402,"('doubtful', 'determined')",-0.93727165,-0.68733215,-0.4083905,-0.1782741,-0.2301164
58,-0.11497781,-0.21670444,"('undiscriminating', 'discriminating')",0.3446804,0.23928078,0.1148513,0.0112882,0.1035631
33,-0.112585366,-0.074394904,"('wrong', 'right')",-0.36742693,-0.45191577,-0.2400061,-0.2631553,0.0231492
63,-0.10299121,-0.110682055,"('unperceptive', 'insightful')",1.2737701,1.2740403,0.5853894,0.5816792,0.0037102
77,0.10114767,0.2679532,"('unmotivated', 'motivated')",-1.3878282,-1.3332028,-0.6433403,-0.5326248,-0.1107155
25,-0.096139,-0.09027769,"('egoistic', 'altruistic')",1.6355255,1.5848432,0.7696933,0.7472827,0.0224106
56,0.08334218,0.19671902,"('impractical', 'practical')",0.13396442,0.16486074,0.1086533,0.1807899,-0.0721366
26,-0.080924325,-0.26193503,"('hardhearted', 'benevolent')",1.391864,1.4193181,0.6554698,0.5786915,0.0767783
49,-0.07071777,0.13082883,"('unable', 'able')",0.23261058,0.32285678,0.0809464,0.2268428,-0.1458964
11,0.06635971,0.12383135,"('unhelpful', 'helpful')",1.8195449,1.9831486,0.9429523,1.0534899,-0.1105376
46,-0.06295717,0.014821324,"('uncompetitive', 'competitive')",-0.66740024,-0.7459967,-0.3651787,-0.3655877,0.000409
18,-0.053878374,-0.11866379,"('disagreeable', 'welcoming')",0.007556103,-0.1258112,-0.0231611,-0.1222375,0.0990764
23,0.04090651,-0.019892473,"('insincere', 'sincere')",6.153217,6.1907964,3.0970616,3.0854518,0.0116098
7,0.038716026,-0.032048613,"('insensitive', 'sensitive')",0.9508776,0.8415981,0.4947968,0.4047747,0.0900221
27,-0.03431583,0.029868387,"('hardhearted', 'softhearted')",1.6693105,1.6475517,0.8174973,0.83871,-0.0212127
87,0.015953233,0.11538826,"('unsuccessful', 'successful')",0.665182,0.7881893,0.3405676,0.4517888,-0.1112212
83,0.0141979605,-0.01372038,"('powerless', 'powerful')",-0.650453,-0.76804334,-0.3181275,-0.3908819,0.0727544
68,0.012520142,-0.20955464,"('dependent', 'independent')",0.05149246,-0.07276876,0.0320063,-0.1411617,0.173168
47,-0.009498123,0.037080813,"('stupid', 'smart')",5.3712745,5.5440335,2.6808882,2.7905571,-0.1096689
