,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.7251835,-0.8390684,"('incompetent', 'clever')",-0.09208335,-0.15163484,-0.3336909,-0.44660512,-0.3836526,-0.4791028,0.0954502
67,0.71846235,0.6358149,"('doubtful', 'determined')",0.22725928,0.18654242,-0.7551238,-0.7737334,0.0635326,0.016208,0.0473246
9,-0.7133006,-0.79090506,"('unaffectionate', 'caring')",0.9697096,0.97602224,1.3868762,1.3434601,0.5477618,0.5095258,0.038236
72,-0.6773326,-0.62711334,"('unambitious', 'ambitious')",-0.05131709,0.10135209,-0.91335803,-0.8251044,-0.5473359,-0.4502885,-0.0970474
73,0.65045345,0.704178,"('helpless', 'self-reliant')",0.24331357,0.25894153,-3.010082,-3.0712583,-0.7054383,-0.7027129,-0.0027254
41,0.64078414,0.56714517,"('unforgiving', 'forgiving')",-0.064857416,-0.13680877,0.06154587,-0.035369303,0.2124909,0.1316557,0.0808352
37,0.6303301,0.5520492,"('fake', 'genuine')",-0.03586077,-0.11328565,0.40236694,0.33244637,0.3322787,0.25707,0.0752087
21,-0.61608887,-0.7238886,"('immoral', 'moral')",0.624026,0.58585036,-1.0612776,-1.2045727,-0.3511135,-0.4475369,0.0964234
39,0.6121536,0.7247357,"('exploitative', 'cooperative')",0.9971148,1.0807811,0.13496836,0.048753325,0.5814123,0.61809,-0.0366777
17,0.6091688,0.7172689,"('nasty', 'nice')",0.2618301,0.27245834,-0.47738183,-0.40921053,0.1312057,0.1935056,-0.0622999
61,-0.6081792,-0.6857964,"('illogical', 'logical')",0.7620256,0.70607585,0.16079327,0.086797625,0.1048799,0.0356924,0.0691875
8,-0.6078939,-0.6447292,"('unaffectionate', 'affectionate')",0.43001702,0.45397308,1.1531259,1.1277218,0.325083,0.3123219,0.0127611
3,-0.6055208,-0.80940557,"('repellent', 'pleasant')",-0.4158677,-0.509722,0.21310009,0.11471362,-0.2694295,-0.4014713,0.1320418
68,-0.5802139,-0.5763446,"('dependent', 'independent')",-0.79954004,-0.7517851,-0.71494335,-0.6313993,-0.6982324,-0.6531763,-0.0450561
4,0.57926524,0.7135925,"('disliked', 'liked')",-0.072830684,-0.14234854,-6.1946354,-6.408354,-1.896067,-1.9457032,0.0496362
87,0.567304,0.5912487,"('unsuccessful', 'successful')",0.89418197,0.8310674,0.8458847,0.6122477,0.7691236,0.6781879,0.0909357
50,0.54664075,0.40415615,"('clumsy', 'skillful')",0.06744759,-0.056164622,0.42112985,0.27743852,0.3450727,0.2084767,0.136596
79,0.5373854,0.45480272,"('wavering', 'unwavering')",-1.1211835,-1.2457132,0.29170904,0.2633797,-0.097363,-0.1758436,0.0784806
58,-0.5269258,-0.45628518,"('undiscriminating', 'discriminating')",0.9585647,0.9935285,0.28915033,0.2509605,0.2402631,0.2627346,-0.0224715
62,-0.5175891,-0.54967,"('incompetent', 'brilliant')",0.50654155,0.5043646,-0.44947422,-0.4582355,-0.1535073,-0.167847,0.0143397
75,0.50557786,0.6292208,"('meek', 'impulsive')",-0.22326759,-0.23749943,-0.23894581,-0.17508113,0.0144548,0.0722134,-0.0577586
51,-0.50194705,-0.6100924,"('uneducated', 'educated')",0.046565555,-0.032047704,0.37661812,0.33061638,-0.0262545,-0.1038412,0.0775867
2,0.4782256,0.48594117,"('unlikable', 'likable')",0.08057442,0.07864623,0.5224985,0.51634383,0.3604328,0.3603104,0.0001224
71,0.43545082,0.38196304,"('diffident', 'self-confident')",1.4045597,1.405766,0.78285766,0.5944142,0.8742894,0.7940478,0.0802416
70,-0.4336203,-0.5122101,"('lethargic', 'energetic')",-0.25123522,-0.29309574,0.45545077,0.40402958,-0.0764682,-0.1337588,0.0572906
18,-0.4172579,-0.5308732,"('disagreeable', 'welcoming')",-0.28812677,-0.31105122,-0.23030244,-0.26102063,-0.3118957,-0.3676484,0.0557527
74,-0.4141199,-0.48280925,"('undedicated', 'dedicated')",0.6442545,0.59314525,0.16687104,0.109034225,0.1323352,0.0731234,0.0592118
12,-0.41131392,-0.51749444,"('unsupportive', 'supportive')",0.5670234,0.52350074,-1.612602,-1.745437,-0.4856308,-0.5798102,0.0941794
20,-0.39071223,-0.29668063,"('rough', 'thoughtful')",0.5467421,0.5388485,1.0704225,1.0015547,0.4088175,0.4145742,-0.0057567
25,0.3718067,0.38901022,"('egoistic', 'altruistic')",0.94638085,1.071686,1.9320948,1.8527249,1.0834274,1.1044737,-0.0210463
36,0.3672959,0.40795675,"('hostile', 'amicable')",-0.2970792,-0.34499943,0.75130033,0.62921244,0.273839,0.2307233,0.0431157
13,-0.35914326,-0.38890713,"('impolite', 'polite')",0.15452419,0.19699837,-0.46450353,-0.3544066,-0.2230409,-0.1821051,-0.0409358
49,-0.34590018,-0.42430773,"('unable', 'able')",-0.08937237,-0.095903076,-0.23947787,-0.33036202,-0.2249168,-0.2835243,0.0586075
47,0.34025636,0.30637023,"('stupid', 'smart')",0.7189459,0.7816691,5.172248,5.3119454,2.07715,2.1333283,-0.0561783
32,-0.3199695,-0.40568742,"('unkind', 'kind')",-0.054348454,-0.10601337,0.8771096,0.7246644,0.1675972,0.0709879,0.0966093
66,0.31856376,0.40680742,"('inactive', 'active')",-0.8864287,-0.8583072,0.9825441,0.93921083,0.1382264,0.1625704,-0.024344
14,-0.31443912,-0.2724067,"('antisocial', 'social')",0.27303615,0.33007035,-0.8572602,-0.9377711,-0.2995544,-0.2933691,-0.0061853
27,-0.30602667,-0.38858026,"('hardhearted', 'softhearted')",-0.06723389,0.029529518,1.7341214,1.8147728,0.4536203,0.4852407,-0.0316204
24,0.30272394,0.2568852,"('dishonest', 'honest')",0.11885292,0.15680063,0.4568025,0.5611905,0.2927931,0.3249588,-0.0321657
82,-0.30185392,-0.4259427,"('poor', 'rich')",0.26718977,0.26469168,6.097705,6.2231517,2.0210136,2.0206335,0.0003801
15,0.29238108,0.34632084,"('boring', 'funny')",0.33191705,0.31100452,0.58090335,0.61069155,0.4017338,0.4226723,-0.0209385
59,0.28583872,0.26260608,"('foolish', 'wise')",0.6208385,0.5275011,0.6396655,0.6267779,0.5154476,0.472295,0.0431526
54,-0.2808874,-0.27275044,"('incapable', 'capable')",0.35966727,0.44909972,1.371909,1.3550286,0.4835629,0.5104593,-0.0268964
38,-0.26047853,-0.19853064,"('untruthful', 'truthful')",-0.5287784,-0.51722527,-0.38604766,-0.22290388,-0.3917682,-0.3128866,-0.0788816
30,-0.24704602,-0.43337163,"('intolerant', 'tolerant')",0.8891277,0.8750291,0.7463639,0.7962981,0.4628152,0.4126519,0.0501633
56,-0.23359293,-0.27502573,"('impractical', 'practical')",0.10563237,0.038034625,-1.1282746,-1.2449529,-0.418745,-0.4939814,0.0752364
6,-0.2186445,-0.12338588,"('distant', 'open')",-0.63969827,-0.6958123,0.72092164,0.760858,-0.045807,-0.0194467,-0.0263603
34,0.21219172,0.18425688,"('mean', 'honorable')",0.6814356,0.714645,5.7646937,5.792466,2.2194403,2.230456,-0.0110157
26,-0.20518804,-0.21599965,"('hardhearted', 'benevolent')",1.5750161,1.6758635,1.8599708,1.8046253,1.0765996,1.0881631,-0.0115635
22,0.20192161,0.181189,"('untrustworthy', 'trustworthy')",-0.20039256,-0.21142785,-0.99468005,-1.0585953,-0.3310503,-0.3629447,0.0318944
23,-0.19737224,-0.31983203,"('insincere', 'sincere')",0.5854262,0.6679661,5.336238,5.454159,1.9080973,1.9340976,-0.0260003
5,0.17745858,0.32856774,"('distant', 'outgoing')",-0.37906605,-0.37316847,0.08027108,0.11922825,-0.0404455,0.0248758,-0.0653213
31,-0.16391511,-0.1508655,"('evil', 'good')",-0.014246348,-0.13828103,-0.20387672,-0.18462211,-0.1273461,-0.1579229,0.0305768
7,-0.1636062,-0.3033262,"('insensitive', 'sensitive')",1.0024972,0.9513542,0.9949596,0.7848368,0.6112835,0.4776216,0.1336619
52,-0.15961322,-0.2678065,"('irrational', 'rational')",0.97185683,0.8181897,0.5677988,0.54628265,0.4600141,0.3655553,0.0944588
84,-0.12604722,-0.22267489,"('inferior', 'superior')",1.1274254,1.1469653,0.9999817,0.98141485,0.66712,0.6352351,0.0318849
29,0.1158385,0.2597137,"('unfair', 'fair')",-0.044293605,-0.0660044,-0.10356596,-0.1056111,-0.0106737,0.0293661,-0.0400398
45,-0.1156921,-0.26799092,"('incompetent', 'competent')",0.19525293,0.07745588,-0.23256171,-0.39618936,-0.0510003,-0.1955748,0.1445745
42,-0.10362979,-0.16193157,"('unreliable', 'reliable')",-1.6814572,-1.6693997,-3.2696204,-3.346478,-1.6849025,-1.7259364,0.0410339
40,0.0758236,0.022470335,"('stingy', 'generous')",-0.19167326,-0.22697845,-1.2079833,-1.3393651,-0.4412776,-0.5146244,0.0733468
16,-0.05921194,-0.20653251,"('unpopular', 'popular')",0.07641171,0.004666552,0.77835464,0.73069155,0.2651848,0.1762752,0.0889096
85,-0.04810054,-0.08047142,"('insignificant', 'prestigious')",0.4258762,0.40269667,1.2511512,1.2229334,0.5429756,0.5150529,0.0279227
76,0.04658345,0.059594974,"('anxious', 'daring')",-0.48781285,-0.47200438,-0.4085359,-0.3388784,-0.2832551,-0.2504293,-0.0328258
80,0.012951838,0.12649988,"('dominated', 'dominating')",-0.6488481,-0.66321564,-1.4393172,-1.5383251,-0.6917378,-0.6916803,-5.75e-05
19,0.005421048,-0.062265255,"('inhospitable', 'hospitable')",-0.34251627,-0.46213385,0.45106888,0.3510799,0.0379912,-0.0577731,0.0957643
64,0.005104867,-0.055920333,"('shy', 'confident')",-0.7953664,-0.91671395,-6.8253593,-7.064069,-2.5385404,-2.678901,0.1403606
