,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
10,-3.3980258,-3.5544305,"('unsympathetic', 'sympathetic')",-3.5178719,-3.5205545,-2.963363,-3.2260902,-0.3744442,-0.22822449,-2.563426,-2.6323249,0.0688989
85,3.0882752,2.8695407,"('insignificant', 'prestigious')",3.1874323,3.1439874,3.3774455,3.1842523,-0.3909185,-0.39012656,2.3155584,2.2019136,0.1136448
57,-2.9299004,-3.1593323,"('unimaginative', 'imaginative')",-2.0253723,-2.1375885,-1.6212147,-1.9093302,-3.350029,-3.3321655,-2.4816291,-2.6346042,0.1529751
48,-2.6451166,-2.7544942,"('unintelligent', 'intelligent')",-2.1885095,-2.2626376,-1.3467414,-1.5416417,0.06912887,0.055414036,-1.5278096,-1.6258398,0.0980302
69,2.598119,2.438694,"('lazy', 'industrious')",3.1561651,3.050452,1.7231189,1.6341215,-0.5544345,-0.7795769,1.7307421,1.5859227,0.1448194
14,-2.5873797,-2.6750576,"('antisocial', 'social')",-1.5105417,-1.6557622,-0.9275913,-1.053985,-0.91160166,-1.0175397,-1.4842786,-1.6005862,0.1163076
55,-2.5113485,-2.650529,"('incompetent', 'clever')",-2.201966,-2.4395325,-1.1596318,-1.3987015,0.3288785,0.12428166,-1.386017,-1.5911202,0.2051032
81,-2.5024803,-2.5436256,"('submissive', 'aggressive')",-1.8569208,-1.7497667,-1.892514,-1.8754666,-1.1150639,-0.96756923,-1.8417447,-1.784107,-0.0576377
30,-2.4833093,-2.3142965,"('intolerant', 'tolerant')",-3.2619298,-3.185948,-1.4854814,-1.423971,0.061976902,0.18885139,-1.7921859,-1.683841,-0.1083449
13,-2.425499,-2.3222332,"('impolite', 'polite')",-3.0970688,-2.992626,-1.5365236,-1.649861,0.166818,0.19686298,-1.7230684,-1.6919643,-0.0311041
60,-2.3583853,-2.399504,"('inefficient', 'efficient')",-2.91458,-2.996585,-1.5613507,-1.7651858,0.1542469,0.12890786,-1.6700174,-1.7580917,0.0880743
5,2.3429415,2.3649464,"('distant', 'outgoing')",1.8581369,2.0238643,2.7905684,2.7630248,-0.096803226,0.12936094,1.7237109,1.8202991,-0.0965882
6,2.3133554,2.339933,"('distant', 'open')",1.8840193,2.0729165,2.7111874,2.590314,0.03948801,0.2133989,1.7370125,1.8041406,-0.0671281
0,-2.2437918,-2.5118365,"('unsociable', 'sociable')",-1.7444582,-1.9591678,-0.7369147,-1.0318075,-0.2500012,-0.3743505,-1.2437916,-1.4692906,0.225499
