,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
69,0.47397894,0.50543094,"('lazy', 'industrious')",1.3710523,1.5390371,-1.462998,-1.2986783,0.1273444,0.2485965,-0.1212521
38,-0.47390115,-0.4464454,"('untruthful', 'truthful')",-0.90101826,-1.0035006,-0.5806927,-0.54760563,-0.6518707,-0.6658505,0.0139798
32,0.4689905,0.59390855,"('unkind', 'kind')",-0.5254562,-0.63891405,0.8541019,0.74827373,0.2658787,0.2344227,0.031456
23,-0.4675007,-0.1951194,"('insincere', 'sincere')",-1.2016071,-1.2255926,6.2407036,6.24862,1.5238652,1.6093027,-0.0854375
51,-0.46026123,-0.4711876,"('uneducated', 'educated')",-0.6870427,-0.7546726,0.23592757,0.18282907,-0.3037921,-0.347677,0.0438849
62,-0.45510098,-0.13357349,"('incompetent', 'brilliant')",-1.0871328,-0.7372184,0.2946072,0.41259834,-0.4158756,-0.1527312,-0.2631444
48,0.4453091,0.47315195,"('unintelligent', 'intelligent')",-0.10511574,-0.22767323,0.6323336,0.72020644,0.3241756,0.321895,0.0022806
50,0.41948837,0.49623612,"('clumsy', 'skillful')",-0.29051918,-0.09606062,-0.22721101,-0.18940264,-0.0327473,0.0702576,-0.1030049
67,0.40654317,0.3787475,"('doubtful', 'determined')",0.49272358,0.48714775,-0.6972812,-0.64991957,0.0673285,0.0719919,-0.0046634
70,-0.39332396,-0.14607635,"('lethargic', 'energetic')",-0.5139709,-0.34467655,0.40357375,0.40674624,-0.167907,-0.0280022,-0.1399048
58,-0.36948353,-0.8318872,"('undiscriminating', 'discriminating')",-0.030676499,-0.3550593,-0.076842405,-0.28275356,-0.1590008,-0.4899,0.3308992
82,-0.36708614,0.006329391,"('poor', 'rich')",-1.0675236,-0.7496515,6.4623604,6.528453,1.6759168,1.928377,-0.2524602
73,0.35954624,0.4875191,"('helpless', 'self-reliant')",-0.43471125,-0.3003289,-3.434751,-3.4937584,-1.169972,-1.1021894,-0.0677826
88,0.34768683,0.14478856,"('low', 'eminent')",-0.5954575,-0.6323081,-0.45067692,-0.46725407,-0.2328159,-0.3182579,0.085442
86,-0.3456499,-0.5988921,"('uninfluential', 'influential')",-0.73043233,-1.1831583,-0.10447978,-0.42802182,-0.3935207,-0.7366908,0.3431701
60,-0.3442172,0.06483253,"('inefficient', 'efficient')",-1.149342,-1.1099051,0.08208009,0.2320418,-0.470493,-0.2710102,-0.1994828
30,-0.34117538,-0.0515138,"('intolerant', 'tolerant')",-1.1845493,-1.0507711,0.58211,0.572946,-0.3145382,-0.1764463,-0.1380919
47,-0.33645728,-0.07016751,"('stupid', 'smart')",-0.57066166,-0.39526698,5.3766675,5.558065,1.4898496,1.6975435,-0.2076939
45,-0.33410332,-0.47537762,"('incompetent', 'competent')",-1.5715808,-1.7741044,-0.17401804,-0.23500173,-0.693234,-0.8281612,0.1349272
1,0.3291355,0.02466806,"('unfriendly', 'friendly')",0.7803919,0.085874826,1.2829156,1.0910513,0.797481,0.4005314,0.3969496
35,0.30967605,0.118528865,"('corrupt', 'incorrupt')",0.7237872,0.75775313,-0.7053342,-0.7838944,0.1093764,0.0307959,0.0785805
87,-0.29156408,-0.17378968,"('unsuccessful', 'successful')",-0.827548,-0.7156279,0.35357368,0.48633206,-0.2551795,-0.1343618,-0.1208177
29,-0.28827772,-0.34527498,"('unfair', 'fair')",0.036683403,-0.15025206,-0.29707932,-0.45580262,-0.1828912,-0.3171099,0.1342187
61,0.25885844,0.31925923,"('illogical', 'logical')",-0.5495357,-0.69154745,0.68416935,0.5394464,0.131164,0.0557194,0.0754446
8,0.25200713,0.27040586,"('unaffectionate', 'affectionate')",0.52132714,0.31426087,0.6679878,0.5293126,0.4804407,0.3713264,0.1091143
16,-0.24212691,-0.3593013,"('unpopular', 'popular')",0.3725845,0.23499967,0.012700945,-0.043165676,0.0477195,-0.0558224,0.1035419
18,0.23987442,0.5765697,"('disagreeable', 'welcoming')",0.14342445,0.43255576,-0.6511879,-0.7175237,-0.0892963,0.0972006,-0.1864969
52,0.23507228,-0.18847254,"('irrational', 'rational')",0.70162547,0.37041745,-0.05661335,-0.22821984,0.2933615,-0.015425,0.3087865
55,-0.2203416,-0.07340701,"('incompetent', 'clever')",-1.5917898,-1.6377642,0.64882743,0.58782345,-0.387768,-0.3744493,-0.0133187
64,0.19003707,0.22870971,"('shy', 'confident')",-1.1022462,-0.9398349,-6.4970865,-6.421576,-2.4697652,-2.3775671,-0.0921981
43,-0.17275915,0.21142648,"('irresponsible', 'responsible')",-1.592391,-1.3571028,0.4440282,0.44747412,-0.440374,-0.232734,-0.20764
0,-0.17037196,-0.36039647,"('unsociable', 'sociable')",-0.87764835,-1.3378575,0.18242645,0.0444379,-0.2885313,-0.551272,0.2627407
57,-0.16313049,-0.63474125,"('unimaginative', 'imaginative')",-1.3525445,-1.4742353,-2.9237478,-3.11108,-1.4798075,-1.7400188,0.2602113
80,0.14657769,0.12037554,"('dominated', 'dominating')",-0.34188968,-0.33540484,-0.44734356,-0.3705377,-0.2142185,-0.195189,-0.0190295
83,0.14265835,0.12401703,"('powerless', 'powerful')",0.2893116,0.42892402,-0.8533978,-0.7721523,-0.1404759,-0.0730704,-0.0674055
4,-0.14070478,-0.36590213,"('disliked', 'liked')",-0.113709286,-0.21303394,-7.953261,-7.965172,-2.7358917,-2.8480358,0.1121441
31,0.12223271,-0.22808346,"('evil', 'good')",0.26355213,0.13727847,-1.1822612,-1.3359803,-0.2654921,-0.4755951,0.210103
72,-0.109830275,-0.016820703,"('unambitious', 'ambitious')",-0.582938,-0.5128021,-0.0020950884,-0.0801842,-0.2316211,-0.203269,-0.0283521
75,-0.09952868,-0.065936685,"('meek', 'impulsive')",0.33611223,0.63826036,-1.0743694,-0.9309789,-0.2792619,-0.1195517,-0.1597102
65,0.09626667,0.44269174,"('insecure', 'secure')",-0.95457995,-0.7050616,0.332575,0.38668638,-0.1752461,0.0414388,-0.2166849
44,-0.094702184,0.12697932,"('prejudiced', 'unprejudiced')",-0.2780426,0.14261766,-1.2671453,-1.0966861,-0.54663,-0.2756964,-0.2709336
36,0.08871353,-0.46476448,"('hostile', 'amicable')",0.9451077,0.4862485,-0.3395454,-0.41939265,0.2314253,-0.1326362,0.3640615
66,0.038329378,0.054176018,"('inactive', 'active')",0.17728335,0.19314614,0.27643526,0.23318495,0.164016,0.160169,0.003847
24,-0.035885446,-0.09822062,"('dishonest', 'honest')",-0.7526322,-0.9906341,0.52963275,0.30129585,-0.086295,-0.2625196,0.1762246
41,-0.029790292,-0.24399196,"('unforgiving', 'forgiving')",-0.1840757,-0.34431094,-0.16097726,-0.34413642,-0.1249477,-0.3108131,0.1858654
63,-0.02925156,-0.05940924,"('unperceptive', 'insightful')",-0.3274565,-0.40150446,0.13810304,0.19608504,-0.0728683,-0.0882762,0.0154079
5,-0.024990384,-0.17105097,"('distant', 'outgoing')",0.108997315,0.03870324,-1.1429988,-1.2703906,-0.3529973,-0.4675794,0.1145821
14,-0.020638583,0.25303617,"('antisocial', 'social')",-0.2870894,-0.1381999,0.29738948,0.314363,-0.0034462,0.1430664,-0.1465126
15,-0.01953603,-0.24822935,"('boring', 'funny')",0.41831002,0.16071033,-0.22918475,-0.37767047,0.0565298,-0.1550632,0.211593
53,-0.00895834,-0.10869879,"('uncreative', 'creative')",-0.9391725,-1.0555637,0.38045713,0.3061408,-0.1892246,-0.2860406,0.096816
17,0.0013147094,-0.39651898,"('nasty', 'nice')",0.8306403,0.5408975,-0.6110383,-0.76202804,0.0736389,-0.2058832,0.2795221
