,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
15,-0.8416612,-0.17385179,"('boring', 'funny')",0.6287828,0.9602487,0.38975173,0.43489122,0.0589578,0.4070961,-0.3481383
81,0.7952731,0.2759551,"('submissive', 'aggressive')",0.7334724,0.44866484,-0.10127619,-0.38228697,0.4758231,0.114111,0.3617121
9,-0.78585565,-0.21472444,"('unaffectionate', 'caring')",0.4014256,0.8975855,0.7051579,0.9548106,0.1069093,0.5458906,-0.4389813
14,0.7803949,0.96639353,"('antisocial', 'social')",0.89903456,0.8913223,-0.032043196,0.124043256,0.5491288,0.6605864,-0.1114576
53,-0.77025235,-0.7089511,"('uncreative', 'creative')",0.6598945,0.9603162,0.60431314,0.65401226,0.1646518,0.3017924,-0.1371406
13,0.765843,0.7219338,"('impolite', 'polite')",1.4446794,1.4445598,0.5908786,0.48516297,0.9338004,0.8838855,0.0499149
43,0.74875855,0.5366217,"('irresponsible', 'responsible')",1.9012896,1.8509402,1.1066716,1.0939854,1.2522399,1.1605158,0.0917241
23,0.74489236,0.265898,"('insincere', 'sincere')",1.1176142,0.8801211,6.1243043,5.8552547,2.6622702,2.3337579,0.3285123
22,0.7252553,1.1506016,"('untrustworthy', 'trustworthy')",0.3894351,0.7675696,-0.20388079,0.19210637,0.3036032,0.7034259,-0.3998227
74,0.7221496,0.50099564,"('undedicated', 'dedicated')",1.2271911,1.2028886,-0.084218726,0.038712166,0.6217073,0.5808655,0.0408418
11,0.6848809,0.108196996,"('unhelpful', 'helpful')",0.6609629,0.45944914,2.6451244,2.558814,1.3303227,1.0421534,0.2881693
86,-0.67558086,-0.7459036,"('uninfluential', 'influential')",0.37688166,0.4394931,-0.40848202,-0.27793702,-0.2357271,-0.1947825,-0.0409446
27,-0.6596683,-0.71277773,"('hardhearted', 'softhearted')",0.18976495,0.1457489,0.48088312,0.3385159,0.0036599,-0.076171,0.0798309
55,0.64482087,0.33368373,"('incompetent', 'clever')",1.6242963,1.3224928,0.72637147,0.64895207,0.9984962,0.7683762,0.23012
48,-0.62257016,-1.0735348,"('unintelligent', 'intelligent')",-0.4254316,-0.66912156,-0.15158132,-0.28913787,-0.399861,-0.6772648,0.2774038
87,0.61895204,0.59347016,"('unsuccessful', 'successful')",1.5450419,1.5259846,0.22427666,0.16236836,0.7960901,0.7606077,0.0354824
50,0.60999084,0.03880402,"('clumsy', 'skillful')",-0.2700173,-0.31471503,-0.15839615,-0.3442556,0.0605258,-0.2067222,0.267248
45,0.59405184,1.026194,"('incompetent', 'competent')",1.1305829,1.3122349,-0.00508264,0.226704,0.5731841,0.8550444,-0.2818603
77,0.5810076,-0.043828864,"('unmotivated', 'motivated')",0.5387658,0.42529175,-0.65074223,-0.77564114,0.1563437,-0.1313928,0.2877365
16,-0.55248725,-0.4111824,"('unpopular', 'popular')",-0.9192423,-0.91181797,-0.10486273,-0.20908134,-0.5255307,-0.5106939,-0.0148368
79,-0.5482603,-0.0981731,"('wavering', 'unwavering')",-1.4012563,-0.9010281,-0.7028606,-0.56649125,-0.8841257,-0.5218975,-0.3622282
3,0.5079903,-0.0037315467,"('repellent', 'pleasant')",-0.75714076,-1.0016019,0.5354862,0.5141321,0.0954453,-0.1637338,0.2591791
54,-0.46946174,-0.34517527,"('incapable', 'capable')",0.82130253,0.9297474,0.80103284,0.6591656,0.3842912,0.4145792,-0.030288
18,-0.37383908,-0.49896178,"('disagreeable', 'welcoming')",-0.62862,-0.70146066,-0.9615647,-1.1414795,-0.6546746,-0.7806339,0.1259593
71,0.37364867,0.6204431,"('diffident', 'self-confident')",2.0974298,2.2535965,0.21990654,0.30432057,0.896995,1.0594534,-0.1624584
2,0.3664949,0.51573044,"('unlikable', 'likable')",0.73827475,0.7459972,0.8934662,0.71198946,0.6660786,0.6579057,0.0081729
38,0.36194184,0.3250025,"('untruthful', 'truthful')",0.08628894,0.21027622,0.2789287,0.18310098,0.2423865,0.2394599,0.0029266
68,0.33856902,-0.16180976,"('dependent', 'independent')",-0.60980076,-0.90797246,-1.2597896,-1.6699342,-0.5103405,-0.9132388,0.4028983
84,-0.330543,-0.42850748,"('inferior', 'superior')",-0.09148081,-0.2601794,0.48317745,0.42868853,0.0203845,-0.0866661,0.1070506
28,-0.32607293,-0.030197907,"('disloyal', 'loyal')",-0.32038888,-0.13132846,0.7869864,0.9142664,0.0468415,0.2509133,-0.2040718
41,-0.31237403,0.3196922,"('unforgiving', 'forgiving')",-0.21227913,-0.07178539,0.27594456,0.44189015,-0.0829029,0.2299323,-0.3128352
49,-0.25114578,-0.46587318,"('unable', 'able')",0.27403912,0.08411567,-0.061536178,-0.27092305,-0.0128809,-0.2175602,0.2046793
51,0.24262515,-0.46585238,"('uneducated', 'educated')",0.033678953,-0.3803428,0.5559367,0.21754211,0.2774136,-0.209551,0.4869646
34,0.2397087,-0.06543029,"('mean', 'honorable')",-0.105162114,-0.32365236,5.324002,5.0211763,1.8195162,1.5440313,0.2754849
17,-0.22505888,0.1542814,"('nasty', 'nice')",-1.0297134,-0.5793715,-0.28846738,-0.18999688,-0.5144132,-0.205029,-0.3093842
24,0.2205936,0.585831,"('dishonest', 'honest')",0.10783793,0.35109043,0.9875788,1.135309,0.4386701,0.6907434,-0.2520733
29,-0.21848297,-0.15829052,"('unfair', 'fair')",-1.289425,-1.122911,-0.86906993,-0.8219302,-0.792326,-0.7010439,-0.0912821
57,-0.2127881,0.36410207,"('unimaginative', 'imaginative')",-0.15583451,0.18939391,-3.2441063,-2.7084742,-1.2042429,-0.7183261,-0.4859168
59,-0.20871706,-0.11520259,"('foolish', 'wise')",-0.10028078,0.06589435,-0.07754117,-0.17124446,-0.1288463,-0.0735176,-0.0553287
72,-0.20692398,-0.27889046,"('unambitious', 'ambitious')",-0.3094747,-0.25652403,-0.21303838,-0.13634133,-0.2431457,-0.2239186,-0.0192271
61,-0.19857326,-0.060801726,"('illogical', 'logical')",-0.037461236,0.011030421,0.012525691,-0.053925425,-0.0745029,-0.0345656,-0.0399373
78,-0.1774361,-0.6500856,"('nonresilient', 'resilient')",0.820988,0.6752746,-0.13910267,-0.26039267,0.1681497,-0.0784012,0.2465509
20,-0.1675128,-0.07789152,"('rough', 'thoughtful')",0.4416328,0.5161029,0.29699793,0.42553335,0.1903726,0.2879149,-0.0975423
4,-0.15873167,0.43335518,"('disliked', 'liked')",-0.16882698,0.07118136,-7.0091,-6.601627,-2.4455528,-2.0323634,-0.4131894
33,0.1440785,0.35414675,"('wrong', 'right')",0.5824109,0.9342347,-0.7763577,-1.0337734,-0.0166228,0.0848693,-0.1014921
65,0.12936552,-0.2645556,"('insecure', 'secure')",0.41591305,0.11604551,1.0187378,0.8875797,0.5213388,0.2463565,0.2749823
40,-0.12019688,0.0627318,"('stingy', 'generous')",-0.5127919,-0.46780798,-2.7697747,-2.7056537,-1.1342545,-1.03691,-0.0973445
75,-0.10248024,0.47291088,"('meek', 'impulsive')",-1.3990685,-0.87163717,-0.71843344,-0.38945326,-0.739994,-0.2627265,-0.4772675
47,-0.1013879,0.12453744,"('stupid', 'smart')",1.5223726,1.4931995,5.5264435,5.3143377,2.3158094,2.3106915,0.0051179
58,-0.10128339,0.25593242,"('undiscriminating', 'discriminating')",0.32627112,0.5459421,-0.25099874,-0.06333266,-0.0086703,0.2461806,-0.2548509
82,0.067122534,-0.29719126,"('poor', 'rich')",0.59700143,0.36373198,6.3220043,5.904062,2.3287094,1.9902008,0.3385086
0,-0.063205555,-0.06748328,"('unsociable', 'sociable')",1.2387528,1.2269645,0.24254057,0.403978,0.4726959,0.5211531,-0.0484572
69,-0.033746496,0.05721247,"('lazy', 'industrious')",-0.13012867,0.11596105,-1.1519731,-1.2601359,-0.4386161,-0.3623208,-0.0762953
66,0.024464764,0.38525546,"('inactive', 'active')",-0.62045515,-0.10499533,0.13524911,0.3309608,-0.1535804,0.2037403,-0.3573207
44,-0.021638766,-0.09335526,"('prejudiced', 'unprejudiced')",0.035657037,-0.019753989,-0.86774933,-0.9693704,-0.284577,-0.3608266,0.0762496
83,-0.018187562,-0.11471597,"('powerless', 'powerful')",0.9178128,0.77369875,-0.8207685,-0.8432436,0.0262856,-0.0614203,0.0877059
32,-0.010010508,-0.22176419,"('unkind', 'kind')",1.0846735,1.021713,1.0922298,1.2561598,0.7222977,0.6853695,0.0369282
