,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.7306148,-0.80934936,"('unimaginative', 'imaginative')",-0.896451,-1.1045408,-2.832677,-2.8385334,-1.4865808,-1.5841411,0.0975603
39,0.728282,1.0880715,"('exploitative', 'cooperative')",0.95158035,1.2252947,0.45008948,0.6656395,0.7099839,0.9930019,-0.283018
3,-0.67479193,-0.49429035,"('repellent', 'pleasant')",-0.07748084,0.14224744,0.79408205,0.6893207,0.0139364,0.1124259,-0.0984895
2,0.64238775,0.60400444,"('unlikable', 'likable')",0.80769616,0.7241108,0.3522976,0.3798753,0.6007938,0.5693302,0.0314636
58,-0.64123905,-0.49989003,"('undiscriminating', 'discriminating')",0.07768184,0.05979158,0.11435564,0.12833442,-0.1497339,-0.1039214,-0.0458125
82,-0.6136021,-0.3084813,"('poor', 'rich')",-0.30634123,-0.2103076,6.6640415,6.5841374,1.9146994,2.0217829,-0.1070835
16,-0.5924278,-0.64083344,"('unpopular', 'popular')",-1.1422226,-1.17832,-0.11799689,-0.24821478,-0.6175491,-0.6891228,0.0715737
40,0.5912426,0.44086552,"('stingy', 'generous')",0.26567218,0.09124264,-1.9586464,-1.7703388,-0.3672439,-0.4127435,0.0454996
31,-0.5652846,-0.80107176,"('evil', 'good')",-0.7604242,-0.95608634,-0.71698326,-0.7538693,-0.6808974,-0.8370091,0.1561117
8,-0.5498474,-0.6570258,"('unaffectionate', 'affectionate')",-0.41009647,-0.5699489,0.94200516,1.0780268,-0.0059796,-0.0496493,0.0436697
88,-0.53893924,-0.2542748,"('low', 'eminent')",-0.5878756,-0.43360087,0.13442162,0.10098402,-0.3307978,-0.1956305,-0.1351673
50,0.52001345,0.46511924,"('clumsy', 'skillful')",-0.46355563,-0.4238031,-0.22699887,-0.077009454,-0.056847,-0.0118978,-0.0449492
15,0.5089168,0.48947537,"('boring', 'funny')",0.054434508,0.06420242,0.24645953,0.43523517,0.2699369,0.3296376,-0.0597007
66,-0.5041016,-1.1294909,"('inactive', 'active')",-1.2568849,-1.5035172,0.2026403,0.018362362,-0.5194488,-0.8715486,0.3520998
13,0.4982286,0.6032641,"('impolite', 'polite')",1.2919588,1.2097853,-0.50078726,-0.41785195,0.4298,0.4650658,-0.0352658
21,0.49529493,0.7262775,"('immoral', 'moral')",0.5818472,0.69329935,-0.60491055,-0.6155888,0.1574105,0.267996,-0.1105855
42,0.48044237,0.2738441,"('unreliable', 'reliable')",0.10974186,-0.012384772,-3.0826151,-2.8539972,-0.8308103,-0.8641793,0.033369
0,-0.47762707,-0.6420521,"('unsociable', 'sociable')",0.5727224,0.5343856,-0.43419078,-0.59009,-0.1130318,-0.2325855,0.1195537
83,-0.46988073,-0.24420124,"('powerless', 'powerful')",-0.37828964,-0.15719613,-1.204514,-1.1172134,-0.6842281,-0.5062036,-0.1780245
1,-0.4487576,-0.41552728,"('unfriendly', 'friendly')",0.32485896,0.21347715,1.5783993,1.6757431,0.4848336,0.491231,-0.0063974
29,-0.4445421,-0.6053994,"('unfair', 'fair')",-0.5707191,-0.6137226,-0.262241,-0.36806646,-0.4258341,-0.5290628,0.1032287
32,0.44419685,0.49097255,"('unkind', 'kind')",0.3743856,0.2779608,1.1226202,1.0449781,0.6470675,0.6046371,0.0424304
74,0.4334913,0.5953406,"('undedicated', 'dedicated')",0.37505227,0.34347415,0.14244367,0.15028195,0.3169957,0.3630322,-0.0460365
6,-0.43214276,-0.70307267,"('distant', 'open')",-0.8000885,-1.1081965,0.21439612,0.25206715,-0.3392784,-0.519734,0.1804556
22,0.42088455,0.65535295,"('untrustworthy', 'trustworthy')",0.68642336,0.70723796,-0.6422919,-0.52097994,0.1550053,0.280537,-0.1255317
70,0.40813142,0.57268757,"('lethargic', 'energetic')",0.3281132,0.33292842,0.9760961,1.0539688,0.5707802,0.6531949,-0.0824147
48,-0.40439916,-0.12943147,"('unintelligent', 'intelligent')",-0.16316825,0.0827684,0.22573882,0.27249265,-0.1139429,0.0752765,-0.1892194
38,0.4026898,0.21311054,"('untruthful', 'truthful')",0.5323601,0.39848843,-0.39117673,-0.26277843,0.1812911,0.1162735,0.0650176
23,0.39510435,0.6298401,"('insincere', 'sincere')",0.76848054,0.8047254,6.418635,6.561535,2.5274067,2.6653668,-0.1379601
37,0.3726201,0.5834536,"('fake', 'genuine')",0.03510541,0.31516328,0.41606924,0.79685575,0.2745982,0.5651576,-0.2905594
35,0.36831626,0.3075549,"('corrupt', 'incorrupt')",-0.8950224,-0.83811146,-0.4029809,-0.43941456,-0.3098957,-0.3233237,0.013428
72,-0.36532778,-0.23195885,"('unambitious', 'ambitious')",-0.1851352,-0.062493056,0.0013964772,0.21477655,-0.1830222,-0.0265584,-0.1564638
11,0.3439504,0.60131377,"('unhelpful', 'helpful')",0.6997463,0.8052816,1.4964653,1.7249117,0.8467207,1.0438356,-0.1971149
25,0.33950293,0.072811365,"('egoistic', 'altruistic')",0.7752881,0.6529504,1.7524132,1.6900097,0.9557347,0.8052572,0.1504775
87,0.33552974,0.06471425,"('unsuccessful', 'successful')",0.31581533,0.27611864,0.27490914,0.26984203,0.3087514,0.2035583,0.1051931
28,0.33290178,0.48175612,"('disloyal', 'loyal')",0.063179374,0.17476888,0.8223759,0.9028821,0.4061523,0.5198024,-0.1136501
65,-0.32096112,-0.40571463,"('insecure', 'secure')",0.38911802,0.48988104,0.15353298,0.108852014,0.0738966,0.0643395,0.0095571
51,-0.31230405,-0.1995136,"('uneducated', 'educated')",-0.47207496,-0.4653927,0.44908515,0.52414715,-0.1117646,-0.0469197,-0.0648449
61,-0.29868332,-0.19222252,"('illogical', 'logical')",0.27265143,0.27086487,0.315037,0.24199079,0.096335,0.1068777,-0.0105427
63,-0.29212382,-0.16800861,"('unperceptive', 'insightful')",0.505758,0.4848459,0.57932997,0.73882735,0.2643214,0.3518882,-0.0875668
44,0.27622363,0.15080303,"('prejudiced', 'unprejudiced')",0.30151227,0.24737027,-1.3341949,-1.4153956,-0.252153,-0.3390741,0.0869211
7,0.27510297,0.49202147,"('insensitive', 'sensitive')",0.7079718,0.9349088,1.2086161,1.2444735,0.7305636,0.890468,-0.1599044
24,0.27463034,0.45322266,"('dishonest', 'honest')",0.38281497,0.44011918,0.89046264,1.0576423,0.5159693,0.6503281,-0.1343588
55,-0.25465447,0.047923647,"('incompetent', 'clever')",0.5406994,0.77920014,0.18024577,0.27457476,0.1554302,0.3672328,-0.2118026
56,-0.24454173,0.045222696,"('impractical', 'practical')",0.56509405,0.633927,-0.4276492,-0.257785,-0.035699,0.1404549,-0.1761539
9,0.21578272,0.16521883,"('unaffectionate', 'caring')",0.17820136,0.082425006,1.1249276,1.330074,0.5063039,0.5259059,-0.019602
76,0.2131443,0.10858881,"('anxious', 'daring')",0.14445402,0.2093606,0.13328952,0.263309,0.1636293,0.1937528,-0.0301235
41,0.21027702,0.18849595,"('unforgiving', 'forgiving')",0.6089264,0.39411715,0.011127433,-0.042006236,0.2767769,0.1802023,0.0965746
4,-0.17679834,-0.38751298,"('disliked', 'liked')",-0.7134898,-0.99804294,-7.409491,-7.3429046,-2.766593,-2.9094868,0.1428938
79,0.1654734,-0.43346223,"('wavering', 'unwavering')",-1.2113514,-1.7675174,-0.33466083,-0.31520376,-0.4601796,-0.8387278,0.3785482
47,0.1610867,0.26054895,"('stupid', 'smart')",0.41141424,0.61632043,5.711129,5.771036,2.0945435,2.2159684,-0.1214249
46,-0.15927544,0.123799466,"('uncompetitive', 'competitive')",0.61445194,0.65735406,-1.0097004,-1.0522736,-0.1848413,-0.0903734,-0.0944679
17,0.15383841,0.18106444,"('nasty', 'nice')",-0.121663675,0.016137872,-0.40244716,-0.22579452,-0.1234241,-0.0095307,-0.1138934
14,0.1413306,0.24888374,"('antisocial', 'social')",0.4198176,0.6251616,-0.40208843,-0.28061017,0.0530199,0.1978117,-0.1447918
85,0.13968942,-0.1571213,"('insignificant', 'prestigious')",-0.31917346,-0.5784345,-0.2933352,-0.25823084,-0.1576064,-0.3312622,0.1736558
19,-0.1347411,0.023238435,"('inhospitable', 'hospitable')",-0.6753717,-0.7078699,-0.33492994,-0.13001555,-0.3816809,-0.271549,-0.1101319
18,-0.118951544,-0.069262385,"('disagreeable', 'welcoming')",0.0075093284,-0.12105463,-0.4275971,-0.30285627,-0.1796798,-0.1643911,-0.0152887
78,-0.11891935,-0.037365727,"('nonresilient', 'resilient')",0.1383888,0.16537346,-0.36290696,-0.30994898,-0.1144792,-0.0606471,-0.0538321
45,0.102260396,0.12247807,"('incompetent', 'competent')",0.73311335,0.7193949,-0.29443035,-0.32184383,0.1803145,0.1733431,0.0069714
71,0.10009031,0.00727972,"('diffident', 'self-confident')",0.54619634,0.5416661,0.25210235,0.3119051,0.299463,0.2869503,0.0125127
81,0.098891556,-0.10279712,"('submissive', 'aggressive')",0.0876441,-0.023046345,-0.7980974,-0.7768333,-0.2038539,-0.3008923,0.0970384
62,-0.088524975,0.2183829,"('incompetent', 'brilliant')",0.58760613,0.7760165,0.11183414,0.41593713,0.2036384,0.4701122,-0.2664738
54,-0.07694251,-0.5574959,"('incapable', 'capable')",-0.06821368,-0.33965904,1.0481776,1.1303452,0.3010071,0.0777301,0.223277
84,-0.063265115,-0.037285946,"('inferior', 'superior')",-0.09518766,-0.1483319,0.16614488,0.14059372,0.002564,-0.015008,0.017572
43,0.051995464,0.25217777,"('irresponsible', 'responsible')",0.76719296,0.8125737,0.674844,0.7638817,0.4980108,0.6095444,-0.1115336
64,0.04495623,-0.21429357,"('shy', 'confident')",-0.09942643,-0.21968949,-6.9127564,-6.9547963,-2.3224088,-2.4629264,0.1405176
27,-0.03932059,0.19031945,"('hardhearted', 'softhearted')",0.38035396,0.42491663,1.6110287,1.6510248,0.6506873,0.7554203,-0.104733
30,-0.033059962,0.23700362,"('intolerant', 'tolerant')",0.11083432,0.27227414,0.80860096,0.9485705,0.2954584,0.4859494,-0.190491
75,0.025108367,-0.21406461,"('meek', 'impulsive')",-0.5509474,-0.6849754,-0.5442532,-0.6185111,-0.3566974,-0.5058504,0.149153
80,0.021976903,0.08610608,"('dominated', 'dominating')",0.42666906,0.5948913,-1.0540305,-0.96877825,-0.2017949,-0.095927,-0.1058679
69,0.008940749,-0.18112694,"('lazy', 'industrious')",0.37283096,0.39725083,-1.0920125,-1.1143782,-0.2367469,-0.2994181,0.0626712
