,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
5,1.5466946,1.6934462,"('distant', 'outgoing')",-0.14094236,0.054859966,-0.43654022,-0.38439023,0.3230707,0.4546386,-0.1315679
24,-1.3882744,-1.3544799,"('dishonest', 'honest')",-0.9670269,-0.898467,0.55149174,0.63310254,-0.6012699,-0.5399481,-0.0613218
33,1.379703,1.3705809,"('wrong', 'right')",0.72644633,0.6296337,-0.6620791,-0.90922964,0.4813568,0.3636616,0.1176952
71,1.3694944,1.340601,"('diffident', 'self-confident')",0.71788394,0.5843053,0.43509245,0.40118447,0.8408237,0.7753636,0.0654601
16,1.3579506,1.4606582,"('unpopular', 'popular')",0.5370917,0.6525619,0.6739225,0.6229542,0.8563216,0.9120581,-0.0557365
36,1.319887,1.3013828,"('hostile', 'amicable')",0.53981,0.56196725,-0.009143196,-0.10965616,0.6168513,0.5845646,0.0322867
48,-1.2808344,-1.2839516,"('unintelligent', 'intelligent')",-0.66731495,-0.69538325,0.14967617,0.21598287,-0.5994911,-0.587784,-0.0117071
0,-1.2542665,-1.3534418,"('unsociable', 'sociable')",0.14921442,-0.07877132,-0.65897393,-0.64336807,-0.5880087,-0.6918604,0.1038517
55,-1.2502971,-1.2791015,"('incompetent', 'clever')",-0.47413525,-0.6670868,0.025008999,0.06229728,-0.5664744,-0.6279637,0.0614893
6,1.2283735,1.3735424,"('distant', 'open')",-0.22954118,-0.013745211,0.18869805,0.18448865,0.3958435,0.514762,-0.1189185
28,-1.2280104,-1.2281808,"('disloyal', 'loyal')",-0.68697965,-0.65811044,0.7910613,0.7589807,-0.3746429,-0.3757702,0.0011273
51,-1.201451,-1.1734707,"('uneducated', 'educated')",0.7230029,0.68964547,0.6809767,0.69622636,0.0675096,0.0708004,-0.0032908
7,-1.1926868,-1.248431,"('insensitive', 'sensitive')",-0.77773404,-0.8737873,0.38786587,0.36271393,-0.5275183,-0.5865014,0.0589831
52,1.1884418,1.1155838,"('irrational', 'rational')",-0.9871379,-0.81948435,-0.39366257,-0.56851894,-0.0641196,-0.0908065,0.0266869
22,-1.1879234,-1.1564493,"('untrustworthy', 'trustworthy')",-0.9466214,-1.0162135,-1.3701764,-1.3466573,-1.1682404,-1.1731067,0.0048663
41,-1.181726,-1.0036273,"('unforgiving', 'forgiving')",-0.66793233,-0.4272119,-0.51713836,-0.41696528,-0.7889322,-0.6159348,-0.1729974
59,1.1618683,1.0881137,"('foolish', 'wise')",-0.31680033,-0.25113857,0.15494208,0.055054992,0.3333367,0.2973434,0.0359933
30,-1.0931351,-1.029481,"('intolerant', 'tolerant')",-0.3717262,-0.21194214,0.6643257,0.87391794,-0.2668452,-0.1225017,-0.1443435
79,1.0898603,1.1359091,"('wavering', 'unwavering')",-0.1421281,0.049794175,-0.075542845,-0.14079735,0.2907298,0.348302,-0.0575722
72,-1.0855747,-1.0757043,"('unambitious', 'ambitious')",-0.4264047,-0.44642296,-1.0684353,-1.0734035,-0.8601383,-0.8651769,0.0050386
62,-1.0516336,-0.95724684,"('incompetent', 'brilliant')",0.59205896,0.4988475,0.22413512,0.34125257,-0.0784798,-0.0390489,-0.0394309
80,-1.0353757,-1.1112545,"('dominated', 'dominating')",0.43793142,0.3199616,-0.7198228,-0.832497,-0.4390891,-0.5412633,0.1021742
63,-1.0298924,-0.9744106,"('unperceptive', 'insightful')",0.46770513,0.35845697,1.0195595,0.9658531,0.1524574,0.1166332,0.0358242
43,-1.0021013,-0.9921109,"('irresponsible', 'responsible')",0.25998577,0.24558187,0.4553177,0.5205796,-0.0955993,-0.0753165,-0.0202828
32,-0.9890313,-1.041241,"('unkind', 'kind')",-1.4295955,-1.343722,0.45873564,0.6078946,-0.653297,-0.5923561,-0.0609409
46,-0.8995551,-0.9727298,"('uncompetitive', 'competitive')",1.0188354,0.67932427,-0.03938676,-0.16025028,0.0266312,-0.1512186,0.1778498
84,0.881394,0.7662951,"('inferior', 'superior')",1.2294586,1.0977277,1.0384653,0.88471,1.0497727,0.9162443,0.1335284
82,-0.8469784,-0.7729682,"('poor', 'rich')",-0.7465344,-0.6350218,6.2202244,6.359093,1.5422373,1.6503677,-0.1081304
77,-0.84243095,-0.79133385,"('unmotivated', 'motivated')",-0.3709254,-0.358388,-1.1024858,-1.0322231,-0.7719474,-0.7273149,-0.0446325
4,0.8169215,1.0276718,"('disliked', 'liked')",0.047984183,0.2014101,-6.3584332,-6.3716063,-1.8311758,-1.7141749,-0.1170009
50,0.81029344,0.84758836,"('clumsy', 'skillful')",0.19615716,0.3888612,0.3339821,0.24926996,0.4468109,0.4952399,-0.048429
25,0.77701306,0.78934306,"('egoistic', 'altruistic')",0.17104483,0.20569274,1.2262958,1.1613662,0.7247845,0.7188007,0.0059838
66,0.72802544,0.4461297,"('inactive', 'active')",1.6092767,1.3101351,1.1141602,0.7156959,1.1504874,0.8239869,0.3265005
67,0.7136165,0.7520135,"('doubtful', 'determined')",0.85754406,0.8961238,-0.3211128,-0.17083132,0.4166826,0.4924353,-0.0757527
88,-0.67190427,-0.54640496,"('low', 'eminent')",-0.9295803,-0.8043012,-0.08900656,0.005097823,-0.563497,-0.4485361,-0.1149609
29,0.6696475,0.6010768,"('unfair', 'fair')",-0.6011008,-0.63444066,-0.7501772,-0.8734709,-0.2272102,-0.3022783,0.0750681
12,-0.62848026,-0.608316,"('unsupportive', 'supportive')",-0.18350506,-0.21908957,-2.0553436,-2.094339,-0.9557763,-0.9739148,0.0181385
13,-0.6265233,-0.6398807,"('impolite', 'polite')",0.79473096,0.7048384,-0.23110774,-0.11576856,-0.0209667,-0.016937,-0.0040297
19,0.6252511,0.68004644,"('inhospitable', 'hospitable')",-0.7912733,-0.6007314,-0.18459204,-0.1971019,-0.1168714,-0.0392623,-0.0776091
68,-0.62285453,-0.69835615,"('dependent', 'independent')",0.3281301,0.27815247,-0.5537573,-0.6662009,-0.2828273,-0.3621349,0.0793076
54,0.6134124,0.565216,"('incapable', 'capable')",0.019561416,-0.009407992,1.1066046,1.0793642,0.5798595,0.5450574,0.0348021
39,0.58370787,0.431152,"('exploitative', 'cooperative')",0.45482492,0.4310689,-0.49159244,-0.37000948,0.1823134,0.1640705,0.0182429
61,-0.5742287,-0.5952658,"('illogical', 'logical')",-0.08814544,-0.13717017,0.13270395,0.11053263,-0.1765567,-0.2073011,0.0307444
20,0.5373568,0.515763,"('rough', 'thoughtful')",0.5488751,0.58738613,0.8868112,0.92310846,0.6576811,0.6754192,-0.0177381
87,0.51426613,0.32121798,"('unsuccessful', 'successful')",1.9082452,1.463487,1.1282156,0.7676902,1.1835756,0.8507984,0.3327772
47,-0.49819675,-0.5554263,"('stupid', 'smart')",-0.14896268,-0.13684428,5.551722,5.690436,1.6348542,1.666055,-0.0312008
83,0.4750823,0.49817145,"('powerless', 'powerful')",0.11446436,0.060470358,-0.6561694,-0.69595456,-0.0222076,-0.0457709,0.0235633
44,0.43019426,0.42405292,"('prejudiced', 'unprejudiced')",0.36344883,0.35036373,-1.2128584,-1.0079461,-0.1397384,-0.0778431,-0.0618953
75,0.4057676,0.6056404,"('meek', 'impulsive')",0.10641041,0.34562612,-0.37423262,-0.2993033,0.0459818,0.2173211,-0.1713393
31,0.36041725,0.48049432,"('evil', 'good')",-1.1381909,-0.9849264,-1.6976367,-1.7284148,-0.8251368,-0.7442822,-0.0808546
9,-0.35517606,-0.3906585,"('unaffectionate', 'caring')",-0.33323947,-0.30792236,0.5760388,0.48734662,-0.0374589,-0.0704114,0.0329525
74,-0.3509818,-0.30482394,"('undedicated', 'dedicated')",0.822579,0.9094987,0.39483583,0.28479138,0.288811,0.2964887,-0.0076777
38,-0.3432963,-0.1962414,"('untruthful', 'truthful')",-0.4360234,-0.26583162,-0.26511768,-0.17966601,-0.3481458,-0.213913,-0.1342328
64,-0.3138881,-0.35862988,"('shy', 'confident')",0.14829251,-0.040391475,-6.3144,-6.38764,-2.1599986,-2.2622204,0.1022218
76,-0.28100348,-0.2589874,"('anxious', 'daring')",0.95012194,0.9139355,0.7044396,0.8403487,0.4578527,0.4984323,-0.0405796
37,-0.26062107,-0.4438834,"('fake', 'genuine')",-0.6729602,-0.8767187,0.35173315,0.21468158,-0.1939494,-0.3686401,0.1746907
58,-0.24085496,-0.21432477,"('undiscriminating', 'discriminating')",0.7230246,0.5886406,0.03142067,-0.15764703,0.1711968,0.0722229,0.0989739
27,-0.2180635,-0.28246972,"('hardhearted', 'softhearted')",-0.6557849,-0.653593,0.9273145,0.7434908,0.017822,-0.0641906,0.0820126
15,0.18027523,0.24358968,"('boring', 'funny')",-0.43275097,-0.3446338,0.28480718,0.31170204,0.0107771,0.0702193,-0.0594422
53,-0.17805873,-0.15759498,"('uncreative', 'creative')",-0.06468381,-0.04319454,0.95616746,0.97367674,0.2378083,0.2576291,-0.0198208
8,-0.14693731,-0.16841704,"('unaffectionate', 'affectionate')",-0.83354574,-0.764625,-0.19714156,-0.21286328,-0.3925415,-0.3819685,-0.010573
40,0.084445246,0.043040942,"('stingy', 'generous')",0.027843377,0.09120476,-1.8891006,-1.9959458,-0.5922707,-0.6205667,0.028296
49,0.053043164,0.04543595,"('unable', 'able')",-0.5119418,-0.43505305,-0.390075,-0.27744162,-0.2829912,-0.2223529,-0.0606383
1,0.026883874,0.0539869,"('unfriendly', 'friendly')",-0.7219649,-0.707854,1.0251096,0.9334449,0.1100096,0.0931926,0.016817
34,-0.023207461,-0.05715779,"('mean', 'honorable')",0.39210516,0.32579556,6.1530128,6.205938,2.1739702,2.1581918,0.0157784
2,-0.02125163,0.030622229,"('unlikable', 'likable')",1.0554568,1.107106,0.4637269,0.60182536,0.4993107,0.5798512,-0.0805405
42,-0.01779002,0.16687113,"('unreliable', 'reliable')",0.28137124,0.49367148,-2.9036958,-2.8442214,-0.8800382,-0.7278929,-0.1521453
17,-0.016550628,-0.011334615,"('nasty', 'nice')",-1.1476998,-1.0692981,-0.8973513,-0.7212539,-0.6872006,-0.6006289,-0.0865717
18,-0.01587947,0.017092071,"('disagreeable', 'welcoming')",0.35326976,0.49697506,-0.7295609,-0.5428345,-0.1307235,-0.0095891,-0.1211344
26,0.012953134,-0.045367375,"('hardhearted', 'benevolent')",0.49820817,0.40281755,1.1198329,1.0853533,0.5436647,0.4809345,0.0627302
78,0.0046155304,-0.04660657,"('nonresilient', 'resilient')",1.1521343,0.96556914,0.39997566,0.283071,0.5189085,0.4006779,0.1182306
56,0.0031503476,0.03361744,"('impractical', 'practical')",0.9300244,0.9389137,0.17911659,0.24854314,0.3707638,0.4070248,-0.036261
