,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.6173401,-1.5085118,"('unimaginative', 'imaginative')",-0.17671043,-0.34969023,-0.8756255,-0.82516736,-2.5588024,-2.8300958,-1.3071196,-1.3783662,0.0712466
58,-1.5014412,-1.4847857,"('undiscriminating', 'discriminating')",-1.0807152,-1.2336769,-0.5403097,-0.58786696,-0.3924673,-0.3545338,-0.8787333,-0.9152158,0.0364825
1,-1.4857831,-1.8235251,"('unfriendly', 'friendly')",1.51692,1.2812077,0.38329598,0.062871195,2.1017413,1.882647,0.6290435,0.3508002,0.2782433
8,-1.4355992,-1.6812245,"('unaffectionate', 'affectionate')",0.37117946,0.2560847,-1.3602825,-1.6574683,0.4724818,0.5128601,-0.4880551,-0.642437,0.1543819
86,-1.4305117,-1.4349945,"('uninfluential', 'influential')",0.07621168,-0.10226145,-0.80486685,-0.7465727,-0.3081073,-0.1238817,-0.6168185,-0.6019275,-0.014891
69,1.3946446,1.2232481,"('lazy', 'industrious')",0.9422477,1.1249022,1.5778745,1.5821508,0.62728333,0.14359461,1.1355126,1.018474,0.1170386
23,-1.3857503,-1.2449088,"('insincere', 'sincere')",0.113160044,0.026717708,1.0520076,1.2207624,4.8474994,5.6327314,1.1567292,1.4088256,-0.2520964
53,-1.376916,-1.4189898,"('uncreative', 'creative')",-0.49008805,-0.5326835,-0.338867,-0.47001642,1.1008221,0.9875556,-0.2762623,-0.3585335,0.0822712
10,-1.3647783,-1.2561244,"('unsympathetic', 'sympathetic')",-0.25553912,-0.35376036,-0.17264819,0.008326046,-0.48760313,-0.16495942,-0.5701422,-0.4416295,-0.1285127
65,-1.2776601,-1.0692321,"('insecure', 'secure')",-1.3979645,-1.5619377,-0.36235946,-0.29557276,-0.78208053,-0.4263518,-0.9550161,-0.8382736,-0.1167425
82,-1.1661812,-1.019025,"('poor', 'rich')",-0.7839917,-0.6553321,-0.6731624,-0.4979684,5.457678,6.1128182,0.7085856,0.9851232,-0.2765376
39,1.0758775,0.9407824,"('exploitative', 'cooperative')",0.21127258,0.19970629,1.2943404,1.2562097,0.14461166,0.15800297,0.6815255,0.6386753,0.0428502
63,-1.017961,-0.70778346,"('unperceptive', 'insightful')",0.90346426,0.97969556,1.9580092,2.1386547,0.9989296,1.3257833,0.7106105,0.9340875,-0.223477
70,-0.9931596,-0.57967424,"('lethargic', 'energetic')",0.038301386,0.22116035,0.49455976,1.0005178,0.22394864,0.83603483,-0.0590874,0.3695097,-0.4285971
45,-0.9816952,-0.89496017,"('incompetent', 'competent')",0.0037950166,0.092064165,0.3202239,0.59665567,-0.66243917,-0.37893713,-0.3300288,-0.1462944,-0.1837344
28,-0.9309469,-1.1842792,"('disloyal', 'loyal')",0.09847907,-0.086814106,-0.082481965,-0.14824648,0.74235505,0.84012175,-0.0431487,-0.1448045,0.1016558
43,-0.8904197,-0.69006795,"('irresponsible', 'responsible')",1.4470226,1.3624128,0.116289034,0.50198627,0.1616243,0.5759842,0.208629,0.4375789,-0.2289499
42,0.88170826,1.0632234,"('unreliable', 'reliable')",1.9524943,2.0501375,0.9522439,1.2944311,-2.6513238,-2.5253458,0.2837807,0.4706116,-0.1868309
20,-0.86736095,-0.7795075,"('rough', 'thoughtful')",-0.61948955,-0.5719931,0.5411378,0.48891634,0.8980728,0.72414744,-0.01191,-0.0346092,0.0226992
54,-0.8521207,-0.8379354,"('incapable', 'capable')",0.63464373,0.45275038,0.3371334,0.36955556,1.1748673,1.2474202,0.3236309,0.3079477,0.0156832
7,-0.84459275,-0.7829061,"('insensitive', 'sensitive')",-0.2698094,-0.28609744,0.33988035,0.5821538,0.46881276,0.71435624,-0.0764273,0.0568766,-0.1333039
88,-0.84283245,-0.79964167,"('low', 'eminent')",-0.2464365,-0.2799771,0.19390908,0.27831972,0.2357691,0.30477583,-0.1648977,-0.1241308,-0.0407669
27,-0.8417251,-0.77653646,"('hardhearted', 'softhearted')",0.56139046,0.7278938,0.7434014,0.7709161,2.042339,1.8344972,0.6263515,0.6391927,-0.0128412
55,-0.8191704,-0.6086182,"('incompetent', 'clever')",-1.2827331,-1.1967083,-0.3789309,-0.04781483,-0.59276086,-0.30700767,-0.7683988,-0.5400373,-0.2283615
71,0.7881763,0.604321,"('diffident', 'self-confident')",2.9876413,2.7739944,2.1014574,2.0335948,0.9355708,0.81558776,1.7032114,1.5568745,0.1463369
81,-0.78538346,-0.48245335,"('submissive', 'aggressive')",0.072709575,-0.006600037,0.3386118,0.601537,-0.89012516,-0.5109111,-0.3160468,-0.0996069,-0.2164399
61,-0.7204141,-0.63855004,"('illogical', 'logical')",-0.21237423,-0.2797149,0.8052552,0.7859201,-0.049694307,0.071918085,-0.0443069,-0.0151067,-0.0292002
26,-0.71113914,-0.9062676,"('hardhearted', 'benevolent')",1.2604609,1.1112305,0.9125207,0.82291484,1.4712752,1.4173385,0.7332794,0.611304,0.1219754
73,0.7094781,0.6762389,"('helpless', 'self-reliant')",1.0739943,0.99447304,-0.13333488,-0.21859321,-2.9066906,-3.2761207,-0.3141383,-0.4560005,0.1418622
68,-0.69186074,-0.648954,"('dependent', 'independent')",-1.1949933,-1.1355326,-0.03432788,0.061238088,-0.30210558,-0.37904927,-0.5558218,-0.5255744,-0.0302474
0,-0.67717516,-0.78166926,"('unsociable', 'sociable')",0.30751052,0.1431383,0.31303287,0.36558887,-0.7905079,-0.56763697,-0.2117849,-0.2101448,-0.0016401
2,0.6710824,0.74824095,"('unlikable', 'likable')",1.3517339,1.1631869,1.5004624,1.6797633,1.1066457,1.0647559,1.1574811,1.1639868,-0.0065057
21,-0.6627466,-0.44803694,"('immoral', 'moral')",1.0582666,0.9271025,0.6786151,0.7954098,-0.7288662,-0.5801812,0.0863172,0.1735735,-0.0872563
48,-0.6613842,-0.7229152,"('unintelligent', 'intelligent')",0.20405012,0.08118755,-0.5469214,-0.53496224,0.54158753,0.39313546,-0.115667,-0.1958886,0.0802216
9,-0.6581863,-0.95979834,"('unaffectionate', 'caring')",1.6300673,1.4435678,0.73777807,0.5098742,1.3042034,1.368602,0.7534657,0.5905614,0.1629043
22,-0.62917864,-0.5341567,"('untrustworthy', 'trustworthy')",0.27755147,0.05225851,0.4333368,0.58678144,-1.0864977,-0.915141,-0.251197,-0.2025644,-0.0486326
11,-0.6268568,-0.34337902,"('unhelpful', 'helpful')",0.086643234,0.162826,1.7166404,1.9397228,1.6425705,2.1268382,0.7047493,0.971502,-0.2667527
14,-0.620356,-0.4356291,"('antisocial', 'social')",-0.10996207,0.041886073,0.006265588,0.2688828,-1.4398234,-0.9797712,-0.540969,-0.2761579,-0.2648111
33,0.5995289,0.3893909,"('wrong', 'right')",1.1975199,0.9058395,1.3188707,1.1430199,0.13760573,-0.36215216,0.8133813,0.5190246,0.2943567
52,-0.5731316,-0.82863796,"('irrational', 'rational')",0.3685887,0.19999541,-0.17033863,-0.43451983,-0.057771534,-0.30906975,-0.1081633,-0.343058,0.2348947
62,-0.5475867,-0.1885568,"('incompetent', 'brilliant')",-0.07409167,0.17608148,0.78494,1.1634753,-0.36174837,0.12475308,-0.0496217,0.3189383,-0.36856
12,0.5473752,0.55768645,"('unsupportive', 'supportive')",3.2367692,3.2642221,2.0348427,2.1485767,-1.2270076,-1.222301,1.1479948,1.1870461,-0.0390513
46,-0.5389199,-0.4950324,"('uncompetitive', 'competitive')",0.09366247,-0.066205695,0.5080185,0.5107377,-0.92982614,-0.8094951,-0.2167663,-0.2149989,-0.0017674
41,-0.5386407,-0.5220771,"('unforgiving', 'forgiving')",0.75334156,0.6493377,0.9311346,0.9982672,0.3727876,0.44071683,0.3796557,0.3915612,-0.0119055
87,0.5374176,0.56215376,"('unsuccessful', 'successful')",0.3361855,0.21783464,0.9299773,1.1099544,0.6111724,0.6279321,0.6036882,0.6294687,-0.0257805
37,-0.53117394,-0.4027505,"('fake', 'genuine')",0.25254896,0.14827445,0.20053232,0.36648417,0.18572176,0.41660476,0.0269073,0.1321532,-0.1052459
76,-0.52832687,-0.19707385,"('anxious', 'daring')",-0.85462195,-0.5023322,-0.2705476,0.27142,-0.08161987,0.31526947,-0.4337791,-0.0281791,-0.4056
72,-0.49759248,-0.47957996,"('unambitious', 'ambitious')",0.516455,0.21140927,-0.9675631,-0.9854393,-1.4308014,-1.2664655,-0.5948755,-0.6300189,0.0351434
51,-0.4947446,-0.35192657,"('uneducated', 'educated')",0.23468962,0.19781333,0.42188928,0.43159357,0.27071363,0.4880098,0.108137,0.1913725,-0.0832355
67,0.48132423,0.63204104,"('doubtful', 'determined')",-0.08064625,0.050197918,0.64684343,1.004854,-0.6350268,-0.40409917,0.1031236,0.3207484,-0.2176248
38,-0.47409514,-0.3254609,"('untruthful', 'truthful')",1.0675822,1.0834625,0.47510123,0.60832924,0.51019746,0.63093233,0.3946965,0.4993158,-0.1046193
47,-0.4670151,-0.22662373,"('stupid', 'smart')",1.4362153,1.4105139,0.7113451,1.0279989,5.171177,5.8367248,1.7129306,2.0121534,-0.2992228
49,-0.4622314,-0.40343884,"('unable', 'able')",-0.3150712,0.004303649,0.4303235,0.60822207,0.024866,0.1602506,-0.0805283,0.0923344,-0.1728627
84,0.45396543,0.43503574,"('inferior', 'superior')",0.97170067,0.8578197,0.38350224,0.29469892,0.95013833,0.7522139,0.6898267,0.584942,0.1048847
