,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
74,2.4107444,2.2441196,"('undedicated', 'dedicated')",0.5971419,0.5041449,-0.18254942,-0.2672629,0.34231615,0.41395557,0.7919133,0.7237393,0.068174
69,2.3547363,2.2441208,"('lazy', 'industrious')",1.558242,1.8955231,2.8549032,3.3003438,-0.10441157,0.09348081,1.6658674,1.8833669,-0.2174995
71,2.3174543,2.3268168,"('diffident', 'self-confident')",0.31095243,0.2458221,-0.11669739,0.14016116,1.0634727,0.8873417,0.8937955,0.9000354,-0.0062399
5,2.1833158,2.2480347,"('distant', 'outgoing')",0.8823111,1.3070171,0.88638943,1.4233112,0.48734576,0.8155354,1.1098405,1.4484746,-0.3386341
6,2.1052976,2.180997,"('distant', 'open')",1.0105399,1.3919566,0.41642678,0.9908477,1.0055646,1.2795568,1.1344572,1.4608395,-0.3263823
30,-2.099635,-1.5276107,"('intolerant', 'tolerant')",-0.7094337,-0.703899,-1.1039195,-1.1276567,0.55111456,0.623472,-0.8404684,-0.6839236,-0.1565448
85,2.0524445,2.2929947,"('insignificant', 'prestigious')",2.067997,2.5478244,1.2778194,2.0233545,1.265223,1.5623338,1.665871,2.106627,-0.440756
44,-2.0145724,-2.0376065,"('prejudiced', 'unprejudiced')",-1.4962046,-1.2399719,-0.97797173,-0.84377664,-1.8340676,-1.7501193,-1.580704,-1.4678686,-0.1128354
9,1.9492067,1.9306207,"('unaffectionate', 'caring')",0.4497936,0.594589,0.09645772,0.29797858,2.21068,2.1781325,1.1765345,1.2503302,-0.0737957
82,-1.8578887,-1.507112,"('poor', 'rich')",-0.5651007,-0.7888408,-1.2340232,-1.2634327,5.972744,6.1565604,0.5789329,0.6492937,-0.0703608
12,1.8462498,1.9052644,"('unsupportive', 'supportive')",0.40560877,0.41925135,-0.8531788,-0.88301724,-1.3040417,-1.3733792,0.0236596,0.0170298,0.0066298
19,1.7090834,1.6925787,"('inhospitable', 'hospitable')",-0.23800954,-0.12102373,-0.4037416,-0.11991739,0.24557187,0.3882088,0.328226,0.4599616,-0.1317356
3,-1.6973312,-1.5013212,"('repellent', 'pleasant')",-0.9363364,-1.1740018,0.40842763,-0.008856744,-0.19164518,-0.32927948,-0.6042212,-0.7533648,0.1491436
79,1.670116,1.3200128,"('wavering', 'unwavering')",0.8408356,0.90727514,-0.029794682,0.20815897,0.79244065,0.93393075,0.8183994,0.8423444,-0.023945
25,1.641758,1.6139382,"('egoistic', 'altruistic')",1.1742477,1.4393601,1.1702878,1.6778028,1.5457393,1.571808,1.3830082,1.5757272,-0.192719
