,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
71,1.6644706,1.8176743,"('diffident', 'self-confident')",3.2855473,3.3785336,2.9506521,3.0034914,0.9903497,1.0552688,2.222755,2.3137422,-0.0909872
31,-1.5546511,-1.3517685,"('evil', 'good')",0.46773204,0.5881396,-0.21602535,-0.38559324,-1.2960601,-1.2574825,-0.6497511,-0.6016762,-0.0480749
57,1.4421718,1.3319148,"('unimaginative', 'imaginative')",-0.5815363,-0.58033335,-0.803169,-0.67121685,-2.4193232,-2.5945249,-0.5904642,-0.62854,0.0380758
38,1.334213,1.2036642,"('untruthful', 'truthful')",0.7141785,0.96222246,0.28964463,0.509004,0.2849235,0.29305345,0.65574,0.741986,-0.086246
87,1.3308996,1.1368452,"('unsuccessful', 'successful')",0.6931736,0.5429774,0.5826222,0.50147265,0.3577138,0.472556,0.7411022,0.6634629,0.0776393
56,1.2060227,0.9574252,"('impractical', 'practical')",0.16131957,0.2482859,-0.13706613,0.042856704,-0.06646146,0.036856838,0.2909537,0.3213562,-0.0304025
45,1.1997579,1.0191461,"('incompetent', 'competent')",-0.6202415,-0.57629526,-0.3251509,-0.1959233,0.17054549,0.116435215,0.1062277,0.0908407,0.015387
70,1.1492624,0.9511371,"('lethargic', 'energetic')",-0.99057704,-0.9380087,-0.8998569,-0.77188176,1.2669663,1.2265644,0.1314487,0.1169528,0.0144959
59,1.1217921,1.3496846,"('foolish', 'wise')",2.9432676,2.953668,1.720992,1.6855923,0.20636705,0.30929372,1.4981047,1.5745597,-0.076455
12,1.114646,1.0296439,"('unsupportive', 'supportive')",2.8788276,3.2315414,2.1733007,2.4428782,-1.4776019,-1.405693,1.1722931,1.3245926,-0.1522995
74,1.0949084,1.1036727,"('undedicated', 'dedicated')",0.391943,0.55275995,-0.25253466,-0.11665055,0.11954278,0.34443352,0.3384649,0.4710539,-0.132589
43,1.0471458,0.97548306,"('irresponsible', 'responsible')",0.04668299,0.099925764,0.08797148,0.24688487,1.0244111,1.1166843,0.5515528,0.6097445,-0.0581917
63,1.0200566,1.146885,"('unperceptive', 'insightful')",0.015975552,0.1983172,0.44287986,0.7446961,0.8746332,0.83440894,0.5883863,0.7310768,-0.1426905
39,1.0034144,0.8126714,"('exploitative', 'cooperative')",-0.09293795,-0.07964996,-0.19914111,-0.20248981,-0.059741043,0.07505765,0.1628986,0.1513973,0.0115013
77,-0.9813875,-0.86543936,"('unmotivated', 'motivated')",-1.034757,-1.1124204,-0.72477674,-0.6122853,-1.5695465,-1.5922859,-1.0776169,-1.0456078,-0.0320091
46,0.9803952,0.95860136,"('uncompetitive', 'competitive')",-0.5619814,-0.84115636,0.11286119,0.2511049,-0.13346252,-0.16619822,0.0994531,0.0505879,0.0488652
26,0.9674287,1.0080669,"('hardhearted', 'benevolent')",1.5775667,1.7460419,1.1125822,1.0754069,1.6579891,1.8488712,1.3288916,1.4195968,-0.0907052
