,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
40,-0.7793419,-0.7774851,"('stingy', 'generous')",-1.9259436,-2.1292748,-1.3526428,-1.45338,0.1007372
69,-0.76628244,-1.2299289,"('lazy', 'industrious')",-0.8669581,-0.613596,-0.8166202,-0.9217625,0.1051423
26,-0.7498413,-1.2661055,"('hardhearted', 'benevolent')",1.6117678,1.1650381,0.4309632,-0.0505337,0.4814969
72,-0.71729267,-0.30076015,"('unambitious', 'ambitious')",-0.561839,-0.4378815,-0.6395658,-0.3693208,-0.270245
87,0.6552889,0.45848167,"('unsuccessful', 'successful')",0.67500323,0.6997896,0.6651461,0.5791357,0.0860104
71,-0.6537562,-1.058676,"('diffident', 'self-confident')",0.28960583,0.23589434,-0.1820752,-0.4113908,0.2293156
82,-0.63516074,-0.35565537,"('poor', 'rich')",6.2282343,6.231908,2.7965367,2.9381263,-0.1415896
28,-0.57093024,-0.3368479,"('disloyal', 'loyal')",1.1171724,1.0690267,0.2731211,0.3660894,-0.0929683
47,0.54379916,0.63411707,"('stupid', 'smart')",5.226359,5.3503675,2.8850789,2.9922423,-0.1071634
68,0.53422314,0.4448572,"('dependent', 'independent')",-0.50279015,-0.44771212,0.0157165,-0.0014275,0.017144
86,0.5055183,0.42238364,"('uninfluential', 'influential')",0.106097594,-0.3739849,0.3058079,0.0241994,0.2816085
88,-0.48779646,-0.7636416,"('low', 'eminent')",-0.1639623,-0.2650749,-0.3258794,-0.5143583,0.1884789
33,-0.45882836,-0.6176241,"('wrong', 'right')",-1.1304846,-1.0160743,-0.7946565,-0.8168492,0.0221927
32,0.42243755,0.32883778,"('unkind', 'kind')",0.8370414,0.675096,0.6297395,0.5019669,0.1277726
77,0.3979036,0.69081616,"('unmotivated', 'motivated')",-0.89166313,-0.77697337,-0.2468798,-0.0430786,-0.2038012
50,-0.39134952,-0.2959414,"('clumsy', 'skillful')",0.15787938,0.21051499,-0.1167351,-0.0427132,-0.0740219
38,-0.38271698,-0.5037694,"('untruthful', 'truthful')",0.074998654,0.20886756,-0.1538592,-0.1474509,-0.0064083
78,-0.3680782,-0.19790883,"('nonresilient', 'resilient')",0.4473086,0.4659147,0.0396152,0.1340029,-0.0943877
61,0.3197856,0.23747045,"('illogical', 'logical')",0.4264003,0.2080517,0.3730929,0.2227611,0.1503318
20,0.30080068,0.3594067,"('rough', 'thoughtful')",0.9095306,0.80079126,0.6051656,0.580099,0.0250666
29,-0.24993214,-0.5250946,"('unfair', 'fair')",-0.38929757,-0.44931048,-0.3196149,-0.4872026,0.1675877
27,-0.24566239,0.0017468855,"('hardhearted', 'softhearted')",1.004738,0.8717099,0.3795378,0.4367284,-0.0571906
12,0.20846395,0.2766298,"('unsupportive', 'supportive')",-1.8027443,-1.9363861,-0.7971402,-0.8298782,0.032738
2,0.18797305,-0.051853098,"('unlikable', 'likable')",0.511153,0.35369673,0.349563,0.1509218,0.1986412
83,0.169147,0.0967834,"('powerless', 'powerful')",-0.7243428,-0.8631487,-0.2775979,-0.3831826,0.1055847
15,-0.16538851,-0.12722535,"('boring', 'funny')",-0.16970679,-0.02678394,-0.1675476,-0.0770046,-0.090543
58,-0.14961733,-0.2265296,"('undiscriminating', 'discriminating')",0.5405561,0.2247477,0.1954694,-0.0008909,0.1963603
34,-0.1421695,-0.3068099,"('mean', 'honorable')",5.8776793,5.8672676,2.8677549,2.7802289,0.087526
49,0.09715899,0.48641455,"('unable', 'able')",-0.14511678,0.18243214,-0.0239789,0.3344234,-0.3584023
57,-0.095944874,0.23770131,"('unimaginative', 'imaginative')",-2.9006946,-3.1692398,-1.4983197,-1.4657692,-0.0325505
41,0.057502978,0.07524855,"('unforgiving', 'forgiving')",0.12798107,-0.10636634,0.092742,-0.0155589,0.1083009
44,-0.05229519,-0.2566154,"('prejudiced', 'unprejudiced')",-1.5012728,-1.4941642,-0.776784,-0.8753898,0.0986058
73,-0.04217958,-0.10105169,"('helpless', 'self-reliant')",-3.3540921,-3.125543,-1.6981359,-1.6132975,-0.0848384
3,0.01892686,0.42118928,"('repellent', 'pleasant')",0.54756397,0.5040864,0.2832454,0.4626378,-0.1793924
