,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-1.3905377,-1.1585732,"('inhospitable', 'hospitable')",-0.37060988,-0.4400615,-0.8805738,-0.7993174,-0.0812564
32,-1.38664,-1.2364628,"('unkind', 'kind')",0.30823696,0.30439964,-0.5392015,-0.4660316,-0.0731699
57,-1.3804938,-1.4980514,"('unimaginative', 'imaginative')",-3.3354769,-3.113522,-2.3579853,-2.3057866,-0.0521987
43,-1.3371692,-1.4102244,"('irresponsible', 'responsible')",-0.20473954,-0.29484364,-0.7709544,-0.8525341,0.0815797
10,-1.2912464,-1.3482193,"('unsympathetic', 'sympathetic')",-0.8540904,-0.95441747,-1.0726684,-1.1513183,0.0786499
86,-1.2164837,-1.3362988,"('uninfluential', 'influential')",-0.8582679,-0.95612466,-1.0373758,-1.1462117,0.1088359
13,-1.0912719,-1.0495384,"('impolite', 'polite')",-0.88269717,-1.0734438,-0.9869845,-1.061491,0.0745065
0,-1.0664433,-1.091623,"('unsociable', 'sociable')",-0.5664161,-0.66129935,-0.8164297,-0.8764611,0.0600314
45,-1.0341815,-1.215596,"('incompetent', 'competent')",-0.36624438,-0.5441771,-0.700213,-0.8798865,0.1796735
67,1.0077137,1.0716994,"('doubtful', 'determined')",-0.6752538,-0.5153652,0.1662299,0.2781671,-0.1119372
33,0.9375936,1.2409817,"('wrong', 'right')",-0.30270508,-0.25407976,0.3174443,0.493451,-0.1760067
69,0.9278981,1.2058018,"('lazy', 'industrious')",-0.4533924,-0.056747165,0.2372529,0.5745273,-0.3372744
1,-0.92453974,-0.7537724,"('unfriendly', 'friendly')",1.730944,1.6187639,0.4032021,0.4324958,-0.0292937
21,-0.9188509,-0.8799753,"('immoral', 'moral')",-0.84309983,-0.8864985,-0.8809754,-0.8832369,0.0022615
72,-0.89268154,-0.6639805,"('unambitious', 'ambitious')",-0.22672206,-0.6097593,-0.5597018,-0.6368699,0.0771681
28,-0.88525414,-0.80259,"('disloyal', 'loyal')",1.1180506,0.80001307,0.1163982,-0.0012885,0.1176867
51,-0.86889726,-1.0603343,"('uneducated', 'educated')",-0.05100946,0.02511723,-0.4599534,-0.5176085,0.0576551
79,-0.84365475,-0.83727175,"('wavering', 'unwavering')",-0.061531357,-0.43529505,-0.4525931,-0.6362834,0.1836903
17,-0.82948935,-0.7206267,"('nasty', 'nice')",-0.6618191,-0.5936937,-0.7456542,-0.6571602,-0.088494
7,-0.8053988,-0.7582425,"('insensitive', 'sensitive')",-0.15297207,-0.09252598,-0.4791855,-0.4253842,-0.0538013
65,-0.799611,-0.80984205,"('insecure', 'secure')",-0.7414026,-0.83900154,-0.7705068,-0.8244218,0.053915
27,-0.7677932,-0.8483167,"('hardhearted', 'softhearted')",0.9442368,0.7791378,0.0882218,-0.0345895,0.1228113
53,-0.7447964,-0.76712656,"('uncreative', 'creative')",0.51569915,0.39641264,-0.1145486,-0.185357,0.0708084
82,-0.7352855,-0.7811471,"('poor', 'rich')",6.2889876,5.691881,2.7768512,2.4553671,0.3214841
64,-0.7282992,-0.6305155,"('shy', 'confident')",-6.765785,-6.329082,-3.7470422,-3.4797988,-0.2672434
84,0.7252142,0.7591057,"('inferior', 'superior')",1.2169467,1.2629154,0.9710804,1.0110105,-0.0399301
50,-0.72429526,-0.7015593,"('clumsy', 'skillful')",0.39581525,0.30665055,-0.16424,-0.1974544,0.0332144
70,-0.7094847,-1.0484563,"('lethargic', 'energetic')",-0.4007782,-0.6812365,-0.5551314,-0.8648464,0.309715
24,-0.70100206,-0.5620848,"('dishonest', 'honest')",0.4246875,0.17531437,-0.1381573,-0.1933852,0.0552279
8,-0.6980223,-0.5099493,"('unaffectionate', 'affectionate')",1.0784004,0.9728341,0.190189,0.2314424,-0.0412534
74,-0.6749716,-0.7816619,"('undedicated', 'dedicated')",-0.8409644,-0.85732925,-0.7579679,-0.8194956,0.0615277
6,-0.67368907,-0.50717497,"('distant', 'open')",0.100270495,-0.14618151,-0.2867093,-0.3266782,0.0399689
22,-0.64837813,-0.7621511,"('untrustworthy', 'trustworthy')",-1.1704388,-1.2871491,-0.9094085,-1.0246501,0.1152416
38,-0.63737684,-0.6187858,"('untruthful', 'truthful')",0.12189365,-0.15550297,-0.2577416,-0.3871444,0.1294028
41,-0.60521084,-0.4643964,"('unforgiving', 'forgiving')",-0.34648353,-0.23871459,-0.4758472,-0.3515555,-0.1242917
12,-0.6040388,-0.6506361,"('unsupportive', 'supportive')",-2.1459913,-2.1555753,-1.375015,-1.4031057,0.0280907
9,-0.5723816,-0.37880057,"('unaffectionate', 'caring')",1.5429342,1.3886075,0.4852763,0.5049034,-0.0196271
31,-0.5681725,-0.32910672,"('evil', 'good')",-0.6083348,-0.55108386,-0.5882536,-0.4400953,-0.1481583
39,0.5644689,0.76325715,"('exploitative', 'cooperative')",-0.11616715,0.09810716,0.2241509,0.4306822,-0.2065313
36,-0.56131905,-0.3663409,"('hostile', 'amicable')",0.062234905,-0.02147977,-0.2495421,-0.1939103,-0.0556318
54,-0.5610821,-0.44657016,"('incapable', 'capable')",1.2592626,0.9748891,0.3490902,0.2641595,0.0849307
88,-0.55825585,-0.37170586,"('low', 'eminent')",-0.39376995,-0.3601745,-0.4760129,-0.3659402,-0.1100727
77,-0.5558474,-0.5071542,"('unmotivated', 'motivated')",-1.0596412,-1.0981362,-0.8077443,-0.8026452,-0.0050991
11,-0.5456275,-0.81616557,"('unhelpful', 'helpful')",1.7439286,1.51051,0.5991505,0.3471722,0.2519783
4,-0.5329733,-0.644049,"('disliked', 'liked')",-6.8972497,-6.389126,-3.7151115,-3.5165875,-0.198524
3,-0.5189627,-0.57908016,"('repellent', 'pleasant')",0.24778236,0.13977799,-0.1355902,-0.2196511,0.0840609
5,-0.49784234,-0.33797136,"('distant', 'outgoing')",0.116663195,-0.048979178,-0.1905896,-0.1934753,0.0028857
63,-0.4973588,-0.87684375,"('unperceptive', 'insightful')",0.62348765,0.309665,0.0630644,-0.2835894,0.3466538
55,-0.49007922,-0.45159364,"('incompetent', 'clever')",-0.283215,-0.21165836,-0.3866471,-0.331626,-0.0550211
37,-0.4891474,-0.66624886,"('fake', 'genuine')",0.116480805,-0.060223896,-0.1863333,-0.3632364,0.1769031
15,0.48681897,0.65923166,"('boring', 'funny')",0.08528878,0.081847906,0.2860539,0.3705398,-0.0844859
42,-0.45138267,-0.4486699,"('unreliable', 'reliable')",-3.580451,-3.4729528,-2.0159168,-1.9608114,-0.0551054
46,-0.434929,-0.7731657,"('uncompetitive', 'competitive')",-1.2155495,-1.3751426,-0.8252392,-1.0741541,0.2489149
80,-0.42898378,-0.8373919,"('dominated', 'dominating')",-1.0779653,-1.1778136,-0.7534745,-1.0076028,0.2541283
73,0.42733538,0.47916943,"('helpless', 'self-reliant')",-2.8982878,-2.6485507,-1.2354763,-1.0846907,-0.1507856
20,0.4050965,0.27243376,"('rough', 'thoughtful')",1.0870903,1.0419048,0.7460934,0.6571693,0.0889241
78,-0.4041268,-0.8473686,"('nonresilient', 'resilient')",0.4735825,0.1529139,0.0347279,-0.3472273,0.3819552
66,-0.3850986,-0.3757452,"('inactive', 'active')",0.3967758,0.22103132,0.0058386,-0.0773569,0.0831955
61,-0.37648025,-0.35964507,"('illogical', 'logical')",0.1571436,0.038855504,-0.1096683,-0.1603948,0.0507265
40,0.35867596,0.22647619,"('stingy', 'generous')",-2.0152202,-2.0019925,-0.8282721,-0.8877581,0.059486
16,-0.3011946,-0.27551055,"('unpopular', 'popular')",0.45455787,0.3774304,0.0766816,0.0509599,0.0257217
58,0.29813412,0.098291054,"('undiscriminating', 'discriminating')",0.20948611,0.038445845,0.2538101,0.0683684,0.1854417
48,0.26758838,0.16732807,"('unintelligent', 'intelligent')",1.1014786,1.053018,0.6845335,0.610173,0.0743605
26,-0.25827867,-0.30999178,"('hardhearted', 'benevolent')",1.400935,1.6024904,0.5713282,0.6462493,-0.0749211
71,0.24013326,0.40461606,"('diffident', 'self-confident')",0.45817435,0.5678816,0.3491538,0.4862488,-0.137095
87,-0.22835833,-0.51723796,"('unsuccessful', 'successful')",0.91300076,0.75029165,0.3423212,0.1165268,0.2257944
30,0.22166315,0.37374806,"('intolerant', 'tolerant')",0.5144609,0.5722824,0.368062,0.4730152,-0.1049532
47,-0.2173785,-0.35341495,"('stupid', 'smart')",5.4991927,4.987153,2.640907,2.316869,0.324038
62,0.210929,0.072138295,"('incompetent', 'brilliant')",0.6257374,0.35112315,0.4183332,0.2116307,0.2067025
23,-0.20420112,-0.38255152,"('insincere', 'sincere')",5.7669907,5.009228,2.7813947,2.3133383,0.4680564
25,0.18384089,0.4448072,"('egoistic', 'altruistic')",0.9733539,1.2764543,0.5785974,0.8606308,-0.2820334
34,-0.174568,-0.194048,"('mean', 'honorable')",5.723708,5.181143,2.77457,2.4935474,0.2810226
75,-0.13849804,-0.0052889474,"('meek', 'impulsive')",-0.3522517,-0.38729078,-0.2453749,-0.1962899,-0.049085
52,-0.13743965,-0.1055456,"('irrational', 'rational')",0.700503,0.5446089,0.2815317,0.2195316,0.0620001
14,0.12820737,-0.061564445,"('antisocial', 'social')",-0.9958571,-0.8274646,-0.4338249,-0.4445145,0.0106896
29,0.12227218,-0.12572628,"('unfair', 'fair')",-0.34730017,-0.47187078,-0.112514,-0.2987985,0.1862845
76,0.117501006,-0.19236055,"('anxious', 'daring')",-0.34412837,-0.64198285,-0.1133137,-0.4171717,0.303858
2,-0.112607755,0.19443852,"('unlikable', 'likable')",0.44094226,0.4529089,0.1641673,0.3236737,-0.1595064
83,0.110147335,-0.004452288,"('powerless', 'powerful')",-0.84474605,-1.0082419,-0.3672993,-0.5063471,0.1390478
18,-0.10895189,0.07935654,"('disagreeable', 'welcoming')",-0.570365,-0.62527895,-0.3396584,-0.2729612,-0.0666972
49,0.10888666,0.12603112,"('unable', 'able')",0.30673712,0.23226091,0.2078119,0.179146,0.0286659
59,-0.10267591,0.08210349,"('foolish', 'wise')",0.5673281,0.5029622,0.2323261,0.2925328,-0.0602067
60,0.101607665,0.022636417,"('inefficient', 'efficient')",-0.30699936,-0.26574293,-0.1026958,-0.1215533,0.0188575
44,-0.0899494,-0.13296306,"('prejudiced', 'unprejudiced')",-1.5150839,-1.520013,-0.8025166,-0.826488,0.0239714
56,-0.08122595,-0.20612726,"('impractical', 'practical')",-0.677576,-0.7045263,-0.379401,-0.4553268,0.0759258
81,0.067253694,0.17378439,"('submissive', 'aggressive')",-0.951223,-0.8615308,-0.4419847,-0.3438732,-0.0981115
68,0.06354054,-0.042544466,"('dependent', 'independent')",-0.52334607,-0.7137565,-0.2299028,-0.3781505,0.1482477
