,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
13,-1.2921764,-1.1017352,"('impolite', 'polite')",0.33340484,0.21165155,0.2389479,0.50503874,-0.1155177,0.16869688,-0.2088353,-0.054087,-0.1547483
3,-1.2869158,-1.2159984,"('repellent', 'pleasant')",-1.4088268,-1.7540991,0.42230478,0.28342888,0.12762402,0.21814357,-0.5364534,-0.6171313,0.0806779
21,-1.2618328,-1.145361,"('immoral', 'moral')",0.19202211,-0.21796042,0.6657593,0.61797124,-0.53726894,-0.81533754,-0.2353301,-0.3901719,0.1548418
44,1.2253714,0.87864584,"('prejudiced', 'unprejudiced')",0.25614637,-0.022981953,-0.25692168,-0.44305104,-1.5324591,-1.706515,-0.0769657,-0.3234755,0.2465098
7,-1.1962166,-0.9720008,"('insensitive', 'sensitive')",-0.26320338,-0.27416247,-0.0007779151,0.107889876,0.43495336,0.39625323,-0.2563111,-0.185505,-0.0708061
22,-1.1660109,-1.117289,"('untrustworthy', 'trustworthy')",-0.22533621,-0.41980803,0.058333743,0.22685267,-1.1440734,-1.3321991,-0.6192716,-0.6606109,0.0413393
81,-1.1603756,-0.786682,"('submissive', 'aggressive')",-0.030857459,-0.13731815,0.8008543,0.7445307,-0.9368526,-0.46223348,-0.3318078,-0.1604257,-0.1713821
85,1.120002,1.0557357,"('insignificant', 'prestigious')",0.066123195,0.36514553,0.3937334,-0.024006687,1.1510246,0.4928478,0.6827208,0.4724306,0.2102902
9,-1.0684949,-1.2172481,"('unaffectionate', 'caring')",-0.5285131,-0.47603947,0.095874466,-0.35143995,1.2702157,0.58582515,-0.0577295,-0.3647256,0.3069961
38,-1.0344386,-1.2998438,"('untruthful', 'truthful')",-0.113931306,-0.18707666,-0.9261222,-1.2577552,0.21374646,-0.03618292,-0.4651864,-0.6952146,0.2300282
77,-1.0308195,-1.2528559,"('unmotivated', 'motivated')",-0.12078666,-0.36946377,1.3255949,1.2710918,-0.86411303,-0.96454215,-0.1725311,-0.3289425,0.1564114
62,-1.0281668,-0.8081041,"('incompetent', 'brilliant')",-0.24615797,-0.49358174,0.33836138,0.77628165,-0.13404629,-0.089294985,-0.2675024,-0.1536748,-0.1138276
26,-1.008495,-0.9061685,"('hardhearted', 'benevolent')",0.08949159,0.037210576,1.1743995,1.1720936,1.6798488,1.3523194,0.4838112,0.4138638,0.0699474
40,-0.9518372,-0.78475857,"('stingy', 'generous')",-0.058762357,-0.1852383,0.42515326,0.20201302,-1.5430075,-1.7940253,-0.5321134,-0.6405023,0.1083889
30,-0.9208039,-0.8772469,"('intolerant', 'tolerant')",0.20919913,0.07044767,1.2882116,1.5267305,1.1884222,1.2973506,0.4412572,0.5043205,-0.0630633
61,-0.9008382,-0.43837097,"('illogical', 'logical')",-0.6859119,-0.35778934,-0.12231855,0.39075136,0.13452521,0.12569378,-0.3936358,-0.0699288,-0.323707
43,-0.8274277,-1.0108159,"('irresponsible', 'responsible')",0.15357703,-0.2503996,-0.34959012,-0.3559162,0.40994304,0.37441248,-0.1533744,-0.3106798,0.1573054
51,-0.7836991,-0.62063307,"('uneducated', 'educated')",-0.234134,-0.2753115,0.8308208,1.0955701,0.38705206,0.55750734,0.0500099,0.1892832,-0.1392733
88,-0.7823175,-0.15146115,"('low', 'eminent')",0.0017067865,0.28175712,-0.09061516,0.46035346,0.4777133,1.0557044,-0.0983782,0.4115884,-0.5099666
33,0.7736124,0.77885735,"('wrong', 'right')",0.9603363,1.1408333,0.5809455,0.2643271,-0.3306144,-0.7350805,0.49607,0.3622343,0.1338357
82,-0.71497196,-0.6032521,"('poor', 'rich')",-0.611135,-0.9106843,0.8255563,0.7898763,6.08947,6.007414,1.3972298,1.3208385,0.0763913
32,-0.6621901,-0.5796895,"('unkind', 'kind')",0.78476524,0.5915149,0.56035,0.3658967,0.87315375,0.45638365,0.3890197,0.2085264,0.1804933
16,0.640046,0.7483704,"('unpopular', 'popular')",-0.0027671438,0.042178288,-0.40386093,-0.44806835,0.67412776,0.48549667,0.2268864,0.2069943,0.0198921
76,-0.627555,-0.5793112,"('anxious', 'daring')",-0.37879947,-0.5811424,1.1797316,1.2069825,0.43069658,0.6492541,0.1510184,0.1739458,-0.0229274
42,0.6220631,0.5899022,"('unreliable', 'reliable')",0.5668273,0.50420445,1.4241723,1.3784173,-2.6558547,-2.8372998,-0.010698,-0.091194,0.080496
58,-0.5874112,-0.296568,"('undiscriminating', 'discriminating')",-1.2750764,-1.1073493,0.40721086,0.5028377,-0.0023654648,-0.068038695,-0.3644105,-0.2422796,-0.1221309
67,0.5791456,0.66857123,"('doubtful', 'determined')",0.69383657,0.91589385,0.6716096,0.9985591,-0.48442775,-0.14974289,0.365041,0.6083203,-0.2432793
84,0.5571892,0.6682162,"('inferior', 'superior')",0.29431435,0.4297889,0.28818402,0.1938924,0.9961344,0.86295587,0.5339555,0.5387133,-0.0047578
78,-0.5569041,-0.5330907,"('nonresilient', 'resilient')",0.08375096,-0.18621579,0.7073238,0.6539516,0.64531183,0.57181907,0.2198706,0.126616,0.0932546
31,-0.5441324,-0.5957057,"('evil', 'good')",-0.6993494,-0.28297263,-1.6966969,-1.8075716,-1.0678625,-1.3921374,-1.0020103,-1.0195968,0.0175865
74,-0.53671,-0.4958369,"('undedicated', 'dedicated')",0.032639377,-0.052675106,-0.008600496,0.015496448,0.21316913,0.17073397,-0.0748755,-0.0905704,0.0156949
71,0.5031551,0.5632563,"('diffident', 'self-confident')",1.311703,1.421469,0.8937564,0.7825855,0.5848967,0.27317664,0.8233777,0.7601218,0.0632559
18,-0.4841801,-0.4053616,"('disagreeable', 'welcoming')",-0.45225406,-0.35280925,0.265268,-0.23678608,-0.34523016,-0.5870136,-0.2540991,-0.3954926,0.1413935
34,-0.46519578,-0.63956416,"('mean', 'honorable')",-0.2248143,-0.43776003,-0.2862478,-0.36703587,6.302717,6.065109,1.3316149,1.1551871,0.1764278
70,-0.46286035,-0.35807785,"('lethargic', 'energetic')",-0.10557264,-0.42885953,1.1077639,1.1843898,0.7425285,1.0977715,0.3204648,0.373806,-0.0533412
29,0.45462143,0.5187583,"('unfair', 'fair')",-0.2859612,-0.06671909,-0.7769312,-0.36875522,-0.62806374,-1.0671121,-0.3090837,-0.245957,-0.0631267
49,-0.43320906,-0.39567453,"('unable', 'able')",-0.047307,-0.13608402,-0.7199948,-0.36758187,-0.4934146,-0.37795144,-0.4234814,-0.3193229,-0.1041585
27,-0.41138023,-0.81186455,"('hardhearted', 'softhearted')",-0.67818475,-1.1540323,0.49398714,0.3158888,1.589026,1.203589,0.248362,-0.1116048,0.3599668
65,-0.3986587,-0.39791793,"('insecure', 'secure')",-0.6242699,-0.84378356,-0.156356,-0.019038454,-0.8353816,-0.78525907,-0.5036665,-0.5114998,0.0078333
36,0.39139068,0.12860504,"('hostile', 'amicable')",-0.43016228,-0.1450335,-1.041322,-1.2368559,0.613791,0.12792198,-0.1165757,-0.2813406,0.1647649
87,0.38372007,0.7661203,"('unsuccessful', 'successful')",0.3070759,0.40043688,0.8597622,1.3941915,0.41498792,0.37894776,0.4913865,0.7349241,-0.2435376
60,-0.36490938,-0.3549548,"('inefficient', 'efficient')",0.7687861,0.2925632,0.34085777,0.8786972,-0.23166606,-0.06587192,0.1282671,0.1876084,-0.0593413
54,0.3484398,0.23410459,"('incapable', 'capable')",0.35247466,0.40522677,0.56059515,0.15587838,0.9244386,0.65135884,0.5464871,0.3616421,0.184845
20,-0.3229652,-0.17590362,"('rough', 'thoughtful')",0.06528409,-0.11505105,0.3916692,0.65517426,1.2647303,0.798046,0.3496796,0.2905664,0.0591132
52,0.32252243,0.081949525,"('irrational', 'rational')",-0.33316213,-0.018044464,-0.8674062,-1.2986264,-0.02942776,-0.6382003,-0.2268684,-0.4682304,0.241362
37,-0.27296615,-0.20140924,"('fake', 'genuine')",0.16868338,0.13360126,-0.006237872,0.011123247,0.62284696,0.5112099,0.1280816,0.1136313,0.0144503
39,0.26809996,0.29659048,"('exploitative', 'cooperative')",0.7281519,0.8397672,-0.0012945179,0.12466401,-0.2533923,-0.38608757,0.1853913,0.2187335,-0.0333422
25,-0.26292482,-0.53701705,"('egoistic', 'altruistic')",0.39384905,0.4050803,0.7737374,0.32283324,1.7326055,0.9159662,0.6593168,0.2767157,0.3826011
2,0.25519773,0.36321044,"('unlikable', 'likable')",0.63347137,0.6189856,1.9296924,1.7518896,0.8651007,0.28883362,0.9208655,0.7557298,0.1651357
5,0.24773163,0.28326878,"('distant', 'outgoing')",-0.45507428,-0.17093359,-0.859243,-1.0252568,-0.032643177,-0.4311956,-0.2748072,-0.3360293,0.0612221
19,0.23924053,0.09619554,"('inhospitable', 'hospitable')",-0.88260657,-0.7236853,-0.73545706,-1.0884813,0.061646327,-0.06734002,-0.3292942,-0.4458278,0.1165336
66,0.2327288,0.33612704,"('inactive', 'active')",-0.74301803,-0.5881696,1.2465829,1.1826322,1.417058,1.1915008,0.5383379,0.5305226,0.0078153
75,0.18963292,-0.3043937,"('meek', 'impulsive')",-0.38694552,-0.43537432,-0.25092256,-0.5254622,-0.18706891,-0.25837177,-0.158826,-0.3809005,0.2220745
79,-0.18592896,-0.16065754,"('wavering', 'unwavering')",-0.09944039,0.20313899,-1.6066506,-1.6485125,0.023308445,0.13124599,-0.4671779,-0.3686963,-0.0984816
17,-0.18333943,-0.02939126,"('nasty', 'nice')",0.084389046,0.24014294,-1.3089443,-0.97214234,-0.6009869,-0.24623987,-0.5022204,-0.2519076,-0.2503128
68,0.15010664,0.09265298,"('dependent', 'independent')",-1.2666897,-1.3121146,-0.52669734,-0.3480097,-0.57611096,-0.38579705,-0.5548478,-0.4883171,-0.0665307
47,0.14996457,0.0048674196,"('stupid', 'smart')",1.1970049,0.83922076,0.8163183,0.62181735,5.7371163,5.5030212,1.975101,1.7422317,0.2328693
56,-0.14983425,-0.06477971,"('impractical', 'practical')",1.1702751,0.9897546,0.02681899,0.4831683,-0.27629304,0.09695591,0.1927417,0.3762748,-0.1835331
6,-0.119165875,-0.34191003,"('distant', 'open')",-0.5344683,-0.41115966,-1.026391,-1.3645926,0.9485099,0.55786276,-0.1828788,-0.3899499,0.2070711
4,0.110697344,0.39272964,"('disliked', 'liked')",-0.16484897,0.21114594,0.065124586,0.54842633,-5.99678,-5.767841,-1.4964517,-1.1538848,-0.3425669
80,0.10844556,0.35239485,"('dominated', 'dominating')",-0.3250602,-0.4695963,0.61995983,1.27958,-1.2673652,-1.0322883,-0.216005,0.0325226,-0.2485276
64,-0.047701918,0.3455743,"('shy', 'confident')",-0.24600273,-0.07362543,0.78117317,1.0318903,-6.9251213,-6.8894663,-1.6094131,-1.3964068,-0.2130063
83,0.011034945,0.2836699,"('powerless', 'powerful')",-0.04025893,0.061889272,0.46229684,0.7763419,-0.5148699,-0.4009614,-0.0204493,0.1802349,-0.2006842
15,0.0058086775,0.19226024,"('boring', 'funny')",0.71760404,0.9962802,-1.2516562,-0.93210834,0.39398676,0.47159743,-0.0335642,0.1820074,-0.2155716
