,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
54,0.07743688,0.12207518,"('incapable', 'capable')",0.8848214,0.9116993,0.77857655,0.749542,0.5802783,0.5944388,-0.0141605
31,-0.07105164,0.16162157,"('evil', 'good')",0.7945339,0.873643,-1.6205552,-1.605501,-0.2990243,-0.1900789,-0.1089454
50,-0.07098661,0.00012287498,"('clumsy', 'skillful')",-0.2115108,-0.21531212,0.10005395,0.14032373,-0.0608145,-0.0249552,-0.0358593
78,0.06304936,0.008806387,"('nonresilient', 'resilient')",0.47194076,0.25755814,-0.049613416,-0.09903785,0.1617922,0.0557756,0.1060166
2,-0.057767026,-0.036133673,"('unlikable', 'likable')",0.24477479,0.2703305,0.69317263,0.7148632,0.2933935,0.3163533,-0.0229598
40,0.049528822,0.06586378,"('stingy', 'generous')",0.5541208,0.50717777,-2.6369336,-2.6713266,-0.6777613,-0.6994284,0.0216671
19,0.043181986,0.08458965,"('inhospitable', 'hospitable')",0.42073894,0.42839545,-0.4517405,-0.4809102,0.0040601,0.0106916,-0.0066315
4,0.04276829,0.17758302,"('disliked', 'liked')",0.72107565,0.7397818,-7.1448216,-6.996313,-2.1269925,-2.026316,-0.1006765
47,-0.03650294,-0.13382114,"('stupid', 'smart')",0.13823783,0.07244222,5.2134843,5.07936,1.7717398,1.6726604,0.0990794
80,0.029927894,0.01736828,"('dominated', 'dominating')",-0.4438205,-0.56534,-0.11135994,-0.12582004,-0.1750842,-0.2245973,0.0495131
61,0.020953361,-0.11497398,"('illogical', 'logical')",0.2702955,0.20689222,-0.08240557,-0.19730838,0.0696144,-0.03513,0.1047444
38,-0.02010608,-0.101474784,"('untruthful', 'truthful')",0.6639387,0.6599962,0.27114165,0.2297261,0.3049914,0.2627492,0.0422422
88,0.017975919,0.03363627,"('low', 'eminent')",-0.008712804,-0.012177607,-0.2151945,-0.21586436,-0.0686438,-0.0648019,-0.0038419
63,-0.0037805159,-0.2118969,"('unperceptive', 'insightful')",-0.19183728,-0.34786284,0.45963442,0.2724142,0.0880055,-0.0957818,0.1837873
