,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
9,0.9244018,0.79252887,"('unaffectionate', 'caring')",0.42047828,0.28384027,0.9890345,0.9403351,0.7779715,0.6722348,0.1057367
70,-0.9243142,-0.8089079,"('lethargic', 'energetic')",-0.43436867,-0.33512706,0.54149044,0.49819878,-0.2723975,-0.2152787,-0.0571188
13,-0.9084704,-0.5892153,"('impolite', 'polite')",0.1255273,0.3408091,-0.17336135,-0.08557429,-0.3187681,-0.1113268,-0.2074413
64,-0.9056014,-0.867519,"('shy', 'confident')",-0.5383229,-0.4496411,-5.4750495,-5.8743277,-2.3063246,-2.3971626,0.090838
82,-0.86196464,-0.6136199,"('poor', 'rich')",-0.10970168,0.11797893,5.6467004,6.140793,1.5583447,1.8817174,-0.3233727
87,-0.85284144,-0.6051407,"('unsuccessful', 'successful')",-0.105173215,0.11292895,-0.32601115,-0.083026096,-0.4280086,-0.1917459,-0.2362627
25,0.8352129,0.9102754,"('egoistic', 'altruistic')",1.0384518,1.0248845,1.2614222,1.3219109,1.0450289,1.0856903,-0.0406614
42,0.833533,1.00198,"('unreliable', 'reliable')",-0.21243468,-0.18134914,-2.36651,-2.554976,-0.5818039,-0.5781151,-0.0036888
80,-0.7904598,-0.57938284,"('dominated', 'dominating')",-0.17428662,0.02610723,-0.539438,-0.5351309,-0.5013948,-0.3628022,-0.1385926
45,-0.78475183,-0.8539607,"('incompetent', 'competent')",-1.03714,-1.0124915,-0.6788763,-0.71896696,-0.8335894,-0.8618064,0.028217
14,-0.76697433,-0.58642423,"('antisocial', 'social')",-0.5353067,-0.22866246,-0.56790805,-0.39657345,-0.6233964,-0.4038867,-0.2195097
22,-0.73236114,-0.94406,"('untrustworthy', 'trustworthy')",-0.11113681,-0.22362444,-0.43784004,-0.5741249,-0.4271127,-0.5806031,0.1534904
40,0.7273333,0.46434647,"('stingy', 'generous')",0.103838675,-0.035407927,-2.0865207,-2.4753509,-0.4184496,-0.6821374,0.2636878
16,-0.72488433,-0.62096596,"('unpopular', 'popular')",-0.22368746,-0.2583698,-0.17270178,0.08328525,-0.3737578,-0.2653502,-0.1084076
44,-0.7223892,-0.82013977,"('prejudiced', 'unprejudiced')",-0.6800592,-0.6617026,-0.79267734,-0.7617204,-0.7317086,-0.7478542,0.0161456
57,-0.72083336,-0.9706718,"('unimaginative', 'imaginative')",-0.5646315,-0.56824756,-3.2215602,-3.4816546,-1.5023417,-1.6735247,0.171183
79,0.68223804,0.42219368,"('wavering', 'unwavering')",-1.0418056,-1.0095662,-0.6710095,-0.5693121,-0.3435257,-0.3855615,0.0420358
37,0.648393,0.5479903,"('fake', 'genuine')",-0.27091005,-0.371539,0.094459966,0.121432304,0.1573143,0.0992945,0.0580198
67,0.635176,0.8200049,"('doubtful', 'determined')",-0.54192954,-0.31051973,-0.38520604,-0.16328959,-0.0973199,0.1153985,-0.2127184
24,0.63443303,0.53211606,"('dishonest', 'honest')",0.06186878,0.15267527,1.0360713,0.97687346,0.5774577,0.5538882,0.0235695
86,-0.6199179,-0.51797974,"('uninfluential', 'influential')",0.24777378,0.31729093,-0.39538813,-0.48343927,-0.2558441,-0.2280427,-0.0278014
19,0.6135442,0.53867656,"('inhospitable', 'hospitable')",-0.0050606504,-0.119473726,-0.6614263,-0.5111148,-0.0176476,-0.0306373,0.0129897
55,-0.6094975,-0.3399171,"('incompetent', 'clever')",-1.2153162,-0.9622425,0.15675391,0.14136618,-0.5560199,-0.3869311,-0.1690888
3,-0.60507715,-0.5160371,"('repellent', 'pleasant')",-0.3053186,-0.39184093,0.8280407,0.69223976,-0.0274517,-0.0718794,0.0444277
29,-0.57767874,-0.7269015,"('unfair', 'fair')",-0.3396496,-0.5181556,-0.6757569,-0.73975646,-0.5310284,-0.6616045,0.1305761
74,0.5527916,0.4965946,"('undedicated', 'dedicated')",0.8767401,0.8096663,0.18776432,0.18158911,0.5390987,0.49595,0.0431487
12,0.5495087,0.5731795,"('unsupportive', 'supportive')",0.11314075,0.1333434,-1.9518862,-2.070117,-0.4297456,-0.4545314,0.0247858
78,-0.54573053,-0.49407807,"('nonresilient', 'resilient')",-0.2941056,-0.408523,-0.70239574,-0.7081522,-0.5140773,-0.5369178,0.0228405
2,0.5420449,0.7116817,"('unlikable', 'likable')",0.28300554,0.39750037,0.7511273,0.8813465,0.5253926,0.6635095,-0.1381169
71,0.5156855,0.43935713,"('diffident', 'self-confident')",1.5321071,1.3173838,0.27726984,0.2576504,0.7750208,0.6714638,0.103557
1,0.49857044,0.14737238,"('unfriendly', 'friendly')",1.4044138,1.0881871,1.3431683,1.3530158,1.0820508,0.8628585,0.2191923
46,-0.49765858,-0.3496859,"('uncompetitive', 'competitive')",-0.0035463572,0.14708886,-1.2009,-1.2531656,-0.5673683,-0.4852542,-0.0821141
72,0.49718654,0.5701397,"('unambitious', 'ambitious')",0.32414258,0.42032576,-0.27811483,-0.34875625,0.1810714,0.2139031,-0.0328317
60,-0.48874196,-0.031189458,"('inefficient', 'efficient')",0.07499103,0.3581802,-0.07833486,0.011408467,-0.1640286,0.1127997,-0.2768283
7,0.48487544,0.59608394,"('insensitive', 'sensitive')",0.40530953,0.59060436,0.28349063,0.21584044,0.3912252,0.4675096,-0.0762844
18,0.46430486,0.46069062,"('disagreeable', 'welcoming')",0.22643796,0.26176143,-0.76210713,-0.66503036,-0.0237881,0.0191406,-0.0429287
61,-0.44673273,-0.3530612,"('illogical', 'logical')",-0.20868453,-0.11136982,-0.12862541,-0.12518843,-0.2613476,-0.1965398,-0.0648078
66,0.4347127,0.20735401,"('inactive', 'active')",-0.2481151,-0.29933715,0.54100007,0.3395971,0.2425326,0.082538,0.1599946
32,0.39323294,0.4898492,"('unkind', 'kind')",0.043244876,0.1011168,1.2301588,1.2705787,0.5555455,0.6205149,-0.0649694
68,-0.3875079,-0.28826135,"('dependent', 'independent')",-0.9634192,-0.9798856,-1.4930215,-1.4658734,-0.9479829,-0.9113401,-0.0366428
20,0.38153303,0.15208262,"('rough', 'thoughtful')",-0.2188239,-0.45524934,0.413879,0.35826588,0.1921961,0.0183664,0.1738297
17,-0.36433408,-0.39178866,"('nasty', 'nice')",0.10934989,0.03075225,-0.52167153,-0.30901706,-0.2588852,-0.2233512,-0.035534
51,-0.3388301,-0.051422656,"('uneducated', 'educated')",0.09163755,0.28555462,0.671648,0.7708334,0.1414852,0.3349884,-0.1935032
23,0.3232715,0.6472184,"('insincere', 'sincere')",-0.061405312,0.07460159,5.6418524,6.0505605,1.9679062,2.2574601,-0.2895539
28,0.3231865,0.34061414,"('disloyal', 'loyal')",-0.4006026,-0.2511174,0.8348983,0.84187984,0.2524941,0.3104589,-0.0579648
76,-0.30165714,-0.0768355,"('anxious', 'daring')",-1.1049902,-0.7498112,-0.04413741,0.089277074,-0.4835949,-0.2457899,-0.237805
53,-0.29682148,-0.3829192,"('uncreative', 'creative')",0.7013315,0.61649483,0.50518215,0.44360578,0.3032307,0.2257271,0.0775036
21,-0.27948925,-0.03548553,"('immoral', 'moral')",-0.2518723,0.059669152,-0.9267846,-0.76935756,-0.4860487,-0.2483913,-0.2376574
38,0.26561692,0.337949,"('untruthful', 'truthful')",0.029089177,0.014585115,-0.117546454,-0.014086783,0.0590532,0.1128158,-0.0537626
58,0.26083526,0.07085172,"('undiscriminating', 'discriminating')",0.13432309,-0.016340591,-0.1947717,-0.33510032,0.0667955,-0.0935297,0.1603252
8,0.2463779,0.07550424,"('unaffectionate', 'affectionate')",0.04981021,-0.010962509,0.23142351,0.26649716,0.1758705,0.1103463,0.0655242
4,-0.24158575,-0.45037356,"('disliked', 'liked')",0.30401632,0.31364188,-6.6975937,-6.9477944,-2.2117211,-2.3615087,0.1497876
56,0.22494207,0.5390944,"('impractical', 'practical')",0.49994126,0.7737768,-0.34250128,-0.1892595,0.1274607,0.3745372,-0.2470765
77,-0.22370467,-0.05306629,"('unmotivated', 'motivated')",-0.017935406,0.0055608302,-1.3998964,-1.449739,-0.5471788,-0.4990815,-0.0480973
10,-0.21827321,-0.08388872,"('unsympathetic', 'sympathetic')",-0.8445568,-0.6018196,-0.078101575,-0.19423461,-0.3803105,-0.2933143,-0.0869962
6,0.21499753,-0.010800261,"('distant', 'open')",0.22738786,0.04153097,-0.4314654,-0.38140792,0.00364,-0.1168924,0.1205324
11,-0.18254733,0.06308346,"('unhelpful', 'helpful')",0.09582562,0.29058823,1.9073501,2.0467293,0.6068761,0.8001337,-0.1932576
75,-0.18183699,-0.5211477,"('meek', 'impulsive')",0.14697002,-0.009133223,-0.46218044,-0.5010286,-0.1656825,-0.3437699,0.1780874
48,-0.17831495,-0.11529214,"('unintelligent', 'intelligent')",-0.2542614,-0.2569078,-0.37451392,-0.4070107,-0.2690301,-0.2597369,-0.0092932
62,-0.16585946,0.21301872,"('incompetent', 'brilliant')",-0.27831435,0.0005744854,-0.3553096,-0.16100453,-0.2664945,0.0175296,-0.2840241
54,0.15021361,0.20487225,"('incapable', 'capable')",-0.24040201,-0.35227028,0.6334479,0.83086467,0.1810865,0.2278222,-0.0467357
84,0.14575398,0.061604984,"('inferior', 'superior')",-0.22314009,-0.24697709,0.38197967,0.31729978,0.1015312,0.0439759,0.0575553
88,-0.14389023,-0.039895028,"('low', 'eminent')",-0.38996002,-0.12001101,-0.31676129,-0.06769656,-0.2835372,-0.0758675,-0.2076697
35,-0.12138946,-0.4289486,"('corrupt', 'incorrupt')",-0.22266157,-0.4416687,-0.8787534,-0.76000243,-0.4076015,-0.5435399,0.1359384
41,0.113263994,-0.18285869,"('unforgiving', 'forgiving')",0.25804064,0.13446195,0.2450926,0.20659235,0.2054658,0.0527319,0.1527339
30,-0.09695755,0.21341924,"('intolerant', 'tolerant')",0.03883598,0.3473759,0.3845337,0.67632085,0.108804,0.412372,-0.303568
52,0.09353478,-0.24016047,"('irrational', 'rational')",0.5982528,0.3915251,-0.033540353,-0.02252731,0.2194157,0.0429458,0.1764699
31,0.08826247,-0.37212312,"('evil', 'good')",0.070402294,-0.38648665,-1.1448704,-1.2106446,-0.3287352,-0.6564181,0.3276829
36,0.08587055,-0.5445575,"('hostile', 'amicable')",0.38088682,-0.020331435,-0.054289468,-0.10017252,0.1374893,-0.2216872,0.3591765
50,0.080290794,0.19043916,"('clumsy', 'skillful')",-0.5434894,-0.51504105,-0.26270437,-0.22898848,-0.2419677,-0.1845301,-0.0574376
83,-0.06697711,-0.11741989,"('powerless', 'powerful')",0.09972287,0.23202369,-1.2769396,-1.2466336,-0.4147313,-0.3773433,-0.037388
34,0.04174826,0.08671254,"('mean', 'honorable')",0.8600334,0.8790054,4.9754734,5.20385,1.959085,2.0565225,-0.0974375
5,-0.034327835,-0.15887898,"('distant', 'outgoing')",0.36113837,0.3045387,-1.1561193,-0.97797686,-0.2764363,-0.277439,0.0010027
59,0.03217177,-0.029015528,"('foolish', 'wise')",0.242068,0.11978601,0.11125934,0.1703755,0.1284997,0.0870487,0.041451
15,0.003000928,0.004124311,"('boring', 'funny')",-0.0743863,-0.012138754,0.15637013,0.3153551,0.0283283,0.1024469,-0.0741186
