,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
71,2.0753896,1.919343,"('diffident', 'self-confident')",2.194087,2.0834172,0.30196422,0.328419,1.5238137,1.4437264,0.0800873
3,-1.8517199,-1.6708585,"('repellent', 'pleasant')",-2.013168,-2.0534334,0.48475903,0.49787253,-1.1267096,-1.0754731,-0.0512365
17,-1.6447724,-1.6036876,"('nasty', 'nice')",-0.2650458,-0.18199441,-0.88634264,-0.8714776,-0.9320536,-0.8857199,-0.0463337
33,1.5925131,1.395041,"('wrong', 'right')",1.6815941,1.5827157,-0.5864232,-0.68624115,0.8958947,0.7638385,0.1320562
39,1.5676495,1.4200797,"('exploitative', 'cooperative')",1.3825257,1.3882556,0.4787359,0.5700783,1.1429704,1.1261379,0.0168325
25,1.5217576,1.4452467,"('egoistic', 'altruistic')",2.117611,2.0403948,1.3848253,1.2518079,1.6747313,1.5791499,0.0955814
45,-1.459174,-1.2210675,"('incompetent', 'competent')",-1.0410241,-0.9849168,-0.4884064,-0.4366768,-0.9962015,-0.880887,-0.1153145
68,-1.453343,-1.6041571,"('dependent', 'independent')",-1.9834135,-1.9872367,-1.555577,-1.6894145,-1.6641111,-1.7602695,0.0961584
53,1.4407634,1.2901932,"('uncreative', 'creative')",0.97800165,0.8062631,0.19052014,0.16120616,0.8697617,0.7525542,0.1172075
10,-1.3881528,-1.1931126,"('unsympathetic', 'sympathetic')",-1.0952122,-1.1564854,-0.03716395,-0.091212474,-0.8401763,-0.8136035,-0.0265728
30,-1.3163457,-1.1777881,"('intolerant', 'tolerant')",-0.71470505,-0.76584375,0.043925315,0.25512058,-0.6623751,-0.5628371,-0.099538
55,-1.2613677,-1.1140445,"('incompetent', 'clever')",-1.1666303,-1.2631794,0.36023268,0.42289394,-0.6892552,-0.6514433,-0.0378119
81,-1.227855,-1.0997057,"('submissive', 'aggressive')",-1.1920007,-1.260144,-0.5931112,-0.4408039,-1.0043223,-0.9335512,-0.0707711
85,1.2261634,1.0278609,"('insignificant', 'prestigious')",2.5138497,2.5147743,-0.6977375,-0.7659624,1.0140919,0.9255576,0.0885343
34,-1.2252264,-1.0495504,"('mean', 'honorable')",-0.3493805,-0.2448346,5.067626,5.2038627,1.1643397,1.3031592,-0.1388195
76,-1.2187707,-1.0071087,"('anxious', 'daring')",-0.6224202,-0.58798164,-0.057575908,0.15450254,-0.6329223,-0.480196,-0.1527263
69,1.1812965,1.1401181,"('lazy', 'industrious')",1.5324231,1.6478173,-0.90262324,-0.9969245,0.6036988,0.5970036,0.0066952
1,1.164191,1.0152782,"('unfriendly', 'friendly')",2.0146432,1.8640939,1.2664788,1.1199168,1.481771,1.3330963,0.1486747
11,-1.1392797,-0.94315934,"('unhelpful', 'helpful')",-0.67722625,-0.62825847,1.9582813,2.1324456,0.0472585,0.1870093,-0.1397508
9,1.1338391,1.0379937,"('unaffectionate', 'caring')",1.9282342,1.8709496,0.7765402,0.75338686,1.2795378,1.2207767,0.0587611
67,1.1258055,1.0122886,"('doubtful', 'determined')",0.5219426,0.50015515,-0.07040657,-0.062452093,0.5257805,0.4833306,0.0424499
65,-1.1135435,-1.002787,"('insecure', 'secure')",-1.4020457,-1.5115219,0.19811743,0.29038876,-0.7724906,-0.7413067,-0.0311839
82,-1.1016752,-0.8239937,"('poor', 'rich')",-1.725195,-1.5264697,5.573377,5.740102,0.9155023,1.1298795,-0.2143772
84,1.0889934,0.98784816,"('inferior', 'superior')",1.1569529,1.2472563,0.57043415,0.46000552,0.9387935,0.89837,0.0404235
75,-1.0355461,-0.80830014,"('meek', 'impulsive')",0.48909083,0.6644058,-0.58500147,-0.51685613,-0.3771522,-0.2202501,-0.1569021
57,-1.0056634,-1.1124873,"('unimaginative', 'imaginative')",-0.9296141,-1.1322225,-3.6596856,-3.7111433,-1.8649877,-1.9852845,0.1202968
62,-0.96627367,-0.589579,"('incompetent', 'brilliant')",-0.37484565,-0.23977605,-0.09097807,0.28847003,-0.4773658,-0.180295,-0.2970708
58,-0.8977841,-1.0712763,"('undiscriminating', 'discriminating')",-0.88916653,-1.0138278,-0.32226202,-0.46427682,-0.7030709,-0.8497936,0.1467227
59,0.8571194,0.9023858,"('foolish', 'wise')",1.2239709,1.2831317,-0.39002836,-0.38798237,0.5636873,0.5991784,-0.0354911
28,-0.7912165,-0.86511797,"('disloyal', 'loyal')",0.65808696,0.53230506,1.1014068,0.87159157,0.3227591,0.1795929,0.1431662
49,-0.78123933,-0.5984884,"('unable', 'able')",-0.2798469,-0.088062346,-0.99329746,-0.7757355,-0.6847946,-0.4874287,-0.1973659
0,-0.7732304,-0.83607876,"('unsociable', 'sociable')",-0.4805288,-0.6636187,-0.057939135,-0.19774987,-0.4372328,-0.5658158,0.128583
48,-0.7704321,-0.71581966,"('unintelligent', 'intelligent')",0.37026894,0.3207195,-0.13022614,-0.13761528,-0.1767964,-0.1775718,0.0007754
14,-0.75712305,-0.75110215,"('antisocial', 'social')",-1.04461,-1.2392712,-0.19961537,-0.23413686,-0.6671162,-0.7415034,0.0743872
26,0.74279547,0.51534545,"('hardhearted', 'benevolent')",1.6149333,1.3447127,1.2943592,1.126015,1.2173626,0.9953577,0.2220049
29,-0.7380902,-0.6826152,"('unfair', 'fair')",-1.1740025,-0.97095263,-1.0109175,-1.118208,-0.9743368,-0.9239252,-0.0504116
8,0.7037175,0.59502304,"('unaffectionate', 'affectionate')",1.9268893,1.8768903,0.36141318,0.36723107,0.99734,0.9463815,0.0509585
36,0.7018805,0.4983723,"('hostile', 'amicable')",1.0443716,1.1101582,-0.63906807,-0.7369293,0.3690613,0.2905337,0.0785276
5,0.6627723,0.642361,"('distant', 'outgoing')",1.6700821,1.9115163,-1.2648915,-1.1107731,0.3559876,0.4810348,-0.1250472
73,0.6193736,0.7003212,"('helpless', 'self-reliant')",0.906416,0.92353266,-3.793495,-3.6236343,-0.7559018,-0.6665935,-0.0893083
51,-0.59394604,-0.61317796,"('uneducated', 'educated')",-1.0440521,-1.0845016,0.40640542,0.31861585,-0.4105309,-0.4596879,0.049157
70,-0.5829588,-0.5573622,"('lethargic', 'energetic')",-0.87957764,-0.95396835,0.1769534,0.4049658,-0.4285277,-0.3687883,-0.0597394
21,-0.57773983,-0.36986962,"('immoral', 'moral')",-0.38979095,-0.41025785,-0.61695427,-0.52371854,-0.5281617,-0.4346153,-0.0935464
74,0.5739486,0.54756254,"('undedicated', 'dedicated')",0.8380376,0.7687377,-0.048600882,-0.041729093,0.4544618,0.424857,0.0296048
15,0.5393579,0.41262868,"('boring', 'funny')",1.5561885,1.6148826,-0.10502037,0.092327565,0.6635086,0.706613,-0.0431044
43,-0.5189614,-0.49375483,"('irresponsible', 'responsible')",-0.5089018,-0.6238131,0.4862947,0.6206923,-0.1805229,-0.1656252,-0.0148977
7,-0.5017596,-0.475836,"('insensitive', 'sensitive')",-0.429689,-0.5269555,0.11599812,0.031778656,-0.2718168,-0.323671,0.0518542
23,-0.49452236,-0.35600862,"('insincere', 'sincere')",-0.36882645,-0.34308174,6.1198235,6.148667,1.7521582,1.8165255,-0.0643673
72,0.43185967,0.39718628,"('unambitious', 'ambitious')",-0.62020916,-0.71765983,-0.57461023,-0.5441568,-0.2543199,-0.2882101,0.0338902
44,-0.42366436,-0.36302722,"('prejudiced', 'unprejudiced')",-1.2024727,-1.0413584,-1.2983109,-0.979554,-0.974816,-0.7946465,-0.1801695
66,-0.41094568,-0.47012508,"('inactive', 'active')",0.19470707,0.2671636,0.4764364,0.2725201,0.0867326,0.0231862,0.0635464
22,-0.39716604,-0.35995218,"('untrustworthy', 'trustworthy')",-0.885284,-0.98946714,-1.024836,-0.9424375,-0.7690953,-0.7639523,-0.005143
6,0.37855974,0.43926802,"('distant', 'open')",1.4147644,1.7010068,-0.8419682,-0.69446796,0.3171186,0.4819356,-0.164817
18,-0.37433267,-0.32219756,"('disagreeable', 'welcoming')",0.17510337,0.22733673,-0.8779206,-0.91981685,-0.35905,-0.3382259,-0.0208241
46,-0.35968518,-0.3064128,"('uncompetitive', 'competitive')",-1.0404204,-1.1356895,-0.4757119,-0.507282,-0.6252725,-0.6497948,0.0245223
83,-0.3588457,-0.2813325,"('powerless', 'powerful')",-0.5783918,-0.55448806,-1.3305286,-1.1361454,-0.755922,-0.657322,-0.0986
52,0.34167573,0.20811337,"('irrational', 'rational')",0.874183,0.9411801,-0.72272664,-0.8061634,0.1643774,0.1143767,0.0500007
41,-0.33534104,-0.25745043,"('unforgiving', 'forgiving')",-0.22137639,-0.12083355,0.2178793,0.06862058,-0.112946,-0.1032211,-0.0097249
16,-0.3314104,-0.14447066,"('unpopular', 'popular')",-0.30510822,-0.17917714,-0.016046986,-0.027450167,-0.2175219,-0.1170327,-0.1004892
24,0.32387632,0.16438664,"('dishonest', 'honest')",0.69419783,0.61102825,0.7740073,0.72765225,0.5973605,0.5010224,0.0963381
27,-0.29845116,-0.46715662,"('hardhearted', 'softhearted')",0.1498084,-0.027340282,0.68288714,0.46578372,0.1780815,-0.0095711,0.1876526
64,-0.28301883,-0.34237477,"('shy', 'confident')",-0.660688,-0.73742384,-6.0829897,-6.0292654,-2.3422322,-2.369688,0.0274558
20,-0.2812053,-0.3129254,"('rough', 'thoughtful')",-0.44649,-0.47333848,0.46649143,0.52291524,-0.087068,-0.0877829,0.0007149
13,-0.27540118,-0.19506475,"('impolite', 'polite')",-0.23970011,-0.24757707,-0.20261888,-0.1533826,-0.2392401,-0.1986748,-0.0405653
54,0.2639372,0.2708517,"('incapable', 'capable')",0.9547607,0.9353974,0.71234393,0.8531265,0.6436806,0.6864586,-0.042778
87,0.26002544,0.34843487,"('unsuccessful', 'successful')",-0.23624255,-0.2977603,0.14485206,0.1250656,0.0562117,0.0585801,-0.0023684
2,-0.25283253,-0.15585035,"('unlikable', 'likable')",0.02583339,0.05271767,0.48797002,0.6043653,0.0869903,0.1670775,-0.0800872
56,0.24077228,0.49723834,"('impractical', 'practical')",0.28221875,0.4273914,-0.7679555,-0.3157995,-0.0816548,0.2029434,-0.2845982
35,0.2393673,0.18789718,"('corrupt', 'incorrupt')",0.8692566,1.0861933,-0.90903986,-0.9497069,0.066528,0.1081279,-0.0415999
63,-0.21622753,-0.055956256,"('unperceptive', 'insightful')",-0.3734253,-0.3510468,0.15437262,0.31075993,-0.1450934,-0.032081,-0.1130124
31,-0.21290788,-0.23988466,"('evil', 'good')",0.6096903,0.8003084,-1.4359396,-1.4707835,-0.3463857,-0.3034532,-0.0429325
32,0.18163194,0.24144536,"('unkind', 'kind')",0.34727126,0.31465614,1.1167948,1.145274,0.548566,0.5671252,-0.0185592
