,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
56,-0.983843,-1.0898575,"('impractical', 'practical')",0.38864252,0.20979665,-0.5702385,-0.61455476,-0.3884797,-0.4982052,0.1097255
61,-0.95867604,-0.9506407,"('illogical', 'logical')",-0.3579909,-0.4705171,0.012973681,-0.027887061,-0.4345644,-0.483015,0.0484506
45,-0.9549425,-1.0357782,"('incompetent', 'competent')",0.27963305,-0.081217244,-0.22907747,-0.4564783,-0.3014623,-0.5244912,0.2230289
41,-0.9464797,-0.839894,"('unforgiving', 'forgiving')",0.12312356,0.053394325,-0.1578632,-0.032567933,-0.3270731,-0.2730225,-0.0540506
64,-0.9330298,-0.847382,"('shy', 'confident')",0.07148219,0.12646359,-7.0328093,-6.927087,-2.6314522,-2.5493352,-0.082117
19,-0.8925125,-0.69888407,"('inhospitable', 'hospitable')",-0.752233,-0.6780045,-0.28211093,-0.04980097,-0.6422855,-0.4755632,-0.1667223
40,0.8621579,1.024275,"('stingy', 'generous')",0.37489304,0.38844216,-1.6306751,-1.6144007,-0.1312081,-0.0672279,-0.0639802
32,-0.85983354,-0.88516426,"('unkind', 'kind')",0.69533265,0.7484632,1.1752579,1.1597929,0.336919,0.3410306,-0.0041116
38,-0.85690254,-0.76519215,"('untruthful', 'truthful')",-1.1040741,-1.0016499,-0.1408071,-0.044798482,-0.7005946,-0.6038802,-0.0967144
11,-0.85094756,-0.8554171,"('unhelpful', 'helpful')",-0.19220234,-0.18203996,1.7233367,1.7792064,0.2267289,0.2472498,-0.0205209
75,0.8412463,1.0172466,"('meek', 'impulsive')",-0.719367,-0.51513934,-0.484464,-0.28645805,-0.1208616,0.0718831,-0.1927447
24,-0.82922196,-0.6750418,"('dishonest', 'honest')",-0.83824575,-0.6354656,0.7808388,0.8166125,-0.295543,-0.1646316,-0.1309114
83,-0.819226,-0.8506476,"('powerless', 'powerful')",-0.33493116,-0.44964588,-0.85130197,-0.9047007,-0.6684864,-0.7349981,0.0665117
82,-0.760183,-0.7781828,"('poor', 'rich')",0.36454797,0.19100648,6.4818234,6.4245124,2.0287294,1.9457787,0.0829507
74,-0.749531,-0.7517127,"('undedicated', 'dedicated')",0.24328357,0.26941577,0.35782892,0.31124392,-0.0494728,-0.0570177,0.0075449
85,0.7276438,0.9362191,"('insignificant', 'prestigious')",-0.6953144,-0.5053784,0.3921551,0.68219924,0.1414948,0.3710133,-0.2295185
3,-0.72524965,-0.57239217,"('repellent', 'pleasant')",0.60887605,0.5697183,0.44776472,0.32921553,0.1104637,0.1088472,0.0016165
57,-0.71697366,-0.6759797,"('unimaginative', 'imaginative')",-0.035109483,-0.2230037,-2.6102092,-2.7360086,-1.1207641,-1.211664,0.0908999
71,0.69298434,0.74011004,"('diffident', 'self-confident')",-0.0025745444,0.03932401,-0.0074200258,0.2471017,0.2276633,0.3421786,-0.1145153
1,-0.67939293,-0.403646,"('unfriendly', 'friendly')",-0.21113831,-0.13806652,1.8038782,2.0386918,0.304449,0.4989931,-0.1945441
5,0.66716945,0.9010757,"('distant', 'outgoing')",-0.8758034,-0.7487847,-0.48602214,-0.08397378,-0.231552,0.0227724,-0.2543244
43,-0.65611345,-0.53232634,"('irresponsible', 'responsible')",-0.029871702,-0.025318088,0.6749063,0.66539305,-0.0036929,0.0359162,-0.0396091
72,-0.6427285,-0.7767316,"('unambitious', 'ambitious')",-0.40008727,-0.3839817,-0.614012,-0.61357754,-0.5522759,-0.5914303,0.0391544
73,0.64011014,0.8474031,"('helpless', 'self-reliant')",0.8982697,1.1129438,-3.3126884,-3.2090178,-0.5914361,-0.4162236,-0.1752125
68,-0.6362731,-0.6054478,"('dependent', 'independent')",-1.4761144,-1.5688773,-0.8461123,-0.9772327,-0.9861666,-1.0505193,0.0643527
33,0.6274542,0.6966816,"('wrong', 'right')",0.04734648,0.17737433,-0.12837572,-0.054814246,0.1821417,0.2730806,-0.0909389
31,0.61483103,0.80666745,"('evil', 'good')",-0.10570703,-0.06391471,-1.0768465,-0.912018,-0.1892408,-0.0564218,-0.132819
22,-0.6117914,-0.46093366,"('untrustworthy', 'trustworthy')",0.030884333,0.12163492,-1.1033808,-1.0096459,-0.5614293,-0.4496482,-0.1117811
29,0.59811926,0.551785,"('unfair', 'fair')",-0.26060566,-0.35313404,-0.39695108,-0.42599142,-0.0198125,-0.0757802,0.0559677
88,-0.5835436,-0.6154526,"('low', 'eminent')",-0.16325484,-0.38376227,0.516884,0.332448,-0.0766381,-0.2222556,0.1456175
79,0.5774996,0.6188259,"('wavering', 'unwavering')",-0.9004505,-0.962933,0.06696786,0.09359425,-0.0853277,-0.0835043,-0.0018234
2,-0.57454103,-0.47053844,"('unlikable', 'likable')",1.0519083,1.2247459,0.40606853,0.62210786,0.2944786,0.4587718,-0.1642932
48,-0.5691012,-0.71464807,"('unintelligent', 'intelligent')",0.27655834,-0.006801702,0.6313877,0.45085695,0.1129483,-0.0901976,0.2031459
34,-0.56341803,-0.40852976,"('mean', 'honorable')",0.23720735,0.3930559,5.8273478,5.9463463,1.8337124,1.9769575,-0.1432451
63,-0.5537533,-0.4967741,"('unperceptive', 'insightful')",0.17658664,0.14959255,0.9784379,0.94459176,0.2004237,0.1991367,0.001287
78,-0.5525678,-0.57590353,"('nonresilient', 'resilient')",0.60756266,0.4691274,0.46338275,0.36376703,0.1727926,0.0856636,0.087129
6,0.5370466,0.74016154,"('distant', 'open')",-1.0889874,-0.94266534,0.29306468,0.6965064,-0.086292,0.1646675,-0.2509595
53,-0.50937605,-0.39416626,"('uncreative', 'creative')",0.0053198,-0.012655035,1.2983955,1.3540704,0.2647797,0.3157497,-0.05097
8,-0.5013808,-0.27621192,"('unaffectionate', 'affectionate')",-1.0846025,-0.87206125,1.3107969,1.5825,-0.0917288,0.1447423,-0.2364711
87,-0.4480282,-0.6790523,"('unsuccessful', 'successful')",1.2300322,1.1100569,0.96794945,0.84924185,0.5833178,0.4267488,0.156569
84,-0.35328665,-0.27210546,"('inferior', 'superior')",0.345801,0.28931808,0.6770475,0.5976732,0.2231873,0.2049619,0.0182254
76,-0.3337518,-0.45167762,"('anxious', 'daring')",0.77041626,0.7621556,-0.4857105,-0.60324097,-0.0163487,-0.0975877,0.081239
36,-0.330346,-0.2200432,"('hostile', 'amicable')",-0.6499519,-0.7999185,0.58898,0.62551224,-0.1304393,-0.1314832,0.0010439
25,0.3193407,0.45034975,"('egoistic', 'altruistic')",1.183134,1.2646329,1.7013624,1.815434,1.0679456,1.1768056,-0.10886
26,0.31342718,0.20099731,"('hardhearted', 'benevolent')",2.7265987,2.5535257,1.7621868,1.8105004,1.6007376,1.5216745,0.0790631
37,-0.3047055,-0.1637975,"('fake', 'genuine')",-0.66510093,-0.5078007,0.6153022,0.63388294,-0.1181681,-0.0125718,-0.1055963
30,-0.29618904,-0.27487385,"('intolerant', 'tolerant')",1.0302912,0.97861946,1.0265043,0.9249839,0.5868688,0.5429099,0.0439589
42,0.29233393,0.35479182,"('unreliable', 'reliable')",0.45076138,0.48063165,-3.0193949,-3.0263999,-0.7587665,-0.7303255,-0.028441
67,-0.2790441,-0.32021272,"('doubtful', 'determined')",0.083267905,0.1299778,-0.44956046,-0.4537709,-0.2151122,-0.2146686,-0.0004436
16,0.25025967,0.20361081,"('unpopular', 'popular')",-0.3878454,-0.34823415,0.58880216,0.6399628,0.1504055,0.1651132,-0.0147077
4,0.24111688,0.30874315,"('disliked', 'liked')",-0.73776627,-0.8084171,-7.1820436,-7.132997,-2.5595643,-2.5442236,-0.0153407
47,-0.22208874,-0.16154182,"('stupid', 'smart')",0.16808839,0.18843141,5.409845,5.456241,1.7852815,1.8277103,-0.0424288
66,0.21435337,0.2248007,"('inactive', 'active')",-0.11292247,-0.12096594,1.173826,1.2031169,0.4250856,0.4356505,-0.0105649
39,-0.15903196,-0.15480733,"('exploitative', 'cooperative')",1.2177236,1.3673584,-0.049426388,0.012201346,0.3364217,0.4082508,-0.0718291
50,0.15570486,0.16001993,"('clumsy', 'skillful')",-0.1303902,-0.10067532,0.8165896,0.6308543,0.2806348,0.2300663,0.0505685
18,-0.124158695,0.223311,"('disagreeable', 'welcoming')",-0.78146654,-0.5188812,-0.57537395,-0.31871274,-0.4936664,-0.204761,-0.2889054
54,-0.113233455,-0.014705941,"('incapable', 'capable')",-0.35282004,-0.2265789,1.1818141,1.266899,0.2385869,0.3418714,-0.1032845
17,0.10487507,0.16229169,"('nasty', 'nice')",0.09303427,0.17768642,-1.401565,-1.3089521,-0.4012185,-0.3229913,-0.0782272
12,-0.09558818,0.09180964,"('unsupportive', 'supportive')",-0.28397632,-0.12882392,-1.8137139,-1.664403,-0.7310928,-0.5671391,-0.1639537
9,0.07629815,0.22768098,"('unaffectionate', 'caring')",-0.6225302,-0.46911672,1.8988762,2.124279,0.4508814,0.6276144,-0.176733
80,0.018585239,-0.08583169,"('dominated', 'dominating')",0.7067504,0.5358546,-0.9515879,-1.155203,-0.0754174,-0.23506,0.1596426
