,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.8442285,-1.8599167,"('unsympathetic', 'sympathetic')",-0.25281197,-0.34364364,-1.0485202,-1.1017802,0.05326
86,-1.800077,-1.8357918,"('uninfluential', 'influential')",-0.10799155,-0.4626781,-0.9540343,-1.149235,0.1952007
53,-1.5757549,-1.6516314,"('uncreative', 'creative')",0.7937245,0.49310437,-0.3910152,-0.5792635,0.1882483
57,-1.4268335,-1.4503641,"('unimaginative', 'imaginative')",-2.5305355,-2.4883435,-1.9786844,-1.9693538,-0.0093306
0,-1.3294207,-1.635905,"('unsociable', 'sociable')",-0.57182664,-0.734889,-0.9506236,-1.185397,0.2347734
69,1.2566949,1.0103084,"('lazy', 'industrious')",-0.73144567,-0.98730016,0.2626246,0.0115041,0.2511205
45,-1.231085,-1.0023024,"('incompetent', 'competent')",-0.48465732,-0.24927144,-0.8578711,-0.6257869,-0.2320842
1,-1.2047939,-1.6160558,"('unfriendly', 'friendly')",1.712502,1.1766256,0.253854,-0.2197151,0.4735691
43,-1.1207557,-1.2868702,"('irresponsible', 'responsible')",0.5249207,0.46077818,-0.2979175,-0.413046,0.1151285
63,-1.0913955,-0.8844936,"('unperceptive', 'insightful')",0.90413064,1.1409066,-0.0936324,0.1282065,-0.2218389
19,-1.0667933,-1.2936605,"('inhospitable', 'hospitable')",0.34635314,-0.12627734,-0.3602201,-0.7099689,0.3497488
58,-1.0607319,-0.9205109,"('undiscriminating', 'discriminating')",0.08889723,0.20566142,-0.4859173,-0.3574247,-0.1284926
8,-1.0510211,-1.4071201,"('unaffectionate', 'affectionate')",0.869461,0.3891313,-0.09078,-0.5089944,0.4182144
9,-1.0442199,-1.323513,"('unaffectionate', 'caring')",1.2787917,1.0268239,0.1172859,-0.1483446,0.2656305
38,-1.0122601,-1.0226464,"('untruthful', 'truthful')",0.032934528,0.06360589,-0.4896628,-0.4795203,-0.0101425
23,-1.0083432,-0.9469498,"('insincere', 'sincere')",5.977229,6.1400056,2.4844429,2.5965278,-0.1120849
41,-0.9355616,-1.0797657,"('unforgiving', 'forgiving')",0.24390388,0.0956735,-0.3458289,-0.4920461,0.1462172
77,-0.90794754,-0.7268926,"('unmotivated', 'motivated')",-1.5459242,-1.3044938,-1.2269359,-1.0156932,-0.2112427
5,-0.8760352,-1.1920968,"('distant', 'outgoing')",-0.36944357,-0.65123415,-0.6227394,-0.9216655,0.2989261
28,-0.85886407,-0.68182445,"('disloyal', 'loyal')",0.7932967,0.81034994,-0.0327837,0.0642627,-0.0970464
14,-0.81136537,-0.60339683,"('antisocial', 'social')",-0.662614,-0.30397362,-0.7369897,-0.4536852,-0.2833045
29,-0.80279315,-1.009312,"('unfair', 'fair')",-0.30967295,-0.5326471,-0.556233,-0.7709795,0.2147465
46,-0.7991075,-0.71282154,"('uncompetitive', 'competitive')",-0.5768196,-0.40710017,-0.6879635,-0.5599608,-0.1280027
11,-0.7850851,-0.5523235,"('unhelpful', 'helpful')",1.9447812,1.978467,0.5798481,0.7130717,-0.1332236
3,-0.7489893,-0.42774025,"('repellent', 'pleasant')",0.23582943,0.47958186,-0.2565799,0.0259208,-0.2825007
18,-0.7409189,-0.8459974,"('disagreeable', 'welcoming')",-0.31230712,-0.3253586,-0.526613,-0.585678,0.059065
22,-0.6938894,-0.66909087,"('untrustworthy', 'trustworthy')",-0.7414002,-0.5586137,-0.7176448,-0.6138523,-0.1037925
66,-0.6803207,-1.1672043,"('inactive', 'active')",0.53763664,-0.115562856,-0.071342,-0.6413835,0.5700415
70,-0.6697864,-0.57008946,"('lethargic', 'energetic')",0.529814,0.81096596,-0.0699862,0.1204382,-0.1904244
6,-0.6608382,-1.2085633,"('distant', 'open')",-0.010041431,-0.491319,-0.3354398,-0.8499411,0.5145013
78,-0.6233174,-0.2705485,"('nonresilient', 'resilient')",0.3077739,0.45394063,-0.1577718,0.0916961,-0.2494679
24,-0.62157756,-0.7849261,"('dishonest', 'honest')",0.98960376,1.0424243,0.1840131,0.1287491,0.055264
21,-0.5880041,-0.6228046,"('immoral', 'moral')",-0.66244894,-0.49139965,-0.6252265,-0.5571021,-0.0681244
13,-0.58773965,-0.8425115,"('impolite', 'polite')",-0.34122202,-0.42163846,-0.4644808,-0.632075,0.1675942
56,-0.58520246,-0.3164243,"('impractical', 'practical')",-0.40982288,0.30752772,-0.4975127,-0.0044483,-0.4930644
16,-0.57917356,-0.56511605,"('unpopular', 'popular')",0.052314512,-0.016984172,-0.2634295,-0.2910501,0.0276206
82,-0.5783339,-0.40665126,"('poor', 'rich')",5.9254217,6.0709143,2.6735439,2.8321314,-0.1585875
84,0.5678038,0.24914533,"('inferior', 'superior')",0.93349093,0.8347994,0.7506474,0.5419724,0.208675
54,-0.5614585,-0.761403,"('incapable', 'capable')",1.2509807,1.083936,0.3447611,0.1612665,0.1834946
36,-0.5594623,-1.0112745,"('hostile', 'amicable')",0.076659724,-0.6210741,-0.2414013,-0.8161743,0.574773
49,-0.55400693,-0.2459706,"('unable', 'able')",-0.09695902,0.2427646,-0.325483,-0.001603,-0.32388
55,-0.5519222,-0.43661314,"('incompetent', 'clever')",0.3000324,0.50153697,-0.1259449,0.0324619,-0.1584068
33,0.53943205,0.0827013,"('wrong', 'right')",-0.58917767,-0.87207204,-0.0248728,-0.3946854,0.3698126
68,-0.53500384,-0.4213736,"('dependent', 'independent')",-0.22010182,-0.047940493,-0.3775528,-0.234657,-0.1428958
74,-0.5227876,-0.36310542,"('undedicated', 'dedicated')",0.0889962,-0.022529762,-0.2168957,-0.1928176,-0.0240781
83,-0.51629627,-0.66826266,"('powerless', 'powerful')",-0.9235156,-0.8733005,-0.719906,-0.7707816,0.0508756
51,-0.5023704,-0.53774667,"('uneducated', 'educated')",1.1799556,0.77529615,0.3387926,0.1187747,0.2200179
79,-0.48042712,-0.6004876,"('wavering', 'unwavering')",0.002623139,-0.19303302,-0.238902,-0.3967603,0.1578583
7,-0.44413173,-0.41844577,"('insensitive', 'sensitive')",0.8670945,1.1343297,0.2114814,0.357942,-0.1464606
47,-0.437554,-0.3397768,"('stupid', 'smart')",5.0390677,4.8017077,2.3007569,2.2309654,0.0697915
31,-0.43269587,-0.62257844,"('evil', 'good')",-1.2187613,-1.5589467,-0.8257286,-1.0907626,0.265034
73,0.43236363,0.5067527,"('helpless', 'self-reliant')",-2.9785824,-2.6119287,-1.2731094,-1.052588,-0.2205214
71,-0.42980012,-0.4580495,"('diffident', 'self-confident')",0.2143473,0.009375803,-0.1077264,-0.2243368,0.1166104
35,0.41712728,0.45925584,"('corrupt', 'incorrupt')",-0.22880448,-0.4538448,0.0941614,0.0027055,0.0914559
87,-0.4150773,-0.2642007,"('unsuccessful', 'successful')",0.56352574,0.72745574,0.0742242,0.2316275,-0.1574033
42,-0.4000374,-0.57701004,"('unreliable', 'reliable')",-3.2727323,-3.068626,-1.8363848,-1.822818,-0.0135668
64,0.36956912,0.15787683,"('shy', 'confident')",-6.4778876,-6.2337155,-3.0541592,-3.0379193,-0.0162399
34,-0.3505326,-0.19739145,"('mean', 'honorable')",6.048239,6.1367145,2.8488533,2.9696615,-0.1208082
30,-0.34246176,-0.4504596,"('intolerant', 'tolerant')",1.4796826,1.5299753,0.5686104,0.5397578,0.0288526
72,-0.33896708,-0.2434243,"('unambitious', 'ambitious')",-0.8727615,-0.6111061,-0.6058643,-0.4272652,-0.1785991
80,-0.33889157,-0.08018665,"('dominated', 'dominating')",-1.2289443,-0.8285337,-0.7839179,-0.4543602,-0.3295577
76,-0.33606225,-0.26981634,"('anxious', 'daring')",0.15973504,0.39013243,-0.0881636,0.060158,-0.1483216
50,0.29187888,0.53214115,"('clumsy', 'skillful')",0.39092118,0.2753149,0.3414,0.403728,-0.062328
12,-0.28828153,-0.17833948,"('unsupportive', 'supportive')",-1.6362547,-1.4210594,-0.9622681,-0.7996994,-0.1625687
17,-0.27502987,-0.34837514,"('nasty', 'nice')",-0.3076219,-0.38457695,-0.2913259,-0.3664761,0.0751502
2,0.27262735,0.22702312,"('unlikable', 'likable')",0.6975571,0.6970299,0.4850922,0.4620265,0.0230657
59,0.26411322,0.23745587,"('foolish', 'wise')",0.30687785,-0.019241784,0.2854955,0.109107,0.1763885
62,-0.25630358,0.08230304,"('incompetent', 'brilliant')",0.28244796,0.9605298,0.0130722,0.5214164,-0.5083442
27,-0.25440514,-0.17697215,"('hardhearted', 'softhearted')",1.7041547,1.5284733,0.7248748,0.6757506,0.0491242
37,0.23619558,0.14603424,"('fake', 'genuine')",0.43460986,0.46015134,0.3354027,0.3030928,0.0323099
61,-0.23535353,-0.57108384,"('illogical', 'logical')",0.2733408,0.12150969,0.0189936,-0.2247871,0.2437807
48,-0.23374395,-0.14659315,"('unintelligent', 'intelligent')",1.067397,1.0808209,0.4168265,0.4671139,-0.0502874
52,-0.19843417,-0.67774516,"('irrational', 'rational')",-0.00035899784,-0.42643058,-0.0993966,-0.5520879,0.4526913
75,0.1901673,0.219625,"('meek', 'impulsive')",-0.42811665,-0.49091202,-0.1189747,-0.1356435,0.0166688
32,-0.18627635,-0.37804747,"('unkind', 'kind')",1.2889628,0.85695,0.5513433,0.2394513,0.311892
88,-0.18486808,-0.5966165,"('low', 'eminent')",0.46744135,0.2659654,0.1412866,-0.1653256,0.3066122
40,-0.1699242,-0.20839657,"('stingy', 'generous')",-1.179337,-1.2003853,-0.6746306,-0.7043909,0.0297603
85,0.15095605,-0.19543016,"('insignificant', 'prestigious')",0.41747615,-0.1278177,0.2842161,-0.1616239,0.44584
25,-0.1381872,-0.07055646,"('egoistic', 'altruistic')",1.4930719,1.3716116,0.6774424,0.6505276,0.0269148
81,0.12086162,0.15564775,"('submissive', 'aggressive')",-0.6090044,-0.49410835,-0.2440714,-0.1692303,-0.0748411
67,0.11505237,-0.048713528,"('doubtful', 'determined')",-0.91379374,-1.0173609,-0.3993707,-0.5330372,0.1336665
60,-0.1044628,0.15946536,"('inefficient', 'efficient')",0.009194571,0.4583851,-0.0476341,0.3089252,-0.3565593
65,-0.10007508,0.03631611,"('insecure', 'secure')",-0.29462418,-0.0111150965,-0.1973496,0.0126005,-0.2099501
15,-0.06874199,-0.31766987,"('boring', 'funny')",0.5535939,0.41128546,0.2424259,0.0468078,0.1956181
39,-0.060267426,-0.015039224,"('exploitative', 'cooperative')",0.15186618,0.25798827,0.0457994,0.1214745,-0.0756751
44,-0.056060083,-0.12831312,"('prejudiced', 'unprejudiced')",-1.6669405,-1.750532,-0.8615003,-0.9394226,0.0779223
4,-0.055195026,0.15251727,"('disliked', 'liked')",-6.340296,-6.1583223,-3.1977453,-3.0029025,-0.1948428
26,0.039141335,-0.29164702,"('hardhearted', 'benevolent')",1.9512681,1.159986,0.9952047,0.4341695,0.5610352
20,-0.016637705,0.11735154,"('rough', 'thoughtful')",1.1654165,1.1035113,0.5743894,0.6104314,-0.036042
