,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
76,1.2232305,1.2636143,"('anxious', 'daring')",-0.46718124,-0.4008063,0.8732947,0.8640662,0.2905424,0.30053905,0.4799716,0.5068533,-0.0268817
14,1.2126738,1.196028,"('antisocial', 'social')",1.0439066,0.95211905,1.5416652,1.3992467,-0.3164051,-0.53153217,0.8704601,0.7539654,0.1164947
75,-1.2035449,-1.2563821,"('meek', 'impulsive')",0.2794955,0.2697322,-0.5948187,-0.6172287,-0.6273839,-0.60324985,-0.536563,-0.5517821,0.0152191
84,1.1998082,1.1241819,"('inferior', 'superior')",0.25403708,0.22081569,0.20855933,0.21053083,0.4953308,0.5209111,0.5394338,0.5191098,0.020324
25,-1.1700476,-1.1307211,"('egoistic', 'altruistic')",0.46771505,0.58430624,-0.094217,-0.10191858,1.5264688,1.5124155,0.1824798,0.2160205,-0.0335407
72,1.1325845,1.2062194,"('unambitious', 'ambitious')",0.20223293,0.21624437,0.5181222,0.593558,-0.6211558,-0.6602959,0.307946,0.3389314,-0.0309854
24,1.125468,1.1609309,"('dishonest', 'honest')",-0.09367557,-0.034075417,-0.31770718,-0.21187322,0.9151136,0.8962844,0.4072997,0.4528167,-0.045517
81,1.1254402,1.3010727,"('submissive', 'aggressive')",0.36043707,0.3699579,2.2574232,2.2578125,-0.26648828,-0.28377604,0.869203,0.9112667,-0.0420637
85,-1.0761713,-1.2815833,"('insignificant', 'prestigious')",2.0468419,2.0500433,-0.27038324,-0.23186113,0.22437418,0.27164,0.2311654,0.2020597,0.0291057
45,1.0586756,0.98453766,"('incompetent', 'competent')",-1.0780565,-1.2250495,0.08498902,-0.08159697,-0.08926719,-0.28949368,-0.0059147,-0.1529006,0.1469859
61,0.9819053,0.84547764,"('illogical', 'logical')",0.9160148,0.87140924,0.31730223,0.25738788,0.3671987,0.28787005,0.6456053,0.5655362,0.0800691
69,-0.94403833,-1.1247848,"('lazy', 'industrious')",1.1333617,1.1080477,0.31479016,0.20837454,-1.0361944,-1.1087916,-0.1330202,-0.2292885,0.0962683
22,0.9147494,0.9582692,"('untrustworthy', 'trustworthy')",-0.041998424,-0.077964604,1.1575282,1.1258082,-0.4983989,-0.56024987,0.3829701,0.3614658,0.0215043
67,0.9100759,0.9077428,"('doubtful', 'determined')",0.034744684,-0.017583909,0.4349385,0.37634575,-0.85533637,-0.96318847,0.1311057,0.075829,0.0552767
63,0.8899608,0.7881958,"('unperceptive', 'insightful')",1.3219229,1.3525994,2.6470866,2.6541483,1.2610813,1.2505009,1.530013,1.5113611,0.0186519
58,0.8440815,0.8250304,"('undiscriminating', 'discriminating')",1.5954046,1.651851,1.2972144,1.3620588,0.35304067,0.44204587,1.0224353,1.0702465,-0.0478112
34,0.8015524,0.84666485,"('mean', 'honorable')",0.32601357,0.44831702,0.8001477,0.90048254,6.439247,6.4016724,2.0917401,2.1492841,-0.057544
77,0.8015497,0.79745126,"('unmotivated', 'motivated')",0.6870303,0.7165579,0.9361396,0.9024078,-1.1990122,-1.2616086,0.3064269,0.2887021,0.0177248
41,0.7498668,0.7471202,"('unforgiving', 'forgiving')",0.9363346,0.88576484,0.80615807,0.7937802,0.35219872,0.25201237,0.7111396,0.6696694,0.0414702
53,-0.68691164,-0.76428056,"('uncreative', 'creative')",1.1373118,1.1972818,0.029632155,0.045825124,1.0606482,1.1245687,0.3851701,0.4008488,-0.0156787
78,-0.67619884,-0.76781976,"('nonresilient', 'resilient')",1.0198131,0.9562891,1.5180678,1.4596696,0.19950801,0.11356947,0.5152975,0.4404271,0.0748704
28,0.6546305,0.51823944,"('disloyal', 'loyal')",0.17494604,0.08279886,0.0002777502,-0.05515529,1.3054036,1.2030085,0.5338144,0.4372229,0.0965915
29,-0.6417366,-0.76036656,"('unfair', 'fair')",-0.5259767,-0.6107022,-0.6800269,-0.70760906,-0.75757086,-0.8143365,-0.6513278,-0.7232535,0.0719257
37,0.63797945,0.60099185,"('fake', 'genuine')",-0.6936285,-0.68852586,-0.016133346,-0.031290323,0.5457024,0.41002983,0.11848,0.0728014,0.0456786
87,0.6260237,0.36824453,"('unsuccessful', 'successful')",1.0677,0.90121174,1.4063251,1.1605115,0.8088963,0.758502,0.9772363,0.7971175,0.1801188
47,0.55488884,0.57786036,"('stupid', 'smart')",0.57137865,0.5728929,0.6814854,0.61435926,5.975593,5.8189125,1.9458365,1.8960062,0.0498303
26,0.5005488,0.4848475,"('hardhearted', 'benevolent')",2.0508897,2.0988271,0.89639133,0.95039415,1.7117803,1.7356168,1.2899026,1.3174214,-0.0275188
82,-0.4808009,-0.35621932,"('poor', 'rich')",-0.69982827,-0.7173508,-0.09243226,-0.14577676,6.6072426,6.5256066,1.3335453,1.3265649,0.0069804
59,-0.45208392,-0.5839331,"('foolish', 'wise')",1.2529492,1.1817701,-0.9760286,-1.0184016,0.20282081,0.13253659,0.0069144,-0.072007,0.0789214
64,0.4106438,0.25923532,"('shy', 'confident')",0.85006803,0.71310705,1.6655428,1.5864432,-6.5893188,-6.6215177,-0.915766,-1.0156831,0.0999171
79,-0.38464296,-0.6798468,"('wavering', 'unwavering')",0.23897146,0.1702565,-0.87206304,-0.9964038,-0.20772085,-0.30617708,-0.3063639,-0.4530428,0.1466789
49,-0.38388112,-0.3493216,"('unable', 'able')",-1.1331133,-1.169992,-0.5358267,-0.5857415,-0.20087239,-0.23249629,-0.5634234,-0.5843878,0.0209644
71,0.36745697,0.3167665,"('diffident', 'self-confident')",1.6701678,1.6589787,0.7331488,0.6693916,0.71978426,0.6042343,0.8726395,0.8123428,0.0602967
38,0.36595756,0.3455119,"('untruthful', 'truthful')",0.71526086,0.7932553,-0.06708519,0.06507148,-0.17706934,-0.119704515,0.209266,0.2710336,-0.0617676
3,0.3650159,0.48380828,"('repellent', 'pleasant')",-0.78149074,-0.7390658,1.1634133,1.2268721,0.46351793,0.42114913,0.3026141,0.3481909,-0.0455768
86,0.34903285,0.23926319,"('uninfluential', 'influential')",-0.3638314,-0.4632104,0.632946,0.536353,0.4842968,0.46284494,0.2756111,0.1938127,0.0817984
33,0.3354175,0.31669873,"('wrong', 'right')",1.535752,1.5258944,-0.08486138,-0.07890623,-0.77967745,-0.7154394,0.2516577,0.2620619,-0.0104042
40,0.32432276,0.28720137,"('stingy', 'generous')",1.7861836,1.7317048,1.0050824,1.0065968,-1.3711,-1.4566011,0.4361222,0.3922254,0.0438968
20,0.31458527,0.41482645,"('rough', 'thoughtful')",0.001091525,0.017056193,0.44036922,0.38535938,1.1014175,1.0146294,0.4643659,0.4579678,0.0063981
48,0.3072211,0.43217304,"('unintelligent', 'intelligent')",-1.2555863,-1.2459937,-0.7264459,-0.7900233,0.43606475,0.41706973,-0.3096866,-0.2966936,-0.012993
44,-0.2933352,-0.12148212,"('prejudiced', 'unprejudiced')",-0.37619132,-0.25444722,-0.31180608,-0.25046998,-1.3357995,-1.371757,-0.579283,-0.4995391,-0.0797439
68,0.23361108,0.36955434,"('dependent', 'independent')",-1.7891965,-1.7997093,-0.094687,-0.10623411,-0.57742375,-0.5329087,-0.556924,-0.5173244,-0.0395996
0,0.19815427,0.071769975,"('unsociable', 'sociable')",-0.368009,-0.46969154,0.844412,0.74207944,-0.10545013,-0.242634,0.1422768,0.025381,0.1168958
57,0.18212035,0.11708606,"('unimaginative', 'imaginative')",-0.20126322,-0.1959359,-0.084624186,-0.13864496,-2.5553715,-2.4636614,-0.6647847,-0.670289,0.0055043
27,0.16388531,0.13655443,"('hardhearted', 'softhearted')",-0.47822198,-0.4510526,-0.27681273,-0.16950239,1.4400101,1.4845824,0.2122152,0.2501455,-0.0379303
66,0.16321401,-0.13634999,"('inactive', 'active')",1.5292732,1.4943684,1.6877973,1.7348355,1.0793002,1.0127722,1.1148961,1.0264065,0.0884896
18,0.15611243,0.22904588,"('disagreeable', 'welcoming')",0.09932226,0.17436357,-0.38600838,-0.27060562,-0.2520619,-0.28441334,-0.0956589,-0.0379024,-0.0577565
50,0.12358038,0.0573906,"('clumsy', 'skillful')",0.95172966,0.9174517,0.29046953,0.18085907,0.044852838,-0.069861025,0.3526581,0.2714601,0.081198
54,0.11993486,0.20598833,"('incapable', 'capable')",1.1502732,1.2443172,0.30864012,0.3670733,1.2097461,1.1762712,0.6971486,0.7484125,-0.0512639
15,0.0960816,-0.009779789,"('boring', 'funny')",0.42155164,0.44552094,-0.5941217,-0.61394525,0.22492445,0.28032485,0.037109,0.0255302,0.0115788
17,0.07882223,-0.0072650127,"('nasty', 'nice')",-0.48943573,-0.5376176,-1.1241677,-1.0887183,-0.5256038,-0.5459283,-0.5150962,-0.5448823,0.0297861
19,-0.037448466,-0.18410607,"('inhospitable', 'hospitable')",-0.32958823,-0.3064212,-1.5028738,-1.5344046,-0.35242465,-0.4261288,-0.5555838,-0.6127652,0.0571814
88,0.03360372,0.12477435,"('low', 'eminent')",-0.9790685,-0.9671836,-0.91256607,-0.9682519,0.2611832,0.3125481,-0.3992119,-0.3745282,-0.0246837
9,-0.011614177,-0.09168062,"('unaffectionate', 'caring')",1.2800612,1.3287431,0.5709749,0.77657485,1.4574162,1.4490734,0.8242096,0.8656777,-0.0414681
