,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
38,-2.1093242,-1.8713847,"('untruthful', 'truthful')",-0.91090065,-0.77380174,-0.25576067,-0.20568846,-1.0919952,-0.9502916,-0.1417036
10,-2.0293708,-1.8205004,"('unsympathetic', 'sympathetic')",-1.1699952,-0.9802972,-0.47865382,-0.26719877,-1.2260067,-1.0226654,-0.2033413
1,-1.8983346,-1.88245,"('unfriendly', 'friendly')",-0.9812949,-0.82820886,1.1948562,1.4374698,-0.5615911,-0.4243963,-0.1371948
69,1.7925034,1.6272278,"('lazy', 'industrious')",1.238562,0.9674556,0.17119503,0.22486572,1.0674202,0.9398497,0.1275705
11,-1.7242544,-1.4175775,"('unhelpful', 'helpful')",0.027821241,0.12975897,1.4295446,1.3534728,-0.0889629,0.0218848,-0.1108477
43,-1.7026373,-1.5325933,"('irresponsible', 'responsible')",-0.7833539,-0.7381294,-0.105299905,-0.26014462,-0.8637637,-0.8436224,-0.0201413
13,-1.6950797,-1.0653355,"('impolite', 'polite')",-1.0545155,-0.75157326,-0.4487918,-0.24920648,-1.066129,-0.6887051,-0.3774239
23,-1.6844214,-1.2820622,"('insincere', 'sincere')",-0.8137172,-0.56595516,4.956623,4.549445,0.8194948,0.900476,-0.0809812
32,-1.6577152,-1.3193303,"('unkind', 'kind')",-0.17443457,0.1518797,0.16971487,0.17752858,-0.5541449,-0.329974,-0.2241709
86,-1.6537652,-1.7765937,"('uninfluential', 'influential')",-0.26556528,-0.27723476,-0.30106947,-0.34562624,-0.7401333,-0.7998182,0.0596849
63,-1.5459229,-1.2440282,"('unperceptive', 'insightful')",-0.3278056,-0.15972109,0.71041715,0.7984063,-0.3877705,-0.201781,-0.1859895
19,-1.4818891,-1.1772227,"('inhospitable', 'hospitable')",-1.185789,-1.1082253,-0.281416,-0.14531404,-0.9830314,-0.810254,-0.1727774
56,-1.4242501,-1.2496232,"('impractical', 'practical')",0.016388545,0.18188313,-0.7475924,-0.66230136,-0.7184846,-0.5766805,-0.1418041
9,-1.3385004,-0.8991522,"('unaffectionate', 'caring')",0.03893965,0.29275182,0.7460245,0.96169037,-0.1845121,0.11843,-0.3029421
45,-1.3369157,-1.0796758,"('incompetent', 'competent')",-0.32340237,-0.025723264,-0.48587525,-0.3119523,-0.7153978,-0.4724504,-0.2429474
53,-1.289644,-1.1735547,"('uncreative', 'creative')",-0.5352004,-0.17523876,0.5321336,0.63826644,-0.4309036,-0.2368423,-0.1940613
30,-1.2481174,-0.8047217,"('intolerant', 'tolerant')",0.2620182,0.4514848,0.7232963,1.0706779,-0.087601,0.239147,-0.326748
70,-1.2247688,-1.1694332,"('lethargic', 'energetic')",-0.69478947,-0.56989753,0.14671744,0.10119869,-0.590947,-0.546044,-0.044903
82,-1.1720722,-1.1014011,"('poor', 'rich')",-0.2793345,-0.11569373,5.523099,5.158492,1.3572308,1.3137991,0.0434317
0,-1.1604235,-1.0564778,"('unsociable', 'sociable')",-0.26730874,-0.055180006,-0.68850946,-0.59791803,-0.7054139,-0.5698586,-0.1355553
47,-1.1068965,-0.84383935,"('stupid', 'smart')",0.06443873,0.22510082,5.4210477,5.018805,1.4595299,1.4666888,-0.0071589
28,-1.0861325,-1.0583203,"('disloyal', 'loyal')",-0.037032768,0.15594487,0.32648444,0.3913507,-0.2655603,-0.1703416,-0.0952187
22,-1.0614499,-0.8661335,"('untrustworthy', 'trustworthy')",-0.33991647,-0.036851693,-1.36386,-1.0819396,-0.9217421,-0.6616416,-0.2601005
7,-0.9962235,-0.71658206,"('insensitive', 'sensitive')",-0.5830572,-0.38822395,0.40928406,0.5096498,-0.3899989,-0.1983854,-0.1916135
57,-0.9959613,-1.0822704,"('unimaginative', 'imaginative')",-0.7692145,-0.5346486,-2.5103514,-2.1568017,-1.4251757,-1.2579069,-0.1672688
