,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
36,1.4072012,0.87087715,"('hostile', 'amicable')",2.281976,1.9887087,0.19942668,-0.13578749,0.3199613,-0.060518116,1.0521412,0.6658201,0.3863211
33,1.3700101,1.2711782,"('wrong', 'right')",1.4453256,1.3606435,1.6506599,1.4245615,-0.48711005,-0.4987709,0.9947214,0.889403,0.1053184
35,1.2977175,1.2003487,"('corrupt', 'incorrupt')",2.7762382,2.6577945,-0.7273011,-0.81008315,-0.52300334,-0.56747675,0.7059128,0.6201459,0.0857669
0,-1.2824141,-1.2199068,"('unsociable', 'sociable')",-2.0649025,-1.9702216,0.6692881,0.6227834,0.033681277,-0.20098865,-0.6610868,-0.6920834,0.0309966
78,-1.27072,-1.1261044,"('nonresilient', 'resilient')",-0.41506353,-0.16749209,-0.044090256,0.1628953,-0.29986665,-0.17482144,-0.5074351,-0.3263807,-0.1810544
59,1.2655032,1.0774288,"('foolish', 'wise')",1.2787719,1.1224098,0.92854357,0.6842187,0.025793526,0.0776424,0.874653,0.7404249,0.1342281
7,-1.2606711,-1.1643312,"('insensitive', 'sensitive')",-1.3985358,-1.202896,-0.061182562,-0.009316891,0.13724667,0.28998363,-0.6457857,-0.5216401,-0.1241456
20,-1.2259841,-1.1308879,"('rough', 'thoughtful')",-0.4544676,-0.4755365,-0.5657125,-0.5339869,0.21123557,0.1560553,-0.5087321,-0.496089,-0.0126431
28,-1.1754658,-1.2406749,"('disloyal', 'loyal')",-1.3719685,-1.3114512,0.029138207,-0.055281095,1.335116,1.1742845,-0.2957951,-0.3582807,0.0624856
80,-1.1378161,-0.88212645,"('dominated', 'dominating')",-0.6792921,-0.6169073,-0.79554707,-0.6631911,-0.85026103,-0.86483103,-0.865729,-0.7567639,-0.1089651
6,1.099541,0.97503436,"('distant', 'open')",1.1913989,1.2402853,1.4354385,1.3008475,-0.1512123,-0.0446831,0.8937916,0.867871,0.0259206
43,-1.0810317,-0.9299992,"('irresponsible', 'responsible')",-1.716003,-1.5713438,0.3254939,0.5242134,0.5334976,0.73068297,-0.4845108,-0.3116117,-0.1728991
52,1.0293,0.4871226,"('irrational', 'rational')",1.0617388,0.76197946,0.585962,0.111338586,-0.16157874,-0.38589975,0.6288555,0.2436352,0.3852203
22,-1.0188956,-0.9533672,"('untrustworthy', 'trustworthy')",-1.2358164,-1.3480704,-1.246304,-1.3689702,-0.8700251,-0.9602076,-1.0927603,-1.1576538,0.0648935
4,1.0188503,0.9150251,"('disliked', 'liked')",0.7813129,0.7068228,1.0612515,0.8254557,-6.347175,-6.674854,-0.8714401,-1.0568876,0.1854475
49,-0.92389226,-0.9166767,"('unable', 'able')",-0.7516487,-0.7564779,-0.24503054,-0.24421336,-0.8667594,-0.7385662,-0.6968327,-0.6639835,-0.0328492
27,-0.9086888,-0.91476625,"('hardhearted', 'softhearted')",-0.5273,-0.3963993,0.03927824,0.0038662981,0.7405167,0.84130806,-0.1640484,-0.1164978,-0.0475506
23,-0.8706594,-0.9200954,"('insincere', 'sincere')",-1.6191821,-1.6994748,0.35731545,0.346164,6.153307,6.2073097,1.0051953,0.9834759,0.0217194
75,0.8574367,0.85763776,"('meek', 'impulsive')",0.91245776,0.8831136,-0.79291254,-0.64693826,-0.43063724,-0.36106563,0.1365862,0.1831869,-0.0466007
88,-0.8552684,-0.97771597,"('low', 'eminent')",-1.1666112,-1.2627386,-0.041039497,-0.1687655,-0.034206465,-0.13940337,-0.5242814,-0.6371559,0.1128745
82,-0.8091754,-0.5651493,"('poor', 'rich')",-0.96865344,-0.9357062,-0.33642274,-0.14012668,6.0787525,6.224589,0.9911252,1.1459017,-0.1547765
66,0.8090974,0.81656873,"('inactive', 'active')",0.42521796,0.40362933,-0.48031354,-0.45513692,0.5549569,0.39483386,0.3272397,0.2899737,0.037266
37,-0.795015,-0.57989764,"('fake', 'genuine')",-0.39827132,-0.366895,0.30779698,0.2557485,0.26616445,0.29540744,-0.1548312,-0.0989092,-0.055922
17,-0.79301435,-0.80528855,"('nasty', 'nice')",-0.75963825,-0.81516266,-1.2394148,-1.4554474,-0.7380676,-0.7734357,-0.8825338,-0.9623336,0.0797998
24,-0.73648757,-0.5699943,"('dishonest', 'honest')",-1.6744703,-1.6165966,0.094855145,0.02981926,0.87142754,0.9870075,-0.3611688,-0.292441,-0.0687278
31,0.7244085,0.3753907,"('evil', 'good')",1.6280215,1.3547308,-0.412771,-0.7252487,-1.473064,-1.5603889,0.1166487,-0.138879,0.2555277
47,-0.7225378,-0.6878024,"('stupid', 'smart')",-0.72162724,-0.7925876,0.2355605,0.19911647,5.175396,5.2381396,0.9916979,0.9892166,0.0024813
79,0.6189879,0.46276918,"('wavering', 'unwavering')",1.1836147,1.1770018,0.1653916,0.12053549,-0.38964555,-0.31487247,0.3945872,0.3613585,0.0332287
68,-0.6143086,-0.6057313,"('dependent', 'independent')",-0.78969896,-0.8369955,-0.52746177,-0.63144624,-1.5380166,-1.548926,-0.8673714,-0.9057747,0.0384033
67,0.6135947,0.6733094,"('doubtful', 'determined')",0.083951145,0.20745711,0.54280114,0.48750573,-0.40289402,-0.29469892,0.2093633,0.2683933,-0.05903
13,-0.58712685,-0.5523606,"('impolite', 'polite')",-1.4818001,-1.3934753,-0.11205355,0.0025629885,-0.2222746,-0.092663005,-0.6008137,-0.508984,-0.0918297
51,-0.5765478,-0.50418484,"('uneducated', 'educated')",-0.91526467,-1.1449279,0.0595323,-0.069378786,0.50189346,0.32664147,-0.2325967,-0.3479625,0.1153658
39,0.5576889,0.5321398,"('exploitative', 'cooperative')",0.7437285,0.79572636,0.8472292,0.987769,0.5213152,0.57443994,0.6674905,0.7225188,-0.0550283
16,0.5210176,0.47689813,"('unpopular', 'popular')",0.8704176,0.7831905,-0.2524759,-0.24585792,0.07425374,0.027665935,0.3033032,0.2604742,0.042829
34,-0.51324373,-0.43624723,"('mean', 'honorable')",-0.2162406,-0.16058946,-0.11838566,-0.050706614,5.2738156,5.3230057,1.1064864,1.1688656,-0.0623792
56,-0.4722559,-0.123889096,"('impractical', 'practical')",-0.93671393,-0.70225424,1.068293,1.2965717,-0.32112423,-0.15329018,-0.1654503,0.0792846,-0.2447349
74,0.44545352,0.44980556,"('undedicated', 'dedicated')",-0.05682576,-0.08422403,1.0653957,0.9448464,0.43847704,0.38525245,0.4731251,0.4239201,0.049205
61,-0.43302453,-0.40577957,"('illogical', 'logical')",-1.009518,-0.94744086,0.03144134,0.039970864,-0.24905305,-0.25727314,-0.4150386,-0.3926307,-0.0224079
84,0.41513428,0.44111437,"('inferior', 'superior')",1.1265825,1.2217711,0.8617066,0.7838901,0.6346859,0.7699587,0.7595273,0.8041835,-0.0446562
29,0.41386753,0.48953173,"('unfair', 'fair')",0.115369596,0.10130232,0.014771954,-0.072297625,-0.763511,-0.8460225,-0.0548755,-0.0818715,0.026996
1,0.3906303,0.12795138,"('unfriendly', 'friendly')",0.45372862,0.3394637,1.6808131,1.3442417,2.0903347,1.9514645,1.1538767,0.9407803,0.2130964
42,-0.3718846,-0.15126467,"('unreliable', 'reliable')",-0.16193083,0.019683614,0.55814224,0.660298,-2.893424,-2.803736,-0.7172743,-0.5687548,-0.1485195
87,0.3428478,0.34590784,"('unsuccessful', 'successful')",-0.21362054,-0.13788088,0.799295,0.7858481,-0.15290928,-0.28010345,0.1939032,0.1784429,0.0154603
32,-0.3303069,-0.42620412,"('unkind', 'kind')",-1.327056,-1.4311332,0.5355358,0.41767797,1.4707662,1.4119183,0.0872348,-0.0069352,0.09417
64,0.2947328,0.455992,"('shy', 'confident')",-0.48648834,-0.40944716,-0.018597305,-0.013385866,-5.928077,-5.898742,-1.5346075,-1.4663959,-0.0682116
83,-0.27001643,-0.43603247,"('powerless', 'powerful')",-0.0016420935,-0.031143596,0.23884033,0.3001856,-1.452479,-1.412658,-0.3713243,-0.3949121,0.0235878
50,0.26755008,0.15477212,"('clumsy', 'skillful')",0.8635953,0.745681,0.2226815,0.27003467,0.35084498,0.32468906,0.426168,0.3737942,0.0523738
40,0.25229385,0.109142885,"('stingy', 'generous')",0.23307109,0.16709171,0.70440924,0.54936105,-2.1714354,-2.403107,-0.2454153,-0.3943778,0.1489625
38,0.23799537,0.36503422,"('untruthful', 'truthful')",-0.614928,-0.4808169,0.1305327,0.29495507,0.25095,0.48244455,0.0011375,0.1654042,-0.1642667
15,0.2173271,0.019121382,"('boring', 'funny')",0.91935104,0.7472009,0.89677024,0.6367433,0.07383971,0.051573675,0.526822,0.3636598,0.1631622
72,-0.19407722,-0.0016664192,"('unambitious', 'ambitious')",-0.57383853,-0.531855,-0.29266787,-0.15161414,-0.353911,-0.23440094,-0.3536237,-0.2298841,-0.1237396
9,0.19169784,-0.058081053,"('unaffectionate', 'caring')",-0.087384395,-0.1621207,1.5304763,1.3072426,1.439672,1.4201016,0.7686155,0.6267856,0.1418299
54,0.18245181,0.11346664,"('incapable', 'capable')",0.0025367998,0.0010861419,0.88299125,0.8589107,0.74674606,0.85823524,0.4536815,0.4579247,-0.0042432
8,-0.18101951,-0.5074099,"('unaffectionate', 'affectionate')",-0.18952435,-0.29885945,1.2892352,1.083891,0.71929705,0.64959717,0.4094971,0.2318047,0.1776924
25,0.16370341,0.3009348,"('egoistic', 'altruistic')",1.3984008,1.5343863,0.56631476,0.60328037,1.2556865,1.1800939,0.8460264,0.9046738,-0.0586474
26,0.15444933,-0.21108499,"('hardhearted', 'benevolent')",0.07362852,-0.10453212,1.8521986,1.5765892,1.3885596,0.9805462,0.867209,0.5603796,0.3068294
44,-0.13453667,0.17769057,"('prejudiced', 'unprejudiced')",-0.2019477,-0.00875486,-0.7682817,-0.44632605,-1.4777462,-1.2021891,-0.6456281,-0.3698949,-0.2757332
63,-0.11085372,-0.042605888,"('unperceptive', 'insightful')",-0.78169143,-0.73755443,0.5379442,0.54193604,0.17810684,0.34005168,-0.0441235,0.0254569,-0.0695804
41,0.10446337,0.02535556,"('unforgiving', 'forgiving')",-0.667975,-0.7879934,0.4739324,0.2750544,0.45387757,0.2850069,0.0910746,-0.0506441,0.1417187
19,0.06635911,-0.042954974,"('inhospitable', 'hospitable')",0.50424355,0.5009309,0.10848034,-0.053760853,-0.21822175,-0.13248989,0.1152153,0.0679313,0.047284
2,-0.06380941,0.04770171,"('unlikable', 'likable')",0.38377172,0.33218732,0.8269902,0.7525352,0.8908742,0.85631937,0.5094567,0.4971859,0.0122708
12,0.04222723,0.014223058,"('unsupportive', 'supportive')",-0.4251156,-0.33021197,1.121842,1.092144,-1.6504291,-1.6045933,-0.2278689,-0.2071095,-0.0207594
58,-0.03899498,-0.16490449,"('undiscriminating', 'discriminating')",-0.2240587,-0.23232697,0.41881138,0.28858143,0.047742903,-0.015106933,0.0508751,-0.0309392,0.0818143
18,-0.02745469,-0.12189475,"('disagreeable', 'welcoming')",-0.8509614,-0.72126746,0.19896083,0.0999575,-0.82274014,-0.8359531,-0.3755488,-0.3947895,0.0192407
53,-0.021544456,-0.10791603,"('uncreative', 'creative')",0.8038516,0.7592995,0.32426053,0.45705706,0.88390577,0.8478055,0.4976183,0.4890615,0.0085568
