,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,-0.49055427,-0.59086275,"('impractical', 'practical')",-0.19672397,-0.3348667,0.08712632,0.06734677,-0.27900028,-0.4311978,-0.2197881,-0.3223951,0.102607
46,-0.4831888,-0.7082637,"('uncompetitive', 'competitive')",-0.10529314,-0.20334068,1.8028507,1.6886612,-0.742191,-1.0110246,0.1180445,-0.0584919,0.1765364
51,-0.47499645,-0.5044505,"('uneducated', 'educated')",-0.47708744,-0.5750195,0.7444975,0.61705667,0.63200694,0.43216076,0.1061051,-0.0075631,0.1136682
9,-0.4735607,-0.6094801,"('unaffectionate', 'caring')",1.6971562,1.6872152,0.32317638,0.38426137,1.4939803,1.7077873,0.760188,0.792446,-0.032258
33,0.46901497,0.5592121,"('wrong', 'right')",2.0763195,2.0658524,0.44971925,0.489326,-0.20698634,-0.29083258,0.6970168,0.7058895,-0.0088727
64,0.44400144,0.39553255,"('shy', 'confident')",0.59670424,0.5340222,1.5095246,1.463026,-6.954303,-7.0166035,-1.1010182,-1.1560056,0.0549874
44,-0.43039522,-0.25754905,"('prejudiced', 'unprejudiced')",-0.7576647,-0.58172715,-0.48921862,-0.49316135,-1.6601429,-1.5764014,-0.8343554,-0.7272097,-0.1071457
54,-0.4148423,-0.5249247,"('incapable', 'capable')",1.3202362,1.3682904,0.2277993,0.20422749,1.1212391,1.191665,0.5636081,0.5598146,0.0037935
34,-0.4139415,-0.48103553,"('mean', 'honorable')",0.17256251,0.13280636,0.22934805,0.21563037,6.214287,6.2359295,1.5505639,1.5258327,0.0247312
52,-0.39374712,-0.4302869,"('irrational', 'rational')",1.1701736,1.1052496,-0.90229,-0.93756294,-0.07134584,-0.03505053,-0.0493023,-0.0744127,0.0251104
78,-0.38322058,-0.49960995,"('nonresilient', 'resilient')",1.0544374,1.0904748,1.9328505,1.9734482,0.35460818,0.31265518,0.7396688,0.719242,0.0204268
41,-0.35160944,-0.4087009,"('unforgiving', 'forgiving')",0.8171579,0.82386005,0.5883144,0.56279975,0.18914942,0.15489094,0.3107531,0.2832125,0.0275406
37,0.31176662,0.30527753,"('fake', 'genuine')",-0.6383538,-0.5876029,-0.005128864,0.031470828,0.61796176,0.6580723,0.0715614,0.1018044,-0.030243
36,-0.30880034,-0.31673205,"('hostile', 'amicable')",1.4420875,1.3851881,-0.7942527,-0.8861734,0.5234975,0.4627824,0.215633,0.1612663,0.0543667
71,0.30468392,0.13887899,"('diffident', 'self-confident')",2.290574,2.1981006,0.8242796,0.82293916,0.8566646,0.8696254,1.0690506,1.0073861,0.0616645
5,-0.29784703,0.03769887,"('distant', 'outgoing')",1.2103199,1.4083256,-0.8814036,-0.7114419,-0.06617376,0.15082593,-0.0087761,0.2213521,-0.2301282
17,-0.29015353,-0.41914257,"('nasty', 'nice')",-0.31727746,-0.42258766,-0.9659646,-1.165718,-0.4390226,-0.51526624,-0.5031046,-0.6306786,0.127574
12,-0.28011465,-0.37277254,"('unsupportive', 'supportive')",1.3170364,1.3392812,1.2716192,1.3930525,-1.6010277,-1.5548546,0.1768783,0.2011766,-0.0242983
59,-0.20513251,-0.14594468,"('foolish', 'wise')",1.6946605,1.6317424,-0.75145763,-0.822757,0.5878167,0.66751707,0.3314718,0.3326394,-0.0011676
8,-0.1975765,-0.28980818,"('unaffectionate', 'affectionate')",0.99118435,1.0281165,0.03534076,0.019905204,0.85022926,1.1595861,0.4197945,0.4794499,-0.0596554
18,-0.18329284,-0.17358789,"('disagreeable', 'welcoming')",-0.16133837,-0.08014416,-0.36374572,-0.42515498,-0.19107491,-0.22408658,-0.2248629,-0.2257434,0.0008805
16,-0.18080385,-0.2867474,"('unpopular', 'popular')",0.12595989,0.09848396,0.21242684,0.087830044,0.63068384,0.535757,0.1970667,0.1088309,0.0882358
19,-0.17738414,-0.11931632,"('inhospitable', 'hospitable')",0.076767236,0.11839905,-0.93745214,-0.97192585,0.1795415,0.2178063,-0.2146319,-0.1887592,-0.0258727
79,0.17155111,0.27730536,"('wavering', 'unwavering')",0.50718796,0.5970762,-0.80174565,-0.8224306,0.032954387,0.116386,-0.022513,0.0420842,-0.0645972
74,0.1586631,0.00091278553,"('undedicated', 'dedicated')",0.74782425,0.73558825,0.9815148,1.0131719,0.51889056,0.37774277,0.6017232,0.5318539,0.0698693
2,0.13705412,0.12532048,"('unlikable', 'likable')",2.490562,2.466883,1.7489287,1.6200578,0.73948723,0.7572742,1.279008,1.2423838,0.0366242
80,0.061113328,-0.0119190365,"('dominated', 'dominating')",-0.79174984,-0.83245164,1.867434,1.7506739,-1.2199204,-1.3258855,-0.0207807,-0.1048956,0.0841149
7,-0.054925706,-0.17924066,"('insensitive', 'sensitive')",-0.004402794,-0.05187334,0.20978375,0.21450645,1.1447814,1.0211229,0.3238091,0.2511289,0.0726802
13,-0.044086017,-0.1384364,"('impolite', 'polite')",-0.2805761,-0.31468245,0.16415766,0.1403903,-0.21738154,-0.24592738,-0.0944715,-0.139664,0.0451925
4,-0.043526325,0.09742336,"('disliked', 'liked')",0.5405207,0.5051037,0.008487742,-0.08860769,-6.264278,-6.4984384,-1.4396989,-1.4961298,0.0564309
42,-0.034218512,0.0114306025,"('unreliable', 'reliable')",0.87122285,0.91141784,1.538541,1.5427628,-2.7863698,-2.7861066,-0.1027061,-0.0801238,-0.0225823
85,-0.022884931,-0.09830636,"('insignificant', 'prestigious')",2.411252,2.3840415,0.56063676,0.37834734,0.75922525,0.74429625,0.9270573,0.8520947,0.0749626
25,0.0108226705,-0.14055066,"('egoistic', 'altruistic')",0.56427646,0.58880496,0.26612043,0.19843659,1.6545753,1.6627578,0.6239487,0.5773622,0.0465865
