,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.7859473,-1.9394653,"('hostile', 'amicable')",-1.4297208,-1.9225909,-0.1133549,-0.39431205,-1.1096744,-1.4187894,0.309115
16,-1.6287197,-1.727198,"('unpopular', 'popular')",-0.6559737,-0.7589842,0.48766235,0.23615094,-0.5990103,-0.7500104,0.1510001
39,1.6198732,1.5548285,"('exploitative', 'cooperative')",1.5177768,1.6257578,0.30520508,0.31865025,1.1476184,1.1664122,-0.0187938
24,1.3056117,1.1721413,"('dishonest', 'honest')",0.16025706,-0.0075859725,0.4016028,0.37579405,0.6224906,0.5134498,0.1090408
29,-1.238018,-1.2832462,"('unfair', 'fair')",-0.5056602,-0.5492353,-0.07740444,-0.26626998,-0.6070275,-0.6995838,0.0925563
31,-1.2067822,-1.1337615,"('evil', 'good')",-1.2612344,-1.5826675,-0.70729077,-0.95586646,-1.0584358,-1.2240985,0.1656627
73,1.0683266,1.1785241,"('helpless', 'self-reliant')",-0.64137733,-0.6815356,-3.1862018,-3.257035,-0.9197508,-0.9200155,0.0002647
1,-1.0310816,-1.185263,"('unfriendly', 'friendly')",-0.42025763,-0.93437254,1.5687052,1.2799304,0.039122,-0.2799017,0.3190237
48,0.98800516,0.9066434,"('unintelligent', 'intelligent')",0.48828912,0.40233982,0.626734,0.598498,0.7010094,0.6358271,0.0651823
81,0.958194,1.0784905,"('submissive', 'aggressive')",0.8940892,1.1272966,-0.8811468,-0.5352671,0.3237122,0.55684,-0.2331278
53,-0.9396403,-1.1463559,"('uncreative', 'creative')",-0.34799027,-0.6124223,0.5009056,0.46803972,-0.2622417,-0.4302461,0.1680044
51,0.93868935,0.95473397,"('uneducated', 'educated')",0.22215885,0.30850932,-0.108297735,0.016805839,0.3508501,0.4266831,-0.075833
12,0.92515415,0.8664112,"('unsupportive', 'supportive')",0.63206875,0.6798676,-2.026893,-2.0183,-0.1565567,-0.1573404,0.0007837
76,0.91362554,0.83979267,"('anxious', 'daring')",0.6985161,0.922446,-0.3216373,-0.14249639,0.4301681,0.5399141,-0.109746
21,0.89900035,0.76738006,"('immoral', 'moral')",0.63080907,0.6795198,-0.6505823,-0.47791183,0.2930757,0.322996,-0.0299203
4,-0.8807921,-0.8129326,"('disliked', 'liked')",-0.7711854,-0.9943363,-7.4437747,-7.7437844,-3.0319176,-3.1836843,0.1517667
72,0.8364253,0.90472966,"('unambitious', 'ambitious')",2.0232584,2.1698997,0.012408201,0.29313686,0.957364,1.1225887,-0.1652247
43,0.77818,0.6464791,"('irresponsible', 'responsible')",0.66139096,0.6921892,0.30261594,0.37705046,0.5807289,0.5719062,0.0088227
60,0.75764775,0.92728287,"('inefficient', 'efficient')",1.8249846,2.1723394,-0.0022355244,0.3893111,0.8601323,1.1629778,-0.3028455
66,0.7484378,0.34833473,"('inactive', 'active')",-0.43868738,-0.582047,0.6245136,0.28845018,0.3114214,0.018246,0.2931754
80,0.743384,0.59987116,"('dominated', 'dominating')",0.5857305,0.62113965,-0.98746085,-0.98169625,0.1138845,0.0797715,0.034113
70,0.6936713,0.6684577,"('lethargic', 'energetic')",0.24318449,0.3986218,0.15912682,0.2732403,0.3653275,0.4467733,-0.0814458
64,0.6870543,0.6491644,"('shy', 'confident')",0.83234733,0.8254154,-6.0498247,-6.1483507,-1.5101411,-1.5579236,0.0477825
84,0.6852472,0.6495904,"('inferior', 'superior')",-0.058488015,-0.020487912,0.62182355,0.50062674,0.4161942,0.3765764,0.0396178
56,0.6795361,0.8779929,"('impractical', 'practical')",1.9226339,2.127315,-0.49712402,-0.25447947,0.701682,0.9169428,-0.2152608
78,-0.6717686,-0.6737657,"('nonresilient', 'resilient')",0.46001035,0.4132312,0.18147908,0.17199025,-0.0100931,-0.0295148,0.0194217
67,0.67146116,0.83599514,"('doubtful', 'determined')",0.3614152,0.51512414,-0.44272888,-0.39987284,0.1967158,0.3170821,-0.1203663
77,-0.65421605,-0.6734633,"('unmotivated', 'motivated')",0.23840158,0.26790768,-1.1069745,-0.95720345,-0.5075963,-0.454253,-0.0533433
