,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
28,0.64775795,0.54942197,"('disloyal', 'loyal')",-0.3898329,-0.62241447,1.1314402,1.112928,0.4631217,0.3466452,0.1164765
10,0.63995284,0.45997074,"('unsympathetic', 'sympathetic')",0.4057891,0.4484805,-0.5173283,-0.29903528,0.1761379,0.2031386,-0.0270007
27,0.6318303,0.3659379,"('hardhearted', 'softhearted')",-0.2624899,-0.33053476,1.2314906,1.0464678,0.5336103,0.3606236,0.1729867
5,-0.6255153,-0.56511486,"('distant', 'outgoing')",-1.037737,-1.3360679,-0.20826235,-0.40151638,-0.6238382,-0.7675664,0.1437282
3,-0.6208783,-0.68032366,"('repellent', 'pleasant')",-0.35621437,-0.25468576,0.8154425,0.7804016,-0.0538834,-0.0515359,-0.0023475
35,-0.6088504,-0.52720445,"('corrupt', 'incorrupt')",-1.1246662,-1.3442968,-0.54406255,-0.7386128,-0.7591931,-0.870038,0.1108449
85,-0.5919091,-0.95822513,"('insignificant', 'prestigious')",-0.6091475,-1.113245,-0.24923459,-0.79000276,-0.4834304,-0.9538244,0.470394
8,-0.5864677,-0.73578376,"('unaffectionate', 'affectionate')",-0.547677,-0.80889493,0.8790825,0.64464724,-0.0850207,-0.3000105,0.2149898
18,0.5507587,0.40164688,"('disagreeable', 'welcoming')",-0.6675014,-0.86499625,-0.404911,-0.59867394,-0.1738846,-0.3540078,0.1801232
11,0.5465799,0.5349755,"('unhelpful', 'helpful')",-0.12966153,0.02968459,1.7371986,1.8044536,0.718039,0.7897046,-0.0716656
63,0.5381519,0.47024694,"('unperceptive', 'insightful')",0.8703019,1.0351661,0.3172626,0.3267137,0.5752388,0.6107089,-0.0354701
34,-0.5283396,-0.5682099,"('mean', 'honorable')",0.5398559,0.6367586,5.220993,5.2866397,1.7441697,1.7850628,-0.0408931
6,-0.51800627,-0.5293369,"('distant', 'open')",-1.3964186,-1.8090998,-0.041328683,-0.2501768,-0.6519179,-0.8628712,0.2109533
40,0.5160439,0.19591257,"('stingy', 'generous')",0.15740876,-0.25160453,-2.123419,-2.5518723,-0.4833221,-0.8691881,0.385866
59,-0.4946058,-0.52371246,"('foolish', 'wise')",-0.58875304,-0.77701694,0.45882624,0.23560727,-0.2081775,-0.3550407,0.1468632
47,-0.49226016,-0.65701264,"('stupid', 'smart')",0.63990307,0.54037786,5.5528626,5.5617957,1.9001686,1.8150536,0.085115
14,0.489591,0.4088181,"('antisocial', 'social')",1.7765943,1.9738647,-0.25853348,-0.36211607,0.6692173,0.6735222,-0.0043049
68,0.48685127,0.51772493,"('dependent', 'independent')",-0.2502087,-0.085055634,-1.0865486,-1.0967195,-0.283302,-0.2213501,-0.0619519
55,0.48187888,0.3974711,"('incompetent', 'clever')",1.1190645,1.2470502,0.20547074,0.2105355,0.602138,0.6183523,-0.0162143
50,-0.4645741,-0.35762224,"('clumsy', 'skillful')",-0.9773402,-0.8618614,0.22074728,0.17004123,-0.4070557,-0.3498141,-0.0572416
49,-0.46394774,-0.3305008,"('unable', 'able')",-0.60165966,-0.43757728,-0.19002943,-0.04438454,-0.4185456,-0.2708209,-0.1477247
87,0.45813277,0.34109652,"('unsuccessful', 'successful')",0.72725767,0.80499166,0.8735425,0.62519836,0.686311,0.5904288,0.0958822
58,0.4535868,0.23015036,"('undiscriminating', 'discriminating')",1.0795722,0.9862238,0.1188439,-0.07947533,0.5506676,0.3789663,0.1717013
25,-0.43000287,-0.42490262,"('egoistic', 'altruistic')",-0.36952034,-0.59304637,1.3281181,1.2857274,0.1761983,0.0892595,0.0869388
75,-0.41966203,-0.3270399,"('meek', 'impulsive')",-1.5901097,-1.5518703,-0.6894871,-0.69053745,-0.8997529,-0.8564826,-0.0432703
52,-0.41027093,-0.5756651,"('irrational', 'rational')",-1.1179674,-1.4465389,0.41804063,0.036136724,-0.3700659,-0.6620224,0.2919565
45,-0.40733507,-0.49156687,"('incompetent', 'competent')",0.1587425,0.28897077,0.013814437,-0.12779737,-0.0782594,-0.1101312,0.0318718
62,0.40100643,0.48982298,"('incompetent', 'brilliant')",1.0782976,1.3599802,0.47043604,0.59475356,0.6499134,0.8148522,-0.1649388
42,0.3962144,0.3571148,"('unreliable', 'reliable')",0.10574673,0.12221577,-2.8700876,-2.776445,-0.7893755,-0.7657048,-0.0236707
82,-0.38999236,-0.23671378,"('poor', 'rich')",-0.316323,-0.16251442,6.483147,6.640627,1.9256105,2.0804663,-0.1548558
57,-0.3899288,-0.5623761,"('unimaginative', 'imaginative')",0.2240637,0.121756375,-3.2221072,-3.1713376,-1.1293241,-1.2039858,0.0746617
41,-0.3896497,-0.5793037,"('unforgiving', 'forgiving')",-0.019966368,-0.1958188,-0.12958318,-0.35707098,-0.1797331,-0.3773978,0.1976647
61,0.37901637,0.22673033,"('illogical', 'logical')",0.36733425,0.31754482,0.59219164,0.33244497,0.4461807,0.29224,0.1539407
20,0.37447757,0.31638026,"('rough', 'thoughtful')",0.512563,0.5334781,0.84103817,0.73714,0.5760262,0.5289994,0.0470268
71,0.34229818,0.4004327,"('diffident', 'self-confident')",1.1131095,1.0025663,0.6365037,0.54464173,0.6973038,0.6492136,0.0480902
65,0.34071958,0.21845162,"('insecure', 'secure')",0.8840009,1.1188166,-0.05750981,0.15378144,0.3890702,0.4970165,-0.1079463
26,0.33300373,0.21393213,"('hardhearted', 'benevolent')",0.59184366,0.33942378,1.3772048,1.1432933,0.7673507,0.5655497,0.201801
86,0.3245673,0.16291289,"('uninfluential', 'influential')",0.8399839,0.69986176,-0.44794437,-0.3627531,0.2388689,0.1666739,0.072195
30,0.31627628,0.31516346,"('intolerant', 'tolerant')",0.9621854,1.0540506,0.40047318,0.44562528,0.5596449,0.6049465,-0.0453016
7,0.30810636,0.16432522,"('insensitive', 'sensitive')",0.6641457,0.8219172,0.24749231,0.26798424,0.4065815,0.4180756,-0.0114941
13,0.29278016,0.2852841,"('impolite', 'polite')",0.29943222,0.3395568,-0.6966623,-0.5921917,-0.0348166,0.0108831,-0.0456997
2,0.29176158,0.07129903,"('unlikable', 'likable')",0.58058524,0.524062,0.835165,0.59641135,0.5691706,0.3972574,0.1719132
74,0.26743007,0.22089413,"('undedicated', 'dedicated')",0.4348521,0.40453044,-0.6831218,-0.694567,0.0063868,-0.0230475,0.0294343
0,-0.25989166,-0.349288,"('unsociable', 'sociable')",0.384274,0.34229618,-0.26840296,-0.22722483,-0.0480069,-0.0780722,0.0300653
69,-0.2583735,-0.2957389,"('lazy', 'industrious')",-0.35764056,-0.44268525,-0.51724803,-0.8770015,-0.3777541,-0.5384752,0.1607211
79,-0.24745275,-0.20142227,"('wavering', 'unwavering')",-1.4843515,-1.6519369,-0.427132,-0.48681748,-0.7196454,-0.7800589,0.0604135
44,-0.23981532,-0.18945533,"('prejudiced', 'unprejudiced')",-1.4830549,-1.3534684,-1.2499498,-1.2646397,-0.99094,-0.9358544,-0.0550856
23,0.23499733,0.15185826,"('insincere', 'sincere')",0.69788253,0.8649391,5.880433,5.98743,2.2711043,2.3347425,-0.0636382
32,-0.23386745,-0.19139391,"('unkind', 'kind')",0.07137814,0.1278692,0.5404122,0.657334,0.1259743,0.1979364,-0.0719621
19,-0.21960561,-0.10167872,"('inhospitable', 'hospitable')",-2.1624436,-2.089648,-0.7020185,-0.66911405,-1.0280226,-0.9534802,-0.0745424
54,-0.21252058,-0.10583083,"('incapable', 'capable')",-0.28677782,-0.22684033,0.94462526,1.0371323,0.1484423,0.2348204,-0.0863781
9,0.1757753,0.06310091,"('unaffectionate', 'caring')",-0.0647123,-0.15365781,1.5256666,1.4358538,0.5455765,0.4484323,0.0971442
33,0.17481476,0.066475935,"('wrong', 'right')",0.32785028,0.1559879,-0.3175527,-0.49483585,0.0617041,-0.0907907,0.1524948
88,0.15265661,0.17873321,"('low', 'eminent')",-1.1005529,-1.2677069,-0.5244358,-0.4883215,-0.4907774,-0.5257651,0.0349877
17,-0.15081272,-0.09078774,"('nasty', 'nice')",-0.8799968,-0.7835129,-0.51588094,-0.4773832,-0.5155635,-0.4505613,-0.0650022
46,0.14277324,0.041973136,"('uncompetitive', 'competitive')",0.69590485,0.82087314,-1.3176267,-1.2134718,-0.1596495,-0.1168752,-0.0427743
38,0.1140731,0.26086414,"('untruthful', 'truthful')",-0.23042941,-0.31453162,-0.32016522,-0.29155004,-0.1455072,-0.1150725,-0.0304347
83,0.10023661,0.0690511,"('powerless', 'powerful')",1.5504476,1.5281913,-0.9012789,-0.8128845,0.2498018,0.2614527,-0.0116509
37,-0.0988165,-0.19375487,"('fake', 'genuine')",-0.8476768,-0.87239087,0.10582226,0.0975217,-0.2802237,-0.3228747,0.042651
15,0.03196707,-0.052014332,"('boring', 'funny')",0.400985,0.15272748,-0.21185574,-0.33146504,0.0736988,-0.0769173,0.1506161
22,-0.031580232,-0.16187678,"('untrustworthy', 'trustworthy')",0.3964315,0.37784183,-0.88361335,-0.9957266,-0.1729207,-0.2599205,0.0869998
