,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
60,-1.1231376,-0.9951911,"('inefficient', 'efficient')",0.27663356,0.52534086,-0.33155197,-0.16405793,-0.3926853,-0.2113027,-0.1813826
48,-1.0350081,-1.0928342,"('unintelligent', 'intelligent')",1.3234004,1.3126984,0.57446176,0.44816047,0.287618,0.2226749,0.0649431
88,-1.0090139,-1.094193,"('low', 'eminent')",-0.11071356,-0.19425352,0.26732197,0.27538493,-0.2841352,-0.3376872,0.053552
9,-0.9649431,-0.99553204,"('unaffectionate', 'caring')",0.8469037,0.73666507,1.0245383,1.1962063,0.3021663,0.3124465,-0.0102802
33,0.9198595,0.9880541,"('wrong', 'right')",1.2617934,1.1740131,-0.48438403,-0.489896,0.5657563,0.5573904,0.0083659
63,-0.9012139,-0.7275384,"('unperceptive', 'insightful')",0.22571379,0.32375723,0.7427805,0.6492607,0.0224268,0.0818265,-0.0593997
58,-0.8690221,-0.9603909,"('undiscriminating', 'discriminating')",0.84298337,0.7159916,0.119665265,-0.036421247,0.0312089,-0.0936068,0.1248157
72,-0.8356993,-0.83886707,"('unambitious', 'ambitious')",-0.09576919,-0.046158545,-1.2001466,-1.1159472,-0.7105384,-0.6669909,-0.0435475
67,0.8252735,0.94211286,"('doubtful', 'determined')",0.3175251,0.52783,-0.6564103,-0.45399955,0.1621295,0.3386478,-0.1765183
8,-0.82038873,-0.9057924,"('unaffectionate', 'affectionate')",0.35212418,0.27552372,0.4813243,0.77028966,0.0043532,0.0466737,-0.0423205
28,-0.8125195,-0.9869613,"('disloyal', 'loyal')",0.33323103,0.20325562,1.0123011,1.029156,0.1776709,0.0818168,0.0958541
11,-0.81147605,-0.71812886,"('unhelpful', 'helpful')",0.6129353,0.5897227,1.5928931,1.6102704,0.4647841,0.4939547,-0.0291706
55,-0.8020431,-0.9007748,"('incompetent', 'clever')",-0.12142243,-0.10700105,-0.21440685,-0.300385,-0.3792908,-0.4360536,0.0567628
81,-0.80149925,-0.82880265,"('submissive', 'aggressive')",-0.3548517,-0.29040015,-0.95937794,-1.144593,-0.705243,-0.7545986,0.0493556
43,-0.7830002,-0.706676,"('irresponsible', 'responsible')",0.4882792,0.42512822,0.23569676,0.31372398,-0.0196747,0.0107254,-0.0304001
65,-0.7756152,-0.698046,"('insecure', 'secure')",-0.016906688,0.0682738,-0.55060256,-0.608046,-0.4477081,-0.4126061,-0.035102
39,0.7622594,0.6637218,"('exploitative', 'cooperative')",1.0968935,1.0864241,-0.06630756,-0.019741425,0.5976152,0.5768015,0.0208137
70,-0.718574,-0.68580276,"('lethargic', 'energetic')",-0.37504977,-0.27753764,0.33918634,0.4083214,-0.2514791,-0.1850063,-0.0664728
61,-0.7125642,-0.7378582,"('illogical', 'logical')",0.5732459,0.55692023,0.013340087,-0.01712214,-0.0419927,-0.06602,0.0240273
73,0.6974953,0.85327846,"('helpless', 'self-reliant')",0.06995009,0.21563064,-3.1659775,-3.170757,-0.7995107,-0.700616,-0.0988947
4,0.6921202,0.5532143,"('disliked', 'liked')",-0.23775633,-0.16680433,-5.7314343,-5.8939834,-1.7590235,-1.8358577,0.0768342
12,-0.67792654,-0.59112334,"('unsupportive', 'supportive')",0.32449654,0.4320935,-1.5941371,-1.6173187,-0.649189,-0.5921162,-0.0570728
74,-0.6238077,-0.625089,"('undedicated', 'dedicated')",0.4709102,0.6108787,0.3204119,0.24162328,0.0558381,0.0758043,-0.0199662
3,-0.6236265,-0.741032,"('repellent', 'pleasant')",-0.5238381,-0.56704026,0.207292,0.08882736,-0.3133908,-0.406415,0.0930242
51,-0.6182346,-0.54879344,"('uneducated', 'educated')",-0.09573698,-0.082680106,0.6539158,0.47337896,-0.0200186,-0.0526982,0.0326796
21,-0.6052768,-0.573358,"('immoral', 'moral')",0.614934,0.6775689,-0.926119,-0.9824396,-0.3054873,-0.2927429,-0.0127444
17,0.58120865,0.3620208,"('nasty', 'nice')",0.18161541,0.009728832,-0.5371379,-0.52160776,0.0752287,-0.0499527,0.1251814
27,-0.5724014,-0.585661,"('hardhearted', 'softhearted')",-0.022292446,-0.12899368,1.4215906,1.3670108,0.2756322,0.217452,0.0581802
18,-0.56722623,-0.4407909,"('disagreeable', 'welcoming')",-0.46719489,-0.417008,-0.46557575,-0.3063794,-0.499999,-0.3880595,-0.1119395
82,-0.5668504,-0.34769267,"('poor', 'rich')",0.23657244,0.36973664,5.859285,6.3032246,1.8430023,2.1084229,-0.2654206
68,-0.55189395,-0.55832285,"('dependent', 'independent')",-0.69235986,-0.6532841,-0.6991286,-0.84171987,-0.6477942,-0.6844423,0.0366481
87,0.54587984,0.47036916,"('unsuccessful', 'successful')",0.65816295,0.5978515,0.711061,0.55533314,0.6383679,0.5411846,0.0971833
62,-0.5284192,-0.4582311,"('incompetent', 'brilliant')",0.45810533,0.6293085,-0.3874359,-0.13749413,-0.1525833,0.0111944,-0.1637777
32,-0.50671357,-0.52404815,"('unkind', 'kind')",-0.18862131,-0.14685209,0.87703264,0.98648447,0.0605659,0.1051947,-0.0446288
37,0.5034673,0.40298536,"('fake', 'genuine')",-0.09445894,-0.18643013,0.13994542,0.18638846,0.1829846,0.1343146,0.04867
2,0.4946527,0.53442305,"('unlikable', 'likable')",0.079114676,0.177193,0.68361384,0.8251913,0.4191271,0.5122691,-0.093142
75,0.49379876,0.5006795,"('meek', 'impulsive')",-0.33637062,-0.3089067,-0.4848807,-0.2926096,-0.1091508,-0.0336123,-0.0755385
49,-0.44439486,-0.40378854,"('unable', 'able')",0.034518696,0.037904665,-0.30912545,-0.026322205,-0.2396672,-0.1307354,-0.1089318
66,0.4330516,0.16650236,"('inactive', 'active')",-0.48687887,-0.7986281,0.978576,0.7640748,0.3082496,0.043983,0.2642666
45,-0.43099704,-0.4980954,"('incompetent', 'competent')",-0.10383325,0.037339598,-0.47100016,-0.38981205,-0.3352768,-0.2835226,-0.0517542
20,-0.41351452,-0.4828598,"('rough', 'thoughtful')",0.49083686,0.43362036,1.0890092,0.9580117,0.3887772,0.3029241,0.0858531
79,0.4110582,0.35563144,"('wavering', 'unwavering')",-1.3031486,-1.2045873,0.07542724,0.16068457,-0.2722211,-0.2294238,-0.0427973
54,-0.4087033,-0.36332917,"('incapable', 'capable')",0.32769492,0.2498191,0.92574424,1.1049049,0.2815786,0.3304649,-0.0488863
26,-0.4078954,-0.5261034,"('hardhearted', 'benevolent')",1.6298969,1.3888011,1.7400721,1.6790503,0.9873579,0.8472493,0.1401086
7,-0.39563242,-0.45919904,"('insensitive', 'sensitive')",0.96686506,0.96442217,0.66954696,0.75621825,0.4135932,0.4204805,-0.0068873
41,0.39408717,0.37023464,"('unforgiving', 'forgiving')",-0.22659832,-0.19376683,0.023653828,-0.08463269,0.0637142,0.0306117,0.0331025
50,0.39121503,0.53213435,"('clumsy', 'skillful')",-0.1557292,-0.25529787,0.14685243,0.25642642,0.1274461,0.1777543,-0.0503082
6,-0.38827443,-0.30470306,"('distant', 'open')",-0.77356905,-0.71411395,0.14045799,0.47115332,-0.3404619,-0.1825545,-0.1579074
23,-0.3573575,-0.2569666,"('insincere', 'sincere')",0.5759527,0.61778736,5.315804,5.6046395,1.8447997,1.9884868,-0.1436871
36,0.3270622,0.07246933,"('hostile', 'amicable')",-0.41907513,-0.5413111,0.4128884,0.37964886,0.1069585,-0.029731,0.1366895
15,0.30979,0.22550224,"('boring', 'funny')",0.3013362,0.30912837,0.38228893,0.3672568,0.3311384,0.3006291,0.0305093
13,-0.30792654,-0.09858819,"('impolite', 'polite')",0.40436703,0.4795394,-0.26923135,-0.27762395,-0.057597,0.0344424,-0.0920394
14,-0.30723774,-0.432594,"('antisocial', 'social')",0.20404677,0.31765178,-0.89737296,-0.9135852,-0.3335213,-0.3428425,0.0093212
59,0.29026288,0.52002114,"('foolish', 'wise')",0.4242341,0.46219832,0.36908928,0.534057,0.3611954,0.5054255,-0.1442301
30,-0.2876297,-0.18406865,"('intolerant', 'tolerant')",0.93655473,1.0684842,1.0332608,1.1027153,0.5607286,0.6623769,-0.1016483
38,-0.28483513,-0.20376852,"('untruthful', 'truthful')",-0.57914114,-0.44279498,-0.2904488,-0.075467736,-0.3848083,-0.2406771,-0.1441312
19,-0.27426356,-0.17723757,"('inhospitable', 'hospitable')",-0.56354195,-0.47987056,0.013317484,0.20846248,-0.2748293,-0.1495486,-0.1252807
71,0.2692988,0.32328266,"('diffident', 'self-confident')",1.5309143,1.4963535,0.665541,0.720043,0.821918,0.8465597,-0.0246417
56,-0.26370248,-0.057157703,"('impractical', 'practical')",0.33067197,0.6490459,-0.39568678,-0.34909183,-0.1095724,0.0809321,-0.1905045
64,0.23142882,0.104960635,"('shy', 'confident')",-0.8008627,-0.81934,-6.1858196,-6.622777,-2.2517513,-2.4457188,0.1939675
52,-0.22223029,-0.24127331,"('irrational', 'rational')",0.5975962,0.5401979,0.1408891,0.14791775,0.172085,0.1489474,0.0231376
47,0.1946341,0.37300783,"('stupid', 'smart')",0.8846707,1.064305,5.1651807,5.5692887,2.0814951,2.3355338,-0.2540387
5,0.19386761,0.18168542,"('distant', 'outgoing')",-0.39551938,-0.3273022,-0.39101762,-0.08384665,-0.1975565,-0.0764878,-0.1210687
24,0.18413597,0.17180151,"('dishonest', 'honest')",0.07432708,0.20336892,0.50642675,0.63427025,0.2549633,0.3364802,-0.0815169
31,-0.1641343,-0.103876024,"('evil', 'good')",-0.21192534,-0.13852483,-0.8970668,-0.6904351,-0.4243755,-0.3109453,-0.1134302
84,-0.1607675,-0.17417823,"('inferior', 'superior')",1.2258719,1.1875802,0.9880906,0.9690155,0.6843983,0.6608058,0.0235925
42,-0.13902542,-0.034398653,"('unreliable', 'reliable')",-1.5309273,-1.43893,-3.207631,-3.2734287,-1.6258613,-1.5822525,-0.0436088
34,0.12867124,0.1828461,"('mean', 'honorable')",0.8617044,0.92676944,5.865807,6.061513,2.2853942,2.3903761,-0.1049819
85,-0.12142281,-0.23706551,"('insignificant', 'prestigious')",0.2593952,0.0005759988,0.8789703,0.9364189,0.3389809,0.2333098,0.1056711
16,-0.112282984,0.0041855164,"('unpopular', 'popular')",0.059233416,-0.12044419,0.7323761,0.8115319,0.2264422,0.2317577,-0.0053155
22,0.100191504,0.13704178,"('untrustworthy', 'trustworthy')",-0.37892738,-0.3522361,-1.066831,-1.0646659,-0.4485223,-0.4266201,-0.0219022
29,0.09270003,0.11997767,"('unfair', 'fair')",-0.28513548,-0.19102414,-0.5105113,-0.3852119,-0.2343156,-0.1520861,-0.0822295
40,-0.088410616,-0.13785528,"('stingy', 'generous')",-0.4910306,-0.29323182,-1.3668821,-1.4435183,-0.6487744,-0.6248685,-0.0239059
80,0.065483674,-0.036709346,"('dominated', 'dominating')",-0.6230372,-0.6249691,-1.473404,-1.5398757,-0.6769859,-0.7338514,0.0568655
25,-0.011255431,-0.09351184,"('egoistic', 'altruistic')",0.6345808,0.615801,1.468396,1.611937,0.6972404,0.7114088,-0.0141684
76,0.005772589,-0.028857106,"('anxious', 'daring')",-0.3784812,-0.3021927,-0.11414787,-0.023082223,-0.1622855,-0.118044,-0.0442415
