,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
6,-1.9505937,-1.7963564,"('distant', 'open')",-0.40634486,-0.41319126,0.059183728,-0.11113414,-0.7659183,-0.7735606,0.0076423
1,-1.7457342,-1.4929808,"('unfriendly', 'friendly')",0.739488,0.7498453,1.1703378,1.1095641,0.0546972,0.1221429,-0.0674457
31,-1.7393396,-1.2449661,"('evil', 'good')",-1.5613822,-1.4858539,-0.6960852,-0.7058018,-1.332269,-1.1455406,-0.1867284
36,-1.712929,-1.4887282,"('hostile', 'amicable')",-1.6408266,-1.7323673,0.25148234,-0.14991486,-1.0340911,-1.1236701,0.089579
39,1.5103943,1.1578585,"('exploitative', 'cooperative')",1.4833341,1.3588941,0.7022623,0.568158,1.2319969,1.0283035,0.2036934
73,1.3968099,1.3889576,"('helpless', 'self-reliant')",1.0521381,0.96082824,-3.1941297,-3.184025,-0.2483939,-0.2780797,0.0296858
8,-1.3103224,-1.189084,"('unaffectionate', 'affectionate')",-0.2236165,-0.2280897,0.46411404,0.4355649,-0.3566083,-0.327203,-0.0294053
5,-1.3084142,-1.1673921,"('distant', 'outgoing')",-0.024962958,-0.039400075,-0.3409012,-0.445703,-0.5580928,-0.5508318,-0.007261
52,-1.2758198,-1.3755882,"('irrational', 'rational')",-1.0625887,-1.1963668,-0.1568069,-0.5252567,-0.8317385,-1.0324039,0.2006654
42,1.237753,1.2573097,"('unreliable', 'reliable')",0.34406376,0.4227182,-2.86054,-2.5835083,-0.426241,-0.3011601,-0.1250809
25,-1.2329123,-1.2783536,"('egoistic', 'altruistic')",-0.23770645,-0.4403919,1.0240502,0.76732016,-0.1488562,-0.3171418,0.1682856
48,-1.2132531,-1.3163394,"('unintelligent', 'intelligent')",-0.91124743,-0.85683185,-0.8628514,-0.86529166,-0.995784,-1.012821,0.017037
76,1.136139,1.1814331,"('anxious', 'daring')",1.0126076,1.2014887,-0.04797413,0.21211523,0.7002575,0.8650123,-0.1647548
