,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
64,1.1232823,0.9173454,"('shy', 'confident')",-0.036906943,-0.10006857,-5.7507095,-5.6243067,-1.5547781,-1.6023432,0.0475651
56,1.0806133,1.2667278,"('impractical', 'practical')",1.8659155,2.0950418,-0.45997012,-0.10636696,0.828853,1.0851343,-0.2562813
53,-1.0444604,-0.8164963,"('uncreative', 'creative')",0.9675285,1.0696384,0.26905367,0.38493964,0.0640406,0.2126939,-0.1486533
86,-1.0143952,-0.9700826,"('uninfluential', 'influential')",0.27900958,0.34550682,-0.62890136,-0.595361,-0.4547623,-0.4066456,-0.0481167
67,1.0041279,0.66354936,"('doubtful', 'determined')",0.057667926,-0.0613031,-0.20392364,-0.33472764,0.2859574,0.0891729,0.1967845
70,0.99091536,1.3409268,"('lethargic', 'energetic')",0.42713988,0.7823012,0.43475923,0.8447015,0.6176049,0.9893099,-0.371705
19,-0.97693175,-0.76742464,"('inhospitable', 'hospitable')",-0.5477418,-0.5158668,-0.523408,-0.5291804,-0.6826938,-0.6041573,-0.0785365
46,0.9609367,1.0971845,"('uncompetitive', 'competitive')",1.4350629,1.6802831,-1.2486856,-0.9184681,0.382438,0.6196665,-0.2372285
37,0.9499219,0.9613172,"('fake', 'genuine')",0.16793017,0.12492907,0.03562928,0.16022952,0.3844938,0.4154919,-0.0309981
60,0.904713,0.8283022,"('inefficient', 'efficient')",1.2821968,1.5308912,-0.37834063,-0.081691265,0.6028564,0.7591674,-0.156311
22,0.8957614,1.2820628,"('untrustworthy', 'trustworthy')",0.39288458,0.62631786,-0.52635723,-0.30999357,0.2540962,0.5327957,-0.2786995
88,-0.8899014,-1.0799335,"('low', 'eminent')",0.26007232,0.3916862,-0.44177756,-0.33111653,-0.3572022,-0.339788,-0.0174142
14,0.87224996,0.94462913,"('antisocial', 'social')",0.69651234,0.82643074,-0.4059144,-0.20305684,0.387616,0.5226677,-0.1350517
78,-0.86209774,-0.62746006,"('nonresilient', 'resilient')",0.42279387,0.500382,-0.82904625,-0.6878626,-0.4227834,-0.2716469,-0.1511365
80,0.8550933,0.728563,"('dominated', 'dominating')",0.73465645,0.7122939,-0.73846734,-0.6554168,0.2837608,0.2618134,0.0219474
30,0.78121454,0.6865356,"('intolerant', 'tolerant')",1.4531106,1.524009,0.37284908,0.47942275,0.8690581,0.8966558,-0.0275977
85,-0.7792617,-0.77046454,"('insignificant', 'prestigious')",-0.043545518,-0.30071563,-0.26668626,-0.51411974,-0.3631645,-0.5284333,0.1652688
16,-0.749356,-0.72638905,"('unpopular', 'popular')",-1.062963,-1.0069991,-0.052080955,-0.06928058,-0.6214667,-0.6008896,-0.0205771
27,-0.71907157,-0.8848466,"('hardhearted', 'softhearted')",-0.014934903,-0.06505329,0.67667645,0.481654,-0.01911,-0.156082,0.136972
9,-0.67891216,-0.5827563,"('unaffectionate', 'caring')",0.48142153,0.52120906,0.9694543,0.9527184,0.2573212,0.2970571,-0.0397359
35,-0.6691363,-0.584247,"('corrupt', 'incorrupt')",-1.8351244,-2.0063913,-0.2710987,-0.4920047,-0.9251197,-1.0275476,0.1024279
26,-0.6552174,-0.5061339,"('hardhearted', 'benevolent')",0.9781276,0.968989,1.2177128,1.1900885,0.513541,0.5509812,-0.0374402
87,0.65249723,0.5582271,"('unsuccessful', 'successful')",1.4383774,1.5346202,0.061858714,0.055825233,0.7175778,0.7162242,0.0013536
82,-0.6517902,-0.32271767,"('poor', 'rich')",0.13849714,0.3783607,5.8546505,6.0759063,1.7804524,2.0438498,-0.2633974
18,-0.6040939,-0.7187799,"('disagreeable', 'welcoming')",-0.60542256,-0.5819057,-0.7879168,-0.9956642,-0.6658111,-0.7654499,0.0996388
49,-0.5821066,-0.36540148,"('unable', 'able')",-0.06617281,0.13117509,-0.48959598,-0.29303768,-0.3792918,-0.1757547,-0.2035371
43,0.5601579,0.4590834,"('irresponsible', 'responsible')",1.6230342,1.738981,0.31366596,0.5545634,0.832286,0.9175426,-0.0852566
21,0.55884874,0.3634302,"('immoral', 'moral')",0.54639596,0.5574491,-1.2035421,-1.1308264,-0.0327658,-0.0699823,0.0372165
74,0.556085,0.7859201,"('undedicated', 'dedicated')",1.1077031,1.3004037,-0.021678708,0.038500775,0.5473698,0.7082748,-0.160905
51,-0.5314514,-0.72812897,"('uneducated', 'educated')",-0.5620274,-0.63319224,-0.17324522,-0.3222631,-0.4222413,-0.5611948,0.1389535
7,0.5269893,0.5832732,"('insensitive', 'sensitive')",0.45682073,0.7391748,-0.29216346,0.03256234,0.2305489,0.4516701,-0.2211212
63,0.5141164,0.49884167,"('unperceptive', 'insightful')",0.9180921,0.99325573,-0.38655,-0.18035693,0.3485529,0.4372468,-0.0886939
54,-0.50911254,-0.43511856,"('incapable', 'capable')",0.7671823,0.82498306,0.84021485,0.8764892,0.3660949,0.4221179,-0.056023
61,-0.46891165,-0.34228218,"('illogical', 'logical')",-0.30476123,-0.1813364,-0.18008125,-0.2879911,-0.317918,-0.2705366,-0.0473814
45,0.46857637,1.0368332,"('incompetent', 'competent')",0.66577506,1.0095973,-0.40985078,-0.04008095,0.2415002,0.6687832,-0.427283
81,0.42965573,0.23610677,"('submissive', 'aggressive')",0.14137499,0.2543283,-1.1039082,-0.8213047,-0.1776258,-0.1102899,-0.0673359
44,0.4181274,0.26717743,"('prejudiced', 'unprejudiced')",0.29186136,0.26098418,-0.5301815,-0.5184259,0.0599357,0.0032453,0.0566904
66,0.39023265,0.45359212,"('inactive', 'active')",-0.1724934,-0.15762675,0.6373971,0.5081347,0.2850455,0.2680334,0.0170121
32,-0.38607475,-0.3482941,"('unkind', 'kind')",0.5355922,0.68067175,0.64661217,0.84094954,0.2653765,0.3911091,-0.1257326
2,0.38186392,0.42901754,"('unlikable', 'likable')",0.57226413,0.6842095,0.51753837,0.45874414,0.4905554,0.5239904,-0.033435
71,0.35942644,0.33235604,"('diffident', 'self-confident')",2.298127,2.2019706,0.578809,0.5775851,1.0787875,1.0373039,0.0414836
12,0.34741217,0.44536915,"('unsupportive', 'supportive')",0.84208053,0.97818935,-2.2570434,-2.1093493,-0.3558502,-0.2285969,-0.1272533
0,-0.3281216,-0.35781202,"('unsociable', 'sociable')",0.85062313,0.93645763,-0.4827705,-0.5031951,0.0132437,0.0251502,-0.0119065
13,0.32605445,0.34485707,"('impolite', 'polite')",0.82094634,1.0533533,-0.3658818,-0.22771096,0.260373,0.3901665,-0.1297935
15,-0.3166382,-0.25184888,"('boring', 'funny')",0.6158102,0.78744805,0.17712644,0.18827093,0.1587662,0.24129,-0.0825238
79,-0.30528873,0.036352918,"('wavering', 'unwavering')",-0.96417356,-0.7973902,-0.29385313,-0.16205904,-0.5211052,-0.3076988,-0.2134064
28,-0.299995,-0.32581758,"('disloyal', 'loyal')",-0.12975414,-0.2521865,0.8992293,0.79328024,0.1564934,0.0717587,0.0847347
40,-0.29649943,-0.12322329,"('stingy', 'generous')",-0.40588602,-0.47154355,-2.6532743,-2.592587,-1.1185532,-1.0624513,-0.0561019
10,0.28840947,0.38942212,"('unsympathetic', 'sympathetic')",0.20165658,0.41131103,-0.574692,-0.16567999,-0.0282087,0.2116844,-0.2398931
62,0.26978517,0.55340326,"('incompetent', 'brilliant')",1.1186694,1.4923466,-0.3481466,0.032037444,0.3467693,0.6925958,-0.3458265
33,0.26822516,0.023890398,"('wrong', 'right')",0.7633563,0.701448,-0.38442343,-0.712346,0.2157194,0.0043308,0.2113886
17,-0.23707953,0.024131116,"('nasty', 'nice')",-0.9578065,-0.86257076,-0.4065559,-0.33262897,-0.533814,-0.3903562,-0.1434578
29,-0.23651876,-0.13373363,"('unfair', 'fair')",-1.172269,-1.141467,-0.78190553,-0.9205703,-0.7302311,-0.7319237,0.0016926
72,-0.22705941,-0.3470687,"('unambitious', 'ambitious')",-0.41067612,-0.26841792,-0.20404327,-0.029200274,-0.2805929,-0.2148956,-0.0656973
34,-0.21597855,-0.13769545,"('mean', 'honorable')",-0.30836725,-0.2207244,5.178122,5.1772466,1.5512587,1.6062756,-0.0550169
75,0.21377331,0.65597653,"('meek', 'impulsive')",-0.919928,-0.66156995,-0.21597493,0.016610015,-0.3073765,0.0036722,-0.3110487
84,-0.20076558,-0.47251195,"('inferior', 'superior')",-0.20837073,-0.26905143,0.428326,0.18201555,0.0063966,-0.1865159,0.1929125
77,-0.200167,-0.3545247,"('unmotivated', 'motivated')",0.07109204,0.09803569,-1.4447877,-1.3004167,-0.5246209,-0.5189686,-0.0056523
24,0.18729538,0.11349413,"('dishonest', 'honest')",-0.035471186,0.09405936,0.66655207,0.6602668,0.2727921,0.2892734,-0.0164813
50,0.175287,0.16114631,"('clumsy', 'skillful')",-0.3482165,-0.36228132,-0.36028782,-0.38309014,-0.1777391,-0.1947417,0.0170026
55,0.16301243,0.28189534,"('incompetent', 'clever')",0.9280826,1.1219254,-0.2632762,-0.114183694,0.2759396,0.429879,-0.1539394
57,0.1528413,0.5398719,"('unimaginative', 'imaginative')",0.0681072,0.38109475,-3.3737607,-2.8364704,-1.0509374,-0.6385012,-0.4124362
65,-0.12364742,-0.22124481,"('insecure', 'secure')",0.1906298,0.20022288,0.10841471,0.29387948,0.0584657,0.0909525,-0.0324868
4,0.12166361,0.42246625,"('disliked', 'liked')",-0.083599776,-0.090437904,-6.8827853,-6.751661,-2.2815738,-2.1398775,-0.1416963
3,-0.10516924,0.14092399,"('repellent', 'pleasant')",-0.8904857,-0.7915093,0.33329102,0.52277666,-0.220788,-0.0426029,-0.1781851
11,0.10402165,0.072784156,"('unhelpful', 'helpful')",0.25072086,0.40526953,1.6770716,1.8435084,0.6772714,0.773854,-0.0965826
20,-0.08651272,-0.05040005,"('rough', 'thoughtful')",0.5079967,0.50746226,0.26798996,0.33020863,0.2298246,0.2624236,-0.032599
38,-0.0860103,0.14452484,"('untruthful', 'truthful')",-0.18308929,-0.01970283,-0.2959846,-0.1615837,-0.1883614,-0.0122539,-0.1761075
69,0.081587195,-0.027156113,"('lazy', 'industrious')",0.07615351,-0.03797399,-0.88978755,-1.064022,-0.2440156,-0.376384,0.1323684
41,-0.08031063,-0.053893484,"('unforgiving', 'forgiving')",-0.34891623,-0.35397565,0.27252403,0.14070275,-0.0522343,-0.0890555,0.0368212
83,-0.05950853,-0.18291348,"('powerless', 'powerful')",0.6642517,0.64800185,-0.9936754,-1.013897,-0.1296441,-0.1829362,0.0532921
59,0.045012265,-0.12784427,"('foolish', 'wise')",0.28029653,0.12327154,0.25926077,0.00075025484,0.1948565,-0.0012742,0.1961307
58,0.03994125,0.22702649,"('undiscriminating', 'discriminating')",0.42724723,0.5326692,-0.06374212,0.020240258,0.1344821,0.2599786,-0.1254965
47,0.029190943,0.17172879,"('stupid', 'smart')",1.4547031,1.484524,5.447553,5.395083,2.3104823,2.3504453,-0.039963
23,0.027043324,0.038396098,"('insincere', 'sincere')",0.6565914,0.7653967,5.523589,5.601467,2.0690746,2.1350867,-0.0660121
68,-0.019063849,-0.18982965,"('dependent', 'independent')",-0.9234668,-1.1042575,-1.7254828,-1.844724,-0.8893379,-1.0462704,0.1569325
