,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.2898623,-0.8910265,"('hostile', 'amicable')",-2.808049,-1.5643971,-1.0604135,-1.0602072,-1.0786054,-1.1270475,0.19859006,0.34215027,-1.2076679,-0.8601056,-0.3475623
13,1.2795717,1.3005929,"('impolite', 'polite')",3.0346618,2.0444007,1.5455596,1.6288351,0.39453605,0.4997289,-0.57571805,-0.597527,1.1357222,0.9752061,0.1605161
70,1.2512366,1.0546033,"('lethargic', 'energetic')",2.8533661,2.0622091,1.106268,1.1097251,1.1416347,1.2211179,1.0536138,0.8450462,1.4812239,1.2585403,0.2226836
55,1.1527461,0.5559585,"('incompetent', 'clever')",3.3444064,1.5634356,1.5190163,1.3868759,0.70274603,0.6821302,-0.2574642,-0.36057127,1.29229,0.7655658,0.5267242
18,-1.0756111,-0.79549533,"('disagreeable', 'welcoming')",-0.4470611,-0.38079387,-1.0130029,-0.83754027,-0.9495096,-0.7607329,-0.75670725,-0.52187204,-0.8483784,-0.6592869,-0.1890915
22,1.072944,0.73842317,"('untrustworthy', 'trustworthy')",0.561589,0.54329133,0.7769282,0.77866983,0.76011705,0.8134642,-0.980539,-1.0343195,0.4382079,0.3679058,0.0703021
73,1.0621599,1.0887945,"('helpless', 'self-reliant')",-0.73184943,0.25773776,1.1272346,0.9644448,0.26354164,0.295119,-3.1703222,-3.0449178,-0.2898471,-0.0877644,-0.2020827
85,-1.0502748,-0.6469913,"('insignificant', 'prestigious')",-2.578748,-1.8163247,-1.4287364,-1.4472322,-0.045479447,-0.078588076,0.7225071,0.8760039,-0.8761463,-0.6226264,-0.2535199
9,-1.0182377,-0.9937861,"('unaffectionate', 'caring')",-0.96395427,-1.2964904,-0.15669346,-0.0982683,0.36974612,0.41491315,1.2947338,1.4295774,-0.0948811,-0.1088109,0.0139298
5,-0.9880427,-0.8901309,"('distant', 'outgoing')",-3.358897,-2.5479712,-1.8389666,-1.8681717,-1.3879217,-1.4096961,-0.324129,-0.26042253,-1.5795915,-1.3952785,-0.184313
49,-0.96113354,-1.1735605,"('unable', 'able')",-0.48725963,-0.99279934,-0.27943218,-0.4315138,-1.0205706,-1.043327,-0.64881986,-0.66175544,-0.6794432,-0.8605912,0.181148
64,0.9379532,0.86740476,"('shy', 'confident')",0.65691286,0.67877996,0.7163196,0.9359542,0.61030585,0.73826224,-6.4865637,-6.224164,-0.7130145,-0.6007525,-0.112262
69,-0.8873879,-0.53425115,"('lazy', 'industrious')",-2.9663486,-1.1458502,-0.1262278,0.22551614,0.71423244,0.7020048,-0.4051365,-0.22489169,-0.7341737,-0.1954944,-0.5386793
62,0.88584644,0.64538056,"('incompetent', 'brilliant')",1.1630155,0.13394998,1.0830027,1.0790135,0.5209249,0.62642705,-0.15871036,-0.08248276,0.6988158,0.4804577,0.2183581
2,0.88412607,1.0966369,"('unlikable', 'likable')",-0.09606643,0.1769433,1.2001743,1.3892317,1.3942041,1.4639226,0.29045343,0.52289593,0.7345783,0.929926,-0.1953477
42,0.84866744,0.67343515,"('unreliable', 'reliable')",1.0774137,0.97917277,0.7904712,0.78190297,1.2406785,1.3150349,-2.6860316,-2.6285856,0.2542398,0.224192,0.0300478
38,-0.8383336,-0.70103496,"('untruthful', 'truthful')",-1.60377,-1.5199493,-0.7206058,-0.8134994,-0.6636648,-0.67755234,-0.24003707,-0.15824501,-0.8132823,-0.7740562,-0.0392261
56,0.83272964,0.45793444,"('impractical', 'practical')",1.6372554,1.1037374,2.027206,1.969613,0.8311219,0.7224873,-0.029438583,-0.1492723,1.0597749,0.8209,0.2388749
61,0.8058459,0.5627043,"('illogical', 'logical')",0.46507677,-0.0022650603,0.64630425,0.44573706,-0.23985362,-0.33252016,0.042289257,-0.0027733427,0.3439325,0.1341766,0.2097559
60,0.7913617,0.37852478,"('inefficient', 'efficient')",3.1317298,1.093671,1.3147548,1.4748323,1.12078,1.1966941,-0.2793621,-0.35120413,1.2158528,0.7585037,0.4573491
54,-0.74310464,-0.67761624,"('incapable', 'capable')",-0.63510853,-0.9132481,0.56854385,0.4532293,-0.17489372,-0.18317467,0.90533376,0.92975396,-0.0158459,-0.0782112,0.0623653
74,0.71317214,0.449928,"('undedicated', 'dedicated')",0.19251567,0.014951102,0.77590585,0.7871603,1.2819698,1.3258375,0.34507412,0.47029507,0.6617275,0.6096344,0.0520931
63,0.710143,0.45470932,"('unperceptive', 'insightful')",0.6108074,-0.3435362,1.3384445,1.3174108,1.5066187,1.4883895,1.0011188,0.8758487,1.0334265,0.7585645,0.274862
52,-0.7043997,-0.40458047,"('irrational', 'rational')",-1.7926283,-1.4148663,-0.5949367,-0.6526546,-0.8624567,-0.8602821,0.05579977,0.18119657,-0.7797244,-0.6302374,-0.149487
68,-0.6906528,-0.7812349,"('dependent', 'independent')",-0.3160038,0.04203831,-1.1174856,-1.1432875,-0.8145442,-0.7507792,-1.1296864,-1.1431111,-0.8136745,-0.7552749,-0.0583996
37,0.6866545,0.5568112,"('fake', 'genuine')",0.7510497,0.5755088,0.7097125,0.43992412,0.52570885,0.48312747,0.55423933,0.4225996,0.645473,0.4955942,0.1498788
3,0.63609916,0.47676164,"('repellent', 'pleasant')",1.3224272,0.9506544,-0.033903636,-0.25677413,0.054718778,0.11913453,0.08311915,0.0058113746,0.4124921,0.2591176,0.1533745
33,-0.5910254,-0.2708484,"('wrong', 'right')",-1.3309276,-0.63221693,-0.10627232,0.19252741,0.18459557,0.23165688,-0.47616592,-0.27623704,-0.4639591,-0.1510236,-0.3129355
57,0.5773191,0.18124285,"('unimaginative', 'imaginative')",0.617141,0.141725,0.56760895,0.33913946,-0.022071287,0.007395733,-2.1360617,-2.1227605,-0.0792128,-0.2906515,0.2114387
30,-0.5750896,-0.60593855,"('intolerant', 'tolerant')",0.9405088,0.45948017,1.5962439,1.5363864,0.5113451,0.4116964,0.8904005,0.8518432,0.6726817,0.5306935,0.1419882
78,0.5717881,0.28641412,"('nonresilient', 'resilient')",-0.189452,-0.97587675,0.46786967,0.38837317,1.3235829,1.2659621,0.6671618,0.5328686,0.5681901,0.2995482,0.2686419
39,0.56522596,0.4271418,"('exploitative', 'cooperative')",0.58474123,0.6099897,1.270884,1.2900964,1.6716512,1.7787658,0.20941792,0.14149956,0.8603841,0.8494987,0.0108854
24,-0.5461053,-0.6089023,"('dishonest', 'honest')",1.6213144,0.6221768,0.4160659,0.37711143,-0.61682004,-0.44976476,0.21862969,0.23684871,0.2186169,0.035494,0.1831229
17,-0.5348776,-0.6283711,"('nasty', 'nice')",-1.492496,-0.80741775,0.68407524,0.44457206,-0.70111173,-0.71114075,-0.68570405,-0.7189413,-0.5460228,-0.4842597,-0.0617631
11,0.5245199,0.30286786,"('unhelpful', 'helpful')",0.37982208,-0.3912449,-0.36030573,-0.46011603,0.0656769,0.19717157,2.0267015,1.922822,0.5272829,0.3143001,0.2129828
79,-0.5206991,-0.3750559,"('wavering', 'unwavering')",-1.5365218,-0.71000487,-0.6799551,-1.0145154,-1.6304644,-1.7446312,-0.018712891,-0.031802583,-0.8772707,-0.775202,-0.1020687
65,0.5205446,0.34966895,"('insecure', 'secure')",2.2246783,1.1473647,0.59036493,0.7063849,0.60031813,0.58856213,-0.47232512,-0.66145194,0.6927162,0.4261058,0.2666104
45,0.50291693,0.2055479,"('incompetent', 'competent')",1.4350556,0.44612378,1.1920507,0.94674516,0.66833824,0.5255462,-0.32984,-0.44807652,0.6937043,0.3351773,0.358527
67,0.5002515,0.5476614,"('doubtful', 'determined')",0.8909564,0.9635671,1.3575878,1.4435227,0.83897763,0.7476045,-0.57982635,-0.7132795,0.6015894,0.5978153,0.0037741
4,-0.49724337,-0.24292004,"('disliked', 'liked')",-2.626885,-1.6577522,-0.5898137,-0.5332387,-0.26676375,-0.2701794,-6.432966,-6.0674176,-2.0827343,-1.7543015,-0.3284328
40,-0.49138293,-0.49427593,"('stingy', 'generous')",-0.6446394,-0.7771846,0.16577804,0.23528355,0.06577491,0.20374556,-1.4706198,-1.4342647,-0.4750178,-0.4533392,-0.0216786
66,-0.4810502,-0.5035497,"('inactive', 'active')",-0.41710746,0.009689122,-0.7033991,-0.71509516,0.9685589,0.87681705,1.2261819,1.1450744,0.1186368,0.1625871,-0.0439503
43,0.44668922,0.15329793,"('irresponsible', 'responsible')",1.4305441,0.5503653,1.5773858,1.5587294,0.994026,1.1389081,0.5218511,0.49734375,0.9940992,0.7797289,0.2143703
27,-0.44488865,-0.6311506,"('hardhearted', 'softhearted')",-0.62060547,-0.5241001,0.48540777,0.50195307,-0.2636771,-0.22438835,1.2737869,1.2010041,0.0860047,0.0646636,0.0213411
83,-0.44341663,-0.63445973,"('powerless', 'powerful')",-0.17178582,-0.7585294,0.84415895,0.8723857,0.0781377,0.017546235,-0.89179385,-0.90216076,-0.1169399,-0.2810436,0.1641037
16,-0.43123883,-0.30412793,"('unpopular', 'popular')",-0.67521214,-0.57462233,-1.814808,-1.8369522,-0.2735207,-0.32187718,0.34160903,0.448925,-0.5706341,-0.517731,-0.0529031
47,0.43088913,0.30068773,"('stupid', 'smart')",0.6439036,0.26322472,1.1708255,1.3144221,1.019342,0.9163859,5.364023,5.1202574,1.7257967,1.5829956,0.1428011
82,-0.39977553,-0.45561826,"('poor', 'rich')",1.5804796,0.7859138,-1.3068259,-1.3071278,-0.8739778,-0.89906806,5.844473,5.6563187,0.9688746,0.7560837,0.2127909
12,0.39484483,0.29804012,"('unsupportive', 'supportive')",-0.062126994,-0.20281112,1.3192787,1.3328892,0.90700483,1.090425,-1.6054587,-1.4404402,0.1907085,0.2156206,-0.0249121
76,0.3783335,0.24023825,"('anxious', 'daring')",2.4592211,1.3481028,1.2183539,1.0232512,0.3317502,0.40484172,-0.0031709224,-0.0857672,0.8768976,0.5861333,0.2907643
86,0.335413,-0.35916305,"('uninfluential', 'influential')",1.0252498,-0.46484196,-0.1446824,-0.2578975,-0.40183842,-0.4205492,-0.40603784,-0.47610277,0.0816208,-0.3957109,0.4773317
72,-0.30909562,-0.33463508,"('unambitious', 'ambitious')",0.77567303,0.12676163,0.9052833,0.8092269,0.42254204,0.4448928,-0.89302117,-0.80740017,0.1802763,0.0477692,0.1325071
44,-0.2830772,-0.050998025,"('prejudiced', 'unprejudiced')",-1.1324728,-0.6357385,-1.0901237,-0.92261624,-0.3809156,-0.2387467,-1.3381914,-1.260441,-0.8449561,-0.6217081,-0.223248
23,-0.2671228,-0.41715854,"('insincere', 'sincere')",1.5641326,0.324551,0.7003729,0.7282472,0.16263515,0.22629449,5.6424365,5.3960824,1.5604908,1.2516033,0.3088875
53,-0.25882363,-0.5412632,"('uncreative', 'creative')",-0.91550285,-1.338671,0.09877303,-0.17624815,0.083101615,0.0889128,1.1526213,1.0651156,0.0320339,-0.1804308,0.2124647
71,-0.21577217,-0.27645814,"('diffident', 'self-confident')",-0.47095108,-0.1697302,1.0476656,1.0123864,0.52105373,0.5666607,0.6698823,0.70599043,0.3103757,0.3677698,-0.0573941
7,0.20297603,-0.111189455,"('insensitive', 'sensitive')",2.406754,1.4378718,2.1764472,2.0218573,0.33940685,0.38936257,1.0816519,0.8161583,1.2414473,0.9108121,0.3306352
29,0.18197119,-0.13607877,"('unfair', 'fair')",-0.52791226,-0.6086986,-0.6043028,-0.77061284,-0.69422305,-0.6928381,-0.65479434,-0.71545017,-0.4598522,-0.5847357,0.1248835
28,-0.18098348,-0.5554671,"('disloyal', 'loyal')",0.1694432,-0.95575726,0.97156125,0.7192983,0.2147782,0.09510897,1.2132906,1.1180961,0.4776179,0.0842558,0.3933621
75,-0.15614477,-0.039458513,"('meek', 'impulsive')",-1.618797,-0.5057369,-1.3553249,-1.4157555,-0.95075524,-1.0181406,-0.3587608,-0.46419525,-0.8879565,-0.6886573,-0.1992992
15,0.15220952,0.20164096,"('boring', 'funny')",-0.41772452,-0.26545447,-0.39437494,-0.4968668,-0.8679594,-0.7965169,0.26503178,0.20940962,-0.2525635,-0.2295575,-0.023006
10,0.14048292,-0.37106818,"('unsympathetic', 'sympathetic')",2.4658868,0.6181482,0.9674189,0.6869094,0.09662698,0.08266686,-0.01224136,-0.17703329,0.7316349,0.1679246,0.5637103
32,-0.13943398,-0.18894348,"('unkind', 'kind')",0.32037133,-0.69825053,0.30125767,0.61118776,0.55673015,0.73384976,0.8619871,0.9809756,0.3801825,0.2877638,0.0924187
59,-0.13172184,0.17215827,"('foolish', 'wise')",-2.2355042,-1.2454621,-0.12344015,0.046826698,-0.5252262,-0.51594436,0.28918195,0.41972092,-0.545342,-0.2245401,-0.3208019
0,0.1303865,-0.2927799,"('unsociable', 'sociable')",1.3193097,-0.0011476278,1.432133,1.4786716,0.47320306,0.46550477,-0.5994457,-0.64631915,0.5511173,0.2007859,0.3503314
84,0.115000315,0.12396078,"('inferior', 'superior')",0.51034874,0.7205118,1.4299258,1.2319665,0.46905887,0.5748817,1.070563,1.0173247,0.7189794,0.7337291,-0.0147497
20,-0.09959841,-0.21642727,"('rough', 'thoughtful')",-0.03585145,-0.2174404,0.33453602,0.37692344,1.2063446,1.2208,1.2820059,1.2502291,0.5374873,0.482817,0.0546703
50,-0.09942101,0.13011059,"('clumsy', 'skillful')",0.13856679,0.1550946,0.03916716,0.017879099,0.5143888,0.5409059,0.34300804,0.38865104,0.187142,0.2465282,-0.0593862
41,-0.07490016,0.1048595,"('unforgiving', 'forgiving')",0.3599588,0.07270692,1.4433842,1.5034276,0.7509369,0.7526632,0.02794418,0.10858441,0.5014647,0.5084483,-0.0069836
58,-0.070328295,-0.20196709,"('undiscriminating', 'discriminating')",0.1871304,-0.16208088,0.37601992,0.12425925,1.2067224,1.0527891,0.38365173,0.29457578,0.4166392,0.2215152,0.195124
77,0.04671254,-0.31654492,"('unmotivated', 'motivated')",1.2766366,0.37828416,0.7194709,0.6933978,0.5487255,0.45001233,-1.066267,-1.1617856,0.3050557,0.0086728,0.2963829
19,-0.046374895,-0.09502283,"('inhospitable', 'hospitable')",-1.7018199,-0.8709113,-0.16606103,-0.46761328,-1.2966073,-1.3255879,-0.1735063,-0.12229007,-0.6768739,-0.5762851,-0.1005888
34,-0.0022479333,-0.22562079,"('mean', 'honorable')",-0.43533117,-0.49072006,-0.06541484,-0.24062508,-0.11485505,-0.08366102,6.1350894,5.8419576,1.1034481,0.9602661,0.143182
