,tjx_male,tjx_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1988714,-1.9351872,"('unfriendly', 'friendly')",-1.8587499,-1.522911,0.60703236,1.1885146,-1.1501962,-0.7565279,-0.3936683
8,-1.8285022,-1.3623998,"('unaffectionate', 'affectionate')",-1.6010469,-1.2630812,-0.3159199,0.24875358,-1.2484897,-0.7922425,-0.4562472
9,-1.5207059,-1.2035449,"('unaffectionate', 'caring')",-0.68334794,-0.4213255,0.41842866,1.1059031,-0.5952084,-0.1729891,-0.4222193
86,-1.4367177,-1.584183,"('uninfluential', 'influential')",0.2677151,0.34072235,-0.5790608,-0.065101095,-0.5826878,-0.4361873,-0.1465005
31,-1.414122,-0.9195599,"('evil', 'good')",-2.4041672,-2.105047,-1.7035542,-1.5495093,-1.8406145,-1.5247054,-0.3159091
78,-1.3581566,-1.573916,"('nonresilient', 'resilient')",0.18453777,-0.09491794,-0.2710144,-0.24646471,-0.4815444,-0.6384329,0.1568885
56,1.3220834,0.7468179,"('impractical', 'practical')",3.0611005,2.6156697,0.73731774,0.6347627,1.7068338,1.3324168,0.374417
26,-1.2981118,-0.93511164,"('hardhearted', 'benevolent')",0.5694028,1.0328041,0.70654094,1.510027,-0.0073893,0.5359065,-0.5432958
66,-1.2964016,-1.6104689,"('inactive', 'active')",-0.7994944,-0.80511606,0.47072715,0.5207803,-0.5417229,-0.6316016,0.0898787
27,-1.2366496,-0.74166065,"('hardhearted', 'softhearted')",-0.71503806,-0.21857813,-0.27931157,0.35966104,-0.7436664,-0.2001926,-0.5434738
53,-1.2260274,-1.0375915,"('uncreative', 'creative')",0.04998082,0.35774326,0.5967282,0.86004996,-0.1931061,0.0600673,-0.2531734
40,-1.1941234,-0.94442827,"('stingy', 'generous')",-0.44710666,-0.3342989,-1.93518,-1.7692959,-1.1921367,-1.0160077,-0.176129
48,-1.171769,-1.1597902,"('unintelligent', 'intelligent')",-0.103961796,-0.24641547,-0.06409798,0.13151735,-0.4466096,-0.4248961,-0.0217135
42,1.1452469,0.8375352,"('unreliable', 'reliable')",0.64884394,0.7875944,-2.3895755,-2.1036007,-0.1984949,-0.1594904,-0.0390045
6,-1.1129291,-0.7680794,"('distant', 'open')",-3.0285468,-2.5134342,-0.21520199,0.2472645,-1.4522258,-1.0114164,-0.4408094
81,1.0939269,0.3449704,"('submissive', 'aggressive')",2.5922122,1.9755526,0.22877967,-0.14974704,1.304973,0.723592,0.581381
60,1.0856463,0.83003163,"('inefficient', 'efficient')",3.170335,3.089559,0.17187594,0.4745518,1.4759525,1.4647142,0.0112383
36,-1.0784138,-0.84285825,"('hostile', 'amicable')",-2.7956493,-2.7390177,-0.1677063,-0.23513673,-1.3472565,-1.2723376,-0.0749189
