,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
10,-1.5261148,-1.7949352,"('unsympathetic', 'sympathetic')",-1.4102721,-1.5627775,-0.7397251,-1.0219936,-1.2253707,-1.4599021,0.2345314
13,-1.4962018,-1.674157,"('impolite', 'polite')",-1.3263854,-1.6516677,-0.8598841,-1.1574786,-1.2274903,-1.4944344,0.2669441
1,1.4781727,1.9765013,"('unfriendly', 'friendly')",1.1868052,1.3883549,1.6660297,1.8607848,1.4436693,1.7418804,-0.2982111
15,1.4753019,1.9240832,"('boring', 'funny')",0.7891979,1.0254526,0.24698883,0.3049889,0.8371628,1.0848416,-0.2476788
57,-1.4302905,-1.223992,"('unimaginative', 'imaginative')",-1.0093694,-0.7154539,-3.1552987,-3.0125024,-1.8649861,-1.6506494,-0.2143367
78,1.3761715,1.4042425,"('nonresilient', 'resilient')",0.74486375,0.96333575,1.7270923,2.0532212,1.2827091,1.4735998,-0.1908907
21,-1.2658558,-1.5999732,"('immoral', 'moral')",-0.8998574,-1.2135975,-1.5406933,-1.9782884,-1.2354689,-1.5972864,0.3618175
24,-1.1566695,-1.2171229,"('dishonest', 'honest')",-0.9232844,-1.1974121,-1.0304292,-1.4479562,-1.0367943,-1.287497,0.2507027
31,1.0719755,1.4124937,"('evil', 'good')",0.6734347,1.1668602,0.046800267,0.53615105,0.5974035,1.0385016,-0.4410981
60,-1.0719283,-1.7696993,"('inefficient', 'efficient')",-0.51583153,-1.1019818,-1.1647726,-1.7120204,-0.9175108,-1.5279005,0.6103897
84,1.0525136,1.0058713,"('inferior', 'superior')",0.17201978,0.044584054,0.35768026,0.15108556,0.5274045,0.4005136,0.1268909
55,-1.0415528,-1.4103665,"('incompetent', 'clever')",-0.44434786,-0.686115,-1.3335065,-1.6858708,-0.9398023,-1.2607841,0.3209818
7,-1.0163902,-0.960329,"('insensitive', 'sensitive')",-1.1839793,-1.4026297,-0.7396099,-0.812986,-0.9799931,-1.0586483,0.0786552
51,-0.9995709,-1.2692155,"('uneducated', 'educated')",-0.057769626,-0.14500262,-0.27556598,-0.448902,-0.4443022,-0.62104,0.1767378
47,-0.99190885,-0.9765725,"('stupid', 'smart')",-0.11653876,-0.20181459,3.4181294,3.1050673,0.769894,0.6422267,0.1276673
40,-0.9862149,-0.61801606,"('stingy', 'generous')",-0.31544852,-0.2754712,-2.2162645,-2.1182485,-1.1726426,-1.0039119,-0.1687307
72,0.97722834,0.5850853,"('unambitious', 'ambitious')",-0.24167508,-0.3867692,-1.0937501,-1.3551285,-0.119399,-0.3856041,0.2662051
18,-0.9732401,-0.9226251,"('disagreeable', 'welcoming')",0.6643595,0.43560082,-1.3895717,-1.3941973,-0.5661507,-0.6270739,0.0609232
75,-0.9594346,-0.9738289,"('meek', 'impulsive')",0.1931908,0.24598691,0.7311836,0.82272863,-0.0116867,0.0316289,-0.0433156
29,-0.9419346,-0.8947479,"('unfair', 'fair')",-0.5250064,-0.57187426,-1.06653,-1.0740223,-0.8444904,-0.8468815,0.0023911
74,0.93028903,0.7410677,"('undedicated', 'dedicated')",0.43063238,0.38141423,-0.21293402,-0.4147915,0.3826625,0.2358968,0.1467657
19,0.8962942,1.1945615,"('inhospitable', 'hospitable')",-0.40022942,-0.071172565,0.40343797,0.8210756,0.2998343,0.6481548,-0.3483205
0,-0.89398015,-1.1020405,"('unsociable', 'sociable')",-0.081968136,-0.19367002,-0.45786852,-0.5791735,-0.4779389,-0.6249614,0.1470225
53,0.8901944,1.2579836,"('uncreative', 'creative')",0.55958456,0.76822203,1.0955536,1.2223998,0.8484442,1.0828684,-0.2344242
27,0.8386002,0.96103495,"('hardhearted', 'softhearted')",-0.010543941,0.06588221,0.7285884,0.9192574,0.5188816,0.6487249,-0.1298433
12,0.81227875,0.6963357,"('unsupportive', 'supportive')",0.8451657,0.6646933,-1.4702457,-1.7092458,0.0623996,-0.1160723,0.1784719
43,-0.75892615,-0.9678913,"('irresponsible', 'responsible')",-0.89223146,-1.2273723,-0.16905093,-0.59864295,-0.6067362,-0.9313022,0.324566
77,-0.74958855,-1.0534233,"('unmotivated', 'motivated')",-0.027306657,-0.21450342,-0.10282668,-0.10880956,-0.2932406,-0.4589121,0.1656715
73,0.74526596,0.49493766,"('helpless', 'self-reliant')",-0.07194712,-0.19723818,-2.674803,-2.59857,-0.6671614,-0.7669569,0.0997955
50,0.7341714,0.560858,"('clumsy', 'skillful')",1.6614368,1.6761305,1.03591,1.1237054,1.1438394,1.1202313,0.0236081
83,0.7100068,0.4570359,"('powerless', 'powerful')",0.30576557,0.12905627,-0.7587073,-1.0182899,0.0856884,-0.1440659,0.2297543
30,-0.6644126,-0.9038437,"('intolerant', 'tolerant')",-0.94288385,-1.2015764,-0.95377374,-1.4047229,-0.8536901,-1.1700477,0.3163576
32,0.64145494,0.4697398,"('unkind', 'kind')",-0.32912904,-0.7307148,0.04888472,-0.3344441,0.1204035,-0.198473,0.3188765
41,-0.6357955,-0.48830977,"('unforgiving', 'forgiving')",-0.28980437,-0.33402675,-0.40202445,-0.4973563,-0.4425414,-0.4398976,-0.0026438
86,-0.61590147,-0.779878,"('uninfluential', 'influential')",-0.78401905,-0.5383969,-1.0747085,-1.2579441,-0.8248763,-0.8587397,0.0338634
62,-0.58837163,-1.0690721,"('incompetent', 'brilliant')",-0.6764263,-1.2317187,-0.6477944,-1.2031391,-0.6375308,-1.1679766,0.5304458
49,-0.53911537,-0.5358514,"('unable', 'able')",-0.66860974,-0.7309772,-0.68026984,-0.69930995,-0.6293316,-0.6553795,0.0260479
66,0.50038654,0.72668517,"('inactive', 'active')",1.2662917,1.3294953,1.9050794,2.1115484,1.2239192,1.389243,-0.1653238
14,-0.47101355,-0.7460761,"('antisocial', 'social')",0.37657145,0.12948757,-1.2888155,-1.5278887,-0.4610859,-0.7148257,0.2537398
67,-0.46570548,-0.65804476,"('doubtful', 'determined')",-0.05970349,-0.15472165,-0.7310356,-0.87296563,-0.4188149,-0.5619107,0.1430958
48,-0.45886058,-0.5934159,"('unintelligent', 'intelligent')",-0.40223128,-0.49187556,-1.1472756,-1.2734873,-0.6694558,-0.7862597,0.1168039
28,0.42432344,0.568828,"('disloyal', 'loyal')",-0.6184081,-0.5427568,-0.020852312,0.07823869,-0.0716457,0.03477,-0.1064157
52,-0.4078094,-0.24399704,"('irrational', 'rational')",0.43193662,0.60285,-0.14894241,-0.052782338,-0.0416051,0.1020236,-0.1436287
2,-0.36352697,-0.6835576,"('unlikable', 'likable')",1.3176572,0.95575106,0.576529,0.3729275,0.5102198,0.2150403,0.2951795
34,0.35936385,0.4126925,"('mean', 'honorable')",-0.2627089,-0.41527814,4.8053904,4.5357213,1.6340151,1.5110451,0.12297
38,-0.3577571,-0.37497044,"('untruthful', 'truthful')",-0.12178759,-0.20693323,0.51929694,0.3549623,0.0132507,-0.0756471,0.0888978
39,0.35553977,0.19852936,"('exploitative', 'cooperative')",-0.32057878,-0.5595053,-0.21654579,-0.43922248,-0.0605283,-0.2667328,0.2062045
17,0.3322662,0.6370606,"('nasty', 'nice')",0.3504883,0.7425586,-0.13348596,0.20048857,0.1830895,0.5267026,-0.3436131
63,-0.29882225,-0.4820845,"('unperceptive', 'insightful')",0.12793046,0.1525559,0.33954325,0.15778491,0.0562172,-0.0572479,0.1134651
61,-0.28219983,-0.251646,"('illogical', 'logical')",-0.2819316,-0.18350866,-0.44203842,-0.483026,-0.3353899,-0.3060602,-0.0293297
82,-0.24403444,-0.5392512,"('poor', 'rich')",-0.4273597,-0.54766977,4.299878,3.904324,1.2094947,0.9391344,0.2703603
88,0.18367833,0.1358794,"('low', 'eminent')",0.23684421,0.046121746,-0.4267205,-0.7018765,-0.002066,-0.1732918,0.1712258
58,0.17949998,0.3027058,"('undiscriminating', 'discriminating')",0.44869298,0.8287818,0.8017937,0.9811633,0.4766622,0.704217,-0.2275548
23,-0.152527,-0.4224063,"('insincere', 'sincere')",-0.9040848,-1.375207,4.1288047,3.6126685,1.0240643,0.6050184,0.4190459
16,0.14999638,0.1835988,"('unpopular', 'popular')",1.0120461,1.2044061,1.1894834,1.374722,0.7838419,0.9209089,-0.137067
76,0.12605508,-0.1448274,"('anxious', 'daring')",0.24014525,-0.16740765,-0.2566276,-0.57880807,0.0365242,-0.2970144,0.3335386
4,-0.1197957,0.10207011,"('disliked', 'liked')",0.13489732,0.34166065,-5.6509852,-5.331301,-1.8786279,-1.6291901,-0.2494378
56,0.10792646,-0.20753121,"('impractical', 'practical')",-0.7309755,-1.074092,-1.2760545,-1.7053221,-0.6330345,-0.9956485,0.362614
87,0.09469356,-0.07957791,"('unsuccessful', 'successful')",1.2226133,1.289059,1.029577,1.1177813,0.7822946,0.7757541,0.0065405
20,-0.07347607,-0.116056494,"('rough', 'thoughtful')",0.87499994,0.7363841,0.24462056,0.12154147,0.3487148,0.2472897,0.1014251
59,-0.041273043,-0.036095675,"('foolish', 'wise')",0.56576943,0.73365104,-0.28688416,-0.28150868,0.0792041,0.1386822,-0.0594781
37,-0.021104466,0.07202249,"('fake', 'genuine')",-0.55072474,-0.53508544,-0.1821677,-0.23883434,-0.2513323,-0.2339658,-0.0173665
42,0.01571954,-0.1551443,"('unreliable', 'reliable')",0.30473107,0.20651554,-2.6773255,-2.7525938,-0.785625,-0.9004075,0.1147825
