,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.1681185,-2.4166124,"('hostile', 'amicable')",-0.6038379,-0.64066386,-1.3201047,-1.3213013,-2.2051075,-2.2330194,-0.36409378,-0.43728533,-1.3322525,-1.4097765,0.077524
5,-2.151874,-2.0257237,"('distant', 'outgoing')",0.39118946,0.6458147,0.023814246,0.14378244,0.027025593,0.07113623,-0.3485305,-0.24098489,-0.4116751,-0.2811951,-0.13048
6,-2.1316864,-2.2147815,"('distant', 'open')",0.6686042,0.66276515,0.6499392,0.6511423,-0.4636628,-0.521671,0.19709204,0.21231328,-0.2159428,-0.2420464,0.0261036
39,2.0643556,2.164956,"('exploitative', 'cooperative')",0.19277576,0.20699915,-0.50728464,-0.5653542,-0.39347446,-0.29566616,-0.10507776,-0.037205752,0.2502589,0.2947458,-0.0444869
31,-1.9983921,-2.224939,"('evil', 'good')",-0.91722363,-0.9130481,-0.24427508,-0.30018204,-1.866985,-1.9235774,-1.1732383,-1.3891246,-1.2400229,-1.3501743,0.1101514
16,-1.9767574,-1.7090757,"('unpopular', 'popular')",-0.14540102,0.04212226,0.5233122,0.62094027,0.6679971,0.79566234,0.5740818,0.4341442,-0.0713535,0.0367587,-0.1081122
81,1.9562443,2.3684542,"('submissive', 'aggressive')",0.059976093,-0.120943755,0.15606911,-0.0102548,1.7288388,1.7738285,-0.6158699,-0.4275551,0.6570517,0.7167058,-0.0596541
72,1.9542212,2.152862,"('unambitious', 'ambitious')",0.16839023,0.23393025,-0.636529,-0.60285395,0.44478264,0.69229,-0.24962875,-0.081441104,0.3362473,0.4789575,-0.1427102
62,1.9284718,2.391618,"('incompetent', 'brilliant')",0.7485415,0.88194716,-0.5568982,-0.533761,2.6969497,2.843962,0.89679664,1.1356698,1.1427724,1.3438871,-0.2011147
7,1.9156238,1.9568976,"('insensitive', 'sensitive')",-0.10030998,-0.1759721,-0.36691618,-0.6111305,1.3670496,1.3382823,1.2221112,1.0991651,0.8075117,0.7214485,0.0860632
85,-1.8896638,-2.5801902,"('insignificant', 'prestigious')",-0.21886323,-0.5670397,0.23693477,0.12518443,-1.4221548,-1.6761853,0.1477191,-0.10211569,-0.6292056,-0.9600693,0.3308637
80,1.8539429,2.158246,"('dominated', 'dominating')",0.34280303,0.29829615,-0.18302846,-0.16850655,0.7215479,0.7532098,-1.0421466,-1.138685,0.3386237,0.3805121,-0.0418884
70,1.8394265,2.08817,"('lethargic', 'energetic')",0.3560702,0.25304893,-0.011146426,-0.1197786,0.9230949,0.84292483,1.2176366,1.2463537,0.8650164,0.8621438,0.0028726
56,1.7819834,2.2005107,"('impractical', 'practical')",-0.17495424,0.03870534,-0.65997314,-0.60429764,1.8792752,2.128478,-0.07627642,0.15859295,0.550011,0.7843979,-0.2343869
46,1.7609596,1.9811473,"('uncompetitive', 'competitive')",0.060755447,-0.043358553,0.34549594,0.21064104,2.8089666,2.682336,0.013039652,-0.15941188,0.9978435,0.9342708,0.0635727
35,-1.7573761,-1.9821876,"('corrupt', 'incorrupt')",0.34076673,0.51728624,-0.63253903,-0.5350737,-1.9751897,-1.9141117,-1.1209636,-1.0270095,-1.0290603,-0.9882193,-0.040841
69,-1.6219441,-1.8354216,"('lazy', 'industrious')",0.76797724,0.42934474,1.0215212,0.9004237,-0.9219176,-1.1546581,-0.61260253,-0.7916487,-0.2733932,-0.490392,0.2169988
10,1.6029357,1.4146837,"('unsympathetic', 'sympathetic')",-0.6225313,-1.0877085,-0.5639725,-0.8958447,2.130961,1.9825797,0.24357535,0.2480675,0.5581936,0.3323555,0.2258381
79,-1.5821409,-1.5742863,"('wavering', 'unwavering')",-0.32395285,-0.292488,0.15363042,0.21047541,-0.49890995,-0.3937173,0.0095963515,0.0929753,-0.4483554,-0.3914082,-0.0569472
55,1.5758468,1.8139926,"('incompetent', 'clever')",-0.76385885,-0.8299939,-0.46169648,-0.5832307,0.9976802,1.1163278,0.3892938,0.27695817,0.3474531,0.3588108,-0.0113577
67,1.5585554,1.850865,"('doubtful', 'determined')",0.5852854,0.56336135,0.31772077,0.3941136,0.32404184,0.5640389,-0.5106799,-0.25400203,0.4549847,0.6236753,-0.1686906
12,1.5431342,1.4600197,"('unsupportive', 'supportive')",0.26693302,0.15172526,0.07000534,-0.0955629,0.66501296,0.66383284,-1.2785069,-1.2622691,0.2533157,0.1835491,0.0697666
65,1.5332576,1.8253586,"('insecure', 'secure')",-1.300598,-1.2490668,0.11133425,0.021008935,-0.28594154,-0.1356125,-0.35911015,-0.11713469,-0.0602116,0.0689107,-0.1291223
60,1.493671,1.9402918,"('inefficient', 'efficient')",-0.16385101,0.10033713,-0.1073581,-0.092053995,2.7927263,3.0098004,0.3132225,0.592345,0.8656821,1.110144,-0.2444619
4,-1.4642477,-1.5288063,"('disliked', 'liked')",0.4518277,0.5510962,-0.3787486,-0.24834804,-0.7270063,-0.6877055,-6.8151493,-6.9725876,-1.786665,-1.7772703,-0.0093947
43,1.4006342,1.6481429,"('irresponsible', 'responsible')",-0.42990482,-0.21872602,-0.62711436,-0.7515037,1.5950581,1.6540637,1.0727527,1.2502973,0.6022851,0.7164548,-0.1141697
45,1.3796638,1.6515872,"('incompetent', 'competent')",0.5516993,0.46304184,0.17196164,0.0514448,1.5793458,1.6969084,0.4432696,0.4349498,0.8251881,0.8595864,-0.0343983
87,1.3688543,1.2461014,"('unsuccessful', 'successful')",1.42395,1.2686534,2.053252,1.9849904,1.3687015,1.4204588,1.237246,0.8189092,1.4904007,1.3478227,0.142578
21,1.2178302,1.4901237,"('immoral', 'moral')",-0.028138235,-0.0789666,0.2209923,-0.06994498,1.7007341,1.7202135,-0.34584877,-0.5243996,0.5531139,0.5074052,0.0457087
11,1.0898876,1.4437342,"('unhelpful', 'helpful')",-0.504358,-0.2135742,-1.1341989,-1.058605,1.6962885,1.8043419,2.103953,2.500102,0.6503144,0.8951998,-0.2448854
23,1.072257,1.1472136,"('insincere', 'sincere')",-1.8767651,-1.7980217,-0.86862403,-1.0384393,2.2931116,2.1516235,6.275409,6.5228,1.3790777,1.3970352,-0.0179575
63,1.0447332,1.2969989,"('unperceptive', 'insightful')",0.8142202,0.9287119,0.84818965,0.80101836,0.91958714,0.88402295,1.9115645,1.9907434,1.107659,1.1802991,-0.0726401
25,-1.0252621,-1.378522,"('egoistic', 'altruistic')",-1.0560987,-1.322042,-0.08073028,-0.31178117,-0.12381186,-0.3092726,1.1408995,0.9365489,-0.2290007,-0.4770137,0.248013
18,-1.0193841,-1.1692284,"('disagreeable', 'welcoming')",-1.4883939,-1.3796008,0.3736973,0.27583763,-0.6778066,-0.60933137,-0.5551575,-0.5466263,-0.673409,-0.6857898,0.0123808
42,1.016411,1.2883148,"('unreliable', 'reliable')",1.1180545,1.0271885,1.2017627,1.2658015,0.22410965,0.5249213,-2.4604678,-2.4375327,0.219974,0.3337388,-0.1137648
88,-1.0155348,-1.1331064,"('low', 'eminent')",-0.5397147,-0.7708998,-0.2498098,-0.43608302,-0.7123705,-0.76724094,-0.028336007,-0.092851005,-0.5091532,-0.6400362,0.130883
74,1.0140824,0.96751684,"('undedicated', 'dedicated')",-0.03387582,-0.09996931,0.45331454,0.4570533,0.3184316,0.4216085,0.15038203,0.11117588,0.380467,0.3714771,0.0089899
14,1.0092072,1.3367976,"('antisocial', 'social')",0.02129532,-0.013106454,-0.19018005,-0.25541112,0.6898003,0.7979888,-0.66737646,-0.5853666,0.1725493,0.2561804,-0.0836311
58,1.0036445,0.96276593,"('undiscriminating', 'discriminating')",-0.058654,-0.11845659,0.4702886,0.50458056,0.6722916,0.7080664,0.3141444,0.15579568,0.480343,0.4425504,0.0377926
44,-0.9950276,-0.92660964,"('prejudiced', 'unprejudiced')",-0.30064285,-0.39025342,-0.60661614,-0.6550739,0.009432497,-0.30469877,-1.7818712,-1.8167927,-0.7349451,-0.8186857,0.0837406
59,-0.9540678,-1.1189371,"('foolish', 'wise')",1.1125184,1.1822586,0.39645642,0.45718414,-0.8084652,-0.53488284,0.21569201,0.30843854,-0.0075732,0.0588123,-0.0663855
75,-0.9374442,-0.6574012,"('meek', 'impulsive')",0.29381365,0.51439214,-0.24571638,-0.07888375,-0.81055844,-0.771144,-0.4022526,-0.2997619,-0.4204316,-0.2585598,-0.1618718
57,0.8865462,0.7082814,"('unimaginative', 'imaginative')",-0.3960089,-0.91042686,-0.25225034,-0.56503177,1.0955623,0.87031186,-2.257888,-2.5706935,-0.1848078,-0.4935118,0.308704
52,-0.8828764,-1.2605985,"('irrational', 'rational')",-0.34092924,-0.56558764,0.23928851,0.20148832,-1.0734355,-1.095568,-0.3857479,-0.6220998,-0.4887401,-0.6684731,0.179733
32,0.8603137,0.88856083,"('unkind', 'kind')",-0.4400677,-0.39931712,-0.030633122,-0.20258921,0.9647614,1.0663719,0.8572272,0.89946043,0.4423203,0.4504973,-0.008177
19,-0.84891057,-0.79889494,"('inhospitable', 'hospitable')",-0.4939992,-0.19315226,-0.8081368,-0.59206337,-0.13620587,0.19960862,-0.2879637,-0.14909235,-0.5150433,-0.3067189,-0.2083244
3,0.83503735,0.76489323,"('repellent', 'pleasant')",-0.3001285,-0.43321744,-0.44547307,-0.51952237,2.1718287,1.9855357,0.49418762,0.38052166,0.5510904,0.4356421,0.1154483
1,-0.83187366,-1.1438183,"('unfriendly', 'friendly')",-1.7608014,-1.8853241,-1.063206,-1.2385551,-0.5748836,-0.70747316,1.5201391,1.3947791,-0.5421251,-0.7160783,0.1739532
22,0.821926,1.1445386,"('untrustworthy', 'trustworthy')",-0.33710653,-0.13113026,0.5307862,0.49756983,0.29478255,0.42054078,-0.58894867,-0.5033869,0.1442879,0.2856264,-0.1413385
17,-0.77661127,-0.7105528,"('nasty', 'nice')",-0.9618876,-0.8056938,-0.15022832,-0.070057705,-0.24898072,-0.20936368,-0.8633324,-0.6926877,-0.6002081,-0.4976711,-0.102537
53,-0.7571279,-0.7877474,"('uncreative', 'creative')",-1.531564,-1.3932133,-0.022158176,-0.08028853,1.3642132,1.3891551,1.1268388,1.1260285,0.0360404,0.0507869,-0.0147465
50,-0.725392,-0.73947084,"('clumsy', 'skillful')",1.0975083,1.0601946,1.4512231,1.5382713,0.24512956,0.32790527,0.5794492,0.58698785,0.5295836,0.5547776,-0.025194
41,0.71021193,0.78887564,"('unforgiving', 'forgiving')",-0.47166204,-0.26192755,-0.60882366,-0.5314717,-0.80217725,-0.62630063,0.18053004,0.33079228,-0.1983842,-0.0600064,-0.1383778
29,-0.69334686,-0.768973,"('unfair', 'fair')",0.56144387,0.6824809,0.2658289,0.23342761,0.25586775,0.39181668,-0.6830805,-0.6539049,-0.0586574,-0.0230305,-0.0356269
77,0.67530084,0.8720483,"('unmotivated', 'motivated')",-0.35436475,-0.44497794,0.25583652,0.12004547,2.2700698,2.14467,-0.30314508,-0.44460505,0.5087394,0.4494361,0.0593033
76,0.64600134,0.75328594,"('anxious', 'daring')",-0.15957335,-0.18971877,1.0124611,0.9487428,1.4205264,1.2292745,0.4450518,0.5999886,0.6728934,0.6683146,0.0045788
68,-0.6390053,-0.5326934,"('dependent', 'independent')",-0.2782821,-0.20275779,-0.6083964,-0.56538016,0.47114658,0.68251014,-0.4835429,-0.39244437,-0.307616,-0.2021531,-0.1054629
61,0.60543203,0.70831347,"('illogical', 'logical')",0.4792602,0.6076729,0.5745535,0.5233322,1.1161325,1.2666196,0.45314455,0.4459511,0.6457046,0.7103778,-0.0646732
27,0.55775154,0.20914982,"('hardhearted', 'softhearted')",0.20852697,0.11095715,-1.1440693,-1.4178877,-0.06949887,-0.19427414,1.5120746,1.2168756,0.212957,-0.0150359,0.2279929
49,-0.5427826,-0.4845839,"('unable', 'able')",-0.6683249,-0.34423375,-0.6093551,-0.53041786,-0.301237,-0.25374845,-0.12354497,-0.17420669,-0.4490489,-0.3574381,-0.0916108
51,0.5403022,0.61353815,"('uneducated', 'educated')",0.5452734,0.5509355,0.13086177,0.17135186,0.48242313,0.71919215,0.7021949,0.74353343,0.4802111,0.5597102,-0.0794991
2,0.5189288,0.66252697,"('unlikable', 'likable')",0.4862553,0.55929685,1.0208088,1.126464,1.9349691,2.0867682,0.45370454,0.57281476,0.8829332,1.0015741,-0.1186409
82,-0.5089612,-0.23893414,"('poor', 'rich')",-0.7327097,-0.43845683,-0.35756505,-0.17164835,0.039540254,0.1888756,6.4442945,6.681818,0.9769197,1.2043308,-0.2274111
34,-0.4878981,-0.4503455,"('mean', 'honorable')",-1.013375,-0.6060913,-0.52497333,-0.63761353,0.5875941,0.5340947,6.08514,6.2998605,0.9292975,1.027981,-0.0986835
38,-0.45409906,-0.2784791,"('untruthful', 'truthful')",-1.1651837,-0.8498794,-1.2785113,-1.095763,0.9903957,1.0407352,-0.07794058,0.34925112,-0.3970678,-0.166827,-0.2302408
9,0.41038078,-0.13753736,"('unaffectionate', 'caring')",-0.67695373,-1.1476537,-0.7613026,-1.0601305,0.9516429,0.92646,1.5490781,1.4496738,0.2945691,0.0061624,0.2884067
28,-0.40956932,-0.36099246,"('disloyal', 'loyal')",-1.1551864,-1.0040791,-0.9292377,-0.92674375,-1.0400205,-0.8521536,0.79739237,0.9752341,-0.5473243,-0.433747,-0.1135773
66,-0.35440528,-0.6032784,"('inactive', 'active')",-0.0036725812,-0.60441977,1.2844578,1.0467367,1.0587182,0.93994683,1.047,0.77625,0.6064197,0.3110471,0.2953726
24,0.33595166,0.25291795,"('dishonest', 'honest')",-0.7117863,-0.5612743,-0.5538061,-0.7321771,0.95066124,1.1269603,0.8588205,1.1725506,0.1759682,0.2517955,-0.0758273
64,-0.29345417,-0.11914277,"('shy', 'confident')",1.6402514,1.4678465,0.48793334,0.5004066,1.6039325,1.6874831,-6.6087418,-6.695395,-0.6340158,-0.6317603,-0.0022555
33,-0.24810591,-0.45737875,"('wrong', 'right')",0.7603017,0.62883407,0.54689384,0.49865767,0.9387804,1.0593226,-0.46417472,-0.56667495,0.3067391,0.2325521,0.074187
83,0.2305087,0.37385333,"('powerless', 'powerful')",-0.18298666,-0.14895298,-0.8392649,-0.75665987,-0.26277274,-0.15155944,-0.6177933,-0.63243717,-0.3344618,-0.2631512,-0.0713106
26,0.2181306,-0.28468478,"('hardhearted', 'benevolent')",-0.08227479,-0.44269103,1.2340012,0.81021434,-1.2161071,-1.3930229,1.5725139,1.3469532,0.3452528,0.0073538,0.337899
73,-0.18973067,-0.28136826,"('helpless', 'self-reliant')",0.98474234,0.9676347,-0.29908293,-0.09725287,-0.08669318,0.050096072,-3.236653,-3.3966103,-0.5654835,-0.5515001,-0.0139834
20,0.1800814,0.14089304,"('rough', 'thoughtful')",-1.1314875,-1.3206397,-0.33269402,-0.4792478,-0.2740541,-0.50368905,0.98270994,0.74929214,-0.1150889,-0.2826783,0.1675894
0,0.17361595,0.49964416,"('unsociable', 'sociable')",-0.9876081,-0.9319984,-0.15760073,-0.101208754,1.1584145,1.3257082,-0.15168595,0.013827767,0.0070271,0.1611946,-0.1541675
47,-0.16156124,0.111326866,"('stupid', 'smart')",-0.68547815,-0.5303159,-0.5457966,-0.6105361,-0.44472185,-0.29842442,5.7340007,5.9599166,0.7792886,0.9263934,-0.1471048
15,-0.15077642,-0.21017845,"('boring', 'funny')",0.29597676,0.4333127,0.5405242,0.42358243,-0.27435645,-0.22740625,0.14123379,0.07859607,0.1105204,0.0995813,0.0109391
86,-0.14505382,0.045598425,"('uninfluential', 'influential')",-1.4471929,-1.4373012,-1.010015,-1.1391172,-0.40436685,-0.26014662,0.27125883,0.21347876,-0.5470739,-0.5154975,-0.0315764
54,0.11419495,0.017499331,"('incapable', 'capable')",-0.046860553,-0.26433015,-0.14350191,-0.18942618,-0.038889475,-0.1453425,1.3155484,1.2382935,0.2400983,0.1313388,0.1087595
40,-0.111682534,-0.4897496,"('stingy', 'generous')",-0.0024463553,-0.28844526,-0.5300578,-0.7753493,-0.4723567,-0.6400063,-1.4641479,-1.7716655,-0.5161383,-0.7930432,0.2769049
30,0.07000239,0.1726792,"('intolerant', 'tolerant')",-1.0012175,-0.9790387,-0.83533823,-0.8359691,1.4117681,1.5992594,1.1164756,1.30673,0.1523381,0.2527322,-0.1003941
71,-0.0650691,-0.17356862,"('diffident', 'self-confident')",0.204017,0.11599639,-0.57795227,-0.7625425,-0.010930624,-0.13011529,0.543042,0.30596784,0.0186214,-0.1288524,0.1474738
37,0.049934067,-0.38461104,"('fake', 'genuine')",-0.24811761,-0.43940356,-0.55427694,-0.6664071,0.14076707,0.07404727,0.5517202,0.4800654,-0.0119946,-0.1872618,0.1752672
8,0.04669138,-0.50757706,"('unaffectionate', 'affectionate')",-0.5854055,-0.91116816,-1.1123703,-1.2649745,-0.89431965,-0.7594116,0.8577479,0.7196167,-0.3375312,-0.5447029,0.2071717
84,-0.04475405,-0.1814464,"('inferior', 'superior')",0.78392494,0.6875709,0.32286048,0.34020728,-0.19589335,-0.14200729,0.66846174,0.6336949,0.30692,0.2676039,0.0393161
13,-0.03765849,0.5616312,"('impolite', 'polite')",-1.3886615,-0.89602304,-0.5943314,-0.39829597,1.1840924,1.3808285,-0.28498068,0.049722586,-0.2243079,0.1395727,-0.3638806
78,0.032331273,-0.085163,"('nonresilient', 'resilient')",0.23959357,-0.023845822,-0.047688898,-0.29496756,1.807214,1.505194,0.83319867,0.5743034,0.5729298,0.3351042,0.2378256
48,0.031319357,-0.22385617,"('unintelligent', 'intelligent')",-1.2998271,-1.4018992,-1.0577928,-1.3596529,-1.0252595,-1.1695125,0.77773833,0.7224605,-0.5147644,-0.686492,0.1717276
