,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
69,2.4153867,2.2315319,"('lazy', 'industrious')",1.030424,1.0568514,-0.18223606,-0.33070928,1.0878583,0.9858913,0.101967
10,-2.1635983,-1.9225842,"('unsympathetic', 'sympathetic')",-1.9182678,-1.6853073,-0.17374963,0.11244939,-1.4185386,-1.1651474,-0.2533912
86,-2.058874,-1.87632,"('uninfluential', 'influential')",-1.8889662,-1.6599696,-0.57740986,-0.41693157,-1.5084167,-1.3177404,-0.1906763
1,-1.7406533,-1.841096,"('unfriendly', 'friendly')",-1.6881331,-1.5683147,1.8980259,1.5797595,-0.5102535,-0.6098837,0.0996302
21,-1.612192,-1.4356291,"('immoral', 'moral')",-0.612444,-0.4919372,-1.1329767,-0.93611044,-1.1192042,-0.9545589,-0.1646453
32,-1.5010957,-1.3530015,"('unkind', 'kind')",-0.94167846,-0.67827153,0.64317673,0.7583709,-0.5998658,-0.4243007,-0.1755651
35,1.418431,1.2685552,"('corrupt', 'incorrupt')",0.91102135,0.7545401,-0.087070994,-0.2597377,0.7474605,0.5877858,0.1596747
43,-1.4134371,-1.2892777,"('irresponsible', 'responsible')",-0.8913453,-0.62748724,0.5776737,0.78525424,-0.5757029,-0.3771702,-0.1985327
23,-1.3647618,-1.3310368,"('insincere', 'sincere')",-1.2175913,-1.0829208,5.2637978,5.199627,0.8938149,0.9285564,-0.0347415
63,-1.2799433,-1.137468,"('unperceptive', 'insightful')",-0.78303653,-0.5063701,1.040257,1.261042,-0.3409077,-0.1275987,-0.213309
88,-1.2752801,-1.1178635,"('low', 'eminent')",-1.0829986,-0.9423779,0.09099051,0.02845174,-0.7557627,-0.6772633,-0.0784994
48,-1.2571064,-1.4779155,"('unintelligent', 'intelligent')",-1.3221309,-1.4255946,0.32120672,0.20416611,-0.7526769,-0.8997813,0.1471044
3,-1.2552725,-1.2284627,"('repellent', 'pleasant')",-1.4019235,-1.4493142,-0.23422566,-0.07274473,-0.9638073,-0.9168406,-0.0469667
65,-1.2333996,-1.1069359,"('insecure', 'secure')",-0.11033566,-0.11343854,-0.43285412,-0.24437794,-0.5921965,-0.4882508,-0.1039457
57,-1.2258856,-1.0306768,"('unimaginative', 'imaginative')",-1.170002,-1.0064416,-2.20889,-2.2009003,-1.5349258,-1.412673,-0.1222528
11,-1.2062241,-1.173848,"('unhelpful', 'helpful')",-0.63534397,-0.47134012,1.6710868,1.7337501,-0.0568271,0.0295207,-0.0863478
24,-1.2019991,-0.9914941,"('dishonest', 'honest')",-1.1219342,-0.8413226,0.46597552,0.61093074,-0.6193192,-0.4072953,-0.2120239
46,-1.1402528,-1.0951468,"('uncompetitive', 'competitive')",-1.0753722,-0.9914913,-0.58757186,-0.25295848,-0.934399,-0.7798655,-0.1545335
30,-1.1383833,-0.9031243,"('intolerant', 'tolerant')",-0.5115723,-0.23652843,0.9231015,1.016461,-0.2422847,-0.0410639,-0.2012208
62,-1.0520551,-1.0174357,"('incompetent', 'brilliant')",-0.9841627,-0.8075028,-0.105578974,0.04549004,-0.7139322,-0.5931495,-0.1207827
18,-1.0389252,-1.2150575,"('disagreeable', 'welcoming')",-0.23044157,-0.33609545,-0.47387692,-0.4811431,-0.5810812,-0.677432,0.0963508
28,-1.0238575,-0.986251,"('disloyal', 'loyal')",-1.8412703,-1.5681714,0.84801143,0.8564029,-0.6723721,-0.5660065,-0.1063656
68,-1.0203748,-0.935818,"('dependent', 'independent')",-0.92392665,-0.8512893,-0.72918254,-0.61695915,-0.8911613,-0.8013554,-0.0898059
75,1.0070935,0.914336,"('meek', 'impulsive')",0.29465583,0.16335839,-0.41918203,-0.5040766,0.2941891,0.1912059,0.1029832
22,-1.0017287,-1.0019469,"('untrustworthy', 'trustworthy')",-0.07048356,-0.046714824,-1.0010936,-0.7659799,-0.6911019,-0.6048805,-0.0862214
73,0.9922026,1.0155259,"('helpless', 'self-reliant')",0.6713523,0.6111488,-2.824738,-2.9550645,-0.387061,-0.4427966,0.0557356
82,-0.9577716,-1.0228653,"('poor', 'rich')",-0.55654114,-0.5979807,5.401652,5.321538,1.2957797,1.233564,0.0622157
49,-0.9503136,-1.0275513,"('unable', 'able')",-0.9934352,-0.97212476,-0.33778796,-0.3826531,-0.7605123,-0.7941097,0.0335974
27,-0.86625576,-1.0661422,"('hardhearted', 'softhearted')",-0.1512558,-0.28727764,1.6270546,1.4371482,0.203181,0.0279095,0.1752715
45,-0.84084857,-0.55343294,"('incompetent', 'competent')",-0.76346326,-0.4204318,-0.21420656,0.08283386,-0.6061728,-0.2970103,-0.3091625
