,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.7696468,-0.62501585,"('unimaginative', 'imaginative')",-2.3672845,-2.436548,-1.5684657,-1.530782,-0.0376837
52,-0.75629365,-0.8499782,"('irrational', 'rational')",-0.30721417,-0.5945995,-0.5317539,-0.7222888,0.1905349
54,-0.7398006,-0.6024089,"('incapable', 'capable')",0.87623566,0.9152846,0.0682175,0.1564378,-0.0882203
25,-0.71926063,-0.5955621,"('egoistic', 'altruistic')",1.0763017,1.0277796,0.1785205,0.2161087,-0.0375882
18,-0.6977331,-0.5084254,"('disagreeable', 'welcoming')",-0.4085912,-0.33852762,-0.5531622,-0.4234765,-0.1296857
20,0.66830474,0.5687546,"('rough', 'thoughtful')",1.050733,0.75785,0.8595189,0.6633023,0.1962166
32,-0.66537493,-0.5855842,"('unkind', 'kind')",0.93291736,0.9848562,0.1337712,0.199636,-0.0658648
41,-0.6427028,-0.46334168,"('unforgiving', 'forgiving')",-0.01827545,-0.02310355,-0.3304891,-0.2432226,-0.0872665
74,-0.63351893,-0.40937233,"('undedicated', 'dedicated')",-0.33093032,-0.26110977,-0.4822246,-0.335241,-0.1469836
30,0.60822695,0.62900525,"('intolerant', 'tolerant')",1.7421317,1.8976374,1.1751794,1.2633213,-0.0881419
67,0.6053361,0.6131245,"('doubtful', 'determined')",-0.4423618,-0.090443686,0.0814872,0.2613404,-0.1798532
62,0.60288936,0.8923073,"('incompetent', 'brilliant')",0.73738426,0.87426573,0.6701368,0.8832865,-0.2131497
69,0.585528,0.76783353,"('lazy', 'industrious')",-0.4998321,-0.282469,0.042848,0.2426823,-0.1998343
39,0.5547353,0.7252627,"('exploitative', 'cooperative')",-0.06678766,0.084955126,0.2439738,0.4051089,-0.1611351
59,-0.5434399,-0.63083607,"('foolish', 'wise')",0.12506096,-0.005046984,-0.2091895,-0.3179415,0.108752
84,0.52780116,0.35134298,"('inferior', 'superior')",1.0554845,1.0390558,0.7916428,0.6951994,0.0964434
21,0.51037663,0.45384058,"('immoral', 'moral')",-0.37050748,-0.36597234,0.0699346,0.0439341,0.0260005
11,-0.5073353,-0.19865716,"('unhelpful', 'helpful')",1.7946564,2.0357287,0.6436605,0.9185358,-0.2748753
45,-0.50502396,-0.5378911,"('incompetent', 'competent')",-0.055379383,-0.22691254,-0.2802017,-0.3824018,0.1022001
87,0.48289454,0.6859968,"('unsuccessful', 'successful')",0.65584916,0.87947243,0.5693718,0.7827346,-0.2133628
56,0.46705744,0.5718705,"('impractical', 'practical')",0.33361173,0.50221604,0.4003346,0.5370433,-0.1367087
66,-0.45283213,-0.5663544,"('inactive', 'active')",0.32144856,0.29709285,-0.0656918,-0.1346308,0.068939
68,0.4493241,0.07579072,"('dependent', 'independent')",-0.19259481,-0.5365953,0.1283647,-0.2304023,0.358767
2,0.44127595,0.85246396,"('unlikable', 'likable')",0.3139337,0.5559235,0.3776048,0.7041937,-0.3265889
13,0.40960968,0.3028241,"('impolite', 'polite')",0.20101961,0.2064637,0.3053147,0.2546439,0.0506708
14,0.40110064,0.5800805,"('antisocial', 'social')",-0.4132756,0.045735866,-0.0060875,0.3129082,-0.3189957
37,0.39884427,0.14212659,"('fake', 'genuine')",0.34348232,0.24789077,0.3711633,0.1950087,0.1761546
27,-0.39862964,-0.6421394,"('hardhearted', 'softhearted')",1.2694738,0.78548586,0.4354221,0.0716732,0.3637489
16,-0.3801586,-0.24457267,"('unpopular', 'popular')",0.50125426,0.5066841,0.0605478,0.1310557,-0.0705079
24,-0.33719665,-0.48716465,"('dishonest', 'honest')",0.72789544,0.61074275,0.1953494,0.0617891,0.1335603
65,0.33533028,0.09686862,"('insecure', 'secure')",-0.19875409,-0.17533256,0.0682881,-0.039232,0.1075201
88,-0.33302382,0.114429936,"('low', 'eminent')",0.21050335,0.53619325,-0.0612602,0.3253116,-0.3865718
7,-0.32488462,-0.34278977,"('insensitive', 'sensitive')",0.6589583,0.5344491,0.1670368,0.0958297,0.0712071
77,-0.3057362,-0.11731591,"('unmotivated', 'motivated')",-0.8832627,-0.73358566,-0.5944995,-0.4254508,-0.1690487
55,0.29679805,0.2438387,"('incompetent', 'clever')",0.2834788,0.20381567,0.2901384,0.2238272,0.0663112
51,-0.28626,-0.24585937,"('uneducated', 'educated')",0.8142952,0.86517256,0.2640176,0.3096566,-0.045639
83,-0.27982906,-0.2576347,"('powerless', 'powerful')",-1.0654933,-1.0891473,-0.6726612,-0.673391,0.0007298
70,0.26363155,0.3522792,"('lethargic', 'energetic')",0.80885935,0.9152596,0.5362455,0.6337694,-0.0975239
47,0.23356831,0.21024892,"('stupid', 'smart')",5.2468867,5.160026,2.7402275,2.6851375,0.05509
82,-0.23253998,-0.012656756,"('poor', 'rich')",5.9396687,5.965268,2.8535643,2.9763057,-0.1227414
29,-0.22785133,-0.4894351,"('unfair', 'fair')",-0.60508186,-1.0088227,-0.4164666,-0.7491289,0.3326623
50,0.21784985,0.2670772,"('clumsy', 'skillful')",0.2525317,0.015874177,0.2351908,0.1414757,0.0937151
17,-0.21720701,-0.16376747,"('nasty', 'nice')",-0.3931681,-0.3188971,-0.3051876,-0.2413323,-0.0638553
61,-0.15898399,-0.21886449,"('illogical', 'logical')",0.025234196,-0.04962645,-0.0668749,-0.1342455,0.0673706
64,0.13463429,0.15120842,"('shy', 'confident')",-5.9095497,-5.62204,-2.8874576,-2.7354157,-0.1520419
34,0.12928538,0.19055717,"('mean', 'honorable')",5.9165106,5.823197,3.022898,3.0068769,0.0160211
15,-0.11911444,-0.035165813,"('boring', 'funny')",0.45975387,0.58138263,0.1703197,0.2731084,-0.1027887
40,-0.1188748,-0.17368385,"('stingy', 'generous')",-1.3387904,-1.6480365,-0.7288326,-0.9108602,0.1820276
3,-0.11369717,-0.18677741,"('repellent', 'pleasant')",-0.018398833,-0.10853845,-0.066048,-0.1476579,0.0816099
75,-0.10466743,0.08726652,"('meek', 'impulsive')",-0.5123293,-0.5038067,-0.3084984,-0.2082701,-0.1002283
46,-0.10127704,0.040160947,"('uncompetitive', 'competitive')",-0.341721,-0.36632764,-0.221499,-0.1630833,-0.0584157
4,0.07804136,0.14427921,"('disliked', 'liked')",-5.636901,-5.587849,-2.7794297,-2.7217851,-0.0576446
35,0.076450005,0.045493387,"('corrupt', 'incorrupt')",-0.66290665,-0.6131043,-0.2932283,-0.2838055,-0.0094228
48,-0.070175886,-0.31897363,"('unintelligent', 'intelligent')",1.2449296,0.9184863,0.5873768,0.2997563,0.2876205
22,0.04618746,-0.061284214,"('untrustworthy', 'trustworthy')",-0.8729179,-1.078449,-0.4133652,-0.5698666,0.1565014
33,-0.031106658,-0.1408897,"('wrong', 'right')",-0.6867653,-0.8909497,-0.358936,-0.5159197,0.1569837
49,0.002663901,-0.011818793,"('unable', 'able')",0.030230492,0.032245807,0.0164472,0.0102135,0.0062337
