,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,-0.8888347,-0.8193775,"('unmotivated', 'motivated')",-0.96002775,-0.7530494,-0.9244312,-0.7862134,-0.1382178
49,-0.8823594,-0.6264391,"('unable', 'able')",-0.33964542,-0.050573908,-0.6110024,-0.3385065,-0.2724959
32,-0.8651954,-0.82130724,"('unkind', 'kind')",0.6082661,0.7625117,-0.1284646,-0.0293978,-0.0990668
88,-0.8643851,-0.95330733,"('low', 'eminent')",-0.507974,-0.38091722,-0.6861796,-0.6671123,-0.0190673
25,-0.8433535,-0.62722105,"('egoistic', 'altruistic')",1.4334776,1.4735341,0.2950621,0.4231565,-0.1280944
52,-0.77602035,-0.773515,"('irrational', 'rational')",0.10345484,-0.10228942,-0.3362828,-0.4379022,0.1016194
19,-0.7691734,-0.7696704,"('inhospitable', 'hospitable')",-0.46621576,-0.5946393,-0.6176946,-0.6821549,0.0644603
41,-0.7467189,-0.4219591,"('unforgiving', 'forgiving')",-0.23832296,-0.30614504,-0.4925209,-0.3640521,-0.1284688
35,-0.73500836,-0.8044716,"('corrupt', 'incorrupt')",-0.84203887,-1.0430596,-0.7885236,-0.9237656,0.135242
45,-0.71183884,-0.7205299,"('incompetent', 'competent')",-0.07516821,0.050813846,-0.3935035,-0.334858,-0.0586455
4,-0.6985711,-0.5414481,"('disliked', 'liked')",-7.2566166,-7.6851926,-3.9775939,-4.1133204,0.1357265
78,-0.6766754,-0.548932,"('nonresilient', 'resilient')",0.30575505,0.4108519,-0.1854602,-0.0690401,-0.1164201
81,0.65496427,0.5259423,"('submissive', 'aggressive')",-0.66028327,-0.3390311,-0.0026595,0.0934556,-0.0961151
15,-0.64509887,-0.9155136,"('boring', 'funny')",0.07989644,-0.05332674,-0.2826012,-0.4844202,0.201819
50,0.64416486,0.52361095,"('clumsy', 'skillful')",0.21713375,0.23869587,0.4306493,0.3811534,0.0494959
16,-0.6342988,-0.73177505,"('unpopular', 'popular')",-0.1011921,-0.15494916,-0.3677455,-0.4433621,0.0756166
61,-0.6311197,-0.5916887,"('illogical', 'logical')",0.64062625,0.78734124,0.0047533,0.0978263,-0.093073
87,0.6039911,0.39248675,"('unsuccessful', 'successful')",1.0220515,1.1448483,0.8130213,0.7686676,0.0443537
60,0.57356566,0.4697877,"('inefficient', 'efficient')",0.18973951,0.4672705,0.3816526,0.4685291,-0.0868765
17,-0.5656007,-0.44703853,"('nasty', 'nice')",-0.83139116,-0.77767915,-0.6984959,-0.6123588,-0.0861371
66,-0.5508461,-0.3861957,"('inactive', 'active')",0.011006728,-0.0263963,-0.2699197,-0.206296,-0.0636237
67,0.54166913,0.35778448,"('doubtful', 'determined')",-0.70660657,-0.75828916,-0.0824687,-0.2002523,0.1177836
24,-0.53198713,-0.2523916,"('dishonest', 'honest')",0.11944929,0.5836571,-0.2062689,0.1656327,-0.3719016
70,0.52694,0.5408093,"('lethargic', 'energetic')",0.3729879,0.6424187,0.4499639,0.591614,-0.1416501
37,0.51337266,0.3243366,"('fake', 'genuine')",0.3095554,0.26874027,0.411464,0.2965384,0.1149256
56,0.5128548,0.38770434,"('impractical', 'practical')",-0.69171023,-0.39898196,-0.0894277,-0.0056388,-0.0837889
72,-0.4933767,-0.4739781,"('unambitious', 'ambitious')",-0.39488187,-0.2239104,-0.4441293,-0.3489442,-0.0951851
18,-0.48574883,-0.1654753,"('disagreeable', 'welcoming')",-0.7897891,-0.6591601,-0.637769,-0.4123177,-0.2254513
79,-0.4666818,-0.6263714,"('wavering', 'unwavering')",-0.5779461,-0.6841717,-0.522314,-0.6552715,0.1329575
83,-0.46226168,-0.102780685,"('powerless', 'powerful')",-0.89869237,-0.7730505,-0.680477,-0.4379156,-0.2425614
14,0.4617028,0.8086878,"('antisocial', 'social')",-0.01100778,0.26659316,0.2253475,0.5376405,-0.312293
38,-0.427347,-0.47489202,"('untruthful', 'truthful')",-0.38374028,-0.46843514,-0.4055436,-0.4716636,0.06612
54,-0.37877712,-0.5486567,"('incapable', 'capable')",0.8704693,0.8915939,0.2458461,0.1714686,0.0743775
47,-0.37295493,-0.32138312,"('stupid', 'smart')",5.1002836,5.3856974,2.3636644,2.5321572,-0.1684928
71,0.34834236,0.33783945,"('diffident', 'self-confident')",0.21966568,0.2563988,0.284004,0.2971191,-0.0131151
29,-0.3421703,-0.41811624,"('unfair', 'fair')",-0.2529756,-0.3868146,-0.297573,-0.4024654,0.1048924
23,0.3264326,0.17708658,"('insincere', 'sincere')",5.9448195,6.2476835,3.1356261,3.2123849,-0.0767588
63,-0.31971535,-0.34569,"('unperceptive', 'insightful')",0.78090143,0.78901094,0.230593,0.2216605,0.0089325
3,-0.31468195,-0.04017011,"('repellent', 'pleasant')",0.8230748,1.0755483,0.2541964,0.5176891,-0.2634927
13,0.31175864,0.20960356,"('impolite', 'polite')",-0.60984373,-0.3246699,-0.1490425,-0.0575332,-0.0915093
82,0.31045705,-0.13383383,"('poor', 'rich')",6.304502,6.562315,3.3074796,3.2142406,0.093239
69,-0.3081051,-0.14956993,"('lazy', 'industrious')",-0.99350595,-1.2057402,-0.6508055,-0.6776551,0.0268496
80,0.30768389,0.5790793,"('dominated', 'dominating')",-0.8126488,-0.48457453,-0.2524824,0.0472524,-0.2997348
74,-0.30216938,-0.12845366,"('undedicated', 'dedicated')",-0.35969633,-0.25443852,-0.3309329,-0.1914461,-0.1394868
40,-0.2563288,0.17103012,"('stingy', 'generous')",-2.0219374,-1.9434806,-1.1391331,-0.8862252,-0.2529079
84,0.23795381,0.431917,"('inferior', 'superior')",0.79590917,0.8760277,0.5169315,0.6539724,-0.1370409
12,-0.23420534,-0.0033492865,"('unsupportive', 'supportive')",-2.0020058,-1.9838907,-1.1181055,-0.99362,-0.1244855
62,0.22869259,0.44960967,"('incompetent', 'brilliant')",0.4140022,0.7804679,0.3213474,0.6150388,-0.2936914
33,-0.22840479,-0.17599949,"('wrong', 'right')",-0.76589245,-0.8252509,-0.4971486,-0.5006252,0.0034766
58,-0.21957844,-0.12035871,"('undiscriminating', 'discriminating')",0.30883235,0.18081287,0.044627,0.0302271,0.0143999
59,0.21792084,0.16395259,"('foolish', 'wise')",0.052754167,-0.08183482,0.1353375,0.0410589,0.0942786
5,-0.20685783,-0.38143224,"('distant', 'outgoing')",-0.43091872,-0.68112993,-0.3188883,-0.5312811,0.2123928
34,-0.2047186,-0.03537364,"('mean', 'honorable')",5.643075,5.787713,2.7191782,2.8761697,-0.1569915
55,-0.20119609,0.024296157,"('incompetent', 'clever')",0.24247871,0.77081966,0.0206413,0.3975579,-0.3769166
39,0.1606415,0.41201115,"('exploitative', 'cooperative')",0.18831357,0.3280673,0.1744775,0.3700392,-0.1955617
46,-0.14493532,0.030323584,"('uncompetitive', 'competitive')",-0.9272858,-0.5574505,-0.5361106,-0.2635635,-0.2725471
64,0.14335762,0.26159537,"('shy', 'confident')",-6.3473463,-6.3401227,-3.1019943,-3.0392637,-0.0627306
11,0.13959111,0.08710238,"('unhelpful', 'helpful')",1.4667778,1.7191648,0.8031844,0.9031336,-0.0999492
7,-0.13697292,-0.055392608,"('insensitive', 'sensitive')",0.61866,0.8168537,0.2408435,0.3807305,-0.139887
20,-0.1321392,-0.0005213432,"('rough', 'thoughtful')",0.78735936,0.8232863,0.3276101,0.4113825,-0.0837724
2,-0.08557059,0.14350747,"('unlikable', 'likable')",0.58229876,0.6596321,0.2483641,0.4015698,-0.1532057
65,0.07918924,0.028049912,"('insecure', 'secure')",0.0698492,0.38226938,0.0745192,0.2051596,-0.1306404
51,0.0739344,-0.06446548,"('uneducated', 'educated')",0.5332304,0.55026066,0.3035824,0.2428976,0.0606848
68,0.042731628,0.04187539,"('dependent', 'independent')",-1.0537872,-0.82278204,-0.5055278,-0.3904533,-0.1150745
43,-0.041469805,-0.15636066,"('irresponsible', 'responsible')",0.21285045,0.38123572,0.0856903,0.1124375,-0.0267472
21,-0.031764634,0.20766947,"('immoral', 'moral')",-0.38103446,-0.0061247014,-0.2063995,0.1007724,-0.3071719
22,0.026338432,0.16515274,"('untrustworthy', 'trustworthy')",-0.83605486,-0.5958996,-0.4048582,-0.2153734,-0.1894848
75,0.025228439,-0.021171715,"('meek', 'impulsive')",-1.0158803,-1.1842227,-0.495326,-0.6026972,0.1073712
30,-0.0012389794,0.21280184,"('intolerant', 'tolerant')",0.7355035,0.7886856,0.3671322,0.5007437,-0.1336115
