,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
24,-0.4494147,-0.30013287,"('dishonest', 'honest')",-1.0465152,-0.9375083,-0.6297825,-0.6480669,-0.7085708,-0.6285693,-0.0800015
35,-0.40975603,-0.31204554,"('corrupt', 'incorrupt')",0.8986303,1.0700787,-0.17824388,-0.10042028,0.1035435,0.2192043,-0.1156608
36,-0.40915337,-0.51595193,"('hostile', 'amicable')",0.2649578,0.31778976,-0.12403482,-0.2007676,-0.0894101,-0.1329766,0.0435665
21,0.40841484,0.4156427,"('immoral', 'moral')",-0.8376436,-0.769874,-0.18440208,-0.09452852,-0.2045436,-0.1495866,-0.054957
3,0.3885095,0.2543187,"('repellent', 'pleasant')",-1.1448003,-1.2029923,-0.22265284,-0.17871249,-0.3263145,-0.3757954,0.0494809
52,0.37362865,0.27757138,"('irrational', 'rational')",1.0150182,1.0248055,-0.23930109,-0.33478582,0.3831153,0.3225304,0.0605849
17,-0.3582014,-0.27863714,"('nasty', 'nice')",-0.23552401,-0.13534549,0.49354923,0.65507185,-0.0333921,0.0803631,-0.1137552
75,0.29885978,0.45821035,"('meek', 'impulsive')",0.7404226,0.8917228,0.31808668,0.39876556,0.4524563,0.5828996,-0.1304433
39,0.28855383,0.37158698,"('exploitative', 'cooperative')",-0.5388018,-0.55534613,0.40058985,0.4164226,0.050114,0.0775545,-0.0274405
48,-0.28272814,-0.5005328,"('unintelligent', 'intelligent')",-2.0005028,-2.1262093,-1.2707353,-1.37283,-1.1846554,-1.3331908,0.1485354
66,0.28225648,0.30202332,"('inactive', 'active')",1.6470987,1.6082312,0.6723842,0.56439924,0.8672465,0.8248846,0.0423619
44,0.2785886,0.5433826,"('prejudiced', 'unprejudiced')",0.20734432,0.3010464,0.2529103,0.38146895,0.2462811,0.4086327,-0.1623516
81,-0.2635337,-0.47917247,"('submissive', 'aggressive')",-1.6323422,-1.8935314,-0.3137602,-0.37519142,-0.7365454,-0.9159652,0.1794198
58,0.23893723,0.028736267,"('undiscriminating', 'discriminating')",0.13157202,0.1154723,0.2997172,0.27443808,0.2234088,0.1395489,0.0838599
46,0.20629199,-0.12820154,"('uncompetitive', 'competitive')",-1.4149357,-1.5449847,0.09036772,0.045102842,-0.3727587,-0.5426945,0.1699358
55,0.18995477,0.12992479,"('incompetent', 'clever')",-1.5346057,-1.4413816,-0.9933908,-0.927711,-0.7793473,-0.7463892,-0.0329581
74,-0.18844624,-0.44953823,"('undedicated', 'dedicated')",-0.29604286,-0.39287105,-0.33168277,-0.41825768,-0.2720573,-0.4202223,0.148165
63,0.18518582,0.06885417,"('unperceptive', 'insightful')",-0.27257586,-0.38040632,0.2911954,0.12952684,0.0679351,-0.0606751,0.1286102
27,-0.18430543,-0.021214977,"('hardhearted', 'softhearted')",-1.3366448,-1.1734437,-0.2769715,-0.19933651,-0.5993072,-0.4646651,-0.1346421
43,0.18331766,0.3039956,"('irresponsible', 'responsible')",-2.0054739,-1.9901958,0.047099262,0.0635971,-0.5916857,-0.5408677,-0.050818
30,-0.1825374,-0.22328565,"('intolerant', 'tolerant')",-1.9618876,-2.0334132,-0.49407724,-0.49674085,-0.8795007,-0.9178132,0.0383125
34,-0.16570169,-0.22348662,"('mean', 'honorable')",-0.7285392,-0.7917437,0.2493109,0.21781808,-0.2149767,-0.2658041,0.0508274
68,0.15720902,0.28229487,"('dependent', 'independent')",-1.177311,-1.1260128,-0.7628373,-0.78612715,-0.5943131,-0.5432817,-0.0510314
69,0.1465818,0.045150787,"('lazy', 'industrious')",1.4084997,1.1831496,1.1072159,1.0388649,0.8874324,0.7557217,0.1317107
70,0.14632653,0.24134251,"('lethargic', 'energetic')",-0.9080324,-0.8911823,-0.21873803,-0.17476483,-0.3268146,-0.2748682,-0.0519464
51,0.12613684,-0.018437065,"('uneducated', 'educated')",-0.15332651,-0.24517749,0.0645175,0.0026567876,0.0124426,-0.0869859,0.0994285
71,-0.12270863,-0.16827679,"('diffident', 'self-confident')",0.20149025,0.12802343,1.0452051,1.0142835,0.3746622,0.3246767,0.0499855
50,0.12212822,0.066928826,"('clumsy', 'skillful')",0.92127246,0.934569,0.48712704,0.49303582,0.5101759,0.4981779,0.011998
13,-0.10837174,-0.017626502,"('impolite', 'polite')",-1.6334054,-1.54656,0.83161145,0.92425585,-0.3033886,-0.2133102,-0.0900784
29,-0.10693913,0.09311376,"('unfair', 'fair')",0.2544467,0.43924406,-0.9083364,-0.74675375,-0.2536096,-0.0714653,-0.1821443
14,-0.09604789,-0.1762928,"('antisocial', 'social')",-1.5108985,-1.4921447,-0.23160817,-0.13796884,-0.6128515,-0.6021354,-0.0107161
72,-0.09332393,0.023898568,"('unambitious', 'ambitious')",-0.81813765,-0.7347582,0.020711806,0.08793546,-0.2969166,-0.2076414,-0.0892752
40,-0.091023654,-0.29749528,"('stingy', 'generous')",-1.1198784,-1.1548483,0.026282387,-0.024193259,-0.3948732,-0.492179,0.0973058
4,-0.08701371,-0.19318178,"('disliked', 'liked')",0.55138284,0.6669263,0.6911528,0.6509934,0.385174,0.3749127,0.0102613
84,-0.08501471,-0.008592822,"('inferior', 'superior')",-0.07228385,-0.07754249,-0.052793186,0.015552904,-0.0700306,-0.0235275,-0.0465031
37,0.061395377,0.15645066,"('fake', 'genuine')",-0.90481937,-0.8551092,-0.077807605,-0.04271383,-0.3070772,-0.2471241,-0.0599531
11,-0.04731056,-0.085108265,"('unhelpful', 'helpful')",-1.9422863,-2.1567018,-0.433688,-0.493755,-0.8077616,-0.9118551,0.1040935
9,-0.045816883,-0.04531639,"('unaffectionate', 'caring')",-0.40785706,-0.39719892,0.036309034,-0.13141483,-0.1391216,-0.19131,0.0521884
19,-0.04518903,0.2576329,"('inhospitable', 'hospitable')",0.48167384,0.7788317,-0.30158383,-0.12683125,0.044967,0.3032112,-0.2582442
65,-0.037492424,0.040609263,"('insecure', 'secure')",-1.326927,-1.4526712,-0.54549146,-0.55603325,-0.6366369,-0.6560317,0.0193948
79,0.036753207,0.03807441,"('wavering', 'unwavering')",1.1300346,1.0700814,0.038315717,0.0048984997,0.4017012,0.3710181,0.0306831
88,-0.030477071,-0.15873545,"('low', 'eminent')",-0.09675868,-0.15929782,-0.67600805,-0.78886074,-0.2677479,-0.3689647,0.1012168
7,-0.030350931,-0.13446903,"('insensitive', 'sensitive')",-1.5133679,-1.5389796,-0.37450823,-0.41041502,-0.639409,-0.6946212,0.0552122
77,-0.017821498,-0.21528655,"('unmotivated', 'motivated')",-0.57956326,-0.68656236,0.49584702,0.46429577,-0.0338459,-0.145851,0.1120051
5,-0.0075360034,0.18044886,"('distant', 'outgoing')",0.6969565,0.91652393,0.20036563,0.3100011,0.2965954,0.4689913,-0.1723959
59,0.001079686,0.02825059,"('foolish', 'wise')",1.132651,1.0152167,0.049942393,-0.04661489,0.3945577,0.3322841,0.0622736
