,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.4986805,-1.7272242,"('unfriendly', 'friendly')",-0.67427224,-0.60086477,-0.9922438,-1.1578192,-1.0550655,-1.1619693,0.1069038
73,1.4676118,1.6622868,"('helpless', 'self-reliant')",0.8112555,0.8373075,1.2509794,1.3151183,1.1766156,1.2715708,-0.0949552
2,1.3156515,1.3354987,"('unlikable', 'likable')",1.1461574,1.143598,1.439824,1.4024183,1.3005443,1.2938383,0.006706
28,-1.3121884,-1.6486372,"('disloyal', 'loyal')",-1.4171615,-1.5248466,-1.4410726,-1.6408856,-1.3901409,-1.6047897,0.2146488
62,1.1703073,1.3136979,"('incompetent', 'brilliant')",-1.4843398,-1.3945328,0.97587323,1.0286152,0.2206136,0.3159268,-0.0953132
57,-1.1560735,-1.3231242,"('unimaginative', 'imaginative')",-1.8779483,-1.8828595,-1.7241542,-1.7271714,-1.5860586,-1.644385,0.0583264
64,1.1470878,1.2057728,"('shy', 'confident')",-0.32306767,-0.3999859,0.21161903,0.2016384,0.3452131,0.3358084,0.0094047
42,1.1435649,1.2329171,"('unreliable', 'reliable')",1.1849195,1.1485747,0.89171046,0.9596222,1.0733984,1.1137046,-0.0403062
23,-1.10326,-1.1995463,"('insincere', 'sincere')",-2.1968687,-2.3294098,-0.61846817,-0.68285686,-1.3061989,-1.4039377,0.0977388
53,-0.93649447,-1.0565157,"('uncreative', 'creative')",-0.28847727,-0.21842399,-1.3074644,-1.2775211,-0.8441454,-0.8508202,0.0066748
87,0.914472,0.81809926,"('unsuccessful', 'successful')",1.4164782,1.2863256,1.6674107,1.7190986,1.332787,1.2745078,0.0582792
10,-0.87525433,-0.94386995,"('unsympathetic', 'sympathetic')",-2.335346,-2.2904046,-1.0234767,-0.94473404,-1.411359,-1.3930028,-0.0183562
26,-0.8690656,-1.044531,"('hardhearted', 'benevolent')",1.121406,1.0560466,-0.7786914,-0.88304543,-0.1754503,-0.2905099,0.1150596
18,-0.8493722,-0.81878823,"('disagreeable', 'welcoming')",0.46183017,0.57113826,-0.52771354,-0.5212254,-0.3050852,-0.2562918,-0.0487934
8,-0.84586954,-0.8727137,"('unaffectionate', 'affectionate')",-0.023481965,0.060299642,-0.5656645,-0.7292824,-0.4783387,-0.5138988,0.0355601
47,-0.8120666,-0.72130364,"('stupid', 'smart')",-1.2966768,-1.1915479,-0.46906093,-0.3059154,-0.8592681,-0.739589,-0.1196791
60,0.7657519,0.80358106,"('inefficient', 'efficient')",-1.923605,-1.960561,0.5616408,0.61121166,-0.1987374,-0.1819228,-0.0168146
0,-0.74121416,-0.8028301,"('unsociable', 'sociable')",-2.7997148,-2.7011003,-0.3625701,-0.22332893,-1.3011663,-1.2424198,-0.0587465
33,0.727697,0.7288225,"('wrong', 'right')",0.8677385,0.83085555,1.142695,1.0939156,0.9127102,0.8845312,0.028179
20,-0.7266197,-0.6348,"('rough', 'thoughtful')",-1.019378,-0.87771356,-0.2967008,-0.1034288,-0.6808995,-0.5386475,-0.142252
83,0.72277606,0.6745695,"('powerless', 'powerful')",-0.38682058,-0.43641517,0.6370072,0.68264735,0.3243209,0.3069339,0.017387
15,0.71700156,0.7951049,"('boring', 'funny')",1.0024338,1.006373,-0.3523207,-0.36757115,0.4557049,0.4779689,-0.022264
41,-0.712619,-0.90779036,"('unforgiving', 'forgiving')",-1.7966095,-1.7346529,-0.28457066,-0.36844337,-0.9312664,-1.0036289,0.0723625
86,-0.67894024,-0.9429101,"('uninfluential', 'influential')",-1.9778476,-2.0756495,-1.2487086,-1.3773462,-1.3018322,-1.4653018,0.1634696
49,-0.63281703,-0.56044304,"('unable', 'able')",-0.80253386,-0.6930613,-0.56074125,-0.46795028,-0.665364,-0.5738182,-0.0915458
61,0.6307652,0.64198625,"('illogical', 'logical')",-0.9189075,-0.939112,0.6821098,0.7159507,0.1313225,0.1396083,-0.0082858
6,0.6232897,0.74269843,"('distant', 'open')",1.2394997,1.3985268,0.17740375,0.24480978,0.6800644,0.7953451,-0.1152807
82,-0.621844,-0.69614184,"('poor', 'rich')",-0.5142959,-0.5216087,-1.1077458,-1.0515058,-0.7479618,-0.7564188,0.008457
31,-0.61857915,-0.6918584,"('evil', 'good')",1.2453753,1.3739582,0.24512064,0.19382401,0.2906389,0.2919746,-0.0013357
22,-0.58465844,-0.43291327,"('untrustworthy', 'trustworthy')",-0.32924095,-0.18720666,-0.86743695,-0.72143507,-0.5937788,-0.447185,-0.1465938
78,-0.5684685,-0.77813566,"('nonresilient', 'resilient')",-1.2179766,-1.3551415,-0.41390535,-0.474518,-0.7334502,-0.8692651,0.1358149
85,0.5658293,0.47363144,"('insignificant', 'prestigious')",2.7319615,2.7415068,1.2695713,1.2306594,1.5224539,1.4819325,0.0405214
67,0.5558628,0.63535804,"('doubtful', 'determined')",-0.5180365,-0.47106016,0.39436054,0.4700031,0.1440623,0.2114336,-0.0673713
76,0.5485216,0.7567733,"('anxious', 'daring')",0.274906,0.3971735,0.32870397,0.57965493,0.3840439,0.5778672,-0.1938233
80,0.5465517,0.4842474,"('dominated', 'dominating')",-1.1793414,-1.1886029,0.072629824,0.027406223,-0.18672,-0.2256498,0.0389298
25,-0.5433581,-0.7046977,"('egoistic', 'altruistic')",0.12064344,0.03027283,0.2672088,0.08001028,-0.0518353,-0.1981382,0.1463029
12,0.5290824,0.42425174,"('unsupportive', 'supportive')",-0.77797264,-0.85343075,0.78994626,0.74808174,0.180352,0.1063009,0.0740511
54,-0.51855034,-0.35249934,"('incapable', 'capable')",0.39775512,0.4807771,0.6194671,0.7655764,0.166224,0.2979514,-0.1317274
32,-0.518327,-0.48104024,"('unkind', 'kind')",-0.23972575,-0.1205837,-0.58705765,-0.48736998,-0.4483701,-0.362998,-0.0853721
38,-0.5144605,-0.5379747,"('untruthful', 'truthful')",-0.9490996,-1.064359,0.24414311,0.07128733,-0.4064723,-0.5103488,0.1038765
45,0.50432146,0.2540251,"('incompetent', 'competent')",-2.0494902,-2.039104,-0.09785357,-0.060153823,-0.5476741,-0.6150776,0.0674035
16,0.46965665,0.32750988,"('unpopular', 'popular')",1.0217178,1.0167483,0.26800528,0.1866402,0.5864599,0.5102994,0.0761605
56,0.4659965,0.34544438,"('impractical', 'practical')",-1.5818315,-1.7172754,0.36677116,0.3476198,-0.2496879,-0.3414037,0.0917158
