,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
31,-2.759487,-2.6372027,"('evil', 'good')",-1.6003978,-1.5666105,-2.1799424,-2.1019065,-0.0780359
60,2.5305555,2.684075,"('inefficient', 'efficient')",0.61643744,0.85127735,1.5734965,1.7676762,-0.1941797
36,-2.488601,-2.9431398,"('hostile', 'amicable')",-0.54806036,-0.35121197,-1.5183307,-1.6471759,0.1288452
85,-2.142528,-1.979066,"('insignificant', 'prestigious')",-0.07591267,0.33372608,-1.1092204,-0.82267,-0.2865504
14,1.9170536,2.1240013,"('antisocial', 'social')",-0.2165307,-0.19689523,0.8502614,0.963553,-0.1132916
56,1.896179,1.8953619,"('impractical', 'practical')",0.2654191,0.18661213,1.080799,1.040987,0.039812
6,-1.8020105,-2.0902047,"('distant', 'open')",-0.10498436,-0.084302105,-0.9534975,-1.0872535,0.133756
62,1.7686119,1.8077552,"('incompetent', 'brilliant')",1.146516,0.8287484,1.4575639,1.3182518,0.1393121
5,-1.7671561,-1.919274,"('distant', 'outgoing')",-0.38165253,-0.23914984,-1.0744044,-1.079212,0.0048076
19,-1.7576784,-1.7686023,"('inhospitable', 'hospitable')",-0.3202333,-0.14558123,-1.0389558,-0.9570917,-0.0818641
79,-1.7493656,-1.6448704,"('wavering', 'unwavering')",-0.2551425,-0.29424778,-1.002254,-0.9695591,-0.0326949
66,-1.6898719,-1.9883488,"('inactive', 'active')",0.41010576,0.44343862,-0.639883,-0.7724551,0.1325721
53,-1.6477829,-2.158583,"('uncreative', 'creative')",0.6156864,0.5996689,-0.5160483,-0.779457,0.2634087
30,1.5945479,1.9657146,"('intolerant', 'tolerant')",1.6419885,1.9253497,1.6182683,1.9455321,-0.3272638
81,1.5867116,2.2229872,"('submissive', 'aggressive')",0.020960212,-0.08217017,0.8038359,1.0704085,-0.2665726
1,-1.549383,-1.7663257,"('unfriendly', 'friendly')",0.9691971,1.285934,-0.290093,-0.2401959,-0.0498971
8,-1.5004117,-1.504533,"('unaffectionate', 'affectionate')",-0.037844274,0.24415815,-0.769128,-0.6301875,-0.1389405
35,-1.4669755,-1.7006357,"('corrupt', 'incorrupt')",-0.45771715,-0.49793768,-0.9623463,-1.0992867,0.1369404
76,1.3729765,1.3455111,"('anxious', 'daring')",0.5453629,0.609841,0.9591697,0.977676,-0.0185063
4,-1.2963464,-1.4264985,"('disliked', 'liked')",-6.3966928,-6.378044,-3.8465195,-3.9022713,0.0557518
21,1.2891546,1.6363043,"('immoral', 'moral')",-0.37183592,-0.3044895,0.4586594,0.6659074,-0.207248
3,1.2282959,0.83141863,"('repellent', 'pleasant')",0.27336684,0.057460055,0.7508314,0.4444394,0.306392
48,1.2081468,1.3996452,"('unintelligent', 'intelligent')",0.8589528,1.1102134,1.0335498,1.2549293,-0.2213795
75,-1.1313548,-1.1451305,"('meek', 'impulsive')",-0.52551776,-0.59946126,-0.8284363,-0.8722959,0.0438596
65,1.1023052,1.3775909,"('insecure', 'secure')",-0.06295417,-0.10837753,0.5196755,0.6346067,-0.1149312
16,-1.0998225,-1.2374516,"('unpopular', 'popular')",0.41690636,0.5049573,-0.3414581,-0.3662471,0.024789
55,1.070236,1.2992243,"('incompetent', 'clever')",0.16021615,0.29704717,0.615226,0.7981357,-0.1829097
43,1.0606012,1.3515528,"('irresponsible', 'responsible')",0.45951432,0.90555614,0.7600578,1.1285545,-0.3684967
52,-1.0486714,-1.2631633,"('irrational', 'rational')",-0.30984858,-0.26253697,-0.67926,-0.7628502,0.0835902
84,1.0102745,0.8623591,"('inferior', 'superior')",1.0982164,1.1814718,1.0542455,1.0219154,0.0323301
88,-0.8965838,-0.6485062,"('low', 'eminent')",0.20535432,0.40924165,-0.3456147,-0.1196323,-0.2259824
11,0.8940857,0.957715,"('unhelpful', 'helpful')",1.8707318,2.08398,1.3824087,1.5208476,-0.1384389
15,-0.85646105,-0.8661251,"('boring', 'funny')",0.21511525,0.35051435,-0.3206729,-0.2578054,-0.0628675
42,0.8558447,0.95886457,"('unreliable', 'reliable')",-2.9686675,-2.9129767,-1.0564114,-0.9770561,-0.0793553
23,0.8339258,0.85295016,"('insincere', 'sincere')",6.006092,5.9232426,3.4200089,3.3880963,0.0319126
86,-0.81089467,-0.67613447,"('uninfluential', 'influential')",-0.6134158,-0.31586376,-0.7121552,-0.4959991,-0.2161561
9,-0.7969394,-1.040035,"('unaffectionate', 'caring')",0.72915465,0.8875128,-0.0338924,-0.0762611,0.0423687
80,0.7716007,0.98952925,"('dominated', 'dominating')",-0.96868134,-1.1768415,-0.0985403,-0.0936561,-0.0048842
22,0.7464788,1.0284309,"('untrustworthy', 'trustworthy')",-0.94018626,-0.8137094,-0.0968537,0.1073608,-0.2042145
59,-0.6985333,-0.81688863,"('foolish', 'wise')",0.31518602,0.55006284,-0.1916736,-0.1334129,-0.0582607
38,0.6920508,0.3848768,"('untruthful', 'truthful')",0.3785981,0.17372055,0.5353245,0.2792987,0.2560258
37,0.68860644,0.67616606,"('fake', 'genuine')",0.2608645,0.2180118,0.4747355,0.4470889,0.0276466
46,0.67821807,0.80110395,"('uncompetitive', 'competitive')",-0.56782866,-0.4945733,0.0551947,0.1532653,-0.0980706
20,0.6706471,0.7206819,"('rough', 'thoughtful')",0.85646325,1.0790702,0.7635552,0.8998761,-0.1363209
72,0.67045414,0.69685316,"('unambitious', 'ambitious')",-0.644233,-0.7332206,0.0131106,-0.0181837,0.0312943
7,0.6697883,0.70935935,"('insensitive', 'sensitive')",0.69014466,0.7940593,0.6799664,0.7517093,-0.0717429
57,-0.65744984,-0.7048606,"('unimaginative', 'imaginative')",-2.9682457,-2.6483297,-1.8128479,-1.6765952,-0.1362527
2,0.64674234,0.5257379,"('unlikable', 'likable')",0.6236759,0.5721939,0.6352091,0.5489659,0.0862432
25,-0.63639295,-1.2191708,"('egoistic', 'altruistic')",1.1880945,1.1978962,0.2758508,-0.0106373,0.2864881
69,-0.6275733,-0.9239789,"('lazy', 'industrious')",-0.40412208,-0.28168172,-0.5158477,-0.6028303,0.0869826
49,0.62034214,0.7613693,"('unable', 'able')",0.2527638,0.27127165,0.436553,0.5163205,-0.0797675
70,0.6201669,0.85892665,"('lethargic', 'energetic')",0.6081571,0.859226,0.614162,0.8590763,-0.2449143
33,-0.6033658,-0.6218871,"('wrong', 'right')",-0.66794765,-0.39723894,-0.6356567,-0.509563,-0.1260937
26,-0.5935932,-0.25306782,"('hardhearted', 'benevolent')",0.83021975,1.5077298,0.1183133,0.627331,-0.5090177
71,-0.58093446,-0.6968805,"('diffident', 'self-confident')",0.11893582,0.35265708,-0.2309993,-0.1721117,-0.0588876
67,0.54445505,0.6235053,"('doubtful', 'determined')",-0.42035136,-0.1854622,0.0620518,0.2190215,-0.1569697
51,0.53912956,0.56500536,"('uneducated', 'educated')",0.49810472,0.52351314,0.5186172,0.5442593,-0.0256421
13,0.5219496,1.1322489,"('impolite', 'polite')",-0.3023806,-0.06547349,0.1097845,0.5333877,-0.4236032
58,-0.5129577,-0.5657871,"('undiscriminating', 'discriminating')",-0.22390643,-0.05907283,-0.368432,-0.31243,-0.056002
18,-0.49284035,-0.2679867,"('disagreeable', 'welcoming')",-0.34941682,-0.0937245,-0.4211286,-0.1808556,-0.240273
68,0.4788894,0.5183659,"('dependent', 'independent')",-0.13515086,-0.23407812,0.1718693,0.1421439,0.0297254
10,0.473406,0.69027245,"('unsympathetic', 'sympathetic')",-0.37814772,-0.31621656,0.0476291,0.1870279,-0.1393988
34,0.44981775,0.26920485,"('mean', 'honorable')",5.9171734,5.956114,3.1834955,3.1126595,0.070836
45,0.44792837,0.70484215,"('incompetent', 'competent')",-0.43242687,-0.25978777,0.0077507,0.2225272,-0.2147765
73,0.3959769,0.21339983,"('helpless', 'self-reliant')",-2.9450436,-2.9418082,-1.2745333,-1.3642042,0.0896709
39,0.39286134,0.6343342,"('exploitative', 'cooperative')",-0.0019205137,0.2629422,0.1954704,0.4486382,-0.2531678
44,0.3740035,0.37675476,"('prejudiced', 'unprejudiced')",-1.3462292,-1.2653016,-0.4861128,-0.4442734,-0.0418394
41,0.34526992,0.7620416,"('unforgiving', 'forgiving')",-0.25497204,0.01658925,0.0451489,0.3893154,-0.3441665
61,0.32029128,0.4399647,"('illogical', 'logical')",0.0044004694,0.32234156,0.1623459,0.3811531,-0.2188072
83,-0.24533908,-0.111442596,"('powerless', 'powerful')",-0.7458079,-0.8692892,-0.4955735,-0.4903659,-0.0052076
32,0.191498,0.4695103,"('unkind', 'kind')",0.7837685,1.0067677,0.4876332,0.738139,-0.2505058
74,0.17638093,0.256148,"('undedicated', 'dedicated')",-0.49036118,-0.16938075,-0.1569901,0.0433836,-0.2003737
64,0.17290518,0.57070976,"('shy', 'confident')",-6.0647864,-6.1515384,-2.9459407,-2.7904143,-0.1555264
77,0.16956437,-0.1482372,"('unmotivated', 'motivated')",-0.5572584,-0.8453134,-0.193847,-0.4967753,0.3029283
50,-0.15810041,-0.09043889,"('clumsy', 'skillful')",0.11317586,0.21715231,-0.0224623,0.0633567,-0.085819
63,0.15791592,0.5587613,"('unperceptive', 'insightful')",0.9419832,0.9848467,0.5499496,0.771804,-0.2218544
27,0.15197298,-0.12499769,"('hardhearted', 'softhearted')",1.4254482,1.3737413,0.7887106,0.6243718,0.1643388
29,0.13412213,-0.065801166,"('unfair', 'fair')",-0.7124867,-0.62691814,-0.2891823,-0.3463596,0.0571773
0,0.13175121,0.42703578,"('unsociable', 'sociable')",-0.76987606,-0.36545247,-0.3190624,0.0307917,-0.3498541
12,0.12739174,0.2541814,"('unsupportive', 'supportive')",-1.82333,-1.7032818,-0.8479692,-0.7245502,-0.123419
17,-0.11518091,-0.09182557,"('nasty', 'nice')",-0.41070783,-0.19227429,-0.2629444,-0.1420499,-0.1208945
47,0.10134354,0.25463936,"('stupid', 'smart')",5.509295,5.5307646,2.8053193,2.8927019,-0.0873826
82,-0.09884221,-0.3073386,"('poor', 'rich')",6.171452,5.990541,3.036305,2.8416011,0.1947039
24,-0.0870188,0.07192813,"('dishonest', 'honest')",0.9354134,0.94752884,0.4241973,0.5097285,-0.0855312
