,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
61,1.8792604,2.1013348,"('illogical', 'logical')",2.0450726,2.1515043,0.12511477,0.28795278,1.349816,1.5135973,-0.1637813
8,-1.7737592,-1.8697313,"('unaffectionate', 'affectionate')",-1.6541847,-1.9750178,0.2652452,0.520669,-1.0542329,-1.1080267,0.0537938
71,1.7019683,1.6700749,"('diffident', 'self-confident')",1.7143892,1.2874162,0.109436385,0.026983235,1.1752646,0.9948248,0.1804398
43,1.6216732,1.8840758,"('irresponsible', 'responsible')",1.8762132,2.163115,1.4150035,1.5549048,1.63763,1.8673652,-0.2297352
60,1.5682064,1.8966244,"('inefficient', 'efficient')",3.1208363,3.5467763,0.5480185,0.6301869,1.745687,2.0245293,-0.2788423
39,1.5526743,1.8524101,"('exploitative', 'cooperative')",1.1598635,1.3932834,-0.1484938,-0.102239884,0.8546813,1.0478179,-0.1931366
56,1.4885314,1.7045336,"('impractical', 'practical')",1.623681,1.783734,0.87004656,0.84593236,1.3274196,1.4447333,-0.1173137
14,1.4767356,1.5850997,"('antisocial', 'social')",2.2803636,2.5339084,0.03924814,0.044736043,1.2654491,1.3879147,-0.1224656
35,-1.4122775,-1.5524048,"('corrupt', 'incorrupt')",-2.7815282,-3.1660078,-0.5687947,-0.62946033,-1.5875335,-1.7826242,0.1950907
6,-1.3205131,-1.502833,"('distant', 'open')",-0.8893484,-1.1871929,-0.32689056,-0.2573399,-0.845584,-0.9824553,0.1368713
21,1.2031393,1.4506333,"('immoral', 'moral')",0.92971647,1.3540034,-0.6622614,-0.5046462,0.4901981,0.7666636,-0.2764655
31,-1.1457044,-1.4926144,"('evil', 'good')",-2.5300627,-3.0206301,-1.1642315,-1.3143939,-1.6133327,-1.9425462,0.3292135
59,1.1450601,1.0590404,"('foolish', 'wise')",-1.1737661,-1.5752529,0.038654733,-0.049048018,0.0033162,-0.1884202,0.1917364
17,-1.0970123,-1.1319767,"('nasty', 'nice')",-0.762967,-0.906464,-0.3525494,-0.41979492,-0.7375096,-0.8194119,0.0819023
25,-1.0827519,-1.148373,"('egoistic', 'altruistic')",-0.31128818,-0.45678645,0.039991476,0.14802167,-0.4513495,-0.4857126,0.0343631
26,1.0286686,0.9735287,"('hardhearted', 'benevolent')",0.35765404,0.349273,2.0227964,2.091158,1.136373,1.1379865,-0.0016135
11,1.01064,1.1243937,"('unhelpful', 'helpful')",1.8447742,1.8914589,2.6354172,2.6449378,1.8302771,1.8869301,-0.056653
74,1.0034369,0.9120894,"('undedicated', 'dedicated')",0.99854666,1.0132573,0.6574011,0.48607674,0.8864616,0.8038078,0.0826538
24,0.9820479,1.2329893,"('dishonest', 'honest')",1.0051291,1.2315435,0.56487346,0.858472,0.8506835,1.1076682,-0.2569847
73,0.9688889,1.0378587,"('helpless', 'self-reliant')",-0.028128114,-0.14555432,-2.9690013,-3.16619,-0.6760801,-0.7579618,0.0818817
70,0.95246196,1.0812919,"('lethargic', 'energetic')",2.885518,3.1938653,1.5157318,1.7072366,1.7845707,1.9941312,-0.2095605
5,-0.89351535,-0.9852521,"('distant', 'outgoing')",-1.1408883,-1.5963008,-0.60750175,-0.58645064,-0.8806352,-1.0560012,0.175366
32,0.88868374,0.9468276,"('unkind', 'kind')",1.3329518,1.5341722,1.5533606,1.525846,1.2583321,1.3356152,-0.0772831
66,-0.87034416,-0.96798444,"('inactive', 'active')",-0.27482802,-0.27578312,0.95399296,0.9893603,-0.0637264,-0.0848024,0.021076
30,0.8611463,0.9192799,"('intolerant', 'tolerant')",2.6906202,2.6075575,1.2461742,1.277392,1.5993136,1.6014098,-0.0020962
62,0.84958553,1.0437484,"('incompetent', 'brilliant')",2.1986864,2.5658402,0.22068295,0.24201289,1.0896516,1.2838672,-0.1942156
78,-0.84394,-0.89108455,"('nonresilient', 'resilient')",0.1345315,0.17647266,0.18435937,0.3138014,-0.1750164,-0.1336035,-0.0414129
36,-0.8317632,-1.0180475,"('hostile', 'amicable')",-1.449578,-1.9753094,0.025041997,0.02401802,-0.7520998,-0.9897796,0.2376798
23,0.81753355,0.8803887,"('insincere', 'sincere')",1.5006161,1.632759,4.9421434,5.214539,2.4200977,2.5758956,-0.1557979
82,0.78834325,0.8893524,"('poor', 'rich')",1.7226084,1.6200885,5.515818,5.8396144,2.6755899,2.7830184,-0.1074285
2,0.76628745,0.6742842,"('unlikable', 'likable')",1.3996055,1.5049759,0.49526575,0.47669923,0.8870529,0.8853199,0.001733
72,0.7572774,0.73264647,"('unambitious', 'ambitious')",-0.43194598,-0.37077928,-0.06662138,-0.08875449,0.0862367,0.0910376,-0.0048009
15,0.7466726,0.69208694,"('boring', 'funny')",0.20455013,0.123789266,0.25760967,0.22164747,0.4029441,0.3458412,0.0571029
27,-0.7358031,-0.6377853,"('hardhearted', 'softhearted')",0.79706347,0.79631525,0.48489314,0.8025523,0.1820512,0.3203607,-0.1383095
75,-0.73102784,-0.79458994,"('meek', 'impulsive')",-0.1909452,-0.3550751,-0.56893903,-0.6629331,-0.4969707,-0.6041994,0.1072287
42,0.6967782,0.73195434,"('unreliable', 'reliable')",1.287367,1.4708222,-1.6755433,-1.8127825,0.1028673,0.129998,-0.0271307
65,0.65203464,0.85267055,"('insecure', 'secure')",2.1983654,2.6815376,0.95140684,1.0952715,1.267269,1.54316,-0.275891
45,0.6362792,0.7265721,"('incompetent', 'competent')",1.3828918,1.6687438,0.7993419,0.8853952,0.9395043,1.0935704,-0.1540661
64,0.63593197,0.64370984,"('shy', 'confident')",1.3686687,1.6208414,-3.9700983,-4.330576,-0.6551659,-0.6886749,0.033509
13,0.63459414,0.87778115,"('impolite', 'polite')",1.5795913,1.911881,-0.002244804,0.22852549,0.7373136,1.0060625,-0.2687489
7,0.60573435,0.7349237,"('insensitive', 'sensitive')",1.9300627,2.1808574,0.64266914,0.8273234,1.0594888,1.2477015,-0.1882127
84,0.59680015,0.5684673,"('inferior', 'superior')",0.2964472,0.25253284,0.6601847,0.82180256,0.5178107,0.5476009,-0.0297902
47,0.5792819,0.68845195,"('stupid', 'smart')",0.34840325,0.41005537,4.8107514,5.160694,1.9128122,2.0864005,-0.1735883
51,0.5262009,0.3835861,"('uneducated', 'educated')",0.15784101,0.088390835,0.0044682473,-0.24270788,0.2295034,0.076423,0.1530804
16,-0.47795525,-0.58304715,"('unpopular', 'popular')",0.14115873,0.012571037,0.3605603,0.20081209,0.0079213,-0.1232213,0.1311426
46,0.46709326,0.62408334,"('uncompetitive', 'competitive')",2.7102048,3.1646237,0.9791277,1.0365295,1.3854753,1.6084121,-0.2229368
76,0.44328088,0.6632755,"('anxious', 'daring')",1.5559806,2.088045,0.38479227,0.49475712,0.7946846,1.0820258,-0.2873412
12,0.4407737,0.41384268,"('unsupportive', 'supportive')",1.058825,0.9896437,-0.78333443,-0.8902437,0.2387548,0.1710809,0.0676739
77,-0.4362052,-0.44011813,"('unmotivated', 'motivated')",1.2337276,1.4308398,-1.0892555,-1.1676576,-0.0972444,-0.0589787,-0.0382657
37,-0.4290045,-0.23334368,"('fake', 'genuine')",0.6734117,0.7808366,0.37583417,0.5537822,0.2067471,0.3670917,-0.1603446
80,0.3842825,0.50594616,"('dominated', 'dominating')",1.4537212,2.0698721,-0.27307692,-0.36319733,0.5216422,0.7375403,-0.2158981
22,0.38384214,0.56863964,"('untrustworthy', 'trustworthy')",1.4466606,1.8226955,0.068600535,0.21546938,0.6330344,0.8689348,-0.2359004
87,0.35880786,0.44519365,"('unsuccessful', 'successful')",1.0574962,1.266406,0.6379037,0.5105328,0.6847359,0.7407108,-0.0559749
9,-0.35415596,-0.42982563,"('unaffectionate', 'caring')",-0.43618947,-0.6141998,0.455665,0.64996773,-0.1115601,-0.1313526,0.0197925
4,-0.34204033,-0.6696977,"('disliked', 'liked')",-1.3686118,-1.5675371,-4.2111254,-4.7887115,-1.9739259,-2.3419822,0.3680563
34,0.33240137,0.45042297,"('mean', 'honorable')",0.7383509,0.55739135,5.136105,5.532954,2.0689524,2.1802562,-0.1113038
52,0.33179483,0.2791307,"('irrational', 'rational')",-0.75131935,-1.1332468,-1.293682,-1.3243257,-0.5710688,-0.7261473,0.1550785
81,0.32858318,0.6447499,"('submissive', 'aggressive')",2.1212904,2.6865652,-0.47145492,-0.2846231,0.6594729,1.015564,-0.3560911
69,-0.31479874,-0.36929217,"('lazy', 'industrious')",-0.3204858,-0.6261075,-0.19888937,-0.39882028,-0.278058,-0.46474,0.186682
54,-0.29908103,-0.35813847,"('incapable', 'capable')",-0.024561528,-0.044815227,0.3129585,0.4078734,-0.0035613,0.0016399,-0.0052012
85,-0.2727948,-0.4725892,"('insignificant', 'prestigious')",-1.4841995,-1.9945753,-0.59686047,-0.7051956,-0.7846183,-1.0574534,0.2728351
44,0.2645245,0.3936674,"('prejudiced', 'unprejudiced')",0.19530478,0.23959509,-1.16,-1.1990324,-0.2333902,-0.18859,-0.0448002
0,-0.2633233,-0.101515785,"('unsociable', 'sociable')",1.6509426,1.7870758,0.25914904,0.27985197,0.5489228,0.6551373,-0.1062145
53,0.26231253,0.3852195,"('uncreative', 'creative')",-0.3013589,-0.23358983,0.45620334,0.6382145,0.1390523,0.2632814,-0.1242291
19,-0.25689593,-0.2804008,"('inhospitable', 'hospitable')",-1.6651443,-1.9529145,-0.9086402,-0.8758281,-0.9435601,-1.0363811,0.092821
57,0.24583143,0.28189367,"('unimaginative', 'imaginative')",0.66804814,0.9533605,-0.4479378,-0.6882572,0.1553139,0.1823323,-0.0270184
83,-0.22710237,-0.2562853,"('powerless', 'powerful')",-0.11819118,-0.19729419,-1.3129947,-1.3190811,-0.5527627,-0.5908868,0.0381241
68,-0.21281192,-0.033220373,"('dependent', 'independent')",-0.15134093,-0.0608163,-0.71227086,-0.53026175,-0.3588079,-0.2080995,-0.1507084
49,-0.21262932,-0.18016373,"('unable', 'able')",-0.56565225,-0.46868792,-0.1072705,0.03284952,-0.295184,-0.205334,-0.08985
28,-0.2066871,-0.16823804,"('disloyal', 'loyal')",0.7334281,0.89797854,1.1813165,1.29975,0.5693525,0.6764968,-0.1071443
50,0.19215724,-0.030078305,"('clumsy', 'skillful')",0.41548252,0.37926447,-0.112189144,-0.18872897,0.1651502,0.0534857,0.1116645
29,0.19009057,0.22242807,"('unfair', 'fair')",-0.34737247,-0.422522,-1.0325005,-0.90668535,-0.3965941,-0.3689264,-0.0276677
58,-0.17679873,-0.22715938,"('undiscriminating', 'discriminating')",0.936832,0.9952382,0.7255077,0.63266146,0.4951803,0.4669134,0.0282669
20,-0.15685587,0.019180844,"('rough', 'thoughtful')",0.13749078,0.30433005,0.72772866,0.9752839,0.2361212,0.4329316,-0.1968104
41,0.14614205,-0.14979416,"('unforgiving', 'forgiving')",-0.26911324,-0.33487257,0.6081059,0.49293807,0.1617116,0.0027571,0.1589545
86,-0.14485496,-0.12590529,"('uninfluential', 'influential')",0.91566926,1.185418,0.18262696,0.30041367,0.3178138,0.4533088,-0.135495
88,0.14058813,0.10808261,"('low', 'eminent')",1.3183452,1.0877591,0.67790455,0.4858556,0.7122793,0.5605658,0.1517135
18,-0.13785577,-0.33391154,"('disagreeable', 'welcoming')",-0.44650853,-0.45748806,-0.9195665,-0.8502547,-0.5013103,-0.5472181,0.0459078
10,0.11240996,0.24994051,"('unsympathetic', 'sympathetic')",1.6936971,2.163502,0.7806321,0.96526617,0.8622464,1.1262363,-0.2639899
40,0.10944358,0.040938914,"('stingy', 'generous')",0.72433364,0.8294259,-1.7139605,-1.7165867,-0.2933944,-0.282074,-0.0113204
55,0.09335573,0.28704154,"('incompetent', 'clever')",2.2406192,2.851244,0.8543936,0.98799324,1.0627894,1.3754263,-0.3126369
33,-0.079112455,-0.07746399,"('wrong', 'right')",0.51526785,0.37693048,-0.91682774,-0.98143137,-0.1602241,-0.2273216,0.0670975
1,0.07799943,0.088357545,"('unfriendly', 'friendly')",0.021374531,-0.28843364,1.0390416,1.1819178,0.3794719,0.3272806,0.0521913
48,-0.07177211,0.0690299,"('unintelligent', 'intelligent')",1.0288033,1.1643432,0.36544636,0.54994583,0.4408259,0.5944397,-0.1536138
63,0.05909934,0.08672008,"('unperceptive', 'insightful')",1.3583682,1.500145,1.287781,1.3725502,0.9017495,0.9864718,-0.0847223
3,0.046113394,0.10081865,"('repellent', 'pleasant')",0.5441245,0.65769756,0.45897436,0.47033894,0.3497374,0.4096184,-0.059881
67,0.045018554,0.017209955,"('doubtful', 'determined')",0.6313687,0.67217976,-0.6686267,-0.5511651,0.0025868,0.0460749,-0.0434881
79,0.028955841,-0.12064354,"('wavering', 'unwavering')",-1.8872188,-2.2372906,-0.1968244,-0.2483397,-0.6850291,-0.868758,0.1837289
38,-0.026045416,-0.10442548,"('untruthful', 'truthful')",-0.083832726,-0.2140483,0.9848074,0.898695,0.2916431,0.1934071,0.098236
