,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
39,1.9904627,1.9763699,"('exploitative', 'cooperative')",-0.106154084,-0.08961193,0.2327674,0.16759214,0.705692,0.6847834,0.0209086
26,1.8925127,1.7179793,"('hardhearted', 'benevolent')",3.7219036,3.756589,1.3654071,1.4886105,2.3266077,2.3210595,0.0055482
71,1.5225221,1.5503219,"('diffident', 'self-confident')",0.88552254,1.0820805,0.47171006,0.39324898,0.9599182,1.0085505,-0.0486323
44,-1.4353259,-1.3478738,"('prejudiced', 'unprejudiced')",-0.8553341,-0.7936115,-1.6159352,-1.6019373,-1.3021984,-1.2478075,-0.0543909
49,-1.429804,-1.5332965,"('unable', 'able')",-0.9482201,-0.9688222,-0.6560671,-0.7510353,-1.0113637,-1.0843846,0.0730209
73,1.2300258,0.963541,"('helpless', 'self-reliant')",0.7759092,0.6724379,-3.3909209,-3.2742336,-0.461662,-0.5460849,0.0844229
67,1.1706406,1.202711,"('doubtful', 'determined')",-0.37143356,-0.56245935,-0.8419148,-1.0275106,-0.0142359,-0.1290863,0.1148504
40,1.1637796,0.79000515,"('stingy', 'generous')",0.6534378,0.2765127,-1.5834643,-1.7209194,0.0779177,-0.2181338,0.2960515
84,1.083547,0.8574541,"('inferior', 'superior')",0.36964658,0.16757634,0.59095454,0.50923645,0.6813827,0.5114223,0.1699604
45,-1.0828199,-1.3885974,"('incompetent', 'competent')",-0.725716,-1.2274916,-0.10378203,-0.35246933,-0.6374393,-0.9895194,0.3520801
76,-1.0774409,-1.0154859,"('anxious', 'daring')",-1.338649,-1.5179867,0.4215794,0.34798384,-0.6648369,-0.7284962,0.0636593
12,1.0768812,1.030348,"('unsupportive', 'supportive')",0.3149994,0.14575301,-1.6200349,-1.6639903,-0.0760515,-0.1626298,0.0865783
82,-1.045079,-1.1235042,"('poor', 'rich')",-0.3642255,-0.36564314,6.437439,6.062728,1.6760448,1.5245269,0.1515179
42,1.043466,0.79621875,"('unreliable', 'reliable')",-0.3411407,-0.7515225,-2.399665,-2.358514,-0.5657799,-0.7712726,0.2054927
55,-1.0192229,-1.2985538,"('incompetent', 'clever')",-0.45585567,-0.94430494,0.35871467,0.17431241,-0.3721213,-0.6895155,0.3173942
59,0.94679946,0.9428576,"('foolish', 'wise')",0.36767346,0.527501,-0.01976353,-0.04158394,0.4315698,0.4762582,-0.0446884
58,0.861406,0.80293876,"('undiscriminating', 'discriminating')",0.97683656,0.9393953,0.35711282,0.38623366,0.7317851,0.7095226,0.0222625
30,0.81564015,0.3473103,"('intolerant', 'tolerant')",-0.16709214,-0.5486351,1.1257137,0.975159,0.5914206,0.2579447,0.3334759
72,0.80722284,0.7878738,"('unambitious', 'ambitious')",0.53839856,0.50256956,-0.70467794,-0.90969133,0.2136478,0.1269174,0.0867304
83,0.77799463,0.48856315,"('powerless', 'powerful')",0.038233332,-0.21080545,-0.7724551,-0.8062653,0.014591,-0.1761692,0.1907602
