,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
12,-0.69375014,-0.6804407,"('unsupportive', 'supportive')",0.6569654,0.8655996,-0.36148444,-0.42716476,-2.1667173,-1.9826657,-0.6412466,-0.5561679,-0.0850787
38,-0.68688655,-0.8808614,"('untruthful', 'truthful')",-0.16911346,-0.31624538,-0.7708849,-1.0236502,-0.42220655,-0.46750006,-0.5122729,-0.6720642,0.1597913
32,-0.6711225,-1.0170163,"('unkind', 'kind')",0.5892382,0.39171767,0.5307947,0.2072619,1.1227881,0.8773347,0.3929246,0.1148245,0.2781001
64,0.66063535,0.86924124,"('shy', 'confident')",-0.08055981,0.15128626,-0.36207417,0.021154094,-6.5871487,-6.845421,-1.5922868,-1.4509349,-0.1413519
7,-0.641351,-0.4585293,"('insensitive', 'sensitive')",0.8826155,1.0753275,0.40770203,0.77839375,0.54691607,0.91995025,0.2989706,0.5787855,-0.2798149
85,-0.6177941,-0.84559596,"('insignificant', 'prestigious')",-1.9030172,-1.969709,-0.5557566,-0.94322705,-0.26007804,-0.24249053,-0.8341615,-1.0002556,0.1660941
76,0.6116414,0.57625955,"('anxious', 'daring')",1.2881289,1.0576718,1.2320172,1.1639153,0.46448815,0.18482712,0.8990688,0.7456685,0.1534003
26,-0.6058671,-0.807608,"('hardhearted', 'benevolent')",-0.19836721,-0.119686,0.2362943,0.27595305,1.4946867,1.6896209,0.2316867,0.25957,-0.0278833
79,-0.60015696,-0.65887034,"('wavering', 'unwavering')",-2.091417,-2.3158293,-1.4879782,-1.7906522,-0.92922634,-0.8917177,-1.2771946,-1.4142673,0.1370727
2,0.58234406,0.37130666,"('unlikable', 'likable')",0.5643654,0.46182644,1.2540897,0.884967,0.8057284,0.41470864,0.8016319,0.5332022,0.2684297
82,-0.58061713,-1.0085838,"('poor', 'rich')",0.39990157,0.039408658,0.40370405,-0.31857523,7.053846,6.8645124,1.8192086,1.3941905,0.4250181
81,0.57618105,0.5391496,"('submissive', 'aggressive')",2.3856642,2.2106311,0.955679,1.0869045,-0.4778645,-0.745484,0.859915,0.7728003,0.0871147
36,-0.57150614,-0.65071744,"('hostile', 'amicable')",-2.1180644,-2.1117558,-1.7388188,-2.0390673,-0.19849795,-0.23644768,-1.1567217,-1.259497,0.1027753
55,-0.56451184,-0.6320986,"('incompetent', 'clever')",2.7925332,2.5913856,0.9702804,1.0243586,1.053393,0.91208476,1.0629237,0.9739326,0.0889911
51,-0.562268,-0.69494015,"('uneducated', 'educated')",1.3240654,1.1221956,0.5647577,0.3218255,0.21573667,0.21005094,0.3855729,0.239783,0.1457899
52,-0.5195465,-0.6288553,"('irrational', 'rational')",-1.6568832,-1.7854471,-1.0101172,-1.2987905,-0.16453585,-0.15165551,-0.8377706,-0.9661871,0.1284165
71,-0.49545765,-0.42597574,"('diffident', 'self-confident')",-0.1514403,0.06426299,-0.5042765,-0.41885346,-0.17803061,0.15140362,-0.3323013,-0.1572907,-0.1750106
74,-0.45667964,-0.6843813,"('undedicated', 'dedicated')",0.55172414,0.40473467,0.39709792,0.03768132,0.078413054,-0.03693192,0.1426389,-0.0697243,0.2123632
39,0.4505808,0.65505415,"('exploitative', 'cooperative')",1.0176699,1.2557102,1.1973106,1.44189,0.49340805,0.41289842,0.7897423,0.9413882,-0.1516459
72,-0.44141045,-0.6955562,"('unambitious', 'ambitious')",0.7150888,0.55146694,-0.53577846,-0.8832146,-0.5022324,-0.36418307,-0.1910831,-0.3478718,0.1567887
17,-0.43438417,-0.23143616,"('nasty', 'nice')",-0.6754024,-0.74703765,-0.16835898,0.02772185,-0.89657885,-0.98938954,-0.5436811,-0.4850354,-0.0586457
3,-0.41739634,-0.45950407,"('repellent', 'pleasant')",0.33782038,0.34079605,0.50211096,0.2255402,1.3087444,1.0942004,0.4328198,0.3002581,0.1325617
37,-0.39703116,-0.34789112,"('fake', 'genuine')",-0.28408742,-0.32563844,0.06246414,0.1317106,0.27975085,0.44720393,-0.0847259,-0.0236538,-0.0610721
57,-0.3694739,-0.56409967,"('unimaginative', 'imaginative')",1.3569692,1.300397,-0.5788172,-0.91877484,-2.6009302,-2.5453086,-0.548063,-0.6819465,0.1338835
80,0.35857487,0.49851996,"('dominated', 'dominating')",1.1169443,1.0724583,0.84896266,1.1566638,-1.029941,-0.9556879,0.3236353,0.4429885,-0.1193532
60,-0.30674508,-0.37021846,"('inefficient', 'efficient')",3.2089572,3.189452,1.2962391,1.5636852,0.4311104,0.40206215,1.1573904,1.1962451,-0.0388547
40,-0.28660452,-0.29071882,"('stingy', 'generous')",-0.5501365,-0.41406462,-0.32930928,-0.37889975,-1.759061,-1.5461674,-0.7312778,-0.6574627,-0.0738151
77,-0.27850196,-0.18375169,"('unmotivated', 'motivated')",1.3741231,1.3402596,0.099518694,0.13274086,-1.4396081,-1.5013422,-0.0611171,-0.0530234,-0.0080937
47,-0.2755906,-0.352222,"('stupid', 'smart')",1.3060362,1.3392572,0.88132524,1.002206,5.7481,5.8975487,1.9149677,1.9716974,-0.0567297
18,-0.25575137,-0.37118265,"('disagreeable', 'welcoming')",-0.18139815,-0.17750017,-0.43962562,-0.5115391,-0.39216256,-0.42292902,-0.3172344,-0.3707877,0.0535533
70,-0.2554829,-0.2170193,"('lethargic', 'energetic')",0.45650718,0.43560234,0.66600454,0.7389752,0.77566653,0.8825335,0.4106739,0.4600229,-0.049349
62,-0.25338537,-0.3207772,"('incompetent', 'brilliant')",2.0030143,1.9442915,0.80119526,0.73347974,0.31616205,0.19579138,0.7167466,0.6381964,0.0785502
16,-0.23350383,-0.48481792,"('unpopular', 'popular')",-1.1747499,-1.4206669,-0.23390612,-0.7187299,0.41532728,0.06923195,-0.3067081,-0.6387457,0.3320376
29,-0.21285293,-0.0652557,"('unfair', 'fair')",-1.1591569,-1.0848994,-1.215405,-1.1695914,-0.86080176,-0.615751,-0.8620541,-0.7338744,-0.1281797
11,-0.1879771,-0.38551378,"('unhelpful', 'helpful')",2.2764044,1.9894562,0.392658,0.25182447,2.0582085,2.0542793,1.1348234,0.9775115,0.1573119
59,0.18423587,0.2679556,"('foolish', 'wise')",-0.9545493,-0.92747533,-0.23527935,-0.19901568,-0.43573892,-0.40404904,-0.3603329,-0.3156461,-0.0446868
30,-0.16263005,-0.36196387,"('intolerant', 'tolerant')",2.0208604,1.8556527,1.5236874,1.2527965,1.0527347,0.6836816,1.1086631,0.8575417,0.2511214
4,-0.16139773,-0.26008514,"('disliked', 'liked')",-1.9203181,-1.9764793,-0.9093581,-1.0356764,-7.133289,-7.3952885,-2.5310907,-2.6668823,0.1357916
87,-0.13409105,-0.1959399,"('unsuccessful', 'successful')",0.2057592,0.13322496,0.25879005,0.008446755,0.4893941,0.3685783,0.2049631,0.0785775,0.1263856
34,-0.103088275,-0.09785515,"('mean', 'honorable')",0.18627338,0.036650434,-0.27728635,-0.32276332,5.5937805,5.81536,1.3499198,1.357848,-0.0079282
68,-0.08715083,0.11776547,"('dependent', 'independent')",-0.6655494,-0.62068856,-0.64441943,-0.31217727,-1.2756064,-1.0618243,-0.6681815,-0.4692312,-0.1989503
56,0.08169124,-0.1198698,"('impractical', 'practical')",1.8916948,1.4709263,1.1086726,0.8321945,-0.6304654,-0.91218954,0.6128983,0.3177654,0.2951329
14,0.07863307,-0.1017219,"('antisocial', 'social')",2.3845122,2.286863,1.6494143,1.4742861,0.36218506,-0.060552854,1.1186861,0.8997186,0.2189675
21,0.0725225,-0.01652056,"('immoral', 'moral')",1.8105327,1.5584157,1.4977299,1.3516915,-0.3508735,-0.81353945,0.7574779,0.5200118,0.2374661
33,-0.06765313,-0.082823336,"('wrong', 'right')",-0.3556902,-0.37191743,-0.2902749,-0.4267447,-1.3247653,-1.3832728,-0.5095959,-0.5661895,0.0565936
88,0.06209939,-0.28076687,"('low', 'eminent')",0.6256753,0.16021238,-0.38134566,-0.5382935,0.08080834,-0.072898656,0.0968093,-0.1829367,0.279746
22,0.043397386,-0.06489576,"('untrustworthy', 'trustworthy')",0.34502646,0.26800436,0.49083695,0.4662405,-0.75132126,-0.7375025,0.0319849,-0.0170384,0.0490233
83,0.039021622,-0.023866165,"('powerless', 'powerful')",0.97108215,0.9732097,-0.6836528,-0.74700916,-1.1208649,-1.2691164,-0.1986035,-0.2666955,0.068092
49,0.036911614,0.20409018,"('unable', 'able')",0.47958663,0.62226146,-0.035267815,0.16294974,-0.5675887,-0.5766358,-0.0215896,0.1031664,-0.124756
65,-0.0028366894,0.068711974,"('insecure', 'secure')",1.23919,1.0942379,1.2208939,1.2585797,0.24363618,0.06497732,0.6752208,0.6216268,0.053594
