,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
71,1.9313002,1.9365166,"('diffident', 'self-confident')",0.007334497,-0.15409309,0.41953748,0.3490636,0.66723746,0.73941207,1.759306,2.0330932,0.085230865,0.08957385,0.8116577,0.8322611,-0.0206034
83,1.8478436,1.9714383,"('powerless', 'powerful')",0.6629702,0.9036708,-0.36657292,-0.19797459,0.028281536,0.31792688,1.1254025,0.8192484,-0.5963641,-0.56919944,0.4502601,0.5408518,-0.0905917
34,1.7682866,1.9895663,"('mean', 'honorable')",0.4512223,0.8574431,-0.8420657,-0.503217,-0.05852771,0.4287356,0.8333559,0.7721756,5.285415,5.56248,1.2396144,1.5178639,-0.2782495
2,1.5980921,1.8983527,"('unlikable', 'likable')",0.9432014,1.2804103,0.58449817,1.017519,1.6329895,2.2126544,1.6130917,1.8487828,0.2621914,0.6032458,1.1056774,1.4768275,-0.3711501
68,-1.4023577,-1.4544524,"('dependent', 'independent')",0.54763114,0.42842367,-0.7113944,-0.9137918,-0.59254694,-0.6535581,-1.8911927,-1.9390751,-1.1251765,-1.3871456,-0.8625062,-0.9865998,0.1240936
37,-1.3990378,-1.3075957,"('fake', 'genuine')",-0.07727015,0.033737067,-1.8688397,-1.7932396,-1.0226767,-0.8348823,-0.19398224,-0.31362414,0.8022008,0.46300834,-0.626601,-0.6254327,-0.0011683
38,1.3846045,1.3473538,"('untruthful', 'truthful')",0.379923,0.19685419,-0.13188125,-0.22852369,0.5794998,0.4023118,0.89415145,0.7283351,0.34212714,0.23966248,0.5747374,0.4476656,0.1270718
56,1.3672827,1.8047935,"('impractical', 'practical')",-0.32735148,0.27088168,-1.0508825,-0.86403894,-0.719784,-0.49887437,-1.5722406,-1.6135186,-0.23914647,-0.1657424,-0.423687,-0.1777498,-0.2459372
15,1.3339856,1.2871664,"('boring', 'funny')",0.66602594,0.5691636,0.8368505,0.674633,0.120553605,-0.048631433,1.141659,1.5168914,-0.18840423,-0.15447488,0.6517783,0.6407913,0.010987
62,1.2653793,1.5238463,"('incompetent', 'brilliant')",-0.36407262,-0.047652334,-1.0936582,-0.81852543,-0.3857478,-0.08237126,-0.9871846,-1.1605552,0.44671384,0.49716532,-0.1864283,-0.0146821,-0.1717462
87,1.1856706,1.2427822,"('unsuccessful', 'successful')",-0.26108024,0.008737639,-0.33630872,-0.06476518,-0.2928874,0.14996174,0.0015031844,0.1573194,0.13252482,0.20157067,0.0715704,0.2826011,-0.2110307
9,1.1621013,1.3598236,"('unaffectionate', 'caring')",-1.0964347,-1.0846039,-0.37022847,-0.22213694,-0.08712895,0.02584816,3.5252352,3.5780175,1.324087,1.3579445,0.7429386,0.8358154,-0.0928768
63,1.0972781,1.4687196,"('unperceptive', 'insightful')",0.47969148,0.68030655,-1.4028693,-1.4000059,0.08644631,0.16761269,-0.111279346,-0.3966876,0.7131807,0.44265404,0.1437413,0.1604332,-0.0166919
23,1.0195464,1.3697934,"('insincere', 'sincere')",-0.66637254,-0.1429018,-1.3994226,-1.2266634,-0.5823303,-0.28624976,0.13123828,-0.10860834,6.506157,6.397646,0.8348026,1.0005027,-0.1657001
10,-0.98324245,-0.53284806,"('unsympathetic', 'sympathetic')",-1.3830739,-1.0558048,-2.082264,-1.8950529,-1.1894536,-1.0233725,-2.009455,-2.5715475,0.88449746,0.4328676,-1.1271652,-1.1076264,-0.0195388
41,0.982752,1.1799965,"('unforgiving', 'forgiving')",0.2914869,0.2150823,-0.25969326,-0.255585,-0.15991408,-0.26759824,0.7815304,0.67021817,-0.38482946,-0.5427461,0.2085554,0.1665612,0.0419942
32,0.9508058,1.2964112,"('unkind', 'kind')",0.56426466,1.1076446,-1.0963211,-0.9552455,-0.33073464,-0.16439946,0.42913458,0.3457394,1.5887808,1.4529679,0.3509883,0.513853,-0.1628647
61,0.91922283,1.1938018,"('illogical', 'logical')",-0.8987964,-0.53341275,-0.45065653,-0.31686664,-0.47390485,-0.05025296,1.269411,1.2447443,0.3256881,0.4666332,0.1151607,0.3341078,-0.2189471
35,-0.89216846,-1.2312149,"('corrupt', 'incorrupt')",-1.0962312,-1.5995972,0.87288064,0.6629574,-0.14849389,-0.35359502,1.5002031,2.03109,-1.4382218,-1.251742,-0.2003386,-0.2903503,0.0900117
54,0.8071629,0.95201015,"('incapable', 'capable')",-0.09325378,0.09233484,0.3744863,0.2277539,0.06087316,0.0056004953,1.1430511,1.286975,0.5389644,0.8050117,0.4718807,0.5616144,-0.0897337
48,-0.8043199,-0.7650709,"('unintelligent', 'intelligent')",-0.7008722,-1.0032401,-2.2675118,-2.4295368,-1.435976,-1.5627347,-0.7944772,-0.9747524,1.1476185,0.85283643,-0.8092566,-0.9804164,0.1711598
69,0.79489744,0.48237702,"('lazy', 'industrious')",0.24175426,-0.32270062,0.7382197,0.4844846,0.29964674,0.08653863,1.5547531,1.8076361,-1.6933712,-1.3884006,0.32265,0.1916559,0.1309941
66,0.78488684,0.879766,"('inactive', 'active')",0.26903602,0.20396441,0.7688596,0.9862741,0.8645618,0.9469681,2.3281531,2.3650935,0.030021153,0.11465636,0.8409197,0.9161204,-0.0752007
42,0.7847475,1.1422199,"('unreliable', 'reliable')",1.1372625,1.6134729,0.67645407,0.88905776,0.22460456,0.48061222,-1.0684829,-1.0160266,-2.797765,-2.7616992,-0.1738632,0.0579395,-0.2318027
5,0.77451956,0.696297,"('distant', 'outgoing')",-0.9342533,-1.3004817,1.5333734,1.1909114,0.470562,0.2346089,2.5783796,3.0419688,-0.90946317,-0.86308795,0.5855197,0.5000361,0.0854836
33,0.7720864,0.43518904,"('wrong', 'right')",0.45918772,0.08483051,1.1188371,0.78694654,0.4175635,0.25481746,1.7664146,2.0099688,-1.1419002,-1.0096151,0.5653648,0.4270229,0.1383419
12,0.7515496,0.95260906,"('unsupportive', 'supportive')",-0.19981721,0.04773718,-0.001160793,0.077858716,0.6581496,0.79727805,0.76269263,0.7214121,-1.6665053,-1.7441037,0.0508181,0.1421319,-0.0913138
57,-0.7328253,-0.34962714,"('unimaginative', 'imaginative')",-0.5795196,-0.46457222,-0.5176035,-0.5838816,-0.0682255,0.033411764,-1.2204018,-1.3447866,-2.5456808,-2.73326,-0.9440427,-0.9071193,-0.0369234
11,0.72986853,1.0351115,"('unhelpful', 'helpful')",-0.051341932,0.50743955,-0.70391434,-0.57657313,0.8092415,1.0366385,0.069520675,-0.106751636,2.9827986,2.8414254,0.6393622,0.7895484,-0.1501862
13,0.72811466,0.9201558,"('impolite', 'polite')",-0.06119576,0.24601725,-0.19372527,0.039363574,-0.22499861,0.14044073,-0.8005162,-0.9093678,-0.37355536,-0.6336566,-0.1543128,-0.0328412,-0.1214716
53,-0.6906532,-0.1569746,"('uncreative', 'creative')",-0.90524846,-0.6497868,-0.00976136,0.10011162,0.13919161,0.42940137,1.0571518,1.2399935,0.8144661,0.7290938,0.0675244,0.2819731,-0.2144487
47,0.679902,0.96178705,"('stupid', 'smart')",-0.0040443987,0.22771299,-0.5752626,-0.50930023,-0.24390523,-0.12355704,-0.36327174,-0.3279172,4.777031,5.0449033,0.7117415,0.8789381,-0.1671966
1,0.67568403,0.88684154,"('unfriendly', 'friendly')",-0.84699565,-1.0376135,-0.54052854,-0.9018307,-1.074099,-1.0398784,2.2702177,2.3729336,1.7638197,1.5709106,0.3746831,0.3085605,0.0661226
73,0.6736911,0.5861644,"('helpless', 'self-reliant')",0.99689215,1.2101555,1.4565088,1.5643598,0.46992508,0.70840263,0.2664144,0.60114557,-3.8413448,-3.7372806,0.0036811,0.1554912,-0.1518101
