,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
8,-1.7110004,-1.9314876,"('unaffectionate', 'affectionate')",0.117485695,-0.020893741,-0.058813263,-0.2892215,-0.550776,-0.7472009,0.1964249
13,-1.7082345,-1.603644,"('impolite', 'polite')",0.68416375,0.85596704,0.0070712194,0.18807578,-0.3389998,-0.1865337,-0.1524661
23,-1.6213226,-1.6047239,"('insincere', 'sincere')",0.79179066,0.9636673,5.9973254,6.0860744,1.7225978,1.8150059,-0.0924081
11,-1.6031677,-1.4672604,"('unhelpful', 'helpful')",0.89751005,1.065611,2.1187534,2.2316828,0.4710319,0.6100111,-0.1389792
63,-1.5989273,-1.542437,"('unperceptive', 'insightful')",0.97657,1.1726394,0.56594765,0.77644324,-0.0188032,0.1355486,-0.1543518
53,-1.5839828,-1.6171238,"('uncreative', 'creative')",0.4819783,0.5665884,0.010345399,0.024350982,-0.3638864,-0.3420615,-0.0218249
44,1.5328419,1.6028259,"('prejudiced', 'unprejudiced')",-0.30278352,-0.28405595,-1.374474,-1.3409096,-0.0481385,-0.0073799,-0.0407586
12,-1.51942,-1.4938468,"('unsupportive', 'supportive')",0.8292572,0.87014663,-1.9324887,-1.7901566,-0.8742172,-0.8046189,-0.0695983
58,-1.5128353,-1.5546799,"('undiscriminating', 'discriminating')",0.4043062,0.31621113,-0.06427451,-0.114894606,-0.3909345,-0.4511211,0.0601866
77,-1.5113,-1.2119617,"('unmotivated', 'motivated')",0.45834953,0.6236583,-0.6812284,-0.4563678,-0.5780596,-0.3482238,-0.2298358
41,-1.4348238,-1.4753654,"('unforgiving', 'forgiving')",0.44222796,0.46934953,-0.48904774,-0.4465308,-0.4938812,-0.4841822,-0.009699
61,-1.4219469,-1.348665,"('illogical', 'logical')",1.1597128,1.2434336,0.6504023,0.75812393,0.1293894,0.2176308,-0.0882414
28,-1.3908688,-1.4171945,"('disloyal', 'loyal')",0.77830493,0.74439305,0.7246011,0.7883257,0.0373457,0.0385081,-0.0011624
73,1.3902786,1.2646713,"('helpless', 'self-reliant')",1.0933219,1.0296627,-3.7482848,-3.7375488,-0.4215614,-0.4810716,0.0595102
57,-1.388045,-1.3242098,"('unimaginative', 'imaginative')",0.094988555,0.113027304,-3.1090286,-2.9463158,-1.4673616,-1.3858328,-0.0815288
30,-1.3605896,-1.2892345,"('intolerant', 'tolerant')",0.3443042,0.52357364,0.67809635,0.7772896,-0.1127297,0.0038762,-0.1166059
21,-1.3389901,-1.1431097,"('immoral', 'moral')",1.4531206,1.5173037,-0.04722325,0.10732961,0.0223024,0.1605079,-0.1382055
70,-1.3383139,-1.2226936,"('lethargic', 'energetic')",-0.19676644,0.018271122,0.23808055,0.4640355,-0.4323333,-0.2467957,-0.1855376
19,-1.3330607,-1.3316157,"('inhospitable', 'hospitable')",-1.761024,-1.7882166,-0.97002023,-0.9422585,-1.3547017,-1.3540303,-0.0006714
81,-1.3117585,-1.2007396,"('submissive', 'aggressive')",0.40845048,0.528189,-0.03468231,0.17805585,-0.3126635,-0.1648316,-0.1478319
32,-1.2658758,-1.2253965,"('unkind', 'kind')",0.26141447,0.32780802,0.78198546,0.8320559,-0.0741586,-0.0218442,-0.0523144
49,-1.252789,-1.0656842,"('unable', 'able')",-0.7902489,-0.63798463,-0.60107243,-0.37190905,-0.8813701,-0.6918593,-0.1895108
24,-1.2389448,-1.1406239,"('dishonest', 'honest')",1.3967673,1.510811,0.5882848,0.774182,0.2487024,0.3814564,-0.132754
51,-1.2282016,-1.2532852,"('uneducated', 'educated')",-0.44705048,-0.39460325,0.6034704,0.7059877,-0.3572605,-0.3139669,-0.0432936
72,-1.2172846,-1.1980653,"('unambitious', 'ambitious')",0.54838353,0.5506377,-0.49693295,-0.38469666,-0.3886113,-0.3440414,-0.0445699
48,-1.2038839,-1.124864,"('unintelligent', 'intelligent')",1.3920013,1.5337863,0.9726386,1.1210374,0.3869187,0.5099866,-0.1230679
56,-1.1888715,-0.9532636,"('impractical', 'practical')",1.1453748,1.3507295,-0.19310664,0.00703704,-0.0788678,0.1348343,-0.2137021
75,1.1833525,1.1743246,"('meek', 'impulsive')",-1.0669913,-1.091732,-0.73453367,-0.7310493,-0.2060575,-0.2161522,0.0100947
47,-1.1336046,-1.1393571,"('stupid', 'smart')",0.3414618,0.41396752,5.5495386,5.5231714,1.5857986,1.5992606,-0.013462
65,-1.0475986,-0.90213776,"('insecure', 'secure')",0.56173563,0.7538069,0.4036906,0.61249703,-0.0273908,0.1547221,-0.1821129
33,1.0237004,0.98711735,"('wrong', 'right')",1.4534262,1.4034884,-0.72713184,-0.69569606,0.5833316,0.5649699,0.0183617
78,-0.9733672,-0.82361877,"('nonresilient', 'resilient')",0.54996496,0.6219705,0.5986965,0.56370103,0.0584314,0.1206842,-0.0622528
7,-0.96895075,-0.8143988,"('insensitive', 'sensitive')",1.0044354,1.144799,0.66922456,0.8765097,0.2349031,0.4023033,-0.1674002
42,0.94758207,1.0830786,"('unreliable', 'reliable')",0.8147094,0.96920615,-2.6787837,-2.4816945,-0.3054974,-0.1431366,-0.1623608
54,-0.9046723,-0.8959672,"('incapable', 'capable')",-0.3414364,-0.2834767,0.3181236,0.36138308,-0.3093284,-0.2726869,-0.0366415
79,0.8959006,0.7353096,"('wavering', 'unwavering')",-0.5744406,-0.791763,-0.6760772,-0.83276284,-0.1182057,-0.2964054,0.1781997
74,-0.87504077,-0.87533617,"('undedicated', 'dedicated')",-0.13020137,-0.078214064,-0.6827332,-0.5568049,-0.5626584,-0.5034517,-0.0592067
59,0.85702336,0.7520447,"('foolish', 'wise')",0.5241833,0.4219377,-0.37824696,-0.348718,0.3343199,0.2750881,0.0592318
26,-0.82427335,-0.9247358,"('hardhearted', 'benevolent')",1.0633848,1.0532575,1.214877,1.0874101,0.4846628,0.4053106,0.0793522
37,-0.80121845,-0.8018736,"('fake', 'genuine')",0.104724154,0.021461114,-0.053586245,-0.06935844,-0.2500268,-0.283257,0.0332302
87,-0.7936479,-0.65019625,"('unsuccessful', 'successful')",1.1922483,1.2072774,1.0084084,1.234244,0.469003,0.5971084,-0.1281054
22,-0.73583376,-0.62325585,"('untrustworthy', 'trustworthy')",0.43994766,0.58112276,-0.8665993,-0.67769265,-0.3874951,-0.2399419,-0.1475532
83,-0.7156073,-0.64312893,"('powerless', 'powerful')",0.26008737,0.29200256,-0.90078944,-0.8680608,-0.4521031,-0.4063958,-0.0457073
71,-0.676534,-0.5891768,"('diffident', 'self-confident')",0.6983995,0.74518055,-0.11956783,-0.02327431,-0.0325674,0.0442432,-0.0768106
85,0.65551287,0.46643007,"('insignificant', 'prestigious')",0.42512757,0.21396892,-1.1417358,-1.2356372,-0.0203651,-0.1850794,0.1647143
38,-0.5949251,-0.59549975,"('untruthful', 'truthful')",0.69657505,0.78805923,-0.05575557,0.12263974,0.0152981,0.1050664,-0.0897683
20,-0.58789504,-0.5328339,"('rough', 'thoughtful')",-0.64000124,-0.5831678,0.633436,0.5894226,-0.1981534,-0.1755263,-0.0226271
64,-0.5785418,-0.5283998,"('shy', 'confident')",0.9964291,1.0044237,-5.888771,-5.7428675,-1.8236279,-1.7556146,-0.0680133
3,-0.53924173,-0.48287567,"('repellent', 'pleasant')",-0.43957478,-0.32755476,0.89990664,0.9647269,-0.0263033,0.0514322,-0.0777355
82,-0.5390728,-0.51102924,"('poor', 'rich')",0.29094034,0.42194825,6.472381,6.491044,2.0747496,2.1339877,-0.0592381
34,-0.5374934,-0.46791556,"('mean', 'honorable')",-0.09475619,0.023315944,5.506302,5.56294,1.624684,1.7061135,-0.0814295
50,0.5224464,0.50168955,"('clumsy', 'skillful')",-0.23149675,-0.19621184,0.10874464,0.037074484,0.1332314,0.1141841,0.0190473
88,-0.52208596,-0.6025017,"('low', 'eminent')",-0.33042973,-0.33497366,-0.53029937,-0.52146906,-0.4609384,-0.4863148,0.0253764
76,-0.5014373,-0.38860917,"('anxious', 'daring')",0.34269542,0.46565035,0.18794686,0.28448036,0.009735,0.1205072,-0.1107722
40,0.45518982,0.31548885,"('stingy', 'generous')",0.61725324,0.5992849,-2.2029452,-2.2364938,-0.3768341,-0.4405734,0.0637393
31,0.44116896,0.37315246,"('evil', 'good')",-1.0429606,-1.0791258,-1.5158738,-1.6282914,-0.7058885,-0.7780883,0.0721998
2,-0.41914198,-0.31074044,"('unlikable', 'likable')",1.2692387,1.3563315,0.47483134,0.605461,0.4416427,0.5503507,-0.108708
39,-0.36328918,-0.2646373,"('exploitative', 'cooperative')",0.5480553,0.6409337,0.013416842,0.09233523,0.066061,0.1562105,-0.0901495
4,0.3545978,0.30118442,"('disliked', 'liked')",-0.33862537,-0.41348314,-7.0210094,-6.9946156,-2.3350123,-2.3689715,0.0339592
29,0.31272003,0.41228145,"('unfair', 'fair')",-0.1232005,-0.03691137,-0.29558486,-0.25780517,-0.0353551,0.0391883,-0.0745434
6,0.31222892,0.17917594,"('distant', 'open')",-0.79004246,-0.9562413,-1.1687833,-1.3382475,-0.5488656,-0.7051044,0.1562388
16,0.295884,0.3172415,"('unpopular', 'popular')",-0.3551017,-0.3750313,0.18310912,0.17829242,0.0412971,0.0401675,0.0011296
27,-0.2867267,-0.33163112,"('hardhearted', 'softhearted')",-0.115802355,-0.142717,0.80053985,0.79028815,0.1326703,0.1053133,0.027357
25,0.25642893,0.25672168,"('egoistic', 'altruistic')",0.79168785,0.78914,0.64531404,0.6140445,0.564477,0.553302,0.011175
52,0.23290393,-0.012585126,"('irrational', 'rational')",0.20044929,-0.026704077,-0.4923857,-0.68065834,-0.0196775,-0.2399825,0.220305
66,0.22440577,0.22024137,"('inactive', 'active')",-1.0949663,-1.2559677,0.49088836,0.47304603,-0.1265574,-0.1875601,0.0610027
15,0.20167272,0.16117194,"('boring', 'funny')",0.1025525,0.09419171,-0.22710986,-0.17155579,0.0257051,0.027936,-0.0022309
84,0.18523009,0.23037603,"('inferior', 'superior')",0.75732684,0.7262157,0.9160419,0.9360089,0.6195329,0.6308668,-0.0113339
36,0.18105912,0.03660347,"('hostile', 'amicable')",-1.9112297,-2.1376255,-1.0570993,-1.3923544,-0.92909,-1.1644588,0.2353688
67,0.18087429,0.17114164,"('doubtful', 'determined')",-0.16878226,-0.19255154,-0.20703019,-0.26982048,-0.0649794,-0.0970768,0.0320974
17,-0.16327077,-0.12319511,"('nasty', 'nice')",-1.104177,-1.1334485,-0.57270235,-0.533303,-0.6133834,-0.5966489,-0.0167345
68,-0.15201345,-0.010105781,"('dependent', 'independent')",-1.2532986,-1.2181847,-0.6782111,-0.5903808,-0.6945078,-0.6062237,-0.0882841
18,0.09803793,0.23856775,"('disagreeable', 'welcoming')",-0.26602593,-0.16990498,-0.91530406,-0.9088183,-0.3610973,-0.2800518,-0.0810455
5,0.07134106,-0.06188494,"('distant', 'outgoing')",-0.6999958,-0.79473805,-1.0332178,-1.1334043,-0.5539575,-0.6633424,0.1093849
80,-0.052072313,0.042017408,"('dominated', 'dominating')",0.31454092,0.43468696,-0.12312533,0.07165372,0.0464478,0.182786,-0.1363382
