,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
86,-3.0296483,-3.0271573,"('uninfluential', 'influential')",0.31900415,0.38220167,-0.36391878,-0.25022388,-1.0248543,-0.9650598,-0.0597945
0,-2.9195259,-2.8603632,"('unsociable', 'sociable')",0.6054649,0.6331467,-0.0026663337,0.07370968,-0.7722424,-0.7178356,-0.0544068
55,-2.7377925,-2.6323915,"('incompetent', 'clever')",0.8090322,0.9604863,0.60660774,0.74980474,-0.4407175,-0.3073668,-0.1333507
10,-2.6836052,-2.5691397,"('unsympathetic', 'sympathetic')",-0.2015722,-0.13434419,0.028314944,0.16570939,-0.9522875,-0.8459248,-0.1063627
60,-2.4122245,-2.1420174,"('inefficient', 'efficient')",0.8320215,1.2108918,0.47889385,0.8200904,-0.3671031,-0.0370117,-0.3300914
69,2.3163943,2.2863185,"('lazy', 'industrious')",0.6287633,0.5220588,-0.69821393,-0.75795585,0.7489812,0.6834738,0.0655074
45,-2.3079634,-2.1535618,"('incompetent', 'competent')",0.44750667,0.60119444,0.17880656,0.34414294,-0.5605501,-0.4027415,-0.1578086
9,-2.1821816,-2.2162027,"('unaffectionate', 'caring')",0.6015339,0.60586095,0.715407,0.71822304,-0.2884136,-0.2973729,0.0089593
46,-2.0494387,-1.8052928,"('uncompetitive', 'competitive')",0.6186361,0.8062015,-0.43545845,-0.2892549,-0.622087,-0.4294488,-0.1926382
14,-2.0209389,-1.8643425,"('antisocial', 'social')",1.3205634,1.4415368,0.09348266,0.1789614,-0.2022976,-0.0812814,-0.1210162
1,-2.0014179,-2.0821846,"('unfriendly', 'friendly')",1.2033135,1.2122113,0.7269997,0.7675227,-0.0237016,-0.0341502,0.0104486
35,1.9710449,1.8575933,"('corrupt', 'incorrupt')",-1.6645645,-1.9001366,-1.3125138,-1.5651639,-0.3353445,-0.5359024,0.2005579
62,-1.9368,-1.7847271,"('incompetent', 'brilliant')",1.2573347,1.488211,0.67864126,0.9218393,-0.0002747,0.2084411,-0.2087158
43,-1.9236917,-1.7542665,"('irresponsible', 'responsible')",0.32985586,0.5429445,0.5032851,0.66414374,-0.3635169,-0.1823928,-0.1811241
