,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,male-female
81,0.23020136,-0.017185684,"('submissive', 'aggressive')",1.3192453,1.4439946,0.02275917,-0.0015012175,0.5240686,0.4751026,0.048966
5,0.22416505,0.29689044,"('distant', 'outgoing')",-1.2881169,-1.388413,-0.57488346,-0.6102239,-0.5462784,-0.5672488,0.0209704
24,-0.22187403,-0.63392675,"('dishonest', 'honest')",-0.0037869848,-0.0065872036,0.91586995,0.78871334,0.2300696,0.0493998,0.1806698
35,-0.20647895,-0.0753391,"('corrupt', 'incorrupt')",-1.5310231,-1.6198419,-0.8493765,-0.78392977,-0.8622928,-0.8263702,-0.0359226
29,0.20593518,-0.08923624,"('unfair', 'fair')",-1.094404,-1.3375814,-0.58902043,-0.6489928,-0.4924964,-0.6919368,0.1994404
30,0.19076219,0.18046062,"('intolerant', 'tolerant')",0.9290357,1.09973,1.0364063,1.2125487,0.7187347,0.8309131,-0.1121784
12,0.17481758,0.10808145,"('unsupportive', 'supportive')",-0.34908238,-0.40934804,-1.7545052,-1.9382217,-0.6429233,-0.7464961,0.1035728
14,-0.16963646,-0.31517103,"('antisocial', 'social')",1.3246728,1.4302533,-0.50317085,-0.446733,0.2172885,0.2227831,-0.0054946
23,-0.16822694,-0.2820556,"('insincere', 'sincere')",-0.14677542,6.151199e-05,6.1410995,5.9433703,1.9420323,1.8871255,0.0549068
40,0.166897,-0.054430574,"('stingy', 'generous')",0.54261595,0.5448755,-1.3479853,-1.5678467,-0.2128241,-0.3591339,0.1463098
67,0.16225143,0.40226296,"('doubtful', 'determined')",0.25806957,0.38057464,-0.57700026,-0.3274884,-0.0522264,0.1517831,-0.2040095
88,0.15509789,0.08413488,"('low', 'eminent')",-0.15977345,-0.2123502,0.12765843,0.1566965,0.0409943,0.0094937,0.0315006
75,-0.14473176,0.19415592,"('meek', 'impulsive')",0.23832163,0.3072155,-0.27498752,-0.2547467,-0.0604659,0.0822082,-0.1426741
59,0.13157073,0.22672,"('foolish', 'wise')",-0.66229737,-0.72468305,-0.07488243,-0.008931788,-0.2018697,-0.1689649,-0.0329048
20,0.12729342,0.16323403,"('rough', 'thoughtful')",0.62183595,0.67283416,1.0645679,1.1031951,0.6045658,0.6464211,-0.0418553
62,-0.092361465,-0.22222744,"('incompetent', 'brilliant')",1.0927398,1.0947053,0.53312343,0.39573434,0.5111673,0.4227374,0.0884299
6,-0.08422316,-0.04087616,"('distant', 'open')",-0.9899586,-1.1550187,-0.05667171,-0.100222215,-0.3769512,-0.432039,0.0550878
57,0.081559554,-0.34238026,"('unimaginative', 'imaginative')",1.2611091,1.2057568,-2.556561,-2.5985131,-0.4046308,-0.5783789,0.1737481
85,-0.079189435,0.10759687,"('insignificant', 'prestigious')",-1.0042224,-0.94475687,-0.46325397,-0.28355002,-0.5155553,-0.37357,-0.1419853
72,-0.07254742,-0.14218885,"('unambitious', 'ambitious')",0.43714195,0.38829318,-0.4518257,-0.52378243,-0.0290771,-0.0925594,0.0634823
28,-0.06946398,-0.4009709,"('disloyal', 'loyal')",-0.43254644,-0.50702673,0.6592857,0.58493847,0.0524251,-0.1076864,0.1601115
58,-0.06887101,-0.3230123,"('undiscriminating', 'discriminating')",0.59432197,0.57834953,-0.34722114,-0.36691752,0.0594099,-0.0371934,0.0966033
49,0.028199628,0.11258432,"('unable', 'able')",0.16659832,0.16614422,0.38489842,0.28739628,0.1932321,0.1887083,0.0045238
77,-0.0189933,-0.15749384,"('unmotivated', 'motivated')",0.5461931,0.6185041,-0.5982015,-0.6875062,-0.0236672,-0.0754986,0.0518314
74,0.009045485,-0.23298626,"('undedicated', 'dedicated')",-0.00047872588,0.075697005,-0.037620336,0.00036777556,-0.0096845,-0.0523072,0.0426227
38,0.0033355486,-0.28705752,"('untruthful', 'truthful')",-0.79819155,-0.85193247,0.085828006,0.020735277,-0.2363427,-0.3727516,0.1364089
65,-0.0009670984,0.09211737,"('insecure', 'secure')",0.3032086,0.52045095,0.07201563,0.01690979,0.1247524,0.209826,-0.0850736
