,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
9,-1.3401111,-1.2112993,"('unaffectionate', 'caring')",1.2793006,1.2570027,1.1166059,1.1445956,0.3519318,0.3967663,-0.0448345
30,-1.2659118,-0.7754161,"('intolerant', 'tolerant')",0.79474425,0.84239155,0.83230716,0.90926385,0.1203799,0.3254131,-0.2050332
61,-1.2636901,-1.1440912,"('illogical', 'logical')",0.04730425,0.015978932,0.5726438,0.6934404,-0.2145807,-0.1448906,-0.0696901
38,-1.168444,-0.80818796,"('untruthful', 'truthful')",0.34648103,0.4544777,0.30878738,0.3310174,-0.1710585,-0.0075643,-0.1634942
48,-1.1524178,-1.1046336,"('unintelligent', 'intelligent')",0.63583595,0.5420997,1.1457016,0.9339805,0.2097066,0.1238156,0.085891
5,-1.1504856,-0.84349334,"('distant', 'outgoing')",0.77591896,0.8709182,-0.56169033,-0.32469168,-0.3120857,-0.0990889,-0.2129968
19,-1.1394017,-0.9098239,"('inhospitable', 'hospitable')",0.5521079,0.6470119,-0.5947236,-0.482213,-0.3940058,-0.2483417,-0.1456641
31,-1.1178842,-1.4818103,"('evil', 'good')",-0.6784463,-0.78057665,-1.3687558,-1.5400289,-1.0550288,-1.2674719,0.2124431
46,-1.0692939,-0.49741492,"('uncompetitive', 'competitive')",0.034573607,0.24698585,-0.58684164,-0.63042456,-0.5405207,-0.2936179,-0.2469028
54,-1.0633855,-0.74066645,"('incapable', 'capable')",0.14581105,0.2782731,0.49589038,0.61652637,-0.1405613,0.0513777,-0.191939
41,-1.060847,-0.6379109,"('unforgiving', 'forgiving')",0.80051684,0.94137526,-0.06906603,0.028602814,-0.1097987,0.1106891,-0.2204878
88,-1.0022198,-0.87792265,"('low', 'eminent')",-0.32254416,-0.1641465,-0.40856245,-0.40225098,-0.5777755,-0.4814401,-0.0963354
77,-0.9905294,-0.6702215,"('unmotivated', 'motivated')",0.02025535,-0.01568453,-0.9356225,-1.0432442,-0.6352989,-0.5763834,-0.0589155
32,-0.99006623,-0.5466168,"('unkind', 'kind')",1.2195174,1.6557482,0.9731222,1.2595637,0.4008578,0.7895651,-0.3887073
74,-0.97062004,-0.42141578,"('undedicated', 'dedicated')",0.40146664,0.49887702,-0.54745716,-0.35463908,-0.3722035,-0.0923926,-0.2798109
55,-0.9599423,-0.56376487,"('incompetent', 'clever')",-0.29329124,-0.33073363,0.5912772,0.49715692,-0.2206521,-0.1324472,-0.0882049
51,-0.9594512,-0.43492678,"('uneducated', 'educated')",0.8142739,0.806357,0.6539501,0.6750495,0.1695909,0.3488266,-0.1792357
82,-0.94565827,-0.8230012,"('poor', 'rich')",-0.038272385,0.12214975,6.187443,6.2931643,1.7345041,1.8641043,-0.1296002
16,-0.94192636,-0.9079411,"('unpopular', 'popular')",-0.005010538,0.072967574,0.023631334,0.006661877,-0.3077685,-0.2761039,-0.0316646
13,-0.88831645,-0.28610176,"('impolite', 'polite')",0.075432524,0.3583179,0.05631133,0.20603907,-0.2521909,0.0927517,-0.3449426
28,-0.8618584,-0.95374393,"('disloyal', 'loyal')",-0.13932976,-0.25828344,1.1488988,0.88541466,0.0492369,-0.1088709,0.1581078
17,-0.8537927,-0.79463935,"('nasty', 'nice')",-0.47649223,-0.51486534,-0.6774577,-0.7755499,-0.6692475,-0.6950182,0.0257707
65,-0.8211046,-0.5918532,"('insecure', 'secure')",-0.87158835,-0.80236894,-0.020601887,0.018728543,-0.5710983,-0.4584979,-0.1126004
18,-0.7963813,-0.44925582,"('disagreeable', 'welcoming')",0.22922726,0.39084744,-0.57019514,-0.3433807,-0.3791164,-0.1339297,-0.2451867
6,-0.7897233,-0.63986933,"('distant', 'open')",0.43090832,0.54110605,-0.8197709,-0.5144097,-0.3928619,-0.204391,-0.1884709
40,-0.7704935,-0.34166673,"('stingy', 'generous')",0.7462735,0.85459095,-1.8657056,-1.9693787,-0.6299752,-0.4854848,-0.1444904
79,-0.7456878,-0.26681763,"('wavering', 'unwavering')",-0.7684268,-0.53677285,-0.7097037,-0.5591772,-0.7412728,-0.4542559,-0.2870169
73,0.74291706,0.91419613,"('helpless', 'self-reliant')",0.3776943,0.3844747,-3.5285983,-3.6912544,-0.8026623,-0.7975279,-0.0051344
60,-0.7236872,-0.338361,"('inefficient', 'efficient')",0.4737844,0.57370216,0.41803887,0.6251893,0.0560454,0.2868435,-0.2307981
11,-0.7115904,-0.23247132,"('unhelpful', 'helpful')",0.40703845,0.5341283,2.0778563,2.220912,0.5911014,0.8408563,-0.2497549
63,-0.6733174,-0.046977572,"('unperceptive', 'insightful')",0.7696756,0.9396728,1.0510759,0.9688048,0.3824781,0.6205,-0.2380219
85,-0.65459603,-0.5701441,"('insignificant', 'prestigious')",0.49220526,0.76885104,-0.954237,-0.7933302,-0.3722092,-0.1982078,-0.1740014
70,-0.650498,0.09848059,"('lethargic', 'energetic')",-0.25333828,0.027158782,0.35159364,0.629942,-0.1840809,0.2518605,-0.4359414
37,0.61011934,0.63080233,"('fake', 'genuine')",-0.11657663,0.04104743,0.20608817,0.2951321,0.2332103,0.3223273,-0.089117
44,0.6034691,0.7935002,"('prejudiced', 'unprejudiced')",-0.95226383,-0.71559906,-1.8814571,-1.4508853,-0.7434173,-0.4576614,-0.2857559
69,0.57219225,0.4204325,"('lazy', 'industrious')",1.445283,1.3863198,-0.8958216,-0.698873,0.3738846,0.3692931,0.0045915
87,-0.5650886,-0.20739847,"('unsuccessful', 'successful')",0.50058854,0.5865907,0.97344756,0.9097085,0.3029825,0.4296336,-0.1266511
35,0.5589712,0.15039432,"('corrupt', 'incorrupt')",-0.543152,-0.7788783,-0.80744624,-0.75844705,-0.2638757,-0.4623103,0.1984346
36,-0.5316372,-1.0058813,"('hostile', 'amicable')",-1.0782056,-1.1879026,-0.8121579,-0.93143386,-0.8073335,-1.0417392,0.2344057
81,-0.5316202,-0.017314773,"('submissive', 'aggressive')",0.33661672,0.40683156,0.13479286,-0.09561591,-0.0200702,0.097967,-0.1180372
66,-0.5225824,0.0027914941,"('inactive', 'active')",-0.67963696,-0.4285952,0.35063028,0.62740946,-0.283863,0.0672019,-0.3510649
75,0.5153871,0.65727484,"('meek', 'impulsive')",-0.6713883,-0.53416014,-0.98836696,-0.8592749,-0.3814561,-0.2453867,-0.1360694
52,-0.5045891,-0.70362663,"('irrational', 'rational')",-0.293221,-0.40084374,-0.4282346,-0.51824045,-0.4086816,-0.5409036,0.132222
67,0.4833994,0.75517493,"('doubtful', 'determined')",0.23452084,0.23105001,-0.15304956,-0.061732493,0.1882902,0.3081642,-0.119874
49,0.4742208,0.24353044,"('unable', 'able')",0.76533854,0.7635405,0.074691266,0.18053207,0.4380836,0.3958677,0.0422159
3,-0.46419048,-0.47291803,"('repellent', 'pleasant')",-0.9590677,-0.961467,0.64172506,0.46591818,-0.260511,-0.3228223,0.0623113
25,-0.46374217,-0.7383793,"('egoistic', 'altruistic')",0.4874573,0.2678951,0.91068065,0.8048782,0.3114653,0.1114647,0.2000006
62,-0.39007342,0.15453921,"('incompetent', 'brilliant')",0.7948113,0.9191322,0.95479244,0.9348491,0.4531768,0.6695068,-0.21633
78,-0.35207102,-0.33210278,"('nonresilient', 'resilient')",1.8082901,1.8958862,0.52221406,0.5194389,0.6594777,0.6944075,-0.0349298
72,-0.3510346,-0.19554937,"('unambitious', 'ambitious')",-0.4332908,-0.35857883,-0.36004204,-0.51403815,-0.3814558,-0.3560554,-0.0254004
27,-0.34291273,-0.31517634,"('hardhearted', 'softhearted')",0.78726894,0.8341969,1.2005844,1.3158139,0.5483135,0.6116115,-0.063298
22,-0.32317275,-0.033489745,"('untrustworthy', 'trustworthy')",-0.19088522,-0.23664945,-0.8562442,-0.777407,-0.4567674,-0.349182,-0.1075854
80,0.32021224,0.5682824,"('dominated', 'dominating')",0.0803525,0.13976151,-0.05046718,-0.08041358,0.1166992,0.2092101,-0.0925109
39,0.31587282,0.35019356,"('exploitative', 'cooperative')",0.566629,0.4693715,-0.035857454,-0.018203836,0.2822148,0.2671204,0.0150944
50,0.3145962,0.44839993,"('clumsy', 'skillful')",0.4256178,0.7014375,-0.035976045,0.14143232,0.234746,0.4304232,-0.1956772
21,-0.30186164,0.1520381,"('immoral', 'moral')",0.47494665,0.6040201,-0.18460888,-0.22594559,-0.0038413,0.1767042,-0.1805455
15,-0.29359514,-0.35778338,"('boring', 'funny')",0.38937354,0.3403836,-0.1943111,-0.13864523,-0.0328442,-0.052015,0.0191708
7,-0.27923,-0.07157021,"('insensitive', 'sensitive')",0.052891873,0.11840655,0.5655818,0.5892542,0.1130812,0.2120302,-0.098949
56,-0.2743546,0.23335281,"('impractical', 'practical')",0.8899105,0.98931366,0.08314959,-0.01931038,0.2329018,0.4011187,-0.1682169
83,-0.26789153,-0.14123316,"('powerless', 'powerful')",0.5248721,0.5365376,-0.75529355,-0.9589779,-0.1661043,-0.1878911,0.0217868
76,0.2640714,0.789995,"('anxious', 'daring')",-0.43583795,-0.19527437,-0.0126575045,0.083446555,-0.0614747,0.2260557,-0.2875304
84,0.2487001,0.32536814,"('inferior', 'superior')",0.7714908,0.5909733,0.7525962,0.7476043,0.590929,0.5546486,0.0362804
12,-0.24289444,0.4507136,"('unsupportive', 'supportive')",2.064316,2.3855166,-1.6872914,-1.5342573,0.0447101,0.433991,-0.3892809
14,-0.21356837,-0.09167832,"('antisocial', 'social')",0.71739835,0.5342782,0.08383724,0.029835088,0.1958891,0.1574783,0.0384108
2,-0.1864902,0.3109802,"('unlikable', 'likable')",0.8374065,1.1288431,0.6696749,0.9949582,0.4401971,0.8115939,-0.3713968
64,-0.17026588,0.46293446,"('shy', 'confident')",0.050901353,0.23151875,-5.8902025,-5.8146334,-2.0031891,-1.7067267,-0.2964624
59,0.16055737,0.119113564,"('foolish', 'wise')",0.7546199,0.7177164,-0.008751266,0.029328696,0.302142,0.2887196,0.0134224
33,0.15297922,0.34803662,"('wrong', 'right')",0.65898407,0.7357428,-0.68462,-0.7048503,0.0424478,0.1263097,-0.0838619
71,0.13242617,0.3418318,"('diffident', 'self-confident')",2.391485,2.361098,0.5218293,0.6090356,1.0152469,1.1039885,-0.0887416
29,0.12944978,0.2555731,"('unfair', 'fair')",-0.41784298,-0.47971392,-0.4586988,-0.35201895,-0.2490307,-0.1920533,-0.0569774
47,-0.12138077,-0.10016741,"('stupid', 'smart')",0.7112119,0.8805494,5.50816,5.643709,2.0326638,2.1413638,-0.1087
68,-0.090792984,-0.14112772,"('dependent', 'independent')",-0.8523922,-1.0026321,-0.39431107,-0.6259196,-0.4458321,-0.5898931,0.144061
20,0.053266935,-0.1561155,"('rough', 'thoughtful')",-0.22812784,-0.30480525,0.55588084,0.49165347,0.1270066,0.0102442,0.1167624
4,0.035948064,-0.007569908,"('disliked', 'liked')",0.59307575,0.5626334,-6.4297976,-6.6951776,-1.9335912,-2.0467046,0.1131134
42,-0.03197064,0.7153354,"('unreliable', 'reliable')",0.94155586,1.2674019,-2.6871526,-2.4968367,-0.5925225,-0.1713665,-0.421156
34,0.008429501,0.13407645,"('mean', 'honorable')",0.4002702,0.5290602,5.553266,5.748428,1.9873219,2.1371881,-0.1498662
