,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.5523177,-1.1471283,"('uninfluential', 'influential')",-2.4561632,-2.4658082,-0.67027557,-0.39002174,-1.5595856,-1.3343194,-0.2252662
1,-1.5478138,-1.458587,"('unfriendly', 'friendly')",-0.55931675,-0.4295812,1.2481464,1.5271511,-0.286328,-0.120339,-0.165989
53,-1.3397655,-1.162262,"('uncreative', 'creative')",-0.026847828,0.06459779,0.466314,0.6544093,-0.3000998,-0.1477516,-0.1523482
26,-1.3157691,-1.2085755,"('hardhearted', 'benevolent')",1.3432244,1.4292206,1.1626076,1.3843018,0.3966876,0.5349823,-0.1382947
45,-1.1701393,-0.8451835,"('incompetent', 'competent')",-1.9713969,-2.0477402,-0.12176821,-0.12950543,-1.0877682,-1.0074764,-0.0802918
31,-1.1598324,-1.0616397,"('evil', 'good')",0.0963624,0.3648367,-0.85597086,-0.66242117,-0.6398136,-0.4530747,-0.1867389
57,-1.1267804,-0.814266,"('unimaginative', 'imaginative')",-0.7773713,-0.74904513,-3.47319,-3.379678,-1.7924472,-1.6476631,-0.1447841
76,1.1191516,1.0801393,"('anxious', 'daring')",0.2857793,0.050082244,-0.24004014,-0.3532487,0.3882969,0.2589909,0.129306
39,1.0370578,1.1908525,"('exploitative', 'cooperative')",0.0047855396,-0.01677191,-0.08595468,-0.07780534,0.3186295,0.3654251,-0.0467956
28,-1.0163577,-0.8644904,"('disloyal', 'loyal')",-0.99365807,-1.021395,0.685454,0.7250884,-0.4415206,-0.3869323,-0.0545883
0,-0.9925631,-0.8616263,"('unsociable', 'sociable')",-0.71279305,-0.7392055,-0.32452533,-0.29385063,-0.6766272,-0.6315608,-0.0450664
20,-0.9557706,-0.88569415,"('rough', 'thoughtful')",-0.12533171,-0.053332202,0.53593457,0.55368006,-0.1817226,-0.1284488,-0.0532738
68,-0.94710726,-0.7636529,"('dependent', 'independent')",-1.9283742,-1.7796144,-1.1598289,-0.9215046,-1.3451034,-1.1549239,-0.1901795
9,-0.94580233,-0.8577442,"('unaffectionate', 'caring')",-0.031106353,0.045314398,1.214601,1.4647584,0.0792308,0.2174429,-0.1382121
58,-0.93714935,-0.51759493,"('undiscriminating', 'discriminating')",-0.60138106,-0.49792752,-0.17383912,0.019299787,-0.5707898,-0.3320742,-0.2387156
36,-0.93506634,-1.0872258,"('hostile', 'amicable')",1.2154248,1.3231947,0.03721797,0.061579883,0.1058588,0.0991829,0.0066759
83,-0.8782127,-0.82798135,"('powerless', 'powerful')",0.43034783,0.39488438,-1.2324979,-1.1969305,-0.5601209,-0.5433425,-0.0167784
2,0.849649,0.89934015,"('unlikable', 'likable')",1.0922714,1.0481234,0.7173184,0.7588697,0.8864129,0.9021111,-0.0156982
48,-0.8187006,-0.5243343,"('unintelligent', 'intelligent')",-0.9595025,-0.8554193,0.270984,0.4590072,-0.5024064,-0.3069155,-0.1954909
40,-0.8165742,-0.5373078,"('stingy', 'generous')",-0.24336076,-0.18954404,-2.2775521,-2.1379917,-1.1124957,-0.9549478,-0.1575479
8,-0.7850009,-0.69780934,"('unaffectionate', 'affectionate')",-0.17033923,-0.14042899,0.6410709,0.9427401,-0.1047564,0.0348339,-0.1395903
73,0.7766832,0.86082315,"('helpless', 'self-reliant')",1.170791,1.2130973,-3.6688817,-3.7128115,-0.5738025,-0.546297,-0.0275055
72,-0.77605355,-0.75228757,"('unambitious', 'ambitious')",0.0073974226,0.010353634,-0.6700064,-0.6475738,-0.4795542,-0.4631693,-0.0163849
88,-0.7154581,-0.6160528,"('low', 'eminent')",-0.8664304,-0.95039696,-0.42868394,-0.518905,-0.6701908,-0.6951183,0.0249275
