,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
38,1.1958264,1.2780836,"('untruthful', 'truthful')",-0.038888894,0.15544961,0.60048735,0.6455663,0.5346662,0.48828733,0.5730227,0.6418467,-0.068824
1,1.1697447,0.9714749,"('unfriendly', 'friendly')",-1.1071717,-1.2204527,0.23738027,0.12624447,1.5072374,1.2472718,0.4517977,0.2811346,0.1706631
41,1.1402189,1.2954171,"('unforgiving', 'forgiving')",-0.14654674,-0.011629038,-0.42397347,-0.24746975,-0.07446988,-0.037490744,0.1238072,0.2497069,-0.1258997
61,1.0970871,1.1189486,"('illogical', 'logical')",-1.057395,-0.86009663,0.06503333,0.010076692,0.3618344,0.3972245,0.11664,0.1665383,-0.0498983
39,1.0716695,0.9589469,"('exploitative', 'cooperative')",-0.2862902,-0.2620919,0.7379894,0.462083,0.40272838,0.459242,0.4815243,0.404545,0.0769793
87,1.0645951,0.9918676,"('unsuccessful', 'successful')",-0.82071376,-1.1581079,0.3613422,0.042044543,0.6170304,0.43274176,0.3055635,0.0771365,0.228427
54,1.0401659,1.1422833,"('incapable', 'capable')",-0.052720133,0.16237304,0.7204252,0.73949754,0.91454697,0.994905,0.6556045,0.7597647,-0.1041602
43,1.017466,1.0550709,"('irresponsible', 'responsible')",-0.91929954,-0.71267766,-0.79516685,-0.7657073,0.6776811,0.6381949,-0.0048298,0.0537202,-0.05855
78,0.9894523,1.078605,"('nonresilient', 'resilient')",-0.5466069,-0.36730233,-0.3093787,-0.2612436,-0.11397921,-0.24222985,0.0048719,0.0519573,-0.0470854
75,-0.9811369,-0.86181337,"('meek', 'impulsive')",0.9459995,0.9585529,0.6386058,0.70375943,-0.40177444,-0.3599887,0.0504235,0.1101276,-0.0597041
42,0.9711032,1.2274508,"('unreliable', 'reliable')",1.6761153,2.0106525,0.9685136,1.1311237,-2.7766259,-2.796366,0.2097766,0.3932152,-0.1834386
81,0.96873796,0.9247371,"('submissive', 'aggressive')",0.43903503,0.3224153,0.5299101,0.5723411,-0.24402991,-0.30552253,0.4234133,0.3784927,0.0449206
30,0.9581419,0.98258615,"('intolerant', 'tolerant')",0.6237628,0.7200055,0.2370263,0.288985,0.88817084,0.9362195,0.6767755,0.731949,-0.0551735
60,0.95413345,0.8704468,"('inefficient', 'efficient')",-0.9579667,-1.0504228,-0.28787053,-0.3156548,0.43281335,0.286108,0.0352774,-0.0523807,0.0876581
50,-0.92678183,-0.8598766,"('clumsy', 'skillful')",0.67101276,0.38615286,0.1887309,-0.054996636,0.011842814,-0.045170497,-0.0137988,-0.1434727,0.1296739
21,0.9151513,1.0041053,"('immoral', 'moral')",-0.9433999,-0.60355455,-0.31841722,-0.18887769,-0.7518309,-0.5992026,-0.2746242,-0.0968824,-0.1777418
44,-0.83967876,-0.60434556,"('prejudiced', 'unprejudiced')",0.373965,0.5162417,-0.64862376,-0.63489723,-1.3751646,-1.1975583,-0.6223755,-0.4801399,-0.1422356
11,0.8070643,0.84676343,"('unhelpful', 'helpful')",-1.0988399,-1.1046079,0.11987322,0.09222943,2.4488761,2.3287761,0.5692434,0.5407903,0.0284531
15,0.8035821,0.7152682,"('boring', 'funny')",0.2404924,0.13153502,0.2598283,0.30769217,0.09911899,0.15587014,0.3507555,0.3275914,0.0231641
0,0.7438258,0.7498794,"('unsociable', 'sociable')",-1.3349135,-1.176326,-1.1179879,-0.99197423,-0.46084437,-0.6131731,-0.54248,-0.5078984,-0.0345816
57,-0.7433928,-0.6939871,"('unimaginative', 'imaginative')",-1.6074744,-1.5844715,-0.8404456,-0.833882,-3.267901,-3.5015526,-1.6148034,-1.6534733,0.0386699
40,0.74074167,0.656741,"('stingy', 'generous')",1.1784608,1.1689662,0.64673895,0.7214292,-2.0379074,-2.4124954,0.1320086,0.0336602,0.0983484
7,0.7299662,0.8161538,"('insensitive', 'sensitive')",-0.95342004,-0.8920123,-0.7298995,-0.70527077,0.46529076,0.3870891,-0.1220156,-0.09851,-0.0235056
24,0.7082231,0.70825136,"('dishonest', 'honest')",-0.60862416,-0.46323234,0.2773457,0.33034068,1.1029813,1.1704504,0.3699815,0.4364525,-0.066471
28,0.7036574,0.4385228,"('disloyal', 'loyal')",-1.0566704,-1.3287375,0.10750052,-0.17024533,1.1099545,0.884139,0.2161105,-0.0440802,0.2601907
47,0.6713457,0.81842226,"('stupid', 'smart')",-0.4709865,-0.24279861,-1.209519,-1.1243128,5.6746235,5.8632145,1.1663659,1.3286314,-0.1622655
73,0.6454425,0.5452369,"('helpless', 'self-reliant')",1.8572806,1.7338507,0.84065914,0.61678815,-3.2856758,-3.530946,0.0144266,-0.1587676,0.1731942
26,0.640517,0.5995928,"('hardhearted', 'benevolent')",0.475993,0.43006775,1.6224214,1.602032,1.4741398,1.383202,1.0532678,1.0037236,0.0495442
88,-0.63062197,-0.57305515,"('low', 'eminent')",0.010480354,-0.08708586,0.25440502,0.1644024,-0.15065342,-0.13979216,-0.1290975,-0.1588827,0.0297852
36,-0.60263133,-0.5739568,"('hostile', 'amicable')",-0.9315315,-0.6976628,0.0048576607,0.17157933,-0.6366663,-0.55720526,-0.5414928,-0.4143113,-0.1271815
46,0.5836056,0.5679045,"('uncompetitive', 'competitive')",-1.4622259,-1.507523,-1.3216559,-1.3322599,-1.049627,-1.3282737,-0.8124758,-0.900038,0.0875622
20,-0.5301789,-0.42858976,"('rough', 'thoughtful')",-0.7591116,-0.6330785,-0.7628066,-0.72976285,0.7290538,0.7115798,-0.3307608,-0.2699628,-0.060798
79,-0.52829415,-0.3683741,"('wavering', 'unwavering')",-0.10793954,0.14270961,0.9249875,1.0090687,-0.44723168,-0.26700333,-0.0396195,0.1291002,-0.1687197
8,0.48280123,0.36621907,"('unaffectionate', 'affectionate')",-0.2623565,-0.3974193,0.4194502,0.41104513,0.36890948,0.27752116,0.2522011,0.1643415,0.0878596
5,0.447657,0.39477608,"('distant', 'outgoing')",-0.08144421,-0.09159431,0.53345686,0.4550659,-0.3545339,-0.31066206,0.1362839,0.1118964,0.0243875
33,0.42391962,0.5540688,"('wrong', 'right')",0.31984454,0.53590274,1.0197445,0.97983354,-0.32904834,-0.40640125,0.3586151,0.415851,-0.0572359
65,0.42173296,0.32595584,"('insecure', 'secure')",-0.2663183,-0.2888686,-0.24338207,-0.21637602,0.17191131,0.1625715,0.020986,-0.0041793,0.0251653
55,0.4059128,0.39509588,"('incompetent', 'clever')",-0.6933798,-0.6648365,-0.8620053,-0.7485281,0.30417386,0.10163152,-0.2113246,-0.2291593,0.0178347
53,-0.3960641,-0.50741965,"('uncreative', 'creative')",-1.4143032,-1.4739449,0.0043645166,-0.101714835,0.32855323,0.26255238,-0.3693624,-0.4551317,0.0857693
52,-0.39480177,-0.43924782,"('irrational', 'rational')",-0.8659013,-0.8533592,0.09637621,-0.054298483,-0.26536888,-0.18046632,-0.357424,-0.381843,0.024419
4,-0.38984653,-0.2783463,"('disliked', 'liked')",1.2131499,1.297581,0.40249684,0.52104914,-6.9225802,-7.2602024,-1.4241951,-1.4299797,0.0057846
80,0.3729545,0.4299092,"('dominated', 'dominating')",-0.10197831,-0.18694434,-0.40391165,-0.43278635,-0.7484095,-0.6690532,-0.2203362,-0.2147187,-0.0056175
77,0.34014997,0.23249231,"('unmotivated', 'motivated')",-1.5107877,-1.4098134,-0.8743905,-0.78925085,-1.0400163,-1.2036147,-0.7712611,-0.7925466,0.0212855
74,0.33798614,0.3306864,"('undedicated', 'dedicated')",-0.08338174,-0.004031457,0.43263116,0.5186736,-0.37665787,-0.4152304,0.0776444,0.1075245,-0.0298801
22,-0.333016,-0.29592913,"('untrustworthy', 'trustworthy')",-0.48603076,-0.4567696,-0.5012512,-0.43091273,-0.8686886,-0.84881747,-0.5472466,-0.5081072,-0.0391394
51,0.31439003,0.224167,"('uneducated', 'educated')",0.63125896,0.56111205,1.0990772,0.94252276,0.56413335,0.5086946,0.6522149,0.5591241,0.0930908
48,-0.27121612,-0.3423381,"('unintelligent', 'intelligent')",-0.45105386,-0.69792414,0.2522565,0.19401951,0.7217867,0.6438778,0.0629433,-0.0505912,0.1135345
64,-0.26720208,-0.23042141,"('shy', 'confident')",0.975242,0.99295205,0.68956876,0.5747821,-6.3486624,-6.3538814,-1.2377634,-1.2541422,0.0163788
72,0.25540933,0.20313157,"('unambitious', 'ambitious')",0.33092412,0.15499616,0.8857888,0.82196075,0.021532603,-0.11123993,0.3734137,0.2672122,0.1062015
16,-0.25217533,-0.1848803,"('unpopular', 'popular')",-0.24612296,-0.30535507,-0.47721305,-0.51873773,0.08428637,0.118168235,-0.2228062,-0.2227012,-0.000105
86,-0.24861233,-0.41324607,"('uninfluential', 'influential')",-1.7308342,-1.9804611,0.084354535,-0.12614588,-0.31733927,-0.46000752,-0.5531078,-0.7449651,0.1918573
10,-0.21109903,-0.026298387,"('unsympathetic', 'sympathetic')",-2.3250155,-1.9766839,-1.0046424,-0.778649,-0.44304144,-0.34611237,-0.9959496,-0.7819358,-0.2140138
19,-0.20235495,-0.12623107,"('inhospitable', 'hospitable')",-0.77680206,-0.5353524,0.50916314,0.58471054,-0.4555468,-0.4111816,-0.2313852,-0.1220136,-0.1093716
45,-0.19930276,-0.12596132,"('incompetent', 'competent')",-1.6809323,-1.6713008,-1.265646,-1.1850975,-0.18298249,-0.4001821,-0.8322159,-0.8456354,0.0134195
18,-0.1513524,-0.13578582,"('disagreeable', 'welcoming')",1.2000475,1.4988487,1.3760831,1.4935678,-0.465937,-0.51059335,0.4897103,0.5865093,-0.096799
70,-0.1435727,0.025773276,"('lethargic', 'energetic')",-0.22907427,-0.06287396,-0.73765403,-0.64415175,0.5731011,0.5656368,-0.1343,-0.0289039,-0.1053961
17,-0.12563406,0.015350213,"('nasty', 'nice')",-0.45096245,-0.04229431,-0.30453768,-0.16173749,-0.46741253,-0.2922076,-0.3371367,-0.1202223,-0.2169144
85,-0.112471685,-0.116507776,"('insignificant', 'prestigious')",0.4062684,0.52321637,0.8565349,0.8882422,-0.64066434,-0.57348967,0.1274168,0.1803653,-0.0529485
3,-0.10133355,0.017912317,"('repellent', 'pleasant')",-1.3353052,-1.1435301,-0.9854426,-0.9692697,0.7266793,0.701615,-0.4238505,-0.3483181,-0.0755324
84,-0.09493945,-0.036434375,"('inferior', 'superior')",-0.35135776,-0.3223469,-0.09607595,-0.23977302,0.5807942,0.64850897,0.0096053,0.0124887,-0.0028834
25,0.08800875,0.07545306,"('egoistic', 'altruistic')",0.2791773,0.60299146,0.8359768,1.0328475,0.889927,0.9590789,0.5232725,0.6675928,-0.1443203
59,0.085665904,0.170699,"('foolish', 'wise')",0.3309832,0.26584938,0.7793587,0.6183412,-0.033253796,0.17157309,0.2906885,0.3066157,-0.0159272
69,0.08210382,0.15992036,"('lazy', 'industrious')",0.6964525,0.73973614,0.65531224,0.65301555,-0.8151103,-0.7555112,0.1546896,0.1992902,-0.0446006
66,0.05377532,0.12660792,"('inactive', 'active')",-0.7408575,-0.4101349,0.44644988,0.5412629,-0.1417535,0.012460388,-0.0955964,0.0675491,-0.1631455
29,0.03864512,0.17012978,"('unfair', 'fair')",-0.67705685,-0.38323122,-1.0743656,-0.9567758,-0.54649097,-0.31707013,-0.5648171,-0.3717369,-0.1930802
82,0.02515357,-0.1300132,"('poor', 'rich')",-0.70600384,-0.90859056,0.42286557,0.25422812,6.936239,6.7311473,1.6695635,1.4866929,0.1828706
49,0.01877621,0.24631384,"('unable', 'able')",-1.1157221,-1.0340574,-0.5527179,-0.55610716,-0.41035742,-0.32860598,-0.5150053,-0.4181142,-0.0968911
76,0.015024856,0.07654431,"('anxious', 'daring')",0.218064,0.30458245,0.0001879558,0.13755539,-0.11396905,-0.05140447,0.0298269,0.1168194,-0.0869925
58,-0.008856088,-0.12059421,"('undiscriminating', 'discriminating')",-0.117010504,-0.113263085,-0.32358736,-0.45358437,-0.027230278,-0.26695317,-0.1191711,-0.2385987,0.1194276
6,0.005684116,0.011679947,"('distant', 'open')",-0.6185496,-0.5329655,0.72413886,0.8117677,-0.55125004,-0.40606427,-0.1099942,-0.0288955,-0.0810987
27,0.0016367026,0.3027899,"('hardhearted', 'softhearted')",-0.6934384,-0.30308163,0.08962403,0.47427562,0.8179589,0.9161231,0.0539453,0.3475267,-0.2935814
67,-0.0016137417,0.025406383,"('doubtful', 'determined')",0.42076087,0.48327464,0.2852728,0.32570007,-0.4676858,-0.30953684,0.0591835,0.1312111,-0.0720276
