,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
25,1.3892295,1.4001099,"('egoistic', 'altruistic')",1.2116305,1.2019709,1.5920606,1.429188,1.3976402,1.3437564,0.0538838
57,-1.3732884,-1.5129677,"('unimaginative', 'imaginative')",-2.1290486,-2.175715,-2.8706753,-3.0086896,-2.1243375,-2.2324575,0.10812
35,1.3726476,1.4951673,"('corrupt', 'incorrupt')",3.0185657,3.1176524,-0.13670273,-0.26128262,1.4181703,1.4505124,-0.0323421
85,1.3574389,1.1729213,"('insignificant', 'prestigious')",1.8690094,1.8989295,0.67732835,0.4066579,1.3012589,1.1595029,0.141756
42,-1.3075783,-1.4892259,"('unreliable', 'reliable')",-0.6457025,-0.77018404,-3.4668329,-3.552452,-1.8067045,-1.9372873,0.1305828
3,-1.2359481,-1.2195309,"('repellent', 'pleasant')",-1.605658,-1.5761336,0.7796297,0.7206337,-0.6873255,-0.6916769,0.0043514
23,-1.1898263,-1.3489875,"('insincere', 'sincere')",-2.1672654,-2.0818055,5.23287,5.3240843,0.6252595,0.6310972,-0.0058377
14,-1.1853943,-1.0828766,"('antisocial', 'social')",-1.6196162,-1.5161762,-0.31984243,-0.25579256,-1.0416176,-0.9516152,-0.0900024
60,-1.1364393,-1.1580813,"('inefficient', 'efficient')",-2.3131568,-2.1280184,-0.45296708,-0.16726989,-1.3008544,-1.1511232,-0.1497312
51,-1.1344937,-1.0732218,"('uneducated', 'educated')",-1.2720873,-1.1695882,0.060427662,0.16258308,-0.7820511,-0.693409,-0.0886421
86,-1.1020303,-1.2447028,"('uninfluential', 'influential')",-2.226357,-2.194348,-0.5771975,-0.6096414,-1.3018616,-1.3495641,0.0477025
41,-1.0520933,-1.2254277,"('unforgiving', 'forgiving')",-2.0139143,-1.9997828,-0.10655622,-0.058034774,-1.0575213,-1.0944151,0.0368938
22,-1.0433266,-1.1366137,"('untrustworthy', 'trustworthy')",-1.8097485,-1.8526522,-1.0225747,-1.0609437,-1.2918832,-1.3500698,0.0581866
71,1.0219144,1.0915097,"('diffident', 'self-confident')",0.9135451,0.9227549,0.638372,0.41374308,0.8579438,0.8093359,0.0486079
55,-1.0139108,-1.1696026,"('incompetent', 'clever')",-2.265387,-2.2879717,0.01798646,0.0693491,-1.0871038,-1.1294084,0.0423046
65,-1.0087855,-0.9947038,"('insecure', 'secure')",-1.9377317,-1.9055568,-0.341967,-0.3376022,-1.0961614,-1.0792876,-0.0168738
77,-0.94381297,-1.0856118,"('unmotivated', 'motivated')",-0.39168864,-0.47909003,-1.0139588,-1.1048176,-0.7831535,-0.8898398,0.1066863
11,-0.9083008,-1.013465,"('unhelpful', 'helpful')",-2.5956478,-2.3699377,1.2780055,1.4954104,-0.741981,-0.6293308,-0.1126502
52,0.85932606,0.73747534,"('irrational', 'rational')",0.28933096,0.2523293,0.61631453,0.3809237,0.5883239,0.4569094,0.1314145
32,-0.831669,-0.76977336,"('unkind', 'kind')",-1.9237713,-1.6919729,0.48106277,0.59752035,-0.7581258,-0.6214086,-0.1367172
7,-0.8196616,-0.848763,"('insensitive', 'sensitive')",-1.9266746,-1.8503535,0.28275648,0.2202646,-0.8211932,-0.8262839,0.0050907
36,0.8095811,0.6636258,"('hostile', 'amicable')",1.0787628,0.93308,0.31188408,0.080366656,0.7334093,0.5590241,0.1743852
21,-0.80593246,-0.8110154,"('immoral', 'moral')",-2.1533544,-2.0901208,-0.9363635,-0.93157655,-1.2985501,-1.2775709,-0.0209792
81,-0.8034671,-0.7676861,"('submissive', 'aggressive')",-1.2455907,-1.1491063,-1.2432603,-1.2634529,-1.0974393,-1.0600818,-0.0373575
15,0.7767595,0.79288894,"('boring', 'funny')",0.09318755,0.090208955,-0.21328548,-0.22177078,0.2188872,0.2204424,-0.0015552
31,0.77092636,0.7689915,"('evil', 'good')",0.94393015,1.0117588,-0.42573404,-0.5199792,0.4297075,0.420257,0.0094505
62,-0.75110966,-0.7731263,"('incompetent', 'brilliant')",-1.8679506,-1.7873751,-0.06717993,0.051509663,-0.8954134,-0.8363306,-0.0590828
47,-0.719263,-0.8378673,"('stupid', 'smart')",-1.0839651,-1.0920815,4.45981,4.490194,0.8855272,0.853415,0.0321122
28,-0.6987686,-0.8193576,"('disloyal', 'loyal')",-1.2988346,-1.1456124,0.8617819,0.7998563,-0.3786071,-0.3883712,0.0097641
27,-0.66790366,-0.6699199,"('hardhearted', 'softhearted')",-1.2888957,-1.2977704,1.2148077,1.172004,-0.2473305,-0.2652287,0.0178982
53,-0.66551274,-0.65134877,"('uncreative', 'creative')",-1.0845749,-1.0114759,0.5792364,0.5708674,-0.3902838,-0.3639857,-0.0262981
78,-0.6617222,-0.87273794,"('nonresilient', 'resilient')",-0.007903137,-0.32591796,0.91581976,0.62901556,0.0820648,-0.1898801,0.2719449
59,0.65838176,0.61870754,"('foolish', 'wise')",1.2262461,1.3544309,0.2812159,0.2854759,0.7219479,0.7528714,-0.0309235
20,-0.63901293,-0.8723153,"('rough', 'thoughtful')",-0.479751,-0.58008647,1.3380111,1.3099545,0.0730824,-0.0474824,0.1205648
75,0.63554823,0.70151687,"('meek', 'impulsive')",1.4532365,1.4872478,-0.62721497,-0.60033727,0.4871899,0.5294758,-0.0422859
49,-0.6016245,-0.5857579,"('unable', 'able')",-0.6881465,-0.6607712,-0.25071174,-0.30099368,-0.5134943,-0.5158409,0.0023466
38,-0.58733106,-0.6250659,"('untruthful', 'truthful')",-1.1231596,-0.89280784,-0.3852963,-0.19489671,-0.6985957,-0.5709235,-0.1276722
24,-0.5061263,-0.6016973,"('dishonest', 'honest')",-2.5387301,-2.3083303,-0.003328707,0.05171395,-1.0160618,-0.9527712,-0.0632906
72,-0.47930637,-0.4202494,"('unambitious', 'ambitious')",-1.0032645,-0.96434385,-0.55190974,-0.53882164,-0.6781602,-0.6411383,-0.0370219
29,-0.45949945,-0.46137998,"('unfair', 'fair')",0.04970893,-0.032112464,-0.16471566,-0.07221684,-0.1915021,-0.1885697,-0.0029324
84,0.43352187,0.41577464,"('inferior', 'superior')",0.5676512,0.37299538,1.2111132,1.2150074,0.7374287,0.6679258,0.0695029
68,-0.42538202,-0.38101837,"('dependent', 'independent')",-0.12301818,-0.15879902,-0.84215575,-0.8558503,-0.4635187,-0.4652226,0.0017039
12,-0.42416686,-0.54619086,"('unsupportive', 'supportive')",-1.6067816,-1.5542299,-1.907889,-1.9055747,-1.3129458,-1.3353318,0.022386
67,0.414536,0.4854101,"('doubtful', 'determined')",1.3613424,1.3660305,-0.6181187,-0.53024536,0.3859199,0.4403984,-0.0544785
80,-0.41193974,-0.32926378,"('dominated', 'dominating')",-0.5807959,-0.63222396,-1.0956166,-1.1094139,-0.6961174,-0.6903005,-0.0058169
74,-0.38887846,-0.633886,"('undedicated', 'dedicated')",-0.77632445,-0.7755392,-0.39645496,-0.3797642,-0.5205526,-0.5963965,0.0758439
88,-0.3880435,-0.359892,"('low', 'eminent')",-0.5771674,-0.4308318,-0.4923157,-0.45594126,-0.4858422,-0.415555,-0.0702872
44,0.37153554,0.5338466,"('prejudiced', 'unprejudiced')",0.7988012,0.94188285,-1.5526816,-1.4889855,-0.1274483,-0.0044187,-0.1230296
79,0.35812083,0.21670432,"('wavering', 'unwavering')",0.93447953,0.9333971,-0.25623065,-0.36322686,0.3454566,0.2622915,0.0831651
64,-0.35472453,-0.264254,"('shy', 'confident')",-0.20858133,-0.13488218,-5.975577,-5.96549,-2.1796276,-2.121542,-0.0580856
73,0.3377431,0.38937047,"('helpless', 'self-reliant')",1.1720138,1.2072135,-2.7940686,-2.8408284,-0.4281039,-0.4147482,-0.0133557
8,0.33704597,0.080225185,"('unaffectionate', 'affectionate')",-0.90362465,-0.87642187,1.0235248,0.7553179,0.1523154,-0.0136263,0.1659417
19,-0.3220271,-0.25387073,"('inhospitable', 'hospitable')",-0.27810633,-0.10192852,-0.56788945,-0.45810866,-0.389341,-0.2713026,-0.1180384
16,0.32125008,0.2885387,"('unpopular', 'popular')",0.07112834,0.14905676,0.38354957,0.33078277,0.2586427,0.2561261,0.0025166
34,-0.29355073,-0.3979821,"('mean', 'honorable')",-1.253828,-1.3021424,4.9325953,4.969531,1.1284055,1.0898022,0.0386033
54,0.28643736,0.1537895,"('incapable', 'capable')",0.58038825,0.5650348,0.9546247,0.6677333,0.6071501,0.4621859,0.1449642
1,-0.2678473,-0.5300348,"('unfriendly', 'friendly')",-1.1320659,-1.1061695,1.7107766,1.5755938,0.1036211,-0.0202035,0.1238246
50,-0.26517537,-0.38358378,"('clumsy', 'skillful')",0.64265805,0.6592846,0.5719468,0.41840476,0.3164765,0.2313685,0.085108
61,-0.2143772,-0.14567013,"('illogical', 'logical')",-1.3890717,-1.2916166,0.65127784,0.6439701,-0.3173903,-0.2644389,-0.0529514
40,-0.20582776,-0.42239684,"('stingy', 'generous')",-0.6039125,-0.64248115,-1.4073123,-1.529683,-0.7390175,-0.8648537,0.1258362
66,0.18857259,0.19977063,"('inactive', 'active')",0.41000485,0.4091895,0.3798737,0.21295005,0.3261504,0.2739701,0.0521803
6,0.16939026,0.17372438,"('distant', 'open')",0.25209415,0.32544112,-0.60332733,-0.5511101,-0.0606143,-0.0173149,-0.0432994
5,0.15415604,0.2303166,"('distant', 'outgoing')",0.6330927,0.70059,-0.55020577,-0.4744435,0.0790143,0.1521544,-0.0731401
18,-0.13966618,-0.12504992,"('disagreeable', 'welcoming')",-1.102728,-0.99542975,-0.5205031,-0.52373236,-0.5876324,-0.5480707,-0.0395617
58,-0.13195081,-0.50946593,"('undiscriminating', 'discriminating')",-1.2033787,-1.5414709,0.05737644,0.014369272,-0.4259844,-0.6788558,0.2528714
48,-0.11188337,-0.3202943,"('unintelligent', 'intelligent')",-1.8093461,-1.9123741,0.9251897,0.87140167,-0.3320133,-0.4537556,0.1217423
37,0.103857175,-0.1612092,"('fake', 'genuine')",-0.44092557,-0.51313853,-0.06252368,-0.124131985,-0.1331973,-0.2661599,0.1329626
87,-0.10096668,-0.07538427,"('unsuccessful', 'successful')",-0.10502447,0.037771314,1.0004086,0.79670626,0.2648058,0.2530311,0.0117747
9,-0.0862208,-0.25650418,"('unaffectionate', 'caring')",-1.0701777,-0.9289278,1.433616,1.2746377,0.0924058,0.0297352,0.0626706
26,0.072052486,0.13283354,"('hardhearted', 'benevolent')",-0.027937733,0.093021736,1.7398251,1.7709029,0.5946466,0.665586,-0.0709394
2,0.07005326,0.08730221,"('unlikable', 'likable')",-0.2750921,-0.12405467,0.5531751,0.64281803,0.1160454,0.2020219,-0.0859765
4,0.06592752,0.11320659,"('disliked', 'liked')",0.76911324,0.833443,-6.473781,-6.5559335,-1.8795802,-1.8697613,-0.0098189
17,0.054674216,0.11518872,"('nasty', 'nice')",-0.45074776,-0.25788933,-0.49459484,-0.4455281,-0.2968895,-0.1960762,-0.1008133
39,0.041840605,0.1318315,"('exploitative', 'cooperative')",-0.7614169,-0.5565863,0.384965,0.39821544,-0.1115371,-0.0088465,-0.1026906
83,0.025684707,-0.037648834,"('powerless', 'powerful')",0.40937757,0.39925477,-1.0536509,-0.95073396,-0.2061962,-0.196376,-0.0098202
