,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.0458689,-2.3768964,"('distant', 'open')",0.17662078,0.17790948,-0.9346241,-1.0994935,0.1648694
60,1.7927146,1.9401885,"('inefficient', 'efficient')",0.642892,0.74760187,1.2178032,1.3438952,-0.126092
5,-1.7437865,-2.0855794,"('distant', 'outgoing')",-0.19005956,-0.18296134,-0.966923,-1.1342704,0.1673474
31,-1.7341633,-1.918959,"('evil', 'good')",-1.3316993,-1.555302,-1.5329313,-1.7371305,0.2041992
79,-1.6961389,-1.8412538,"('wavering', 'unwavering')",0.02434102,-0.017063012,-0.8358989,-0.9291584,0.0932595
8,-1.5728401,-1.8295336,"('unaffectionate', 'affectionate')",0.6116335,0.41866103,-0.4806033,-0.7054363,0.224833
81,1.5547647,1.9722579,"('submissive', 'aggressive')",-0.26153812,0.0032872707,0.6466133,0.9877726,-0.3411593
1,-1.526028,-1.8739091,"('unfriendly', 'friendly')",1.7369063,1.5266565,0.1054391,-0.1736263,0.2790654
36,-1.517093,-1.9139655,"('hostile', 'amicable')",-0.099279955,-0.25892404,-0.8081865,-1.0864447,0.2782582
9,-1.4711357,-1.6976869,"('unaffectionate', 'caring')",1.2330214,1.1002865,-0.1190572,-0.2987002,0.179643
76,1.3989832,1.7581751,"('anxious', 'daring')",0.44665635,0.6236764,0.9228198,1.1909258,-0.268106
19,-1.2731526,-1.6383643,"('inhospitable', 'hospitable')",0.11086345,0.033809625,-0.5811446,-0.8022773,0.2211327
80,1.2506237,1.4189652,"('dominated', 'dominating')",-1.317012,-1.3662871,-0.0331941,0.0263391,-0.0595332
53,-1.2255768,-1.4001161,"('uncreative', 'creative')",0.9115639,0.86632425,-0.1570064,-0.2668959,0.1098895
85,-1.2131517,-1.3690078,"('insignificant', 'prestigious')",0.27909806,0.13794328,-0.4670268,-0.6155323,0.1485055
30,1.1774193,1.3636711,"('intolerant', 'tolerant')",1.6896008,1.9160486,1.4335101,1.6398599,-0.2063498
86,-1.1023678,-1.1610049,"('uninfluential', 'influential')",-0.021040004,-0.22030103,-0.5617039,-0.690653,0.1289491
62,1.0626451,1.2642235,"('incompetent', 'brilliant')",0.7132017,0.9167698,0.8879234,1.0904967,-0.2025733
29,-0.9540306,-0.88666934,"('unfair', 'fair')",-0.6446515,-0.68629134,-0.799341,-0.7864803,-0.0128607
71,-0.9497068,-1.0582889,"('diffident', 'self-confident')",0.38043016,0.3275693,-0.2846383,-0.3653598,0.0807215
66,-0.92610794,-1.2285192,"('inactive', 'active')",0.49263337,0.4440808,-0.2167373,-0.3922192,0.1754819
54,-0.85123587,-0.66795266,"('incapable', 'capable')",1.0387158,1.373632,0.09374,0.3528396,-0.2590996
52,-0.8494485,-1.1836791,"('irrational', 'rational')",-0.2908294,-0.32478425,-0.5701389,-0.7542317,0.1840928
16,-0.848514,-0.8973892,"('unpopular', 'popular')",0.34114572,0.17401476,-0.2536842,-0.3616872,0.108003
65,0.84611785,1.174994,"('insecure', 'secure')",-0.2517484,-0.10695501,0.2971847,0.5340195,-0.2368348
35,-0.8315424,-0.89368916,"('corrupt', 'incorrupt')",-0.36994824,-0.48699015,-0.6007453,-0.6903397,0.0895944
73,0.7806557,0.74696755,"('helpless', 'self-reliant')",-3.003868,-2.9715626,-1.1116062,-1.1122975,0.0006913
38,-0.7600872,-0.727756,"('untruthful', 'truthful')",0.2936122,0.42078337,-0.2332375,-0.1534863,-0.0797512
42,0.7526635,1.1157689,"('unreliable', 'reliable')",-2.8167198,-2.7036695,-1.0320282,-0.7939503,-0.2380779
39,0.7009028,0.87638617,"('exploitative', 'cooperative')",0.0012897169,0.22086151,0.3510963,0.5486239,-0.1975276
48,0.6882528,0.6634872,"('unintelligent', 'intelligent')",1.216404,1.0843303,0.9523284,0.8739088,0.0784196
57,-0.64318335,-0.5012085,"('unimaginative', 'imaginative')",-2.4880085,-2.3856022,-1.5655959,-1.4434054,-0.1221905
28,-0.6326642,-0.6306649,"('disloyal', 'loyal')",0.9772,0.80437535,0.1722679,0.0868552,0.0854127
55,0.62930435,0.9204515,"('incompetent', 'clever')",0.2592436,0.1720005,0.444274,0.546226,-0.101952
4,-0.6065516,-0.6659717,"('disliked', 'liked')",-6.2048063,-6.228759,-3.405679,-3.4473653,0.0416863
25,-0.5956544,-0.7362809,"('egoistic', 'altruistic')",1.1938121,1.1671681,0.2990789,0.2154436,0.0836353
59,-0.58270043,-0.37249658,"('foolish', 'wise')",0.37101552,0.41868076,-0.1058425,0.0230921,-0.1289346
