,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
50,0.5817647,0.49867728,"('clumsy', 'skillful')",0.28453046,0.06252846,0.4331476,0.2806029,0.1525447
14,0.52603096,0.9622041,"('antisocial', 'social')",-0.6586226,-0.54516786,-0.0662958,0.2085181,-0.2748139
26,-0.52333105,-0.5558607,"('hardhearted', 'benevolent')",1.3478618,1.3858038,0.4122654,0.4149716,-0.0027062
56,0.48112684,0.603694,"('impractical', 'practical')",0.32394907,0.45317468,0.4025379,0.5284343,-0.1258964
10,-0.45061344,-0.25027624,"('unsympathetic', 'sympathetic')",-0.13776387,-0.019650703,-0.2941886,-0.1349635,-0.1592251
3,-0.44472045,-0.37253866,"('repellent', 'pleasant')",-0.22901331,-0.14746702,-0.3368669,-0.2600029,-0.076864
44,0.437302,0.6105421,"('prejudiced', 'unprejudiced')",-1.5798551,-1.4471385,-0.5712765,-0.4182982,-0.1529783
67,0.4211517,0.6641389,"('doubtful', 'determined')",-0.3975575,-0.20369802,0.0117971,0.2302204,-0.2184233
21,0.41412553,0.6819585,"('immoral', 'moral')",-0.40110874,-0.43071553,0.0065084,0.1256215,-0.1191131
0,-0.4087679,-0.37458402,"('unsociable', 'sociable')",-0.38959816,-0.48110598,-0.399183,-0.427845,0.028662
40,0.39241937,0.4586411,"('stingy', 'generous')",-1.4183425,-1.5133345,-0.5129616,-0.5273467,0.0143851
75,-0.3883352,-0.31314903,"('meek', 'impulsive')",-0.5376142,-0.33263028,-0.4629747,-0.3228897,-0.140085
58,-0.37061715,-0.38925353,"('undiscriminating', 'discriminating')",-0.06690781,-0.06767024,-0.2187625,-0.2284619,0.0096994
11,0.36214995,0.47924322,"('unhelpful', 'helpful')",2.0586443,2.0791948,1.2103971,1.279219,-0.0688219
37,0.36128092,0.28390068,"('fake', 'genuine')",0.46548006,0.41102248,0.4133805,0.3474616,0.0659189
77,0.3520109,0.42110297,"('unmotivated', 'motivated')",-1.0785131,-0.923144,-0.3632511,-0.2510205,-0.1122306
12,-0.34970966,-0.2646962,"('unsupportive', 'supportive')",-1.5377362,-1.6107193,-0.9437229,-0.9377078,-0.0060151
18,-0.34327844,-0.16623259,"('disagreeable', 'welcoming')",-0.25648868,-0.24955615,-0.2998835,-0.2078944,-0.0919891
69,0.33554873,0.04191354,"('lazy', 'industrious')",-0.51321363,-0.5285624,-0.0888325,-0.2433244,0.1544919
41,0.32753572,0.36760837,"('unforgiving', 'forgiving')",0.14281474,0.07467843,0.2351752,0.2211434,0.0140318
24,-0.3139549,-0.26835167,"('dishonest', 'honest')",1.0388837,1.183524,0.3624644,0.4575862,-0.0951218
70,0.31165084,0.49033904,"('lethargic', 'energetic')",0.66070235,0.8634012,0.4861766,0.6768701,-0.1906935
2,0.30436543,0.3009186,"('unlikable', 'likable')",0.63132924,0.6211581,0.4678473,0.4610384,0.0068089
15,-0.26584873,-0.3922115,"('boring', 'funny')",0.5598944,0.5589341,0.1470228,0.0833613,0.0636615
64,0.25770646,0.52992564,"('shy', 'confident')",-6.5307636,-6.1842875,-3.1365285,-2.8271809,-0.3093476
20,0.2532826,0.35444507,"('rough', 'thoughtful')",0.9633719,0.9466421,0.6083273,0.6505436,-0.0422163
84,0.24939656,0.4999498,"('inferior', 'superior')",0.9812074,1.1326085,0.615302,0.8162792,-0.2009772
68,-0.23287275,-0.09018535,"('dependent', 'independent')",-0.13364795,-0.18218654,-0.1832604,-0.1361859,-0.0470745
88,-0.23073533,-0.28324214,"('low', 'eminent')",0.37961483,0.38291976,0.0744397,0.0498388,0.0246009
17,-0.22043273,-0.21259701,"('nasty', 'nice')",-0.46861503,-0.43860614,-0.3445239,-0.3256016,-0.0189223
23,0.20491225,0.17535786,"('insincere', 'sincere')",6.033538,5.9997077,3.119225,3.0875328,0.0316922
13,0.19347715,0.40641883,"('impolite', 'polite')",-0.03117849,0.02182138,0.0811493,0.2141201,-0.1329708
27,0.1844565,-0.13413376,"('hardhearted', 'softhearted')",1.6651437,1.3982474,0.9248001,0.6320568,0.2927433
78,-0.1817938,-0.2656699,"('nonresilient', 'resilient')",0.41516197,0.12670764,0.1166841,-0.0694811,0.1861652
33,-0.181478,-0.36033046,"('wrong', 'right')",-0.45221454,-0.5051531,-0.3168463,-0.4327418,0.1158955
32,-0.16617404,0.06120601,"('unkind', 'kind')",1.0873325,1.0702868,0.4605792,0.5657464,-0.1051672
61,-0.16425775,-0.32034153,"('illogical', 'logical')",0.27576688,0.1100555,0.0557546,-0.105143,0.1608976
63,-0.16059296,0.016683832,"('unperceptive', 'insightful')",1.370823,1.2443453,0.6051151,0.6305146,-0.0253995
72,-0.15204634,-0.08404674,"('unambitious', 'ambitious')",-0.7576967,-0.70031416,-0.4548715,-0.3921804,-0.0626911
7,0.13963869,0.22521938,"('insensitive', 'sensitive')",0.7641997,0.73753524,0.4519192,0.4813773,-0.0294581
83,-0.13477229,-0.10972771,"('powerless', 'powerful')",-0.9049783,-0.87230074,-0.5198753,-0.4910142,-0.0288611
49,0.13089481,0.46186554,"('unable', 'able')",0.08629908,0.29367253,0.1085969,0.3777691,-0.2691722
22,0.11810223,0.6106363,"('untrustworthy', 'trustworthy')",-0.9434786,-0.7733426,-0.4126882,-0.0813532,-0.331335
34,-0.08444065,-0.25257692,"('mean', 'honorable')",6.204371,6.2827926,3.0599651,3.0151079,0.0448572
74,-0.08063519,0.09787126,"('undedicated', 'dedicated')",0.03594522,-0.0200302,-0.022345,0.0389205,-0.0612655
82,-0.07638859,-0.026874788,"('poor', 'rich')",6.404814,6.338531,3.1642127,3.155828,0.0083847
51,0.051703118,0.25467288,"('uneducated', 'educated')",0.87614685,0.7850705,0.463925,0.5198717,-0.0559467
87,0.036048766,0.086956084,"('unsuccessful', 'successful')",0.4449814,0.5093839,0.2405151,0.29817,-0.0576549
46,0.03585633,0.32011792,"('uncompetitive', 'competitive')",-0.68159425,-0.6084071,-0.322869,-0.1441446,-0.1787244
45,-0.031719096,0.12729418,"('incompetent', 'competent')",-0.19465873,-0.1945767,-0.1131889,-0.0336413,-0.0795476
47,0.013207482,0.33486328,"('stupid', 'smart')",5.4491987,5.7922544,2.7312031,3.0635588,-0.3323557
43,0.008751549,0.080191426,"('irresponsible', 'responsible')",0.7416784,0.76972526,0.375215,0.4249583,-0.0497433
