,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
16,-2.252037,-2.4324336,"('unpopular', 'popular')",-1.173041,-1.41632,0.1720729,0.045146562,-1.084335,-1.267869,0.183534
31,-2.145929,-2.4405797,"('evil', 'good')",0.10632984,-0.009420082,-0.6098832,-0.55887294,-0.8831608,-1.0029576,0.1197968
14,2.0213299,2.09862,"('antisocial', 'social')",0.93989253,0.90106934,-0.08428973,-0.34228277,0.9589775,0.8858022,0.0731753
55,1.8497541,1.9689432,"('incompetent', 'clever')",-0.18755955,-0.18608555,0.30935362,0.18379688,0.6571827,0.6555515,0.0016312
0,1.7397604,1.3589432,"('unsociable', 'sociable')",-0.30138978,-0.79707134,0.024833927,-0.32996902,0.4877348,0.077301,0.4104338
21,1.727792,1.9088911,"('immoral', 'moral')",-0.0605134,0.12660003,-0.6787518,-0.7100336,0.3295089,0.4418191,-0.1123102
75,-1.6994634,-1.9258996,"('meek', 'impulsive')",-0.11016142,-0.111318246,-0.8300656,-0.99635166,-0.8798968,-1.0111899,0.1312931
56,1.6467266,2.0062637,"('impractical', 'practical')",0.3074465,0.5006187,-0.7568095,-0.68229,0.3991212,0.6081975,-0.2090763
13,1.591719,1.5424321,"('impolite', 'polite')",-0.032932848,-0.10536076,-0.5249091,-0.7386226,0.3446257,0.2328162,0.1118095
66,-1.5409694,-1.7542219,"('inactive', 'active')",-0.09114494,-0.24855907,0.09207942,0.12844886,-0.513345,-0.6247774,0.1114324
12,1.5100238,1.2029334,"('unsupportive', 'supportive')",0.34093463,0.14566128,-1.7760926,-1.7687527,0.0249553,-0.1400527,0.165008
60,1.5020298,2.0584865,"('inefficient', 'efficient')",-0.30843753,-0.16415347,-0.07620634,-0.08085482,0.372462,0.6044927,-0.2320307
52,-1.3971976,-1.4228921,"('irrational', 'rational')",-0.46873593,-0.56678283,0.251616,0.25627172,-0.5381058,-0.5778011,0.0396953
85,-1.3938535,-1.718635,"('insignificant', 'prestigious')",-0.50977206,-0.84229136,-0.3324485,-0.2762058,-0.7453581,-0.9457107,0.2003526
34,-1.3275859,-0.859618,"('mean', 'honorable')",0.024827018,0.15052511,5.8161106,5.8938074,1.5044505,1.7282381,-0.2237876
37,1.3146349,1.4409739,"('fake', 'genuine')",0.6329288,0.6984434,0.39752245,0.5115233,0.7816954,0.8836468,-0.1019514
71,1.2532867,1.2364542,"('diffident', 'self-confident')",0.9397075,0.71940285,0.4137475,0.45539427,0.8689139,0.8037504,0.0651635
80,1.2410314,1.1236402,"('dominated', 'dominating')",0.56090003,0.448566,-0.66111124,-0.7405966,0.3802734,0.2772032,0.1030702
54,-1.1112909,-1.1615509,"('incapable', 'capable')",-0.5766163,-0.6658949,0.81659067,0.8063813,-0.2904389,-0.3403548,0.0499159
62,1.0671254,1.1849744,"('incompetent', 'brilliant')",-0.12378606,-0.06837765,0.5259095,0.51029396,0.4897496,0.5422969,-0.0525473
36,-1.0504233,-1.3436532,"('hostile', 'amicable')",-0.31478265,-0.4643035,-0.30783767,-0.22230673,-0.5576812,-0.6767545,0.1190733
39,1.0278919,1.3338195,"('exploitative', 'cooperative')",0.41780484,0.3492579,0.04382188,0.008439748,0.4965062,0.563839,-0.0673328
88,-1.0276967,-1.4363643,"('low', 'eminent')",-0.8799843,-1.2850387,-0.3751513,-0.4952676,-0.7609441,-1.0722236,0.3112795
10,1.0249329,0.9321257,"('unsympathetic', 'sympathetic')",-1.0306869,-1.2176112,-0.11115448,-0.36971366,-0.0389695,-0.2183997,0.1794302
45,0.9305016,0.6570904,"('incompetent', 'competent')",0.3872095,-0.00021634996,0.13616854,-0.17933126,0.4846265,0.1591809,0.3254456
82,-0.92571235,-0.75790894,"('poor', 'rich')",-0.3819558,-0.40938255,6.296961,6.0822754,1.6630975,1.6383279,0.0247696
24,0.90069586,0.97065437,"('dishonest', 'honest')",-0.71084076,-0.7338003,0.77323294,0.8975733,0.3210293,0.3781424,-0.0571131
79,-0.88037413,-1.4151074,"('wavering', 'unwavering')",-0.21398424,-0.49900275,-0.26867226,-0.28232625,-0.4543435,-0.7321455,0.277802
30,0.87973946,1.2058625,"('intolerant', 'tolerant')",-0.12688598,-0.09869004,0.79129183,0.7866921,0.5147151,0.6312882,-0.1165731
