,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
35,-0.87395895,-1.1239817,"('corrupt', 'incorrupt')",0.2197187,0.14284882,-0.57037216,-0.45360804,-0.4082042,-0.478247,0.0700428
43,0.8392993,0.86974674,"('irresponsible', 'responsible')",-0.31057817,-0.2802071,0.40620708,0.09291145,0.3116427,0.2274837,0.084159
86,0.8351251,0.41396403,"('uninfluential', 'influential')",-1.1408033,-1.6188556,-0.099767245,-0.40858266,-0.1351485,-0.5378247,0.4026762
9,0.80151147,0.5578697,"('unaffectionate', 'caring')",-1.0817133,-1.5212754,1.7266412,1.6009573,0.4821464,0.2125172,0.2696292
50,-0.78297526,-1.1108325,"('clumsy', 'skillful')",0.17915371,-0.18430117,0.18770303,-0.12296189,-0.1387062,-0.4726985,0.3339923
67,0.78297216,0.6242321,"('doubtful', 'determined')",0.49488962,0.49026322,-0.53753895,-0.7066493,0.2467743,0.1359487,0.1108256
48,0.7734748,0.833269,"('unintelligent', 'intelligent')",-0.74309874,-0.8560541,0.73331016,0.66785246,0.2545621,0.2150224,0.0395397
46,0.77009815,0.6062168,"('uncompetitive', 'competitive')",-0.80571216,-0.9398736,-0.93520844,-1.0185469,-0.3236075,-0.4507346,0.1271271
41,0.76562285,0.51551616,"('unforgiving', 'forgiving')",0.12181235,-0.0786791,0.2497344,-0.053224258,0.3790565,0.1278709,0.2511856
7,0.7630995,0.93231267,"('insensitive', 'sensitive')",-0.27462843,-0.13476734,0.75174844,0.70203125,0.4134065,0.4998589,-0.0864524
53,-0.74845326,-0.81046367,"('uncreative', 'creative')",-1.8030381,-1.8095918,0.33122376,0.31532246,-0.7400892,-0.7682443,0.0281551
44,-0.7146847,-0.6408333,"('prejudiced', 'unprejudiced')",0.21267538,0.4627541,-1.9307402,-1.8457049,-0.8109165,-0.6745947,-0.1363218
4,-0.71361583,-1.1997985,"('disliked', 'liked')",0.12246128,-0.099379994,-7.2276115,-7.0592937,-2.6062554,-2.7861573,0.1799019
51,0.71349937,0.58092624,"('uneducated', 'educated')",0.0052988976,-0.18918878,0.4431672,0.25988954,0.3873218,0.217209,0.1701128
32,0.6862013,0.5511246,"('unkind', 'kind')",-0.18805948,-0.6632362,0.8936201,0.59421,0.4639206,0.1606995,0.3032211
58,-0.6843673,-0.61346877,"('undiscriminating', 'discriminating')",-0.66002005,-0.6335642,0.3125174,0.37980148,-0.3439566,-0.2890771,-0.0548795
81,0.68240225,0.8678335,"('submissive', 'aggressive')",0.15546423,0.3263262,-0.88473827,-0.84033114,-0.0156239,0.1179429,-0.1335668
65,0.67324054,0.9440279,"('insecure', 'secure')",0.44680452,0.58223194,-0.42127088,-0.42923188,0.2329247,0.365676,-0.1327513
74,0.641903,0.48266947,"('undedicated', 'dedicated')",0.06280184,-0.08690919,-0.3541746,-0.50606436,0.1168434,-0.036768,0.1536114
84,0.6332567,0.7523659,"('inferior', 'superior')",-0.04712425,0.14140385,0.7883143,0.98199457,0.4581489,0.6252548,-0.1671059
63,0.6204865,0.49411282,"('unperceptive', 'insightful')",-0.046839077,-0.17818005,0.72934675,0.58540946,0.4343314,0.3004474,0.133884
61,0.6143365,0.7509256,"('illogical', 'logical')",-0.21809794,-0.37583664,0.6822366,0.47675028,0.3594917,0.2839464,0.0755453
8,-0.58235204,-1.0411067,"('unaffectionate', 'affectionate')",-0.79909366,-1.2980744,1.2090254,0.89404696,-0.0574734,-0.4817113,0.4242379
49,-0.5783808,-0.39239463,"('unable', 'able')",-0.3936207,-0.3619738,-0.11646338,-0.069453776,-0.3628217,-0.2746074,-0.0882143
87,0.5637535,0.5472363,"('unsuccessful', 'successful')",0.37904644,0.02689267,0.9178661,0.72323585,0.620222,0.4324549,0.1877671
23,0.5502753,0.72167647,"('insincere', 'sincere')",-0.61355036,-0.7588565,6.336276,6.189592,2.0910004,2.050804,0.0401964
72,-0.54649156,-0.2426752,"('unambitious', 'ambitious')",-0.95753884,-0.91436976,-0.3794707,-0.3755979,-0.6278337,-0.5108809,-0.1169528
18,-0.5115771,-0.36062634,"('disagreeable', 'welcoming')",-0.43116114,-0.15134428,-0.4120864,-0.22984412,-0.4516082,-0.2472716,-0.2043366
69,-0.49208742,-0.5712168,"('lazy', 'industrious')",1.551204,1.3485389,-0.7944546,-0.6855415,0.0882207,0.0305935,0.0576272
1,-0.47849178,-0.6754078,"('unfriendly', 'friendly')",-1.3259568,-1.7307385,1.6324905,1.5728642,-0.0573194,-0.2777607,0.2204413
6,-0.4776891,-0.46656987,"('distant', 'open')",-0.59265757,-0.52977717,-0.2833338,-0.04221072,-0.4512268,-0.3461859,-0.1050409
27,-0.47233656,-0.2504987,"('hardhearted', 'softhearted')",-0.63790685,-0.5645499,1.5551034,1.4809835,0.1482867,0.2219783,-0.0736916
26,-0.46145958,-0.999846,"('hardhearted', 'benevolent')",0.5568448,-0.14853176,1.6028482,1.2058632,0.5660778,0.0191618,0.546916
2,0.42796177,0.40285373,"('unlikable', 'likable')",0.3315597,0.23277853,0.3290454,0.14579311,0.3628556,0.2604751,0.1023805
68,-0.42605805,0.1689578,"('dependent', 'independent')",-0.085147254,0.1551895,-0.67129207,-0.42279288,-0.3941658,-0.0328819,-0.3612839
64,0.42451608,0.32146785,"('shy', 'confident')",0.0156435,0.12025442,-6.8076205,-6.6658826,-2.1224869,-2.0747201,-0.0477668
70,0.37597176,0.5069195,"('lethargic', 'energetic')",-0.13139012,-0.012116281,-0.07149289,-0.10805108,0.0576963,0.1289174,-0.0712211
42,0.36382765,0.45113343,"('unreliable', 'reliable')",0.791357,0.9738704,-3.6975615,-3.632324,-0.847459,-0.7357734,-0.1116856
29,-0.33078647,-0.03983804,"('unfair', 'fair')",0.118314594,0.26474977,-0.14967036,-0.1748504,-0.1207141,0.0166871,-0.1374012
25,0.31452525,0.41703308,"('egoistic', 'altruistic')",0.40075207,0.30432066,1.1621029,1.2817659,0.6257934,0.6677066,-0.0419132
33,0.30319774,0.28309914,"('wrong', 'right')",0.8323448,0.7698703,-0.579257,-0.40340537,0.1854285,0.2165214,-0.0310929
17,0.30234486,-0.12656432,"('nasty', 'nice')",-0.28101653,-0.57510656,-0.45843786,-0.6954261,-0.1457032,-0.465699,0.3199958
5,-0.27665776,-0.6100437,"('distant', 'outgoing')",-0.29445314,-0.39347064,-0.24845104,-0.04416429,-0.2731873,-0.3492262,0.0760389
59,-0.2728873,-0.5759744,"('foolish', 'wise')",0.27200925,0.22683227,0.1632475,0.21113896,0.0541232,-0.0460011,0.1001243
11,0.26307565,0.069922134,"('unhelpful', 'helpful')",-0.60008645,-0.71733844,2.0585628,1.9212308,0.5738506,0.4246048,0.1492458
15,0.261854,-0.1311416,"('boring', 'funny')",-0.09607304,-0.34703344,0.08393256,-0.113619894,0.0832378,-0.197265,0.2805028
3,0.17747475,0.31083867,"('repellent', 'pleasant')",-0.79619867,-0.61654717,0.77380574,0.7451107,0.0516939,0.1464674,-0.0947735
47,-0.15797052,0.10373989,"('stupid', 'smart')",0.18005031,0.28655425,5.259406,5.230075,1.7604953,1.8734563,-0.112961
20,-0.14519505,-0.016460437,"('rough', 'thoughtful')",-0.3000622,-0.028246919,0.7104957,0.7230575,0.0884128,0.2261167,-0.1377039
38,0.120512135,0.121859044,"('untruthful', 'truthful')",-0.16475812,-0.23733032,0.07626236,0.30910677,0.0106721,0.0645452,-0.0538731
73,0.10788042,0.4663095,"('helpless', 'self-reliant')",0.96860814,1.2236654,-3.1768572,-2.897834,-0.7001228,-0.4026198,-0.297503
19,0.087928444,-0.18078244,"('inhospitable', 'hospitable')",-0.16014919,-0.27846205,-0.25976712,-0.31644484,-0.1106626,-0.2585631,0.1479005
83,0.08613554,0.114547305,"('powerless', 'powerful')",-0.34466714,-0.40250286,-1.018347,-0.8950876,-0.4256262,-0.3943477,-0.0312785
77,-0.07613758,-0.015617825,"('unmotivated', 'motivated')",-1.1362503,-1.0439466,-1.369426,-1.2912289,-0.8606046,-0.7835978,-0.0770068
22,-0.07031251,0.19054782,"('untrustworthy', 'trustworthy')",0.38358,0.5129935,-0.90662664,-0.967671,-0.1977864,-0.0880432,-0.1097432
28,-0.06536676,-0.16575348,"('disloyal', 'loyal')",-0.7177887,-0.96086025,1.1480268,1.079527,0.1216238,-0.0156956,0.1373194
40,-0.055664785,0.03617038,"('stingy', 'generous')",0.31176525,0.46555966,-1.6440301,-1.3970762,-0.4626432,-0.2984487,-0.1641945
57,-0.05251339,-0.42162663,"('unimaginative', 'imaginative')",-0.8448335,-0.92439914,-3.144728,-3.2784476,-1.3473582,-1.5414912,0.194133
78,-0.040894993,-0.22355317,"('nonresilient', 'resilient')",-0.38030338,-0.46320757,0.59421796,0.64354783,0.0576732,-0.0144043,0.0720775
76,-0.01109664,0.1273671,"('anxious', 'daring')",-1.1484473,-0.7918602,-0.51854616,-0.4096933,-0.5593634,-0.3580621,-0.2013013
