,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.0149693,-1.0255387,"('repellent', 'pleasant')",1.0393718,0.97187907,0.26117328,0.26702437,0.0951919,0.0711216,0.0240703
61,0.98946875,0.56123865,"('illogical', 'logical')",1.2682234,1.0395232,0.29112846,0.19675598,0.8496068,0.5991726,0.2504342
58,0.98312014,0.56833,"('undiscriminating', 'discriminating')",0.69607294,0.39923117,0.0010166354,-0.23254934,0.5600699,0.2450039,0.315066
46,-0.8823063,-0.9960465,"('uncompetitive', 'competitive')",1.4861228,1.4212812,-0.7531662,-0.67598665,-0.0497832,-0.083584,0.0338008
57,-0.8476332,-1.2447976,"('unimaginative', 'imaginative')",-0.36388513,-0.5431273,-2.6358595,-2.7182467,-1.2824593,-1.5020572,0.2195979
83,0.78588647,0.5619858,"('powerless', 'powerful')",-0.10186878,0.0034600012,-0.7736339,-0.92048246,-0.0298721,-0.1183456,0.0884735
86,-0.7811645,-1.2843368,"('uninfluential', 'influential')",-0.00971354,-0.2508166,-0.054363023,-0.31480184,-0.281747,-0.6166517,0.3349047
36,0.75543875,0.25110924,"('hostile', 'amicable')",-1.5775614,-1.9226209,0.7535512,0.44975415,-0.0228571,-0.4072525,0.3843954
87,0.72285604,0.645415,"('unsuccessful', 'successful')",1.1879766,1.1187996,0.6189837,0.5689551,0.8432721,0.7777232,0.0655489
38,-0.69195056,-0.7757491,"('untruthful', 'truthful')",-0.50994134,-0.6145104,-0.22692633,-0.07019802,-0.4762727,-0.4868192,0.0105465
65,-0.6864734,-0.14546339,"('insecure', 'secure')",0.7167782,0.9404665,-0.49531385,-0.21874285,-0.155003,0.1920868,-0.3470898
0,-0.68443626,-0.8596993,"('unsociable', 'sociable')",0.32629883,0.23692593,-0.54710144,-0.51515317,-0.3017463,-0.3793089,0.0775626
56,-0.67237955,-0.296522,"('impractical', 'practical')",0.52737594,0.8105457,-0.47591966,-0.13139755,-0.2069744,0.127542,-0.3345164
21,-0.6692301,-0.5298559,"('immoral', 'moral')",1.0176357,1.0070066,-0.8884587,-0.7128378,-0.1800177,-0.0785624,-0.1014553
40,0.6660183,0.28250703,"('stingy', 'generous')",0.3827961,0.14269607,-1.3211677,-1.6329043,-0.0907844,-0.4025671,0.3117827
42,0.6642542,0.89118636,"('unreliable', 'reliable')",-0.68839574,-0.53340614,-2.781259,-2.6915655,-0.9351335,-0.7779284,-0.1572051
79,-0.65701354,-0.89575267,"('wavering', 'unwavering')",-1.6634039,-1.81696,0.020056302,-0.019012503,-0.7667871,-0.9105751,0.143788
70,-0.65694326,-0.5719066,"('lethargic', 'energetic')",-0.10884588,0.03806909,0.5445169,0.6661024,-0.0737574,0.0440883,-0.1178457
43,-0.64946204,-0.5434979,"('irresponsible', 'responsible')",-0.5473164,-0.36952555,0.0602431,0.3011538,-0.3788451,-0.2039566,-0.1748885
12,0.5835784,0.17340422,"('unsupportive', 'supportive')",0.46834213,0.50013775,-1.8897834,-1.9503522,-0.2792876,-0.4256034,0.1463158
52,0.5796704,0.13020495,"('irrational', 'rational')",-0.4658625,-0.7527223,0.10357478,-0.1670458,0.0724609,-0.2631877,0.3356486
2,0.53604764,0.87804836,"('unlikable', 'likable')",0.79180783,0.97491163,0.50036925,0.7410026,0.6094082,0.8646542,-0.255246
27,0.5265941,0.1616601,"('hardhearted', 'softhearted')",0.21577667,0.056474216,1.6386331,1.2009358,0.793668,0.4730234,0.3206446
74,0.5098208,0.30291402,"('undedicated', 'dedicated')",0.8078231,0.74740785,0.22620307,0.07340552,0.5146157,0.3745758,0.1400399
19,-0.4902693,-0.86366147,"('inhospitable', 'hospitable')",-1.217241,-1.3523861,0.07942788,-0.008352722,-0.5426942,-0.7414668,0.1987726
5,0.4706037,0.1822067,"('distant', 'outgoing')",-1.2430749,-1.2211763,-0.14029752,-0.12743855,-0.3042562,-0.3888027,0.0845465
53,-0.46901324,-0.71904075,"('uncreative', 'creative')",0.83917373,0.5959793,1.2408489,1.1342564,0.5370031,0.337065,0.1999381
20,0.46500903,0.5027906,"('rough', 'thoughtful')",0.8197958,0.9213825,1.272368,1.2617667,0.8523909,0.8953133,-0.0429224
63,-0.443439,-0.5799238,"('unperceptive', 'insightful')",0.9450814,0.8774877,0.81447774,0.92770875,0.4387067,0.4084242,0.0302825
76,-0.4194187,0.21554717,"('anxious', 'daring')",-0.24316624,0.060807824,0.15769614,0.51624286,-0.1682963,0.2641993,-0.4324956
64,-0.40536314,-0.37731993,"('shy', 'confident')",0.12454215,0.26152304,-6.8209267,-6.6113667,-2.3672492,-2.2423879,-0.1248613
48,-0.40254623,-0.46396083,"('unintelligent', 'intelligent')",0.23934466,0.21184246,0.42681956,0.34733382,0.0878727,0.0317385,0.0561342
25,0.39791924,0.058713283,"('egoistic', 'altruistic')",0.6577575,0.56918955,1.6015254,1.4534651,0.8857341,0.6937893,0.1919448
72,-0.37602508,-0.32640398,"('unambitious', 'ambitious')",-1.1558151,-1.1054307,-0.9675759,-0.9859224,-0.8331387,-0.805919,-0.0272197
67,0.36567605,0.4802255,"('doubtful', 'determined')",0.037169147,0.18994276,-0.7854004,-0.48338878,-0.1275184,0.0622598,-0.1897782
6,0.3593466,-0.14815727,"('distant', 'open')",-1.7159891,-1.8798268,0.6058737,0.5095959,-0.2502563,-0.5061294,0.2558731
4,0.3495892,0.19499534,"('disliked', 'liked')",-0.98062617,-1.304463,-6.4850497,-6.4023995,-2.372029,-2.5039558,0.1319268
29,0.32918102,0.25083143,"('unfair', 'fair')",-0.2560394,-0.34574413,-0.31260526,-0.4894368,-0.0798212,-0.1947832,0.114962
60,-0.29700488,0.009579571,"('inefficient', 'efficient')",1.81975,2.0103097,-0.34583375,-0.022047104,0.3923038,0.6659474,-0.2736436
41,-0.2767242,-0.41744843,"('unforgiving', 'forgiving')",-0.570707,-0.71364325,0.28777903,0.11993314,-0.1865507,-0.3370529,0.1505022
8,-0.2676652,-0.7083231,"('unaffectionate', 'affectionate')",-1.0960317,-1.2182869,0.8118712,0.4935231,-0.1839419,-0.4776956,0.2937537
32,0.25276953,0.05677613,"('unkind', 'kind')",-0.18196853,-0.23657677,0.7350522,0.5975575,0.2686177,0.1392523,0.1293654
68,-0.24879538,-0.09857475,"('dependent', 'independent')",0.18134312,0.25458694,-0.3216261,-0.20495777,-0.1296928,-0.0163152,-0.1133776
62,-0.24439028,0.20001338,"('incompetent', 'brilliant')",1.2328283,1.4639733,-0.2536732,0.044387817,0.2449216,0.5694582,-0.3245366
78,-0.23357506,-0.6570631,"('nonresilient', 'resilient')",2.0042524,1.77414,0.3902222,0.38683647,0.7202999,0.5013045,0.2189954
11,-0.22871855,-0.100437626,"('unhelpful', 'helpful')",0.8422506,0.9453483,1.5091523,1.641635,0.7075615,0.8288485,-0.121287
77,-0.22360283,-0.53371984,"('unmotivated', 'motivated')",0.8901687,0.81410044,-1.23865,-1.2147056,-0.1906947,-0.3114417,0.120747
88,0.19815928,0.0802851,"('low', 'eminent')",-0.4482981,-0.46031934,-0.20674835,-0.23378015,-0.1522957,-0.2046048,0.0523091
50,0.19127406,0.17070282,"('clumsy', 'skillful')",0.027124,-0.09261185,0.30085397,0.16743931,0.173084,0.0818434,0.0912406
24,-0.18760331,-0.32491237,"('dishonest', 'honest')",-1.7388343,-1.7669883,0.49263206,0.497885,-0.4779352,-0.5313385,0.0534033
15,0.17287329,0.19796056,"('boring', 'funny')",-1.2510289,-1.0902067,0.19732527,0.1754674,-0.2936101,-0.2389263,-0.0546838
16,0.1576038,0.34971884,"('unpopular', 'popular')",-0.006030362,-0.08216305,0.7575192,0.8589617,0.3030309,0.3755058,-0.0724749
14,0.14816605,0.514925,"('antisocial', 'social')",0.83826286,1.0939978,-0.976549,-0.62728035,0.0032933,0.3272142,-0.3239209
9,0.1363396,-0.5326776,"('unaffectionate', 'caring')",-0.33542553,-0.6457337,1.3147389,0.9804961,0.3718843,-0.0659717,0.437856
7,-0.123213336,-0.1224566,"('insensitive', 'sensitive')",0.47320127,0.5758823,0.45030358,0.4857127,0.2667638,0.3130461,-0.0462823
49,-0.11557509,0.21653616,"('unable', 'able')",-0.0020628832,0.3090443,-0.049896974,0.18631528,-0.055845,0.2372986,-0.2931436
66,-0.102246486,-0.37953743,"('inactive', 'active')",-0.7084195,-0.8794598,1.2692525,0.92842585,0.1528622,-0.1101905,0.2630527
47,-0.0998639,0.33469206,"('stupid', 'smart')",0.6677516,0.8695601,5.6488323,5.890083,2.07224,2.3647784,-0.2925384
37,-0.098925255,-0.15982364,"('fake', 'genuine')",-0.24098228,-0.15067764,0.48334348,0.34459284,0.047812,0.0113639,0.0364481
44,-0.08607833,0.33143637,"('prejudiced', 'unprejudiced')",-0.92794,-0.61569107,-1.1983525,-1.0627407,-0.737457,-0.4489985,-0.2884585
34,0.062955976,0.3275301,"('mean', 'honorable')",0.37552905,0.5782507,6.1233106,6.320817,2.1872652,2.4088659,-0.2216007
54,-0.062166553,-0.19473045,"('incapable', 'capable')",-0.51894355,-0.53129405,1.1628839,1.2500591,0.1939246,0.1746782,0.0192464
28,-0.055551443,-0.47624007,"('disloyal', 'loyal')",0.058546335,-0.06051422,1.1867455,1.0062858,0.3965801,0.1565105,0.2400696
30,-0.04450088,0.21047014,"('intolerant', 'tolerant')",1.0242333,1.225584,0.5677206,0.87332016,0.5158177,0.7697914,-0.2539737
1,0.02822971,-0.6154077,"('unfriendly', 'friendly')",0.4477243,-0.12917998,1.8501302,1.5886047,0.7753614,0.281339,0.4940224
80,0.021263048,0.11034642,"('dominated', 'dominating')",0.61490786,0.754802,-1.3875823,-1.5031366,-0.2504705,-0.2126627,-0.0378078
22,-0.01566492,-0.00080664456,"('untrustworthy', 'trustworthy')",0.4206403,0.40045312,-0.8651876,-0.8898003,-0.1534041,-0.1633846,0.0099805
17,0.013958234,0.060352344,"('nasty', 'nice')",-0.6188294,-0.6941737,-0.6148538,-0.5834249,-0.406575,-0.4057488,-0.0008262
18,-0.009249456,0.051997617,"('disagreeable', 'welcoming')",-0.3254122,-0.332629,-0.30834562,-0.21780242,-0.2143358,-0.1661446,-0.0481912
31,0.0042347508,-0.5018714,"('evil', 'good')",-0.89450955,-1.2057108,-0.55079836,-0.8543681,-0.4803577,-0.8539834,0.3736257
75,0.004201403,0.3759388,"('meek', 'impulsive')",-1.2395222,-1.0623326,-0.3801123,-0.25106192,-0.5384777,-0.3124853,-0.2259924
