,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
85,2.5604222,2.670498,"('insignificant', 'prestigious')",1.874437,1.9217623,2.2174296,2.2961302,-0.0787006
71,2.4962716,2.4820232,"('diffident', 'self-confident')",0.9945432,1.0804682,1.7454073,1.7812457,-0.0358384
69,2.3884075,2.515944,"('lazy', 'industrious')",1.4209439,1.5463585,1.9046757,2.0311513,-0.1264756
81,-2.3636591,-2.4679658,"('submissive', 'aggressive')",-0.39581582,-0.4345755,-1.3797375,-1.4512707,0.0715332
82,-2.2496228,-2.2285182,"('poor', 'rich')",-1.0583684,-1.1233392,-1.6539956,-1.6759287,0.0219331
6,2.1085157,2.1946962,"('distant', 'open')",0.88895255,1.0173641,1.4987341,1.6060302,-0.1072961
59,1.9401879,1.9763589,"('foolish', 'wise')",1.3046337,1.3332247,1.6224108,1.6547918,-0.032381
36,1.8715086,1.9163312,"('hostile', 'amicable')",1.2618135,1.341489,1.5666611,1.6289101,-0.062249
10,-1.835532,-2.0402453,"('unsympathetic', 'sympathetic')",-1.0761043,-1.2975078,-1.4558182,-1.6688765,0.2130583
35,1.81266,1.9983008,"('corrupt', 'incorrupt')",0.853929,1.0683792,1.3332945,1.53334,-0.2000455
14,-1.7419649,-1.8455148,"('antisocial', 'social')",0.21247861,0.10931874,-0.7647431,-0.868098,0.1033549
70,-1.7120081,-1.9941006,"('lethargic', 'energetic')",-0.86248773,-1.1084871,-1.2872479,-1.5512938,0.2640459
45,-1.6684195,-1.6928133,"('incompetent', 'competent')",-0.4107791,-0.58798265,-1.0395993,-1.140398,0.1007987
33,1.6540024,1.6253124,"('wrong', 'right')",1.3472694,1.3292482,1.5006359,1.4772804,0.0233555
13,-1.6269813,-1.6547014,"('impolite', 'polite')",-0.6491803,-0.60913056,-1.1380808,-1.1319159,-0.0061649
21,-1.6228496,-1.7414817,"('immoral', 'moral')",0.28493306,0.087636545,-0.6689582,-0.8269225,0.1579643
62,-1.6199149,-1.6772019,"('incompetent', 'brilliant')",-0.8426905,-0.89753944,-1.2313027,-1.2873707,0.056068
84,1.5424325,1.5069511,"('inferior', 'superior')",0.8135053,0.773521,1.177969,1.140236,0.037733
25,1.5293926,1.3002406,"('egoistic', 'altruistic')",0.9997525,0.9784246,1.2645726,1.1393327,0.1252399
31,1.5016407,1.7847883,"('evil', 'good')",0.80406296,0.9795613,1.1528518,1.3821747,-0.2293229
5,1.4419305,1.5155377,"('distant', 'outgoing')",0.8767273,1.0573328,1.1593289,1.2864352,-0.1271063
51,-1.4397184,-1.591405,"('uneducated', 'educated')",-0.7665859,-0.85920566,-1.1031522,-1.2253053,0.1221531
60,-1.3478628,-1.4319371,"('inefficient', 'efficient')",-0.19155711,-0.31614423,-0.7697099,-0.8740407,0.1043308
26,1.3115269,1.251032,"('hardhearted', 'benevolent')",2.243552,2.163532,1.7775395,1.7072821,0.0702574
1,1.3090328,1.4066931,"('unfriendly', 'friendly')",1.2007828,1.1917713,1.2549078,1.2992322,-0.0443244
57,-1.2796004,-1.4968148,"('unimaginative', 'imaginative')",-1.2117608,-1.4348221,-1.2456806,-1.4658184,0.2201378
43,-1.2508179,-1.4019263,"('irresponsible', 'responsible')",-0.59637403,-0.83568555,-0.923596,-1.1188059,0.1952099
49,-1.2217867,-1.1228142,"('unable', 'able')",-0.049226336,-0.17159928,-0.6355065,-0.6472067,0.0117002
55,-1.2007345,-1.5382289,"('incompetent', 'clever')",-0.25287873,-0.55031824,-0.7268066,-1.0442736,0.317467
3,-1.1658434,-1.066052,"('repellent', 'pleasant')",-0.6837407,-0.7334378,-0.9247921,-0.8997449,-0.0250472
76,-1.143533,-1.2681879,"('anxious', 'daring')",0.36312792,0.20999615,-0.3902025,-0.5290959,0.1388934
75,-1.1218181,-0.7776705,"('meek', 'impulsive')",-0.8287636,-0.70704764,-0.9752908,-0.742359,-0.2329318
46,-1.0744331,-1.4739047,"('uncompetitive', 'competitive')",-0.024641188,-0.37978742,-0.5495371,-0.9268461,0.377309
15,1.0593538,1.1564133,"('boring', 'funny')",1.4084795,1.5829562,1.2339166,1.3696847,-0.1357681
73,1.0423577,1.3424035,"('helpless', 'self-reliant')",0.09226242,0.18474396,0.56731,0.7635738,-0.1962638
20,-1.0320632,-1.1377678,"('rough', 'thoughtful')",0.26090375,0.07869974,-0.3855798,-0.529534,0.1439542
52,1.0097394,1.0523454,"('irrational', 'rational')",1.0784953,1.2053293,1.0441173,1.1288373,-0.08472
22,-0.9658707,-1.3006339,"('untrustworthy', 'trustworthy')",-0.48992318,-0.82153845,-0.7278969,-1.0610862,0.3331893
72,-0.95404553,-1.0389941,"('unambitious', 'ambitious')",-1.4304991,-1.4383619,-1.1922723,-1.238678,0.0464057
68,-0.9422038,-0.9811983,"('dependent', 'independent')",-1.3368896,-1.4956429,-1.1395468,-1.2384206,0.0988738
86,-0.93245614,-1.2054832,"('uninfluential', 'influential')",-0.18662196,-0.4061521,-0.5595391,-0.8058177,0.2462786
39,0.91893876,0.732903,"('exploitative', 'cooperative')",0.163887,0.24885902,0.5414129,0.490881,0.0505319
30,-0.90564084,-0.87986153,"('intolerant', 'tolerant')",-0.52422893,-0.63336825,-0.7149349,-0.7566149,0.04168
29,0.8427901,0.9285146,"('unfair', 'fair')",-0.43114892,-0.55058557,0.2058206,0.1889645,0.0168561
66,-0.8340092,-0.904742,"('inactive', 'active')",1.0728816,1.0430938,0.1194362,0.0691759,0.0502603
64,-0.76411164,-0.7620759,"('shy', 'confident')",0.046543397,0.04554133,-0.3587841,-0.3582673,-0.0005168
41,-0.73721385,-0.59555376,"('unforgiving', 'forgiving')",-0.196285,-0.3242305,-0.4667494,-0.4598921,-0.0068573
23,-0.7139863,-0.8626783,"('insincere', 'sincere')",-0.9190403,-1.0243536,-0.8165133,-0.943516,0.1270027
79,0.71288997,0.83055615,"('wavering', 'unwavering')",0.46114197,0.6289231,0.587016,0.7297397,-0.1427237
18,-0.71213627,-0.7516801,"('disagreeable', 'welcoming')",0.725169,0.66499084,0.0065164,-0.0433446,0.049861
67,0.6990466,0.81591266,"('doubtful', 'determined')",-0.08742734,-0.13930187,0.3058096,0.3383054,-0.0324958
44,-0.62582695,-0.56790924,"('prejudiced', 'unprejudiced')",-1.2877219,-1.2777073,-0.9567744,-0.9228083,-0.0339661
56,-0.6103424,-0.7070254,"('impractical', 'practical')",-0.5741245,-0.5672317,-0.5922334,-0.6371286,0.0448952
0,-0.5920516,-0.788778,"('unsociable', 'sociable')",0.29826447,0.15171702,-0.1468936,-0.3185305,0.1716369
80,-0.572428,-0.897497,"('dominated', 'dominating')",-0.26019198,-0.45580113,-0.41631,-0.6766491,0.2603391
19,0.56997925,0.6803203,"('inhospitable', 'hospitable')",-0.35637,-0.29634255,0.1068046,0.1919889,-0.0851843
53,0.5640502,0.49841297,"('uncreative', 'creative')",0.26990744,0.14798781,0.4169788,0.3232004,0.0937784
2,0.52817196,0.4614998,"('unlikable', 'likable')",1.4244986,1.456212,0.9763353,0.9588559,0.0174794
65,-0.4958872,-0.6448956,"('insecure', 'secure')",-0.56201994,-0.7132606,-0.5289536,-0.6790781,0.1501245
74,0.48525494,0.2847644,"('undedicated', 'dedicated')",0.5348778,0.28266805,0.5100664,0.2837162,0.2263502
12,0.4653439,0.3390016,"('unsupportive', 'supportive')",0.46717292,0.30877447,0.4662584,0.323888,0.1423704
8,0.46366805,0.39905882,"('unaffectionate', 'affectionate')",0.7612839,0.8648858,0.612476,0.6319723,-0.0194963
4,0.4587667,0.6820671,"('disliked', 'liked')",0.4436757,0.43324986,0.4512212,0.5576585,-0.1064373
9,0.44750482,0.5295887,"('unaffectionate', 'caring')",0.67909956,0.76795167,0.5633022,0.6487702,-0.085468
7,-0.43340683,-0.40632802,"('insensitive', 'sensitive')",-0.85246,-0.96779287,-0.6429334,-0.6870605,0.0441271
16,0.4310626,0.5205021,"('unpopular', 'popular')",0.5071659,0.51204824,0.4691142,0.5162752,-0.047161
77,-0.42663205,-0.4732464,"('unmotivated', 'motivated')",-0.20981197,-0.29636377,-0.318222,-0.3848051,0.0665831
58,-0.41004017,-0.6377089,"('undiscriminating', 'discriminating')",-0.2955991,-0.61448765,-0.3528196,-0.6260983,0.2732787
50,0.4080733,0.40924674,"('clumsy', 'skillful')",1.358343,1.2994341,0.8832082,0.8543404,0.0288678
28,-0.39443278,-0.49785602,"('disloyal', 'loyal')",0.037181024,-0.04594548,-0.1786259,-0.2719007,0.0932748
42,-0.3539265,-0.4895228,"('unreliable', 'reliable')",0.56947935,0.3895908,0.1077764,-0.049966,0.1577424
61,0.34986505,0.3199175,"('illogical', 'logical')",0.8152586,0.7172363,0.5825619,0.5185769,0.063985
78,0.3283279,0.13074878,"('nonresilient', 'resilient')",0.19512835,-0.059725918,0.2617281,0.0355114,0.2262167
17,0.29475653,0.31286183,"('nasty', 'nice')",0.30096433,0.43832964,0.2978604,0.3755957,-0.0777353
40,0.2724201,0.2285524,"('stingy', 'generous')",-0.5989422,-0.7037684,-0.1632611,-0.237608,0.0743469
27,-0.2675891,-0.23340957,"('hardhearted', 'softhearted')",-0.4825543,-0.5693572,-0.3750717,-0.4013834,0.0263117
11,-0.2528458,-0.47775263,"('unhelpful', 'helpful')",-1.1903448,-1.2621953,-0.7215953,-0.869974,0.1483787
88,-0.21804966,-0.21065596,"('low', 'eminent')",0.2246829,0.25050792,0.0033166,0.019926,-0.0166094
34,-0.21683355,-0.19243678,"('mean', 'honorable')",0.25061825,0.25958085,0.0168924,0.033572,-0.0166796
47,-0.20976427,-0.45797637,"('stupid', 'smart')",0.55455446,0.43339673,0.1723951,-0.0122898,0.1846849
54,-0.18038447,-0.29731217,"('incapable', 'capable')",0.6012195,0.5660037,0.2104175,0.1343458,0.0760717
24,-0.15991203,-0.2478851,"('dishonest', 'honest')",0.120047644,0.13432658,-0.0199322,-0.0567793,0.0368471
48,-0.14970201,-0.050666142,"('unintelligent', 'intelligent')",-0.054058407,-0.124633096,-0.1018802,-0.0876496,-0.0142306
37,-0.12984279,-0.30216295,"('fake', 'genuine')",-0.13418055,-0.21527553,-0.1320117,-0.2587192,0.1267075
63,0.113476105,-0.11516003,"('unperceptive', 'insightful')",0.35492402,0.05517383,0.2342001,-0.0299931,0.2641932
38,0.1096144,0.19150898,"('untruthful', 'truthful')",-0.981576,-0.9259906,-0.4359808,-0.3672408,-0.06874
83,0.100595415,-0.0059749037,"('powerless', 'powerful')",0.00038029253,0.039403234,0.0504879,0.0167142,0.0337737
32,0.09276043,0.037526295,"('unkind', 'kind')",0.35441864,0.33434075,0.2235895,0.1859335,0.037656
87,0.090859845,-0.16903293,"('unsuccessful', 'successful')",2.0941024,2.065037,1.0924811,0.948002,0.1444791
