,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
65,-0.7405379,-0.88162225,"('insecure', 'secure')",0.25451636,0.09882493,-0.40383986,-0.49138528,-0.2966204,-0.4247275,0.1281071
75,0.7321097,0.91070724,"('meek', 'impulsive')",-1.378903,-1.181599,-0.24411672,-0.09597111,-0.29697,-0.1222876,-0.1746824
63,-0.71029794,-0.8802858,"('unperceptive', 'insightful')",0.27985317,0.113190085,0.9954518,0.86034966,0.1883357,0.0310847,0.157251
51,-0.6946763,-0.83571106,"('uneducated', 'educated')",-0.42981723,-0.5873927,0.611106,0.35099497,-0.1711292,-0.3573696,0.1862404
32,-0.67229426,-0.72017133,"('unkind', 'kind')",-0.5872668,-0.8338811,0.86928546,0.62396693,-0.1300919,-0.3100285,0.1799366
60,-0.63384545,-0.7219258,"('inefficient', 'efficient')",1.1728176,1.0634937,-0.4087884,-0.61646724,0.0433946,-0.0916331,0.1350277
83,0.6156118,0.81466246,"('powerless', 'powerful')",0.049838338,0.14177576,-1.0108168,-0.9505073,-0.1151222,0.001977,-0.1170992
46,-0.6150944,-0.9249658,"('uncompetitive', 'competitive')",0.7238022,0.5005248,-0.8085819,-0.96954,-0.2332914,-0.4646603,0.2313689
64,-0.6106036,-0.66012,"('shy', 'confident')",-0.23736262,-0.17917004,-6.842666,-6.861243,-2.5635441,-2.5668443,0.0033002
31,-0.5981742,0.002908893,"('evil', 'good')",-0.52826667,-0.11466427,-0.5455145,-0.32703087,-0.5573184,-0.1462621,-0.4110563
27,-0.59079367,-0.65686613,"('hardhearted', 'softhearted')",0.01870727,-0.24240124,1.6834456,1.6348873,0.370453,0.2452067,0.1252463
9,-0.55893826,-0.37472898,"('unaffectionate', 'caring')",-0.41773814,-0.4819652,1.3752733,1.4098675,0.1328656,0.1843911,-0.0515255
73,0.5405258,0.47646406,"('helpless', 'self-reliant')",-0.24816072,-0.26119906,-2.9580796,-2.9345326,-0.8885715,-0.9064225,0.017851
41,-0.5353812,-0.33584154,"('unforgiving', 'forgiving')",-0.63104635,-0.44762856,0.28698534,0.21427363,-0.2931474,-0.1897322,-0.1034152
12,-0.53167254,-0.53337514,"('unsupportive', 'supportive')",-0.030009497,-0.0579907,-1.9391174,-1.9961582,-0.8335998,-0.862508,0.0289082
77,-0.53135943,-0.29926613,"('unmotivated', 'motivated')",0.27696028,0.42467335,-1.4271395,-1.3578666,-0.5605129,-0.4108198,-0.1496931
80,-0.49873665,-0.83522195,"('dominated', 'dominating')",-0.0048235506,-0.23460415,-1.3085476,-1.4987799,-0.6040359,-0.856202,0.2521661
22,-0.47670987,-0.51863897,"('untrustworthy', 'trustworthy')",0.12441344,0.13694823,-0.8972378,-0.9868883,-0.4165114,-0.456193,0.0396816
24,-0.47483706,-0.5108236,"('dishonest', 'honest')",-1.8616445,-1.8046594,0.4508948,0.40513256,-0.6285289,-0.6367835,0.0082546
81,-0.46851358,-0.7807985,"('submissive', 'aggressive')",-0.88295704,-1.1032284,-1.1926017,-1.4370158,-0.8480241,-1.1070143,0.2589902
23,-0.4592179,-0.63571286,"('insincere', 'sincere')",0.8050459,0.5391247,5.992067,5.7884674,2.1126316,1.8972931,0.2153385
30,-0.44439086,-0.57452863,"('intolerant', 'tolerant')",1.0239127,0.8059981,0.8738172,0.6280165,0.4844463,0.2864953,0.197951
59,0.44323146,0.449503,"('foolish', 'wise')",-0.14411145,-0.2634318,0.49627766,0.52761894,0.2651325,0.2378967,0.0272358
50,-0.43025166,-0.72580093,"('clumsy', 'skillful')",-0.7569617,-0.96181095,0.56854457,0.38949206,-0.206223,-0.4327066,0.2264836
48,0.4259099,0.35287002,"('unintelligent', 'intelligent')",0.3337346,0.1884281,0.48717296,0.47548345,0.4156058,0.3389272,0.0766786
16,-0.407673,-0.2984293,"('unpopular', 'popular')",-0.41031304,-0.48696274,0.7552785,0.6739774,-0.0209025,-0.0371382,0.0162357
8,-0.40741274,-0.34900835,"('unaffectionate', 'affectionate')",-0.95891887,-1.0401137,0.8318315,0.8526571,-0.1781667,-0.1788216,0.0006549
66,-0.39735803,-0.35792112,"('inactive', 'active')",-1.5634142,-1.6046875,0.84039813,0.89662516,-0.3734581,-0.3553278,-0.0181303
79,-0.39682195,-0.25310504,"('wavering', 'unwavering')",-1.5826032,-1.4240038,0.25167876,0.2667402,-0.5759155,-0.4701229,-0.1057926
88,-0.3883982,-0.38744113,"('low', 'eminent')",-0.6881799,-0.7135036,-0.15739122,-0.19675657,-0.4113231,-0.4325671,0.021244
82,-0.3852049,-0.5526283,"('poor', 'rich')",-0.80606955,-1.0869482,6.184847,6.0066915,1.6645241,1.455705,0.2088191
21,-0.37287408,-0.6263272,"('immoral', 'moral')",0.6757045,0.49094856,-0.89489937,-1.1797545,-0.1973563,-0.4383777,0.2410214
3,-0.37243465,-0.40747026,"('repellent', 'pleasant')",0.62010926,0.6473819,0.10915452,0.18266465,0.118943,0.1408588,-0.0219158
49,0.37138194,0.4013607,"('unable', 'able')",0.5257017,0.5495437,0.17073518,0.26666945,0.3559396,0.405858,-0.0499184
33,0.35302544,0.5890094,"('wrong', 'right')",-0.17754504,0.013025533,-0.25056878,-0.11001365,-0.0250295,0.1640071,-0.1890366
67,0.34276336,0.393032,"('doubtful', 'determined')",0.15061139,0.23828807,-0.7890788,-0.8848098,-0.098568,-0.0844966,-0.0140714
47,-0.33550316,-0.43973,"('stupid', 'smart')",0.54040736,0.40679827,5.653325,5.4692373,1.9527431,1.8121018,0.1406413
1,-0.30804473,0.010104895,"('unfriendly', 'friendly')",0.42894003,0.41995564,1.9389634,2.0063696,0.6866196,0.8121434,-0.1255238
4,-0.30732828,-0.17527889,"('disliked', 'liked')",-1.1913879,-0.96188885,-6.4892225,-6.4310026,-2.6626463,-2.5227235,-0.1399228
25,0.30175456,0.5034088,"('egoistic', 'altruistic')",0.5322118,0.623136,1.5657513,1.6280372,0.7999059,0.918194,-0.1182881
6,-0.28160554,0.08869192,"('distant', 'open')",-1.3928179,-1.2023975,0.23651627,0.4111607,-0.4793024,-0.2341816,-0.2451208
76,-0.25718543,-0.5153128,"('anxious', 'daring')",-1.0570738,-1.26133,-0.04191918,-0.2525098,-0.4520595,-0.6763842,0.2243247
7,-0.24350366,-0.3922323,"('insensitive', 'sensitive')",-0.007887859,-0.16538937,0.7937652,0.44486305,0.1807912,-0.0375862,0.2183774
53,0.23236969,0.4910679,"('uncreative', 'creative')",0.5441933,0.63453525,1.0772656,1.0465876,0.6179429,0.7240636,-0.1061207
52,0.2263917,0.3641078,"('irrational', 'rational')",-0.110688105,-0.08442497,0.63329476,0.6084626,0.2496661,0.2960485,-0.0463824
2,0.22568138,0.32440138,"('unlikable', 'likable')",0.4614857,0.4909104,0.57268786,0.62538147,0.4199517,0.4802311,-0.0602794
18,-0.19704923,0.029517524,"('disagreeable', 'welcoming')",-0.19293451,0.07399772,-0.32375473,-0.30293834,-0.2379128,-0.0664744,-0.1714384
54,-0.195708,-0.21139184,"('incapable', 'capable')",-0.24355824,-0.34564507,1.3966103,1.3201104,0.3191147,0.2543579,0.0647568
20,0.18749955,0.12541379,"('rough', 'thoughtful')",0.27234802,0.22354817,1.0280613,0.9973596,0.4959696,0.4487739,0.0471957
55,-0.18178368,-0.350017,"('incompetent', 'clever')",-0.16580403,-0.3493668,-0.3613356,-0.5140108,-0.2363078,-0.4044649,0.1681571
26,0.17739058,0.31442103,"('hardhearted', 'benevolent')",0.0675955,0.088049844,1.2694163,1.353165,0.5048008,0.585212,-0.0804112
44,0.1549388,-0.10791385,"('prejudiced', 'unprejudiced')",-0.74660474,-0.76261246,-1.326537,-1.4744741,-0.639401,-0.7816668,0.1422658
61,-0.13030405,-0.17678316,"('illogical', 'logical')",1.0641776,1.0112305,0.32703525,0.23118073,0.4203029,0.3552094,0.0650935
17,-0.12946282,-0.06506423,"('nasty', 'nice')",-0.22299957,-0.11757096,-0.49566823,-0.4845863,-0.2827102,-0.2224072,-0.060303
62,-0.12469086,-0.23914583,"('incompetent', 'brilliant')",0.53534025,0.4221851,-0.35629925,-0.42138237,0.0181167,-0.0794477,0.0975644
71,-0.123509556,0.2752749,"('diffident', 'self-confident')",0.60190237,0.7849742,0.42762858,0.61746866,0.3020071,0.5592392,-0.2572321
34,0.12327151,0.23166025,"('mean', 'honorable')",0.55584246,0.5588846,6.3320513,6.3116093,2.337055,2.3673848,-0.0303298
14,-0.11977217,-0.15060945,"('antisocial', 'social')",0.35261968,0.37114462,-1.0509896,-1.2288347,-0.272714,-0.3360999,0.0633859
68,-0.10249204,-0.14544576,"('dependent', 'independent')",0.6591526,0.6994781,-0.22599086,-0.20907998,0.1102232,0.1149841,-0.0047609
87,-0.10083458,-0.39546567,"('unsuccessful', 'successful')",0.64845645,0.30403426,0.74430466,0.72324,0.4306422,0.2106029,0.2200393
15,-0.090780124,0.06339265,"('boring', 'funny')",-0.9785201,-0.99039024,0.6762074,0.65759027,-0.1310309,-0.0898024,-0.0412285
37,0.08481401,-0.19048977,"('fake', 'genuine')",-0.4404174,-0.59694004,0.5921709,0.28714767,0.0788558,-0.1667607,0.2456165
36,0.06354298,0.4918803,"('hostile', 'amicable')",-1.3292389,-0.9932802,0.7377511,0.88917375,-0.1759816,0.129258,-0.3052396
5,0.048945412,0.39302695,"('distant', 'outgoing')",-0.81591487,-0.6816378,-0.29551396,-0.051230215,-0.3541611,-0.1132804,-0.2408807
29,-0.007173868,0.15522361,"('unfair', 'fair')",-0.17859495,-0.056201153,-0.17779538,-0.30592066,-0.1211881,-0.0689661,-0.052222
35,0.0017969068,0.1423462,"('corrupt', 'incorrupt')",-0.9572732,-0.81927395,0.042888746,0.23446657,-0.3041958,-0.1474871,-0.1567087
