,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
16,-2.5581574,-2.1143947,"('unpopular', 'popular')",-0.16631132,-0.28899217,0.24629033,0.15005118,-0.8260595,-0.7511119,-0.0749476
52,-2.2558765,-1.3265345,"('irrational', 'rational')",-0.53223187,-0.29761973,0.32728353,0.27448177,-0.8202749,-0.4498908,-0.3703841
43,2.016002,1.2581971,"('irresponsible', 'responsible')",0.4683502,0.24486731,0.478124,0.32596162,0.987492,0.6096753,0.3778167
85,-1.8957106,-0.9841526,"('insignificant', 'prestigious')",-0.4184087,-0.36437574,0.58685315,0.64812016,-0.5757554,-0.2334694,-0.342286
56,1.8762707,1.3443314,"('impractical', 'practical')",0.9408164,0.7780167,-0.3815377,-0.44713664,0.8118498,0.5584038,0.253446
31,-1.8209925,-1.0887264,"('evil', 'good')",-0.29087558,-0.22611734,-0.72411525,-0.7387751,-0.9453278,-0.6845396,-0.2607882
60,1.7500198,0.8235378,"('inefficient', 'efficient')",0.61897534,0.37824756,-0.2887999,-0.42752224,0.6933984,0.2580877,0.4353107
55,1.7451745,0.8922284,"('incompetent', 'clever')",-0.48008412,-0.72990334,-0.041049827,-0.174624,0.4080135,-0.0040996,0.4121131
36,-1.7013005,-1.0309564,"('hostile', 'amicable')",0.27752027,0.267675,0.2787423,0.236572,-0.3816793,-0.1755698,-0.2061095
6,-1.6838319,-1.0403756,"('distant', 'open')",-0.14038083,-0.052646417,0.4194243,0.46663308,-0.4682628,-0.2087963,-0.2594665
70,1.6647947,0.74194247,"('lethargic', 'energetic')",0.6441724,0.3737659,0.8838803,0.75395423,1.0642825,0.6232208,0.4410617
5,-1.5798297,-1.1905069,"('distant', 'outgoing')",-0.047362555,0.026459672,-0.049630955,0.13776961,-0.5589411,-0.3420926,-0.2168485
76,1.5735836,0.669137,"('anxious', 'daring')",0.50083935,0.33655113,0.045799688,0.04768992,0.7067409,0.351126,0.3556149
84,1.5608479,1.6448854,"('inferior', 'superior')",0.44547027,0.46478942,0.9837885,0.9965979,0.9967022,1.0354242,-0.038722
74,1.5040314,1.5353843,"('undedicated', 'dedicated')",0.8073492,0.8508587,0.393461,0.31150565,0.9016139,0.8992495,0.0023644
39,1.3942432,1.348507,"('exploitative', 'cooperative')",0.7370535,0.7600889,0.09758943,0.05613406,0.742962,0.7215766,0.0213854
65,1.3848627,0.7961736,"('insecure', 'secure')",0.052832745,-0.08682837,-0.47536016,-0.6584397,0.3207784,0.0169685,0.3038099
20,1.3555908,1.0423152,"('rough', 'thoughtful')",0.4047044,0.29411125,1.0554508,0.98889774,0.9385819,0.7751081,0.1634738
30,1.3482894,1.0157086,"('intolerant', 'tolerant')",0.3456187,0.3949321,0.84191465,0.88999486,0.8452743,0.7668785,0.0783958
4,-1.3425729,-0.5683665,"('disliked', 'liked')",-0.30278036,-0.19870669,-6.1583114,-6.035603,-2.6012216,-2.2675587,-0.3336629
22,1.2957746,1.0955657,"('untrustworthy', 'trustworthy')",0.045341928,-0.012606375,-0.82991904,-0.88428277,0.1703992,0.0662255,0.1041737
12,1.2530754,1.1077607,"('unsupportive', 'supportive')",0.42585975,0.42272708,-1.3929989,-1.3489527,0.095312,0.0605117,0.0348003
7,1.2453288,0.66659,"('insensitive', 'sensitive')",0.22341812,-0.048827134,1.2451032,0.9177872,0.9046167,0.51185,0.3927667
35,-1.2246095,-0.5323006,"('corrupt', 'incorrupt')",-0.4577352,-0.14030538,-0.25531733,-0.002665719,-0.6458873,-0.2250906,-0.4207967
75,-1.2224187,-1.2443899,"('meek', 'impulsive')",-0.2026521,-0.10290299,-0.49887568,-0.305628,-0.6413155,-0.5509737,-0.0903418
51,1.2090229,0.9609518,"('uneducated', 'educated')",0.005867429,-0.0043856576,0.4251146,0.278214,0.5466683,0.4115934,0.1350749
72,1.2060415,1.2010952,"('unambitious', 'ambitious')",-0.67793673,-0.4060741,-0.8130513,-0.63075274,-0.0949822,0.0547561,-0.1497383
79,-1.1828322,-0.88865715,"('wavering', 'unwavering')",-0.53890914,-0.485365,0.24335764,0.3424557,-0.4927946,-0.3438555,-0.1489391
18,-1.1485465,-0.9084941,"('disagreeable', 'welcoming')",0.7212793,0.8734903,-0.38235992,-0.4594345,-0.2698757,-0.1648128,-0.1050629
13,1.1410757,0.61013925,"('impolite', 'polite')",0.61314857,0.5058276,-0.28495982,-0.36829144,0.4897548,0.2492251,0.2405297
48,1.0914947,0.73410857,"('unintelligent', 'intelligent')",-0.31397614,-0.436326,0.08664264,0.15346357,0.2880537,0.1504154,0.1376383
62,1.0859461,0.60800225,"('incompetent', 'brilliant')",0.6026774,0.44796187,0.091960356,0.27004725,0.5935279,0.4420038,0.1515241
0,1.064747,0.6772017,"('unsociable', 'sociable')",-0.109819055,-0.30569345,-0.6117776,-0.688383,0.1143834,-0.1056249,0.2200083
49,-0.99824286,-0.8877208,"('unable', 'able')",-0.49373952,-0.44862512,-0.39956588,-0.38583726,-0.6305161,-0.5740611,-0.056455
86,0.99513566,0.7973536,"('uninfluential', 'influential')",-0.22736712,-0.24684179,-0.1474976,-0.25427246,0.206757,0.0987465,0.1080105
14,0.99145985,0.920856,"('antisocial', 'social')",0.68426,0.6479127,-0.48803574,-0.4856437,0.3958947,0.3610417,0.034853
