,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
34,-0.9430938,-1.182966,"('mean', 'honorable')",0.43149504,0.20252445,5.6786494,5.5027328,1.7223503,1.5074304,0.2149199
8,-0.94219005,-0.3461467,"('unaffectionate', 'affectionate')",-0.018655285,0.14884374,0.9706071,1.1195353,0.0032539,0.3074108,-0.3041569
44,-0.9311931,-1.0414494,"('prejudiced', 'unprejudiced')",-0.013162352,-0.114636965,-1.5381439,-1.4397382,-0.8274998,-0.8652749,0.0377751
2,0.8961205,1.2051473,"('unlikable', 'likable')",1.0101243,1.127524,0.3395696,0.54105204,0.7486048,0.9579078,-0.209303
88,-0.8880233,-1.0723122,"('low', 'eminent')",-0.16798666,-0.09373649,0.17717415,0.31057796,-0.2929453,-0.2851569,-0.0077884
3,0.8536365,0.38431704,"('repellent', 'pleasant')",-0.42106622,-0.625742,0.24602413,0.11528795,0.2261981,-0.0420457,0.2682438
23,0.8186293,0.20541368,"('insincere', 'sincere')",0.36153853,-0.029564094,5.5585365,5.279156,2.2462349,1.8183352,0.4278997
37,0.8089787,0.41593117,"('fake', 'genuine')",-0.056113534,-0.30374333,0.67614853,0.4651259,0.4763379,0.1924379,0.2839
45,0.8049274,0.5598803,"('incompetent', 'competent')",0.2857702,-0.04226751,-0.057719566,-0.0782467,0.344326,0.1464554,0.1978706
66,-0.79906136,-0.7721595,"('inactive', 'active')",0.82015973,0.6978894,1.0235188,1.012673,0.3482057,0.312801,0.0354047
46,0.7881952,0.29968604,"('uncompetitive', 'competitive')",0.21648379,0.067055725,-0.49202102,-0.4858261,0.170886,-0.0396948,0.2105808
80,0.74890226,0.098425604,"('dominated', 'dominating')",0.027907703,-0.09929201,-1.0588336,-1.1326879,-0.0940079,-0.3778514,0.2838435
57,0.7297517,-0.055813745,"('unimaginative', 'imaginative')",-0.17013428,-0.47904253,-2.1013675,-2.12942,-0.5139167,-0.8880921,0.3741754
21,0.6835032,0.26977813,"('immoral', 'moral')",-0.08927951,-0.21109557,-0.92978954,-1.0627254,-0.1118553,-0.334681,0.2228257
10,0.6571238,-0.14314122,"('unsympathetic', 'sympathetic')",-0.97645795,-1.0923908,-0.37072697,-0.40220815,-0.2300204,-0.5459134,0.315893
81,0.6144244,-0.35058996,"('submissive', 'aggressive')",0.04852276,-0.09627613,-0.8867004,-0.8640462,-0.0745844,-0.4369708,0.3623864
24,0.61050457,0.6451501,"('dishonest', 'honest')",-0.11054841,-0.14104529,0.44594273,0.421283,0.3152996,0.3084626,0.006837
71,0.5795873,0.70696217,"('diffident', 'self-confident')",1.0224446,0.79675144,0.62346035,0.58404,0.7418307,0.6959178,0.0459129
41,0.57512414,1.0709295,"('unforgiving', 'forgiving')",0.045434397,0.20047909,0.08474289,0.032108724,0.2351005,0.4345058,-0.1994053
77,0.54880774,0.06203484,"('unmotivated', 'motivated')",-0.24856567,-0.47568846,-1.147373,-1.2403505,-0.282377,-0.5513347,0.2689577
47,-0.49095142,-0.30985948,"('stupid', 'smart')",-0.18418895,-0.285277,4.7990985,4.6526284,1.3746527,1.3524973,0.0221554
59,-0.46875826,0.3594579,"('foolish', 'wise')",0.12026699,0.2643107,0.36784822,0.39693484,0.0064523,0.3402345,-0.3337822
1,-0.4292559,-0.070884906,"('unfriendly', 'friendly')",0.5348947,0.39922068,1.8588182,1.8511163,0.654819,0.726484,-0.071665
83,-0.42681164,-0.23545372,"('powerless', 'powerful')",-0.41857755,-0.23334312,-0.8253058,-0.8140913,-0.5568984,-0.4276294,-0.129269
73,0.41276598,0.7075749,"('helpless', 'self-reliant')",0.4822564,0.62903553,-2.7134166,-2.709746,-0.6061314,-0.4577118,-0.1484196
32,0.411403,0.3802097,"('unkind', 'kind')",-0.3180857,-0.1924869,0.8130717,0.907456,0.3021297,0.3650596,-0.0629299
69,-0.40259022,0.25478402,"('lazy', 'industrious')",1.5267222,1.6391598,-0.44254234,-0.24542314,0.2271965,0.5495069,-0.3223104
42,0.3893692,0.2713479,"('unreliable', 'reliable')",0.07080266,-0.01562889,-2.8496368,-2.8953695,-0.7964883,-0.8798835,0.0833952
87,0.36224437,0.20721504,"('unsuccessful', 'successful')",1.4149399,1.2946944,1.2453418,1.4194692,1.0075087,0.9737929,0.0337158
40,-0.35334092,-0.23366734,"('stingy', 'generous')",-0.10387948,-0.019789953,-1.1448301,-1.1907967,-0.5340168,-0.481418,-0.0525988
38,-0.33484277,-0.4324806,"('untruthful', 'truthful')",-0.3643406,-0.32344002,-0.25080228,-0.19031192,-0.3166619,-0.3154109,-0.001251
82,-0.32316825,-0.5028713,"('poor', 'rich')",-0.9353032,-1.0587853,5.665439,5.593128,1.4689892,1.3438239,0.1251653
28,0.31663385,0.10598203,"('disloyal', 'loyal')",-0.09526289,-0.1757093,0.8769782,0.7257508,0.3661164,0.2186745,0.1474419
11,-0.3012575,-0.89471304,"('unhelpful', 'helpful')",0.180212,-0.11208987,1.6471292,1.6313227,0.5086946,0.2081733,0.3005213
17,-0.2986678,-0.032029223,"('nasty', 'nice')",-1.6593602,-1.505105,-0.6445723,-0.61870956,-0.8675334,-0.7186146,-0.1489188
53,0.29791826,0.13835993,"('uncreative', 'creative')",-0.52587223,-0.7422953,0.84164983,0.79282147,0.2045653,0.062962,0.1416033
29,0.29564625,0.3660448,"('unfair', 'fair')",-0.5301846,-0.5637328,-0.23619917,-0.45213398,-0.1569125,-0.2166073,0.0596948
64,0.2920882,0.2819927,"('shy', 'confident')",-0.24169789,-0.14390093,-6.3861413,-6.235494,-2.111917,-2.0324675,-0.0794495
27,-0.2887691,-0.21491548,"('hardhearted', 'softhearted')",-0.054181177,-0.1327711,1.2943565,1.1506252,0.3171354,0.2676462,0.0494892
15,-0.2817347,-0.39163104,"('boring', 'funny')",0.15270194,0.112488486,0.539534,0.56113625,0.1368337,0.0939979,0.0428358
61,0.2769994,0.30376536,"('illogical', 'logical')",-0.41156656,-0.40148467,0.23021807,0.10654443,0.0318836,0.0029417,0.0289419
9,0.26502383,0.517486,"('unaffectionate', 'caring')",0.4387137,0.5030092,1.2449131,1.2870353,0.6495502,0.7691768,-0.1196266
50,-0.22021255,-0.22499928,"('clumsy', 'skillful')",-0.069897376,-0.003907919,0.4067156,0.49072427,0.0388686,0.0872724,-0.0484038
68,-0.20326304,-0.5911971,"('dependent', 'independent')",-0.32134244,-0.5143371,-0.7881655,-1.1748132,-0.4375904,-0.7601158,0.3225254
67,0.19801995,0.43276963,"('doubtful', 'determined')",-0.13384213,0.05271845,-0.6494577,-0.53259075,-0.1950933,-0.0157009,-0.1793924
19,-0.19302173,0.028111272,"('inhospitable', 'hospitable')",-0.6830645,-0.6004518,0.13782826,0.25297785,-0.246086,-0.1064542,-0.1396318
58,0.14735755,-0.02675876,"('undiscriminating', 'discriminating')",0.63535404,0.56461096,0.39843947,0.30104828,0.3937171,0.2796335,0.1140836
26,0.13841958,0.6633722,"('hardhearted', 'benevolent')",1.9928017,2.0337024,1.8304712,2.1917472,1.3205641,1.6296072,-0.3090431
63,0.07945307,-0.41723758,"('unperceptive', 'insightful')",0.98991805,0.72245944,1.1401973,1.0703113,0.7365228,0.458511,0.2780118
78,0.05739861,-0.09837188,"('nonresilient', 'resilient')",0.6110077,0.3959437,0.49076837,0.5251787,0.3863916,0.2742502,0.1121414
33,-0.04985885,0.24110064,"('wrong', 'right')",0.8032821,0.76303643,-0.3186167,-0.3369415,0.1449355,0.2223985,-0.077463
25,-0.024352472,0.33286265,"('egoistic', 'altruistic')",0.60812503,0.5060413,1.6780063,1.5720305,0.7539263,0.8036448,-0.0497185
54,-0.022571422,-0.06542002,"('incapable', 'capable')",0.31515583,0.1753875,1.1792783,1.2621346,0.4906209,0.4573673,0.0332536
