,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
88,-0.5636235,-0.5305061,"('low', 'eminent')",0.051326886,0.014373264,-0.044428747,0.031107333,-0.1855751,-0.1616752,-0.0238999
67,0.51952636,0.4466856,"('doubtful', 'determined')",0.7566872,0.7071655,-0.66880196,-0.5624973,0.2024706,0.1971179,0.0053527
64,0.512311,0.26123074,"('shy', 'confident')",1.1547402,0.9124592,-6.5681715,-6.4587936,-1.6337067,-1.7617013,0.1279946
18,-0.4704101,-0.2827654,"('disagreeable', 'welcoming')",-0.29890022,0.02110058,-0.30747357,-0.2048456,-0.358928,-0.1555035,-0.2034245
68,-0.4646945,-0.67450833,"('dependent', 'independent')",-0.69519556,-1.2323153,-0.56439334,-0.72557855,-0.5747612,-0.8774674,0.3027062
11,0.46291015,0.5210869,"('unhelpful', 'helpful')",-0.39384025,-0.33102894,1.60055,1.9225749,0.55654,0.7042109,-0.1476709
10,0.460761,0.57678723,"('unsympathetic', 'sympathetic')",-0.11317256,-0.15530623,-0.30057508,0.033751033,0.0156711,0.151744,-0.1360729
54,-0.45724604,-0.1468998,"('incapable', 'capable')",0.43052647,0.55521894,0.95936537,1.1644865,0.3108819,0.5242685,-0.2133866
57,-0.45606068,-0.37509546,"('unimaginative', 'imaginative')",0.06583223,-0.081144646,-2.5593493,-2.4007773,-0.9831926,-0.9523392,-0.0308534
66,-0.45481497,-0.29145217,"('inactive', 'active')",1.0209322,1.0057833,1.4881843,1.4352481,0.6847672,0.7165264,-0.0317592
32,0.43722215,0.5322396,"('unkind', 'kind')",0.40512186,0.5345104,0.71062064,0.90940624,0.5176549,0.6587187,-0.1410638
24,0.4362417,0.42106792,"('dishonest', 'honest')",-0.47395507,-0.55703473,0.43295932,0.47622544,0.1317486,0.1134195,0.0183291
15,-0.4335576,-0.30225945,"('boring', 'funny')",-1.1789984,-1.2290766,0.17947707,0.118410334,-0.477693,-0.4709752,-0.0067178
84,0.40949357,0.14036933,"('inferior', 'superior')",0.55036163,0.20142707,0.87197965,0.74521494,0.6106116,0.3623371,0.2482745
83,-0.40289548,-0.48939288,"('powerless', 'powerful')",0.6764553,0.5707554,-0.74694073,-0.6906693,-0.1577936,-0.2031023,0.0453087
58,-0.389246,-0.3980805,"('undiscriminating', 'discriminating')",1.0891844,0.93618375,0.18973155,0.11120703,0.2965567,0.2164367,0.08012
34,-0.32544976,-0.25354624,"('mean', 'honorable')",-0.061700344,-0.08321357,6.031344,6.0796075,1.8813979,1.9142825,-0.0328846
87,0.3170228,0.6607291,"('unsuccessful', 'successful')",0.83003277,1.0207683,0.3981812,0.6758514,0.5150789,0.7857829,-0.270704
82,-0.27239498,-0.118740655,"('poor', 'rich')",1.0377986,1.0896697,5.973578,6.2061567,2.2463272,2.392362,-0.1460348
45,-0.2456225,-0.007412415,"('incompetent', 'competent')",0.2506329,0.3236846,-0.52428305,-0.2757572,-0.1730909,0.013505,-0.1865959
29,-0.24389595,-0.35166317,"('unfair', 'fair')",-0.3146265,-0.54500705,-0.35207552,-0.48353067,-0.3035327,-0.460067,0.1565343
37,0.22560878,0.03759886,"('fake', 'genuine')",0.08826506,0.005279787,0.5595813,0.6934433,0.2911517,0.2454406,0.0457111
61,0.21916506,0.28681067,"('illogical', 'logical')",0.5251347,0.24006756,0.35416076,0.4078123,0.3661535,0.3115635,0.05459
0,0.2003182,0.005775438,"('unsociable', 'sociable')",-0.09308311,-0.42260873,-0.50986177,-0.46101636,-0.1342089,-0.2926165,0.1584076
47,0.19804923,0.28087613,"('stupid', 'smart')",0.5595553,0.7366105,5.5270495,5.596069,2.0948847,2.2045185,-0.1096338
48,0.15706623,0.057663336,"('unintelligent', 'intelligent')",-0.43087366,-0.58724684,-0.029386418,0.13506834,-0.1010646,-0.1315051,0.0304405
12,0.1561276,0.38187915,"('unsupportive', 'supportive')",0.40073526,0.65411377,-1.7207417,-1.4152486,-0.3879596,-0.1264186,-0.261541
74,0.0912697,0.28187877,"('undedicated', 'dedicated')",0.09891117,0.25152135,-0.0024832077,0.188153,0.0625659,0.2405177,-0.1779518
33,-0.08277952,0.17919973,"('wrong', 'right')",0.31920156,0.4812604,-0.53956413,-0.6272172,-0.1010474,0.011081,-0.1121284
7,0.061798282,0.06574571,"('insensitive', 'sensitive')",0.66627824,0.68423235,0.7087927,0.9684011,0.4789564,0.572793,-0.0938366
23,-0.053835172,-0.06742361,"('insincere', 'sincere')",-0.08604998,-0.12691778,5.521894,5.614712,1.794003,1.8067904,-0.0127874
41,-0.052099183,0.21374339,"('unforgiving', 'forgiving')",-0.20321071,0.018464431,0.2237352,0.28592542,-0.0105249,0.1727111,-0.183236
75,-0.05050675,0.14116554,"('meek', 'impulsive')",-0.26112843,-0.027513497,-0.24493681,-0.19878662,-0.185524,-0.0283782,-0.1571458
72,-0.049920306,-0.22711086,"('unambitious', 'ambitious')",0.33921576,0.20607246,-0.977527,-0.8962655,-0.2294105,-0.305768,0.0763575
40,-0.044395257,0.08768097,"('stingy', 'generous')",0.22700892,0.5057221,-1.4965748,-1.4130825,-0.437987,-0.2732265,-0.1647605
3,0.042314656,-0.08219203,"('repellent', 'pleasant')",0.5159002,0.34082162,0.18258241,0.32651094,0.2469324,0.1950468,0.0518856
17,0.030281283,-0.07030428,"('nasty', 'nice')",-1.1968571,-1.290125,-0.54879516,-0.7105797,-0.5717903,-0.6903363,0.118546
63,-0.029608935,0.26551658,"('unperceptive', 'insightful')",1.4498683,1.5555155,0.8476541,1.1692333,0.7559711,0.9967551,-0.240784
27,-0.020620817,-0.064157635,"('hardhearted', 'softhearted')",0.37399113,0.2533973,1.5464929,1.2921612,0.6332877,0.4938003,0.1394874
20,-0.015194617,-0.03333442,"('rough', 'thoughtful')",0.14456291,0.16108155,1.1388601,1.2813234,0.4227428,0.4696902,-0.0469474
