,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.9165361,-1.6893446,"('distant', 'open')",-0.75269616,-0.81223583,0.70846146,0.56973225,-0.6535903,-0.6439494,-0.0096409
60,1.8228227,1.6486701,"('inefficient', 'efficient')",0.8713191,0.77384275,-0.30144837,0.052544735,0.7975645,0.8250192,-0.0274547
85,-1.8169655,-1.4731041,"('insignificant', 'prestigious')",-0.07047912,0.099116854,0.6975239,0.5389428,-0.3966402,-0.2783482,-0.118292
36,-1.7448287,-1.6047213,"('hostile', 'amicable')",-1.0468338,-1.2144463,0.6839564,0.16363642,-0.7025687,-0.8851771,0.1826084
56,1.7430428,1.6602374,"('impractical', 'practical')",0.77367735,0.6305534,-0.3827429,-0.10086668,0.7113258,0.7299747,-0.0186489
31,-1.567165,-1.3754296,"('evil', 'good')",-1.5250436,-1.4862622,-1.0027019,-1.3046843,-1.3649702,-1.388792,0.0238218
81,1.4709721,1.4243823,"('submissive', 'aggressive')",1.2986907,1.250904,-1.0096295,-0.706798,0.5866778,0.6561627,-0.0694849
52,-1.4398199,-1.3029139,"('irrational', 'rational')",-1.0583917,-1.0538936,-0.080784425,-0.35000536,-0.8596653,-0.902271,0.0426057
39,1.4199983,1.0341171,"('exploitative', 'cooperative')",-0.01372811,-0.22890478,-0.09384893,-0.14868191,0.4374737,0.2188435,0.2186302
19,-1.3384076,-1.0509365,"('inhospitable', 'hospitable')",-0.76383996,-0.69663066,-0.07132554,-0.07800963,-0.7245244,-0.6085256,-0.1159988
42,1.3039162,1.349514,"('unreliable', 'reliable')",1.7969161,1.7298429,-2.3491583,-2.188662,0.2505581,0.2968983,-0.0463402
8,-1.281053,-1.2962763,"('unaffectionate', 'affectionate')",-0.4419585,-0.42356825,0.78698176,0.72832483,-0.3120099,-0.3305066,0.0184967
70,1.2781986,1.2450218,"('lethargic', 'energetic')",1.5631992,1.5250452,0.88643146,1.2000529,1.2426097,1.3233733,-0.0807636
35,-1.2490793,-1.1653368,"('corrupt', 'incorrupt')",-1.2981515,-1.3861856,0.09848358,-0.20384932,-0.8162491,-0.9184573,0.1022082
16,-1.2486353,-1.0520066,"('unpopular', 'popular')",-1.0110242,-0.8011617,0.35713786,0.33480373,-0.6341739,-0.5061215,-0.1280524
79,-1.1919624,-0.84212506,"('wavering', 'unwavering')",-1.2236148,-1.111094,-0.024225228,-0.091200694,-0.8132675,-0.6814733,-0.1317942
1,-1.189367,-1.1918256,"('unfriendly', 'friendly')",0.12066191,0.01997564,1.6665524,1.4920576,0.1992824,0.1067359,0.0925465
44,1.1480081,1.1064272,"('prejudiced', 'unprejudiced')",-0.60640764,-0.5809777,-1.2445093,-1.3025446,-0.234303,-0.2590317,0.0247287
76,1.1200951,1.1017017,"('anxious', 'daring')",1.1034801,1.0489227,0.17434129,0.34028468,0.7993054,0.830303,-0.0309976
5,-1.1199859,-0.9264086,"('distant', 'outgoing')",-0.5750218,-0.60471463,-0.076802276,-0.18215804,-0.5906034,-0.5710937,-0.0195097
21,1.1148367,1.1356376,"('immoral', 'moral')",0.2979066,0.28650588,-0.94961923,-0.7487566,0.1543747,0.2244623,-0.0700876
30,1.0852652,1.0532625,"('intolerant', 'tolerant')",1.5846285,1.4908261,0.8992041,0.98457116,1.1896993,1.1762199,0.0134794
9,-1.040408,-0.94310194,"('unaffectionate', 'caring')",0.30989707,0.19228175,1.2394766,1.2438623,0.1696552,0.1643474,0.0053078
71,-1.0300452,-0.81825286,"('diffident', 'self-confident')",1.0912539,1.108099,0.7550464,0.75647664,0.2720851,0.3487743,-0.0766892
28,-1.0239661,-1.274998,"('disloyal', 'loyal')",-0.05960521,-0.41082785,1.1042209,1.1224312,0.0068832,-0.1877982,0.1946814
46,0.96967155,0.8122764,"('uncompetitive', 'competitive')",1.2591753,1.1112083,-0.53248376,-0.28586286,0.5654543,0.545874,0.0195803
53,-0.95486337,-0.8750609,"('uncreative', 'creative')",0.3601081,0.29944426,1.2049942,1.1294193,0.203413,0.1846009,0.0188121
77,0.9416564,0.91989464,"('unmotivated', 'motivated')",0.79752725,0.69582325,-1.2974113,-1.1165799,0.1472574,0.1663793,-0.0191219
62,0.93843806,1.0808891,"('incompetent', 'brilliant')",0.7975316,0.86505634,-0.32423115,0.16850895,0.4705795,0.7048182,-0.2342387
43,0.9334231,0.9186431,"('irresponsible', 'responsible')",0.45237797,0.38380852,0.5042694,0.76902646,0.6300235,0.6904927,-0.0604692
86,-0.919828,-0.89971685,"('uninfluential', 'influential')",0.06303751,-0.109272435,-0.3058388,-0.17975476,-0.3875431,-0.396248,0.0087049
26,-0.9152564,-0.8956195,"('hardhearted', 'benevolent')",1.6589545,1.6408443,1.7568878,1.6620691,0.8335287,0.8024313,0.0310974
59,-0.8969159,-0.8509227,"('foolish', 'wise')",-0.14888348,-0.11891463,0.55946726,0.43593037,-0.1621107,-0.177969,0.0158583
14,0.8779603,0.6718401,"('antisocial', 'social')",1.9835118,1.7475889,-0.6658543,-0.52358186,0.7318726,0.631949,0.0999236
65,0.8684623,0.6119582,"('insecure', 'secure')",0.7002875,0.41009784,-0.2855872,-0.17324899,0.4277209,0.2829357,0.1447852
25,-0.8398815,-0.74824786,"('egoistic', 'altruistic')",0.6916804,0.53690803,1.6096158,1.4473825,0.4871382,0.4120142,0.075124
55,0.8194374,0.64352894,"('incompetent', 'clever')",0.31778485,0.17002563,-0.27267277,-0.022163115,0.2881832,0.2637972,0.024386
4,-0.81722885,-0.39275974,"('disliked', 'liked')",-0.3697431,-0.18788265,-6.5888023,-6.4674983,-2.5919247,-2.3493802,-0.2425445
2,0.80505985,1.0162841,"('unlikable', 'likable')",1.6417116,1.9520519,0.5270648,0.8352699,0.9912787,1.2678687,-0.27659
51,-0.7588181,-0.6566929,"('uneducated', 'educated')",0.3949597,0.45255694,0.0075179487,0.27469346,-0.1187802,0.0235192,-0.1422994
73,0.71356374,0.7338671,"('helpless', 'self-reliant')",0.16663428,0.19913542,-3.2469416,-3.257117,-0.7889145,-0.7747049,-0.0142096
38,-0.6834827,-0.36291045,"('untruthful', 'truthful')",-0.76842797,-0.59255546,-0.16999745,-0.06893745,-0.5406361,-0.3414678,-0.1991683
13,0.6720612,0.72510016,"('impolite', 'polite')",0.13476813,0.2111802,-0.2587936,0.011536971,0.1826786,0.3159391,-0.1332605
80,0.6595897,0.7881752,"('dominated', 'dominating')",0.36526215,0.50831735,-1.4052446,-1.0539571,-0.1267976,0.0808452,-0.2076428
22,0.64331883,0.65537375,"('untrustworthy', 'trustworthy')",0.10455112,0.0797963,-0.8985948,-0.83737403,-0.0502416,-0.034068,-0.0161736
69,-0.60220647,-0.47881374,"('lazy', 'industrious')",0.14958347,0.24800833,-0.5040279,-0.7032233,-0.3188836,-0.3113429,-0.0075407
49,-0.5985722,-0.507542,"('unable', 'able')",-0.96109515,-1.0313792,-0.5013542,-0.3186657,-0.6870072,-0.6191957,-0.0678115
78,-0.5928265,-0.3695457,"('nonresilient', 'resilient')",0.22154434,0.42967623,0.051226202,0.2822825,-0.1066853,0.1141377,-0.220823
50,-0.5859685,-0.42763543,"('clumsy', 'skillful')",-0.14802441,0.10584697,0.111716315,0.28986114,-0.2074255,-0.0106424,-0.1967831
