,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
5,-0.30886734,-0.08155573,"('distant', 'outgoing')",-0.89599437,-0.76143605,0.7577457,0.98087394,-1.3881063,-1.1058604,-0.4588056,-0.2419945,-0.2168111
71,0.3044703,0.40239227,"('diffident', 'self-confident')",1.5137413,1.4898173,1.8020824,1.943447,0.19448689,0.16062565,0.9536952,0.9990706,-0.0453754
59,0.2890935,0.51994014,"('foolish', 'wise')",0.5768914,0.53894967,0.9377731,0.990592,-0.7767138,-0.55046046,0.2567611,0.3747554,-0.1179943
83,-0.2505868,-0.42843753,"('powerless', 'powerful')",0.8502926,0.6650412,0.73110896,0.6123226,-0.513819,-0.662334,0.204249,0.0466481,0.1576009
28,0.23408519,0.06732451,"('disloyal', 'loyal')",0.22458364,0.09344421,0.40303022,0.45923737,1.0546722,0.99426454,0.4790928,0.4035677,0.0755251
6,-0.21311605,0.3434615,"('distant', 'open')",-1.2709687,-1.0653071,-0.14542705,0.17642123,-1.7436913,-1.3975121,-0.8433008,-0.4857341,-0.3575667
86,0.19549659,0.012569394,"('uninfluential', 'influential')",0.11958325,-0.024389371,-0.14573154,-0.250241,0.23408134,0.078113526,0.1008574,-0.0459869,0.1468443
77,0.1919593,0.027440151,"('unmotivated', 'motivated')",1.0095417,0.93309444,0.9722237,0.9508081,-0.49031445,-0.59341073,0.4208525,0.329483,0.0913695
68,0.18367706,-0.007904636,"('dependent', 'independent')",-0.85152847,-0.78767437,-1.9526219,-1.9000058,-0.795585,-0.9778173,-0.8540146,-0.9183505,0.0643359
82,-0.14007615,-0.48109072,"('poor', 'rich')",-0.3502466,-0.5730534,-0.17051226,-0.19098905,6.74943,6.5175953,1.5221488,1.3181155,0.2040333
88,-0.12932576,-0.12436016,"('low', 'eminent')",-0.723549,-0.78858805,-0.68063086,-0.68273014,-0.015072366,-0.080112845,-0.3871445,-0.4189478,0.0318033
38,0.11804015,0.020758577,"('untruthful', 'truthful')",0.22610502,0.108385615,1.0219417,0.99375015,0.26263165,0.34379172,0.4071796,0.3666715,0.0405081
29,0.10023974,0.38336614,"('unfair', 'fair')",0.48417085,0.6160539,-0.47429675,-0.47620815,-0.86394,-0.9400476,-0.1884565,-0.1042089,-0.0842476
57,-0.09694296,-0.28737208,"('unimaginative', 'imaginative')",-0.11993291,-0.23648012,-0.14015241,-0.11534524,-2.5001962,-2.5746777,-0.7143061,-0.8034688,0.0891627
3,-0.06295495,-0.3104226,"('repellent', 'pleasant')",0.30224383,0.30903384,-0.4707924,-0.49120575,1.32217,1.1289377,0.2726666,0.1590858,0.1135808
33,0.019843284,0.5633638,"('wrong', 'right')",0.48210835,0.5616366,1.1121666,1.2677886,-1.3685545,-1.1287793,0.061391,0.3160025,-0.2546115
37,-0.018490475,-0.01160127,"('fake', 'genuine')",0.37108928,0.30836415,-0.85035914,-0.80982816,0.07645035,0.13512814,-0.1053275,-0.0944843,-0.0108432
75,-0.0066356733,-0.12783131,"('meek', 'impulsive')",-1.8987249,-1.8757002,-0.5401126,-0.51272637,-0.7633835,-0.8178769,-0.8022141,-0.8335336,0.0313195
79,0.002672614,-0.061601438,"('wavering', 'unwavering')",-1.439221,-1.4745708,-0.47337234,-0.46813008,-0.96809965,-1.006477,-0.7195051,-0.7526948,0.0331897
