,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
12,0.87599486,0.75128204,"('unsupportive', 'supportive')",-0.25912714,-0.20579375,-1.8129547,-1.6820627,-0.3986956,-0.3788582,-0.0198374
26,0.8631349,0.77892655,"('hardhearted', 'benevolent')",-0.2522235,0.02255819,1.6616565,1.6424974,0.7575227,0.8146607,-0.057138
51,-0.8099377,-0.69136256,"('uneducated', 'educated')",0.84219974,0.75180316,0.3232916,0.34605646,0.1185179,0.135499,-0.0169811
42,0.7962357,0.6892079,"('unreliable', 'reliable')",-0.23242325,-0.16210823,-3.137383,-2.812855,-0.8578568,-0.7619185,-0.0959383
47,0.7858815,0.9294807,"('stupid', 'smart')",0.12615116,0.36043835,5.461563,5.6360917,2.1245319,2.3086702,-0.1841383
14,0.770824,1.1494678,"('antisocial', 'social')",1.180417,1.3299344,-0.83802116,-0.61123854,0.3710733,0.6227212,-0.2516479
67,0.75835276,0.88195354,"('doubtful', 'determined')",-0.48701623,-0.442687,-0.4541887,-0.39579633,-0.0609507,0.0144901,-0.0754408
63,0.74238646,0.7840871,"('unperceptive', 'insightful')",0.5745053,0.72245115,0.7462595,0.9677015,0.6877171,0.8247466,-0.1370295
32,0.7423382,0.83027583,"('unkind', 'kind')",0.34001142,0.46906245,1.0380489,1.0862594,0.7067995,0.7951992,-0.0883997
53,0.73849297,0.51032436,"('uncreative', 'creative')",0.13448599,0.3681484,0.9793166,1.0744152,0.6174318,0.6509627,-0.0335309
49,-0.73475397,-0.42703292,"('unable', 'able')",0.25861236,0.47621223,-0.22144306,0.111260235,-0.2325282,0.0534799,-0.2860081
4,-0.667485,-0.97270656,"('disliked', 'liked')",-0.9896268,-0.8884422,-6.3028445,-6.25798,-2.6533187,-2.7063764,0.0530577
83,0.6664308,0.77006966,"('powerless', 'powerful')",-0.16803473,0.015209589,-1.0624763,-1.0234264,-0.1880267,-0.0793824,-0.1086443
65,-0.6498494,-0.37029657,"('insecure', 'secure')",0.81713927,0.735828,-0.39441085,-0.30843547,-0.075707,0.019032,-0.094739
84,0.641917,0.4979732,"('inferior', 'superior')",0.20528647,0.06335216,0.8001583,0.62718076,0.5491206,0.3961687,0.1529519
3,-0.5842139,-0.5420011,"('repellent', 'pleasant')",0.5466359,0.4753374,0.2019702,0.14831683,0.0547974,0.0272177,0.0275797
64,-0.5805605,-0.7164003,"('shy', 'confident')",0.2466869,0.00898757,-6.6763887,-6.7692137,-2.3367542,-2.4922088,0.1554546
23,0.52577335,0.6270462,"('insincere', 'sincere')",0.5091328,0.71469265,5.8258834,5.9981875,2.2869298,2.4466422,-0.1597124
10,0.5229604,0.62659377,"('unsympathetic', 'sympathetic')",0.18170182,0.18597761,-0.47708383,-0.33465892,0.0758595,0.1593042,-0.0834447
75,-0.51710176,-0.666486,"('meek', 'impulsive')",-0.48470554,-0.53000987,-0.40046555,-0.49014756,-0.4674243,-0.5622145,0.0947902
78,-0.5120522,-0.48441803,"('nonresilient', 'resilient')",0.7775125,0.7699537,0.14320272,0.075288475,0.136221,0.1202747,0.0159463
29,0.5026236,0.34149855,"('unfair', 'fair')",-0.25013423,-0.39136446,-0.30567133,-0.50717866,-0.0177273,-0.1856815,0.1679542
81,-0.49948967,-0.18006602,"('submissive', 'aggressive')",1.7982342,1.7795609,-0.727059,-0.49012274,0.1905619,0.3697907,-0.1792288
41,0.4593949,0.19975507,"('unforgiving', 'forgiving')",-0.015930608,-0.10608524,0.31429952,0.17587993,0.2525879,0.0898499,0.162738
34,0.42286834,0.4909426,"('mean', 'honorable')",0.07707862,0.15578362,6.3072114,6.3173294,2.2690528,2.3213518,-0.052299
18,-0.41246727,-0.49510187,"('disagreeable', 'welcoming')",-0.2396898,-0.08450128,-0.3256181,-0.22622246,-0.3259251,-0.2686085,-0.0573166
48,0.4072409,0.5563674,"('unintelligent', 'intelligent')",1.4198208,1.4042294,0.7367152,0.67111814,0.8545923,0.8772383,-0.022646
16,-0.4034416,-0.6890088,"('unpopular', 'popular')",-0.37288857,-0.44019955,0.6182244,0.54192823,-0.0527019,-0.19576,0.1430581
40,0.39494374,0.025191247,"('stingy', 'generous')",-0.52294767,-0.45073918,-1.4866177,-1.463032,-0.5382072,-0.6295267,0.0913195
57,-0.3762751,-0.35564798,"('unimaginative', 'imaginative')",0.7621634,0.8394507,-2.7506886,-2.562287,-0.7882667,-0.6928281,-0.0954386
88,-0.34262624,-0.39853534,"('low', 'eminent')",0.19689089,0.2569424,0.3094995,0.36752662,0.054588,0.0753112,-0.0207232
66,-0.33386222,-0.5276428,"('inactive', 'active')",-1.133621,-1.1881368,0.75667113,0.65345913,-0.2369373,-0.3541068,0.1171695
5,-0.3154469,-0.69966936,"('distant', 'outgoing')",-1.3247086,-1.2740562,-0.050003618,-0.0698358,-0.5633864,-0.6811872,0.1178008
76,-0.3085558,-0.03995262,"('anxious', 'daring')",0.9056777,0.88389134,0.11474346,0.21720156,0.2372884,0.3537134,-0.116425
27,-0.27823538,-0.4214362,"('hardhearted', 'softhearted')",0.22053254,0.26201114,1.4158534,1.5298897,0.4527168,0.4568216,-0.0041048
54,0.252769,0.21662462,"('incapable', 'capable')",-0.25489566,-0.18973702,1.0440774,1.2825351,0.3473169,0.4364742,-0.0891573
11,0.25051993,0.4396536,"('unhelpful', 'helpful')",1.0762733,1.3269382,1.9457451,2.1595323,1.0908461,1.308708,-0.2178619
20,0.21377212,0.32182717,"('rough', 'thoughtful')",1.457622,1.338378,0.9833282,0.8039844,0.8849074,0.8213965,0.0635109
74,0.20354764,0.3317991,"('undedicated', 'dedicated')",-0.24675897,-0.10503194,0.0725919,0.25071508,0.0097935,0.1591607,-0.1493672
62,0.17615661,0.46607178,"('incompetent', 'brilliant')",2.0667279,2.2223556,-0.22376406,0.05334771,0.6730401,0.9139251,-0.240885
37,-0.17209747,-0.13597536,"('fake', 'genuine')",-0.8763786,-0.79713213,0.24477674,0.39587247,-0.2678998,-0.1790783,-0.0888215
52,-0.169143,-0.6303477,"('irrational', 'rational')",-1.4476095,-1.5282718,0.48114687,0.36037356,-0.3785352,-0.5994153,0.2208801
73,-0.16797118,-0.37897754,"('helpless', 'self-reliant')",-0.76781005,-0.7798369,-3.5150547,-3.347984,-1.4836121,-1.5022662,0.0186541
72,-0.15990905,-0.08819441,"('unambitious', 'ambitious')",-0.4170444,-0.28586784,-1.2247578,-1.0808603,-0.6005704,-0.4849741,-0.1155963
55,-0.1546283,0.29711187,"('incompetent', 'clever')",2.3656776,2.321706,0.010404669,0.06273572,0.7404846,0.8938512,-0.1533666
15,-0.14829572,-0.15011775,"('boring', 'funny')",0.0068098977,-0.14588168,0.5685977,0.71837014,0.1423706,0.1407902,0.0015804
45,-0.144561,0.0438876,"('incompetent', 'competent')",0.5200925,0.5839212,-0.3535941,-0.2938477,0.0073125,0.1113204,-0.1040079
2,0.14059813,0.030744243,"('unlikable', 'likable')",-0.2358369,-0.1293471,0.577727,0.6405341,0.1608294,0.1806438,-0.0198144
69,0.1294926,-0.08800584,"('lazy', 'industrious')",-0.070244566,-0.27109003,-0.4275281,-0.486989,-0.12276,-0.2820283,0.1592683
22,-0.12729001,-0.08357678,"('untrustworthy', 'trustworthy')",0.6871495,0.717034,-1.0363625,-1.0358343,-0.1588343,-0.1341257,-0.0247086
35,-0.12435153,-0.47524202,"('corrupt', 'incorrupt')",-1.3917536,-1.4875121,0.10205386,-0.11086313,-0.4713504,-0.6912057,0.2198553
70,-0.08543612,0.08668591,"('lethargic', 'energetic')",0.57353467,0.57774186,0.3004179,0.58027005,0.2628388,0.4148993,-0.1520605
46,0.08376993,0.32528493,"('uncompetitive', 'competitive')",0.6399879,0.61375797,-1.038744,-1.075408,-0.1049954,-0.045455,-0.0595404
58,0.07486147,-0.037167918,"('undiscriminating', 'discriminating')",0.26212424,0.2548931,0.006160269,0.058544483,0.114382,0.0920899,0.0222921
13,0.06669675,0.21550335,"('impolite', 'polite')",0.16335732,0.13060284,-0.46458226,-0.5121726,-0.0781761,-0.0553555,-0.0228206
0,0.061753824,0.14231615,"('unsociable', 'sociable')",0.590134,0.55815476,-0.45060724,-0.42187098,0.0670935,0.0928666,-0.0257731
79,0.060338113,-0.17615087,"('wavering', 'unwavering')",-2.2340298,-2.093273,0.12129581,0.09344373,-0.6841319,-0.7253267,0.0411948
77,0.044874616,-0.0069435164,"('unmotivated', 'motivated')",1.2330949,1.0567123,-1.195513,-1.2874217,0.0274855,-0.0792176,0.1067031
86,0.04325938,0.16333252,"('uninfluential', 'influential')",0.18101302,0.32111743,-0.19397154,-0.022864882,0.0101003,0.1538617,-0.1437614
6,-0.025152676,-0.49264306,"('distant', 'open')",-1.7736858,-1.6978008,0.58058363,0.62938595,-0.4060849,-0.5203526,0.1142677
61,0.023354068,-0.11612169,"('illogical', 'logical')",0.93977934,0.77292585,0.44198638,0.33770034,0.4683733,0.3315015,0.1368718
17,0.020249467,-0.0673139,"('nasty', 'nice')",-0.5987575,-0.5271174,-0.35244906,-0.2392785,-0.310319,-0.2779033,-0.0324157
80,0.0075832307,0.2860667,"('dominated', 'dominating')",0.9132355,0.9390768,-1.6081659,-1.4547216,-0.2291157,-0.076526,-0.1525897
87,-0.0069530793,0.058768224,"('unsuccessful', 'successful')",0.10788843,0.07858228,0.39606753,0.49560508,0.1656676,0.2109852,-0.0453176
